ward,precinct,total,Arthur L. Turner,Arthur L. Turner Percent,Terry Link,Terry Link Percent,Rickey R. Hendon,Rickey R. Hendon Percent,Scott Lee Cohen,Scott Lee Cohen Percent,Thomas Michael Castillo,Thomas Michael Castillo Percent,Mike Boland,Mike Boland Percent,precinct_id
30,4,68,20,29.41,3,4.41,5,7.35,15,22.06,20,29.41,5,7.35,30004
30,5,33,1,3.03,3,9.09,8,24.24,5,15.15,14,42.42,2,6.06,30005
30,6,66,7,10.61,8,12.12,7,10.61,22,33.33,17,25.76,5,7.58,30006
30,7,65,13,20.0,6,9.23,5,7.69,15,23.08,14,21.54,12,18.46,30007
30,8,89,21,23.6,4,4.49,5,5.62,22,24.72,23,25.84,14,15.73,30008
30,9,102,10,9.8,9,8.82,15,14.71,26,25.49,27,26.47,15,14.71,30009
30,10,54,7,12.96,6,11.11,5,9.26,15,27.78,14,25.93,7,12.96,30010
30,11,48,7,14.58,6,12.5,5,10.42,15,31.25,9,18.75,6,12.5,30011
30,12,42,7,16.67,1,2.38,5,11.9,13,30.95,13,30.95,3,7.14,30012
30,13,64,15,23.44,4,6.25,7,10.94,14,21.88,15,23.44,9,14.06,30013
30,14,30,5,16.67,2,6.67,5,16.67,7,23.33,9,30.0,2,6.67,30014
30,15,137,33,24.09,13,9.49,10,7.3,53,38.69,9,6.57,19,13.87,30015
30,16,83,16,19.28,9,10.84,4,4.82,21,25.3,19,22.89,14,16.87,30016
30,17,50,3,6.0,8,16.0,3,6.0,12,24.0,20,40.0,4,8.0,30017
30,18,56,8,14.29,5,8.93,2,3.57,17,30.36,15,26.79,9,16.07,30018
30,19,52,8,15.38,2,3.85,5,9.62,18,34.62,12,23.08,7,13.46,30019
30,20,61,6,9.84,6,9.84,6,9.84,12,19.67,26,42.62,5,8.2,30020
30,21,67,9,13.43,3,4.48,4,5.97,12,17.91,37,55.22,2,2.99,30021
30,22,62,8,12.9,4,6.45,5,8.06,14,22.58,28,45.16,3,4.84,30022
30,23,77,10,12.99,3,3.9,10,12.99,16,20.78,37,48.05,1,1.3,30023
30,24,66,9,13.64,3,4.55,5,7.58,17,25.76,28,42.42,4,6.06,30024
30,25,37,8,21.62,2,5.41,4,10.81,9,24.32,8,21.62,6,16.22,30025
30,26,53,11,20.75,2,3.77,11,20.75,3,5.66,24,45.28,2,3.77,30026
30,27,86,16,18.6,3,3.49,16,18.6,18,20.93,29,33.72,4,4.65,30027
30,28,71,8,11.27,8,11.27,6,8.45,12,16.9,25,35.21,12,16.9,30028
30,29,42,6,14.29,4,9.52,5,11.9,11,26.19,15,35.71,1,2.38,30029
30,30,90,10,11.11,8,8.89,12,13.33,24,26.67,27,30.0,9,10.0,30030
30,31,49,11,22.45,3,6.12,2,4.08,14,28.57,17,34.69,2,4.08,30031
30,32,34,8,23.53,1,2.94,9,26.47,7,20.59,9,26.47,0,0.0,30032
30,33,69,11,15.94,6,8.7,7,10.14,18,26.09,23,33.33,4,5.8,30033
30,34,79,18,22.78,6,7.59,4,5.06,28,35.44,17,21.52,6,7.59,30034
30,35,68,11,16.18,3,4.41,6,8.82,17,25.0,25,36.76,6,8.82,30035
30,36,82,11,13.41,7,8.54,6,7.32,19,23.17,33,40.24,6,7.32,30036
30,37,59,13,22.03,1,1.69,5,8.47,16,27.12,21,35.59,3,5.08,30037
30,38,128,27,21.09,10,7.81,4,3.13,38,29.69,31,24.22,18,14.06,30038
30,39,87,8,9.2,7,8.05,4,4.6,30,34.48,24,27.59,14,16.09,30039
30,40,65,6,9.23,7,10.77,7,10.77,19,29.23,20,30.77,6,9.23,30040
30,41,62,11,17.74,6,9.68,5,8.06,11,17.74,28,45.16,1,1.61,30041
31,1,32,3,9.38,0,0.0,1,3.13,15,46.88,10,31.25,3,9.38,31001
31,2,48,3,6.25,3,6.25,4,8.33,17,35.42,18,37.5,3,6.25,31002
31,3,71,10,14.08,9,12.68,5,7.04,18,25.35,24,33.8,5,7.04,31003
31,4,66,8,12.12,9,13.64,5,7.58,14,21.21,27,40.91,3,4.55,31004
31,5,83,14,16.87,5,6.02,9,10.84,25,30.12,27,32.53,3,3.61,31005
31,6,62,4,6.45,5,8.06,3,4.84,21,33.87,24,38.71,5,8.06,31006
31,7,57,9,15.79,2,3.51,2,3.51,11,19.3,29,50.88,4,7.02,31007
31,8,42,10,23.81,8,19.05,4,9.52,7,16.67,7,16.67,6,14.29,31008
31,9,55,6,10.91,4,7.27,7,12.73,11,20.0,20,36.36,7,12.73,31009
31,10,19,0,0.0,3,15.79,0,0.0,4,21.05,11,57.89,1,5.26,31010
31,11,75,16,21.33,3,4.0,10,13.33,17,22.67,25,33.33,4,5.33,31011
31,12,68,10,14.71,5,7.35,10,14.71,18,26.47,21,30.88,4,5.88,31012
31,13,50,7,14.0,5,10.0,1,2.0,11,22.0,22,44.0,4,8.0,31013
31,14,51,6,11.76,5,9.8,5,9.8,10,19.61,20,39.22,5,9.8,31014
31,15,32,2,6.25,5,15.63,1,3.13,7,21.88,14,43.75,3,9.38,31015
31,16,47,9,19.15,5,10.64,2,4.26,16,34.04,10,21.28,5,10.64,31016
31,17,50,2,4.0,6,12.0,8,16.0,8,16.0,23,46.0,3,6.0,31017
31,18,50,10,20.0,3,6.0,4,8.0,13,26.0,16,32.0,4,8.0,31018
31,19,63,10,15.87,2,3.17,8,12.7,23,36.51,15,23.81,5,7.94,31019
31,20,51,6,11.76,2,3.92,5,9.8,5,9.8,27,52.94,6,11.76,31020
31,21,73,10,13.7,4,5.48,10,13.7,15,20.55,29,39.73,5,6.85,31021
31,22,58,15,25.86,4,6.9,3,5.17,14,24.14,20,34.48,2,3.45,31022
31,23,46,4,8.7,1,2.17,2,4.35,23,50.0,12,26.09,4,8.7,31023
31,24,59,2,3.39,6,10.17,2,3.39,11,18.64,34,57.63,4,6.78,31024
31,25,66,8,12.12,6,9.09,4,6.06,16,24.24,28,42.42,4,6.06,31025
31,26,53,11,20.75,10,18.87,7,13.21,9,16.98,14,26.42,2,3.77,31026
31,27,43,4,9.3,3,6.98,7,16.28,8,18.6,20,46.51,1,2.33,31027
31,28,68,16,23.53,8,11.76,2,2.94,19,27.94,20,29.41,3,4.41,31028
31,29,55,10,18.18,6,10.91,3,5.45,12,21.82,18,32.73,6,10.91,31029
31,30,100,11,11.0,5,5.0,11,11.0,26,26.0,41,41.0,6,6.0,31030
31,31,101,15,14.85,7,6.93,19,18.81,20,19.8,33,32.67,7,6.93,31031
31,32,96,13,13.54,7,7.29,12,12.5,20,20.83,34,35.42,10,10.42,31032
31,33,71,12,16.9,6,8.45,6,8.45,18,25.35,25,35.21,4,5.63,31033
31,34,36,9,25.0,0,0.0,3,8.33,5,13.89,17,47.22,2,5.56,31034
31,35,48,4,8.33,4,8.33,3,6.25,10,20.83,24,50.0,3,6.25,31035
31,36,82,7,8.54,10,12.2,6,7.32,19,23.17,35,42.68,5,6.1,31036
31,37,57,2,3.51,3,5.26,3,5.26,10,17.54,38,66.67,1,1.75,31037
31,38,43,12,27.91,2,4.65,3,6.98,7,16.28,12,27.91,7,16.28,31038
31,39,24,1,4.17,3,12.5,0,0.0,4,16.67,15,62.5,1,4.17,31039
31,40,46,3,6.52,4,8.7,8,17.39,9,19.57,16,34.78,6,13.04,31040
31,41,55,3,5.45,8,14.55,6,10.91,15,27.27,16,29.09,7,12.73,31041
31,42,87,8,9.2,7,8.05,5,5.75,21,24.14,40,45.98,6,6.9,31042
31,43,68,14,20.59,3,4.41,7,10.29,14,20.59,23,33.82,7,10.29,31043
31,44,45,5,11.11,4,8.89,7,15.56,5,11.11,21,46.67,3,6.67,31044
31,45,60,10,16.67,4,6.67,3,5.0,15,25.0,25,41.67,3,5.0,31045
31,46,68,7,10.29,5,7.35,2,2.94,24,35.29,27,39.71,3,4.41,31046
31,47,59,9,15.25,5,8.47,3,5.08,15,25.42,24,40.68,3,5.08,31047
31,48,49,10,20.41,6,12.24,4,8.16,11,22.45,15,30.61,3,6.12,31048
31,49,29,3,10.34,3,10.34,4,13.79,7,24.14,11,37.93,1,3.45,31049
31,50,64,14,21.88,2,3.13,7,10.94,15,23.44,22,34.38,4,6.25,31050
31,51,49,3,6.12,6,12.24,4,8.16,7,14.29,27,55.1,2,4.08,31051
32,1,120,37,30.83,11,9.17,6,5.0,31,25.83,14,11.67,21,17.5,32001
32,2,145,51,35.17,20,13.79,13,8.97,32,22.07,13,8.97,16,11.03,32002
32,3,83,19,22.89,8,9.64,9,10.84,25,30.12,11,13.25,11,13.25,32003
32,4,129,40,31.01,7,5.43,10,7.75,43,33.33,8,6.2,21,16.28,32004
32,5,70,19,27.14,8,11.43,6,8.57,22,31.43,5,7.14,10,14.29,32005
32,6,112,27,24.11,5,4.46,10,8.93,37,33.04,20,17.86,13,11.61,32006
32,7,59,14,23.73,10,16.95,1,1.69,24,40.68,2,3.39,8,13.56,32007
32,8,147,55,37.41,15,10.2,9,6.12,33,22.45,10,6.8,25,17.01,32008
32,9,173,79,45.66,10,5.78,7,4.05,37,21.39,18,10.4,22,12.72,32009
32,10,99,38,38.38,8,8.08,3,3.03,23,23.23,11,11.11,16,16.16,32010
32,11,107,29,27.1,15,14.02,2,1.87,26,24.3,17,15.89,18,16.82,32011
32,12,74,21,28.38,7,9.46,4,5.41,22,29.73,10,13.51,10,13.51,32012
32,13,48,12,25.0,5,10.42,2,4.17,17,35.42,6,12.5,6,12.5,32013
32,14,101,30,29.7,11,10.89,4,3.96,31,30.69,14,13.86,11,10.89,32014
32,15,70,21,30.0,5,7.14,3,4.29,28,40.0,5,7.14,8,11.43,32015
32,16,116,40,34.48,7,6.03,7,6.03,45,38.79,6,5.17,11,9.48,32016
32,17,105,35,33.33,8,7.62,11,10.48,23,21.9,8,7.62,20,19.05,32017
32,18,82,32,39.02,8,9.76,3,3.66,25,30.49,4,4.88,10,12.2,32018
32,19,120,29,24.17,12,10.0,7,5.83,37,30.83,19,15.83,16,13.33,32019
32,20,97,35,36.08,9,9.28,6,6.19,32,32.99,5,5.15,10,10.31,32020
32,21,86,26,30.23,16,18.6,3,3.49,24,27.91,10,11.63,7,8.14,32021
32,22,131,57,43.51,9,6.87,6,4.58,32,24.43,14,10.69,13,9.92,32022
32,23,122,36,29.51,9,7.38,9,7.38,37,30.33,12,9.84,19,15.57,32023
32,24,111,34,30.63,8,7.21,6,5.41,45,40.54,7,6.31,11,9.91,32024
32,25,90,24,26.67,6,6.67,3,3.33,34,37.78,12,13.33,11,12.22,32025
32,26,100,30,30.0,8,8.0,7,7.0,26,26.0,11,11.0,18,18.0,32026
32,27,98,35,35.71,8,8.16,3,3.06,34,34.69,13,13.27,5,5.1,32027
32,28,78,17,21.79,9,11.54,3,3.85,33,42.31,5,6.41,11,14.1,32028
32,29,108,32,29.63,10,9.26,5,4.63,40,37.04,8,7.41,13,12.04,32029
32,30,86,35,40.7,10,11.63,3,3.49,26,30.23,6,6.98,6,6.98,32030
32,31,145,59,40.69,14,9.66,6,4.14,44,30.34,11,7.59,11,7.59,32031
32,32,111,50,45.05,13,11.71,0,0.0,25,22.52,4,3.6,19,17.12,32032
32,33,94,25,26.6,9,9.57,10,10.64,24,25.53,13,13.83,13,13.83,32033
32,34,131,43,32.82,11,8.4,7,5.34,40,30.53,14,10.69,16,12.21,32034
32,35,140,50,35.71,12,8.57,3,2.14,44,31.43,12,8.57,19,13.57,32035
32,36,98,31,31.63,7,7.14,15,15.31,23,23.47,10,10.2,12,12.24,32036
32,37,100,27,27.0,12,12.0,10,10.0,35,35.0,12,12.0,4,4.0,32037
32,38,108,43,39.81,12,11.11,0,0.0,28,25.93,9,8.33,16,14.81,32038
32,39,99,30,30.3,5,5.05,5,5.05,40,40.4,4,4.04,15,15.15,32039
32,40,117,41,35.04,12,10.26,5,4.27,31,26.5,9,7.69,19,16.24,32040
32,41,124,29,23.39,16,12.9,6,4.84,52,41.94,13,10.48,8,6.45,32041
32,42,140,28,20.0,9,6.43,8,5.71,58,41.43,16,11.43,21,15.0,32042
32,43,118,48,40.68,7,5.93,5,4.24,34,28.81,8,6.78,16,13.56,32043
32,44,123,21,17.07,13,10.57,14,11.38,35,28.46,21,17.07,19,15.45,32044
32,45,106,15,14.15,13,12.26,7,6.6,45,42.45,15,14.15,11,10.38,32045
32,46,36,5,13.89,5,13.89,3,8.33,14,38.89,4,11.11,5,13.89,32046
32,47,121,36,29.75,11,9.09,7,5.79,37,30.58,8,6.61,22,18.18,32047
32,48,176,52,29.55,14,7.95,15,8.52,52,29.55,16,9.09,27,15.34,32048
32,49,62,30,48.39,5,8.06,5,8.06,12,19.35,3,4.84,7,11.29,32049
32,50,154,69,44.81,15,9.74,5,3.25,30,19.48,6,3.9,29,18.83,32050
32,51,116,45,38.79,5,4.31,9,7.76,34,29.31,1,0.86,22,18.97,32051
32,52,52,17,32.69,3,5.77,8,15.38,18,34.62,3,5.77,3,5.77,32052
33,1,144,22,15.28,11,7.64,7,4.86,57,39.58,30,20.83,17,11.81,33001
33,2,154,29,18.83,17,11.04,7,4.55,66,42.86,16,10.39,19,12.34,33002
33,3,157,37,23.57,18,11.46,15,9.55,44,28.03,25,15.92,18,11.46,33003
33,4,177,31,17.51,18,10.17,11,6.21,71,40.11,40,22.6,6,3.39,33004
33,5,114,21,18.42,12,10.53,9,7.89,49,42.98,17,14.91,6,5.26,33005
33,6,186,10,5.38,52,27.96,3,1.61,70,37.63,39,20.97,12,6.45,33006
33,7,239,86,35.98,26,10.88,9,3.77,75,31.38,8,3.35,35,14.64,33007
33,8,140,38,27.14,11,7.86,10,7.14,43,30.71,17,12.14,21,15.0,33008
33,9,151,24,15.89,14,9.27,9,5.96,68,45.03,18,11.92,18,11.92,33009
33,10,183,31,16.94,18,9.84,11,6.01,80,43.72,23,12.57,20,10.93,33010
33,11,143,25,17.48,7,4.9,8,5.59,62,43.36,28,19.58,13,9.09,33011
33,12,161,20,12.42,36,22.36,6,3.73,64,39.75,29,18.01,6,3.73,33012
33,13,169,17,10.06,14,8.28,8,4.73,75,44.38,40,23.67,15,8.88,33013
33,14,118,25,21.19,11,9.32,3,2.54,45,38.14,22,18.64,12,10.17,33014
33,15,141,29,20.57,18,12.77,4,2.84,46,32.62,36,25.53,8,5.67,33015
33,16,99,17,17.17,8,8.08,4,4.04,38,38.38,21,21.21,11,11.11,33016
33,17,179,42,23.46,16,8.94,13,7.26,52,29.05,35,19.55,21,11.73,33017
33,18,42,8,19.05,5,11.9,1,2.38,16,38.1,7,16.67,5,11.9,33018
33,19,133,23,17.29,15,11.28,5,3.76,52,39.1,24,18.05,14,10.53,33019
33,20,143,34,23.78,18,12.59,9,6.29,39,27.27,24,16.78,19,13.29,33020
33,21,155,26,16.77,17,10.97,16,10.32,41,26.45,38,24.52,17,10.97,33021
33,22,212,13,6.13,21,9.91,6,2.83,120,56.6,29,13.68,23,10.85,33022
33,23,141,26,18.44,7,4.96,15,10.64,48,34.04,15,10.64,30,21.28,33023
33,24,215,75,34.88,27,12.56,7,3.26,59,27.44,20,9.3,27,12.56,33024
33,25,195,25,12.82,22,11.28,13,6.67,83,42.56,37,18.97,15,7.69,33025
33,26,140,22,15.71,20,14.29,8,5.71,41,29.29,26,18.57,23,16.43,33026
33,27,111,22,19.82,12,10.81,5,4.5,39,35.14,18,16.22,15,13.51,33027
34,1,232,43,18.53,13,5.6,97,41.81,56,24.14,9,3.88,14,6.03,34001
34,2,174,37,21.26,12,6.9,70,40.23,38,21.84,5,2.87,12,6.9,34002
34,3,171,33,19.3,15,8.77,58,33.92,40,23.39,19,11.11,6,3.51,34003
34,4,159,19,11.95,9,5.66,51,32.08,65,40.88,12,7.55,3,1.89,34004
34,5,128,27,21.09,9,7.03,43,33.59,41,32.03,3,2.34,5,3.91,34005
34,6,116,17,14.66,4,3.45,38,32.76,48,41.38,7,6.03,2,1.72,34006
34,7,242,55,22.73,15,6.2,85,35.12,65,26.86,14,5.79,8,3.31,34007
34,8,156,34,21.79,9,5.77,73,46.79,31,19.87,7,4.49,2,1.28,34008
34,9,111,13,11.71,1,0.9,46,41.44,42,37.84,2,1.8,7,6.31,34009
34,10,159,37,23.27,9,5.66,62,38.99,42,26.42,5,3.14,4,2.52,34010
34,11,92,20,21.74,4,4.35,31,33.7,31,33.7,2,2.17,4,4.35,34011
34,12,183,41,22.4,7,3.83,55,30.05,62,33.88,11,6.01,7,3.83,34012
34,13,195,42,21.54,6,3.08,84,43.08,42,21.54,14,7.18,7,3.59,34013
34,14,130,28,21.54,8,6.15,42,32.31,43,33.08,4,3.08,5,3.85,34014
34,15,131,28,21.37,7,5.34,27,20.61,56,42.75,9,6.87,4,3.05,34015
34,16,89,21,23.6,6,6.74,36,40.45,19,21.35,3,3.37,4,4.49,34016
34,17,112,19,16.96,7,6.25,46,41.07,29,25.89,6,5.36,5,4.46,34017
34,18,96,21,21.88,3,3.13,20,20.83,49,51.04,2,2.08,1,1.04,34018
34,19,29,3,10.34,3,10.34,12,41.38,7,24.14,2,6.9,2,6.9,34019
34,20,280,54,19.29,9,3.21,90,32.14,115,41.07,8,2.86,4,1.43,34020
34,21,168,29,17.26,11,6.55,54,32.14,61,36.31,8,4.76,5,2.98,34021
34,22,215,41,19.07,12,5.58,78,36.28,69,32.09,10,4.65,5,2.33,34022
34,23,156,32,20.51,8,5.13,66,42.31,42,26.92,5,3.21,3,1.92,34023
34,24,146,20,13.7,6,4.11,41,28.08,71,48.63,5,3.42,3,2.05,34024
34,25,191,50,26.18,11,5.76,69,36.13,40,20.94,9,4.71,12,6.28,34025
34,26,84,19,22.62,4,4.76,24,28.57,30,35.71,5,5.95,2,2.38,34026
34,27,136,18,13.24,8,5.88,43,31.62,45,33.09,12,8.82,10,7.35,34027
34,28,98,9,9.18,8,8.16,16,16.33,57,58.16,6,6.12,2,2.04,34028
34,29,164,41,25.0,9,5.49,70,42.68,32,19.51,7,4.27,5,3.05,34029
34,30,227,37,16.3,12,5.29,96,42.29,66,29.07,9,3.96,7,3.08,34030
34,31,91,22,24.18,8,8.79,20,21.98,32,35.16,5,5.49,4,4.4,34031
34,32,122,30,24.59,4,3.28,36,29.51,39,31.97,9,7.38,4,3.28,34032
34,33,75,18,24.0,3,4.0,20,26.67,27,36.0,2,2.67,5,6.67,34033
34,34,216,41,18.98,8,3.7,91,42.13,58,26.85,11,5.09,7,3.24,34034
34,35,214,29,13.55,7,3.27,77,35.98,87,40.65,8,3.74,6,2.8,34035
34,36,210,41,19.52,7,3.33,57,27.14,94,44.76,7,3.33,4,1.9,34036
34,37,153,22,14.38,6,3.92,53,34.64,63,41.18,4,2.61,5,3.27,34037
34,38,125,20,16.0,5,4.0,26,20.8,62,49.6,5,4.0,7,5.6,34038
34,39,99,18,18.18,4,4.04,36,36.36,37,37.37,2,2.02,2,2.02,34039
34,40,182,40,21.98,6,3.3,57,31.32,55,30.22,10,5.49,14,7.69,34040
34,41,93,16,17.2,4,4.3,42,45.16,27,29.03,1,1.08,3,3.23,34041
34,42,226,52,23.01,9,3.98,83,36.73,64,28.32,9,3.98,9,3.98,34042
34,43,238,47,19.75,8,3.36,103,43.28,64,26.89,9,3.78,7,2.94,34043
34,44,232,58,25.0,9,3.88,84,36.21,67,28.88,7,3.02,7,3.02,34044
34,45,162,29,17.9,9,5.56,62,38.27,49,30.25,7,4.32,6,3.7,34045
34,46,152,35,23.03,5,3.29,46,30.26,57,37.5,4,2.63,5,3.29,34046
34,47,85,11,12.94,5,5.88,27,31.76,36,42.35,2,2.35,4,4.71,34047
34,48,232,51,21.98,8,3.45,89,38.36,65,28.02,7,3.02,12,5.17,34048
34,49,254,65,25.59,16,6.3,91,35.83,60,23.62,15,5.91,7,2.76,34049
34,50,169,43,25.44,5,2.96,55,32.54,54,31.95,9,5.33,3,1.78,34050
34,51,254,51,20.08,10,3.94,99,38.98,74,29.13,10,3.94,10,3.94,34051
34,52,117,16,13.68,8,6.84,33,28.21,44,37.61,9,7.69,7,5.98,34052
34,53,93,16,17.2,8,8.6,36,38.71,24,25.81,7,7.53,2,2.15,34053
34,54,111,15,13.51,7,6.31,29,26.13,49,44.14,7,6.31,4,3.6,34054
34,55,169,36,21.3,6,3.55,64,37.87,42,24.85,15,8.88,6,3.55,34055
34,56,72,18,25.0,4,5.56,25,34.72,20,27.78,3,4.17,2,2.78,34056
34,57,102,21,20.59,6,5.88,44,43.14,25,24.51,3,2.94,3,2.94,34057
34,58,194,40,20.62,11,5.67,77,39.69,53,27.32,8,4.12,5,2.58,34058
34,59,147,25,17.01,4,2.72,62,42.18,45,30.61,6,4.08,5,3.4,34059
34,60,176,58,32.95,12,6.82,59,33.52,36,20.45,6,3.41,5,2.84,34060
34,61,132,31,23.48,8,6.06,53,40.15,30,22.73,5,3.79,5,3.79,34061
35,1,126,33,26.19,10,7.94,5,3.97,37,29.37,30,23.81,11,8.73,35001
35,2,86,8,9.3,8,9.3,3,3.49,20,23.26,36,41.86,11,12.79,35002
35,3,77,16,20.78,11,14.29,11,14.29,15,19.48,17,22.08,7,9.09,35003
35,4,139,23,16.55,10,7.19,7,5.04,47,33.81,38,27.34,14,10.07,35004
35,5,104,16,15.38,7,6.73,8,7.69,24,23.08,37,35.58,12,11.54,35005
35,6,102,11,10.78,7,6.86,8,7.84,42,41.18,31,30.39,3,2.94,35006
35,7,103,22,21.36,4,3.88,6,5.83,21,20.39,26,25.24,24,23.3,35007
35,8,95,32,33.68,4,4.21,7,7.37,27,28.42,15,15.79,10,10.53,35008
35,9,92,16,17.39,8,8.7,7,7.61,29,31.52,25,27.17,7,7.61,35009
35,10,115,29,25.22,7,6.09,9,7.83,28,24.35,34,29.57,8,6.96,35010
35,11,83,15,18.07,5,6.02,9,10.84,22,26.51,25,30.12,7,8.43,35011
35,12,138,41,29.71,6,4.35,16,11.59,38,27.54,25,18.12,12,8.7,35012
35,13,30,4,13.33,0,0.0,3,10.0,7,23.33,12,40.0,4,13.33,35013
35,14,115,14,12.17,10,8.7,12,10.43,29,25.22,41,35.65,9,7.83,35014
35,15,104,23,22.12,7,6.73,7,6.73,32,30.77,27,25.96,8,7.69,35015
35,16,122,43,35.25,7,5.74,7,5.74,39,31.97,16,13.11,10,8.2,35016
35,17,100,15,15.0,8,8.0,11,11.0,19,19.0,35,35.0,12,12.0,35017
35,18,126,33,26.19,12,9.52,15,11.9,30,23.81,29,23.02,7,5.56,35018
35,19,98,28,28.57,8,8.16,9,9.18,25,25.51,18,18.37,10,10.2,35019
35,20,83,17,20.48,5,6.02,13,15.66,17,20.48,27,32.53,4,4.82,35020
35,21,103,19,18.45,6,5.83,6,5.83,28,27.18,32,31.07,12,11.65,35021
35,22,56,12,21.43,7,12.5,2,3.57,10,17.86,18,32.14,7,12.5,35022
35,23,71,15,21.13,3,4.23,6,8.45,15,21.13,22,30.99,10,14.08,35023
35,24,66,13,19.7,3,4.55,6,9.09,25,37.88,16,24.24,3,4.55,35024
35,25,105,25,23.81,16,15.24,7,6.67,26,24.76,16,15.24,15,14.29,35025
35,26,139,22,15.83,9,6.47,4,2.88,40,28.78,39,28.06,25,17.99,35026
35,27,138,32,23.19,21,15.22,9,6.52,39,28.26,28,20.29,9,6.52,35027
35,28,104,33,31.73,11,10.58,4,3.85,20,19.23,21,20.19,15,14.42,35028
35,29,123,28,22.76,10,8.13,7,5.69,34,27.64,18,14.63,26,21.14,35029
35,30,167,47,28.14,18,10.78,9,5.39,42,25.15,25,14.97,26,15.57,35030
35,31,45,7,15.56,4,8.89,6,13.33,15,33.33,9,20.0,4,8.89,35031
35,32,69,14,20.29,2,2.9,7,10.14,15,21.74,25,36.23,6,8.7,35032
35,33,96,25,26.04,3,3.13,4,4.17,33,34.38,19,19.79,12,12.5,35033
35,34,110,27,24.55,9,8.18,17,15.45,28,25.45,16,14.55,13,11.82,35034
35,35,123,28,22.76,6,4.88,12,9.76,23,18.7,32,26.02,22,17.89,35035
35,36,61,22,36.07,3,4.92,7,11.48,8,13.11,14,22.95,7,11.48,35036
36,1,97,19,19.59,11,11.34,6,6.19,23,23.71,30,30.93,8,8.25,36001
36,2,95,12,12.63,6,6.32,14,14.74,24,25.26,24,25.26,15,15.79,36002
36,3,210,41,19.52,15,7.14,55,26.19,52,24.76,34,16.19,13,6.19,36003
36,4,68,15,22.06,3,4.41,8,11.76,14,20.59,17,25.0,11,16.18,36004
36,5,92,16,17.39,5,5.43,3,3.26,39,42.39,20,21.74,9,9.78,36005
36,6,114,19,16.67,12,10.53,4,3.51,42,36.84,27,23.68,10,8.77,36006
36,7,88,14,15.91,14,15.91,5,5.68,29,32.95,13,14.77,13,14.77,36007
36,8,102,17,16.67,14,13.73,6,5.88,38,37.25,13,12.75,14,13.73,36008
36,9,99,20,20.2,8,8.08,6,6.06,34,34.34,15,15.15,16,16.16,36009
36,10,102,13,12.75,27,26.47,11,10.78,31,30.39,12,11.76,8,7.84,36010
36,11,160,28,17.5,19,11.88,10,6.25,43,26.88,37,23.13,23,14.38,36011
36,12,83,12,14.46,10,12.05,5,6.02,26,31.33,23,27.71,7,8.43,36012
36,13,198,21,10.61,92,46.46,8,4.04,27,13.64,24,12.12,26,13.13,36013
36,14,120,22,18.33,12,10.0,7,5.83,35,29.17,31,25.83,13,10.83,36014
36,15,108,18,16.67,9,8.33,6,5.56,28,25.93,32,29.63,15,13.89,36015
36,16,196,51,26.02,7,3.57,32,16.33,56,28.57,32,16.33,18,9.18,36016
36,17,100,24,24.0,14,14.0,5,5.0,25,25.0,17,17.0,15,15.0,36017
36,18,146,26,17.81,15,10.27,4,2.74,54,36.99,27,18.49,20,13.7,36018
36,19,118,20,16.95,10,8.47,11,9.32,36,30.51,33,27.97,8,6.78,36019
36,20,152,20,13.16,19,12.5,6,3.95,47,30.92,40,26.32,20,13.16,36020
36,21,215,32,14.88,33,15.35,8,3.72,71,33.02,42,19.53,29,13.49,36021
36,22,158,37,23.42,12,7.59,22,13.92,39,24.68,28,17.72,20,12.66,36022
36,23,83,13,15.66,4,4.82,22,26.51,13,15.66,19,22.89,12,14.46,36023
36,24,135,38,28.15,4,2.96,53,39.26,22,16.3,13,9.63,5,3.7,36024
36,25,96,22,22.92,5,5.21,5,5.21,28,29.17,25,26.04,11,11.46,36025
36,26,116,24,20.69,12,10.34,4,3.45,31,26.72,30,25.86,15,12.93,36026
36,27,70,14,20.0,6,8.57,3,4.29,28,40.0,15,21.43,4,5.71,36027
36,28,104,16,15.38,12,11.54,6,5.77,28,26.92,30,28.85,12,11.54,36028
36,29,86,21,24.42,10,11.63,3,3.49,33,38.37,12,13.95,7,8.14,36029
36,30,147,30,20.41,12,8.16,2,1.36,45,30.61,30,20.41,28,19.05,36030
36,31,129,30,23.26,8,6.2,6,4.65,48,37.21,24,18.6,13,10.08,36031
36,32,108,18,16.67,12,11.11,6,5.56,30,27.78,20,18.52,22,20.37,36032
36,33,106,28,26.42,4,3.77,20,18.87,25,23.58,17,16.04,12,11.32,36033
36,34,88,14,15.91,19,21.59,6,6.82,25,28.41,9,10.23,15,17.05,36034
36,35,124,18,14.52,15,12.1,6,4.84,42,33.87,31,25.0,12,9.68,36035
36,36,114,20,17.54,12,10.53,3,2.63,37,32.46,33,28.95,9,7.89,36036
36,37,74,12,16.22,10,13.51,3,4.05,26,35.14,12,16.22,11,14.86,36037
36,38,90,12,13.33,10,11.11,8,8.89,29,32.22,22,24.44,9,10.0,36038
36,39,102,15,14.71,12,11.76,5,4.9,36,35.29,20,19.61,14,13.73,36039
36,40,128,15,11.72,16,12.5,6,4.69,49,38.28,21,16.41,21,16.41,36040
36,41,95,19,20.0,12,12.63,5,5.26,23,24.21,22,23.16,14,14.74,36041
36,42,101,16,15.84,14,13.86,3,2.97,36,35.64,15,14.85,17,16.83,36042
