ward,precinct,total,Harry Osterman,Harry Osterman Percent,precinct_id
40,3,126,126,100.0,40003
40,4,118,118,100.0,40004
40,7,129,129,100.0,40007
40,11,101,101,100.0,40011
40,12,84,84,100.0,40012
40,13,135,135,100.0,40013
40,16,142,142,100.0,40016
40,26,133,133,100.0,40026
40,27,94,94,100.0,40027
40,28,124,124,100.0,40028
40,35,116,116,100.0,40035
40,37,89,89,100.0,40037
40,42,7,7,100.0,40042
40,43,10,10,100.0,40043
40,47,131,131,100.0,40047
48,1,112,112,100.0,48001
48,2,116,116,100.0,48002
48,3,143,143,100.0,48003
48,5,152,152,100.0,48005
48,6,125,125,100.0,48006
48,7,95,95,100.0,48007
48,8,107,107,100.0,48008
48,9,142,142,100.0,48009
48,10,81,81,100.0,48010
48,11,176,176,100.0,48011
48,12,106,106,100.0,48012
48,13,140,140,100.0,48013
48,14,103,103,100.0,48014
48,15,73,73,100.0,48015
48,16,96,96,100.0,48016
48,18,78,78,100.0,48018
48,19,129,129,100.0,48019
48,20,98,98,100.0,48020
48,22,219,219,100.0,48022
48,26,129,129,100.0,48026
48,27,70,70,100.0,48027
48,28,135,135,100.0,48028
48,29,129,129,100.0,48029
48,30,131,131,100.0,48030
48,31,81,81,100.0,48031
48,32,77,77,100.0,48032
48,33,150,150,100.0,48033
48,36,137,137,100.0,48036
48,37,88,88,100.0,48037
48,38,181,181,100.0,48038
48,39,119,119,100.0,48039
48,41,56,56,100.0,48041
48,42,109,109,100.0,48042
48,43,142,142,100.0,48043
48,44,134,134,100.0,48044
48,45,96,96,100.0,48045
48,46,82,82,100.0,48046
48,47,82,82,100.0,48047
48,48,116,116,100.0,48048
48,50,162,162,100.0,48050
48,51,210,210,100.0,48051
48,52,83,83,100.0,48052
48,53,99,99,100.0,48053
48,54,96,96,100.0,48054
49,2,217,217,100.0,49002
49,3,101,101,100.0,49003
49,4,52,52,100.0,49004
49,7,97,97,100.0,49007
49,8,137,137,100.0,49008
49,9,110,110,100.0,49009
49,10,99,99,100.0,49010
49,11,91,91,100.0,49011
49,12,141,141,100.0,49012
49,13,151,151,100.0,49013
49,15,81,81,100.0,49015
49,17,18,18,100.0,49017
49,18,95,95,100.0,49018
49,19,84,84,100.0,49019
49,21,34,34,100.0,49021
49,22,138,138,100.0,49022
49,23,91,91,100.0,49023
49,25,133,133,100.0,49025
49,26,114,114,100.0,49026
49,27,147,147,100.0,49027
49,29,123,123,100.0,49029
49,31,98,98,100.0,49031
49,32,81,81,100.0,49032
49,33,98,98,100.0,49033
49,36,184,184,100.0,49036
49,37,168,168,100.0,49037
49,39,91,91,100.0,49039
49,42,110,110,100.0,49042
50,34,12,12,100.0,50034
