ward,precinct,total,William H. Hooks,William H. Hooks Percent,William Burnett Raines,William Burnett Raines Percent,precinct_id
39,42,84,40,47.62,14,16.67,39042
39,43,89,50,56.18,18,20.22,39043
39,44,105,50,47.62,19,18.1,39044
39,45,44,18,40.91,14,31.82,39045
39,46,83,31,37.35,26,31.33,39046
39,47,59,22,37.29,17,28.81,39047
40,1,55,23,41.82,12,21.82,40001
40,2,64,30,46.88,15,23.44,40002
40,3,113,69,61.06,16,14.16,40003
40,4,97,62,63.92,12,12.37,40004
40,5,85,46,54.12,16,18.82,40005
40,6,96,47,48.96,16,16.67,40006
40,7,114,63,55.26,16,14.04,40007
40,8,25,15,60.0,3,12.0,40008
40,9,102,41,40.2,30,29.41,40009
40,10,106,69,65.09,15,14.15,40010
40,11,85,55,64.71,11,12.94,40011
40,12,78,53,67.95,10,12.82,40012
40,13,136,79,58.09,17,12.5,40013
40,14,77,41,53.25,13,16.88,40014
40,15,102,50,49.02,19,18.63,40015
40,16,120,55,45.83,28,23.33,40016
40,17,58,27,46.55,12,20.69,40017
40,18,105,59,56.19,19,18.1,40018
40,19,84,43,51.19,15,17.86,40019
40,20,98,55,56.12,17,17.35,40020
40,21,89,39,43.82,18,20.22,40021
40,22,52,34,65.38,9,17.31,40022
40,23,116,52,44.83,18,15.52,40023
40,24,52,19,36.54,9,17.31,40024
40,25,75,38,50.67,14,18.67,40025
40,26,129,80,62.02,10,7.75,40026
40,27,88,53,60.23,10,11.36,40027
40,28,115,64,55.65,15,13.04,40028
40,29,135,73,54.07,25,18.52,40029
40,30,159,108,67.92,16,10.06,40030
40,31,94,56,59.57,15,15.96,40031
40,32,49,28,57.14,8,16.33,40032
40,33,104,59,56.73,14,13.46,40033
40,34,56,29,51.79,10,17.86,40034
40,35,91,52,57.14,19,20.88,40035
40,36,91,51,56.04,14,15.38,40036
40,37,78,48,61.54,13,16.67,40037
40,38,53,25,47.17,6,11.32,40038
40,39,79,42,53.16,12,15.19,40039
40,40,79,33,41.77,15,18.99,40040
40,41,113,76,67.26,10,8.85,40041
40,42,95,56,58.95,15,15.79,40042
40,43,101,55,54.46,15,14.85,40043
40,44,58,26,44.83,14,24.14,40044
40,45,158,78,49.37,36,22.78,40045
40,46,128,51,39.84,25,19.53,40046
40,47,115,64,55.65,13,11.3,40047
40,48,62,34,54.84,13,20.97,40048
40,49,52,28,53.85,9,17.31,40049
41,1,141,52,36.88,44,31.21,41001
41,2,187,69,36.9,50,26.74,41002
41,3,126,40,31.75,36,28.57,41003
41,4,163,66,40.49,34,20.86,41004
41,5,157,56,35.67,47,29.94,41005
41,6,150,68,45.33,24,16.0,41006
41,7,166,65,39.16,33,19.88,41007
41,8,117,52,44.44,21,17.95,41008
41,9,108,38,35.19,28,25.93,41009
41,10,124,57,45.97,27,21.77,41010
41,11,141,42,29.79,57,40.43,41011
41,12,115,55,47.83,23,20.0,41012
41,13,71,26,36.62,19,26.76,41013
41,14,176,85,48.3,35,19.89,41014
41,15,160,47,29.38,61,38.13,41015
41,16,132,54,40.91,33,25.0,41016
41,17,154,59,38.31,37,24.03,41017
41,18,102,30,29.41,31,30.39,41018
41,19,174,86,49.43,41,23.56,41019
41,20,144,62,43.06,35,24.31,41020
41,21,152,52,34.21,48,31.58,41021
41,22,124,54,43.55,35,28.23,41022
41,23,121,48,39.67,34,28.1,41023
41,24,118,44,37.29,36,30.51,41024
41,25,34,12,35.29,6,17.65,41025
41,26,47,15,31.91,11,23.4,41026
41,27,33,17,51.52,6,18.18,41027
41,28,101,34,33.66,24,23.76,41028
41,29,61,25,40.98,12,19.67,41029
41,30,140,59,42.14,29,20.71,41030
41,31,153,51,33.33,36,23.53,41031
41,32,65,19,29.23,18,27.69,41032
41,33,91,26,28.57,25,27.47,41033
41,34,96,39,40.63,19,19.79,41034
41,35,160,55,34.38,44,27.5,41035
41,36,125,60,48.0,28,22.4,41036
41,37,142,43,30.28,41,28.87,41037
41,38,130,54,41.54,27,20.77,41038
41,39,87,36,41.38,12,13.79,41039
41,40,160,55,34.38,48,30.0,41040
41,41,119,51,42.86,28,23.53,41041
41,42,161,60,37.27,46,28.57,41042
41,43,112,42,37.5,31,27.68,41043
41,44,159,84,52.83,23,14.47,41044
41,45,92,33,35.87,22,23.91,41045
41,46,109,47,43.12,26,23.85,41046
41,47,130,65,50.0,18,13.85,41047
41,48,56,31,55.36,8,14.29,41048
41,49,175,52,29.71,42,24.0,41049
41,50,137,48,35.04,36,26.28,41050
41,51,108,35,32.41,18,16.67,41051
41,52,187,85,45.45,25,13.37,41052
41,53,129,69,53.49,26,20.16,41053
41,54,134,73,54.48,21,15.67,41054
41,55,92,39,42.39,28,30.43,41055
41,56,180,71,39.44,50,27.78,41056
41,57,95,29,30.53,26,27.37,41057
42,1,129,87,67.44,13,10.08,42001
42,2,75,40,53.33,11,14.67,42002
42,3,90,53,58.89,16,17.78,42003
42,4,107,69,64.49,15,14.02,42004
42,5,96,68,70.83,14,14.58,42005
42,6,220,115,52.27,36,16.36,42006
42,7,93,53,56.99,13,13.98,42007
42,8,140,86,61.43,21,15.0,42008
42,9,219,126,57.53,43,19.63,42009
42,10,71,44,61.97,6,8.45,42010
42,11,116,78,67.24,21,18.1,42011
42,12,73,41,56.16,10,13.7,42012
42,13,208,131,62.98,26,12.5,42013
42,14,90,53,58.89,13,14.44,42014
42,15,143,85,59.44,22,15.38,42015
42,16,59,40,67.8,4,6.78,42016
42,17,202,104,51.49,47,23.27,42017
42,18,162,92,56.79,27,16.67,42018
42,19,24,12,50.0,3,12.5,42019
42,20,53,27,50.94,11,20.75,42020
42,21,74,41,55.41,15,20.27,42021
42,22,59,33,55.93,9,15.25,42022
42,23,138,93,67.39,19,13.77,42023
42,24,116,59,50.86,22,18.97,42024
42,25,79,36,45.57,14,17.72,42025
42,26,126,62,49.21,33,26.19,42026
42,27,136,75,55.15,17,12.5,42027
42,28,125,77,61.6,13,10.4,42028
42,29,100,71,71.0,5,5.0,42029
42,30,58,36,62.07,9,15.52,42030
42,31,76,47,61.84,8,10.53,42031
42,32,79,47,59.49,11,13.92,42032
42,33,177,108,61.02,19,10.73,42033
42,34,105,68,64.76,13,12.38,42034
42,35,102,66,64.71,10,9.8,42035
42,36,61,34,55.74,7,11.48,42036
42,37,68,46,67.65,7,10.29,42037
42,38,75,50,66.67,9,12.0,42038
42,39,65,25,38.46,18,27.69,42039
42,40,111,69,62.16,14,12.61,42040
42,41,121,67,55.37,14,11.57,42041
42,42,56,21,37.5,9,16.07,42042
42,43,113,68,60.18,16,14.16,42043
42,44,86,52,60.47,14,16.28,42044
42,45,112,70,62.5,11,9.82,42045
42,46,56,22,39.29,11,19.64,42046
42,47,69,47,68.12,1,1.45,42047
42,48,79,43,54.43,12,15.19,42048
42,49,33,14,42.42,4,12.12,42049
42,50,136,84,61.76,13,9.56,42050
42,51,183,117,63.93,24,13.11,42051
42,52,50,27,54.0,9,18.0,42052
42,53,134,64,47.76,22,16.42,42053
42,54,77,47,61.04,10,12.99,42054
42,55,94,57,60.64,14,14.89,42055
42,56,103,64,62.14,17,16.5,42056
42,57,58,29,50.0,14,24.14,42057
42,58,41,27,65.85,5,12.2,42058
42,59,106,57,53.77,14,13.21,42059
42,60,34,16,47.06,6,17.65,42060
42,61,57,38,66.67,7,12.28,42061
42,62,60,35,58.33,7,11.67,42062
42,63,109,67,61.47,12,11.01,42063
42,64,36,17,47.22,4,11.11,42064
42,65,94,66,70.21,6,6.38,42065
42,66,76,39,51.32,11,14.47,42066
42,67,138,76,55.07,19,13.77,42067
42,68,80,47,58.75,11,13.75,42068
42,69,62,36,58.06,7,11.29,42069
43,1,141,82,58.16,25,17.73,43001
43,2,86,56,65.12,12,13.95,43002
43,3,122,87,71.31,13,10.66,43003
43,4,134,76,56.72,27,20.15,43004
43,5,104,67,64.42,12,11.54,43005
43,6,59,39,66.1,5,8.47,43006
43,7,97,54,55.67,14,14.43,43007
43,8,143,90,62.94,24,16.78,43008
43,9,74,49,66.22,5,6.76,43009
43,10,84,52,61.9,7,8.33,43010
43,11,72,49,68.06,7,9.72,43011
43,12,115,76,66.09,10,8.7,43012
43,13,47,25,53.19,12,25.53,43013
43,14,105,77,73.33,7,6.67,43014
43,15,90,63,70.0,6,6.67,43015
43,16,94,56,59.57,14,14.89,43016
43,17,116,87,75.0,8,6.9,43017
43,18,126,73,57.94,16,12.7,43018
43,19,68,38,55.88,13,19.12,43019
43,20,116,78,67.24,6,5.17,43020
43,21,133,100,75.19,12,9.02,43021
43,22,61,37,60.66,12,19.67,43022
43,23,86,59,68.6,9,10.47,43023
43,24,96,49,51.04,16,16.67,43024
43,25,107,56,52.34,17,15.89,43025
43,26,89,54,60.67,12,13.48,43026
43,27,68,44,64.71,9,13.24,43027
43,28,136,72,52.94,21,15.44,43028
43,29,74,50,67.57,6,8.11,43029
43,30,55,32,58.18,13,23.64,43030
43,31,108,72,66.67,12,11.11,43031
43,32,111,72,64.86,12,10.81,43032
43,33,43,24,55.81,5,11.63,43033
43,34,36,16,44.44,4,11.11,43034
43,35,132,99,75.0,9,6.82,43035
43,36,85,51,60.0,12,14.12,43036
43,37,79,34,43.04,21,26.58,43037
43,38,61,36,59.02,7,11.48,43038
43,39,74,46,62.16,12,16.22,43039
43,40,45,26,57.78,10,22.22,43040
43,41,58,43,74.14,3,5.17,43041
43,42,93,64,68.82,11,11.83,43042
43,43,60,36,60.0,10,16.67,43043
43,44,93,51,54.84,10,10.75,43044
43,45,28,15,53.57,3,10.71,43045
43,46,105,70,66.67,10,9.52,43046
43,47,103,50,48.54,18,17.48,43047
43,48,88,47,53.41,13,14.77,43048
43,49,97,61,62.89,11,11.34,43049
43,50,69,43,62.32,11,15.94,43050
43,51,126,57,45.24,28,22.22,43051
43,52,58,38,65.52,7,12.07,43052
43,53,92,40,43.48,16,17.39,43053
43,54,79,38,48.1,14,17.72,43054
43,55,102,51,50.0,24,23.53,43055
43,56,54,35,64.81,4,7.41,43056
43,57,64,36,56.25,7,10.94,43057
43,58,86,54,62.79,7,8.14,43058
43,59,136,87,63.97,9,6.62,43059
44,1,107,59,55.14,13,12.15,44001
44,2,76,41,53.95,7,9.21,44002
44,3,148,96,64.86,8,5.41,44003
44,4,117,72,61.54,16,13.68,44004
44,5,107,61,57.01,10,9.35,44005
44,6,85,53,62.35,9,10.59,44006
44,7,113,75,66.37,13,11.5,44007
44,8,37,18,48.65,8,21.62,44008
44,9,54,37,68.52,7,12.96,44009
44,10,46,28,60.87,4,8.7,44010
44,11,91,57,62.64,9,9.89,44011
44,12,81,48,59.26,15,18.52,44012
44,13,66,41,62.12,8,12.12,44013
44,14,88,57,64.77,12,13.64,44014
44,15,115,70,60.87,11,9.57,44015
44,16,92,61,66.3,12,13.04,44016
44,17,138,87,63.04,14,10.14,44017
44,18,61,33,54.1,10,16.39,44018
44,19,52,29,55.77,6,11.54,44019
44,20,81,51,62.96,7,8.64,44020
44,21,82,53,64.63,5,6.1,44021
44,22,125,70,56.0,16,12.8,44022
44,23,64,43,67.19,11,17.19,44023
44,24,62,41,66.13,4,6.45,44024
44,25,80,43,53.75,12,15.0,44025
44,26,80,45,56.25,12,15.0,44026
44,27,109,68,62.39,8,7.34,44027
44,28,53,30,56.6,9,16.98,44028
44,29,86,54,62.79,9,10.47,44029
44,30,83,52,62.65,9,10.84,44030
44,31,87,56,64.37,13,14.94,44031
44,32,78,52,66.67,7,8.97,44032
44,33,111,62,55.86,19,17.12,44033
44,34,56,31,55.36,7,12.5,44034
44,35,82,52,63.41,6,7.32,44035
44,36,64,32,50.0,15,23.44,44036
44,37,124,78,62.9,14,11.29,44037
44,38,62,38,61.29,7,11.29,44038
44,39,74,49,66.22,9,12.16,44039
44,40,96,57,59.38,16,16.67,44040
44,41,108,52,48.15,23,21.3,44041
44,42,144,86,59.72,26,18.06,44042
44,43,115,67,58.26,14,12.17,44043
44,44,135,66,48.89,22,16.3,44044
44,45,93,44,47.31,16,17.2,44045
44,46,89,63,70.79,9,10.11,44046
44,47,119,71,59.66,13,10.92,44047
44,48,80,53,66.25,9,11.25,44048
44,49,177,128,72.32,12,6.78,44049
44,50,68,33,48.53,10,14.71,44050
44,51,57,37,64.91,4,7.02,44051
45,1,85,41,48.24,17,20.0,45001
45,2,135,64,47.41,31,22.96,45002
45,3,138,77,55.8,33,23.91,45003
45,4,173,67,38.73,42,24.28,45004
45,5,168,80,47.62,38,22.62,45005
45,6,116,46,39.66,27,23.28,45006
45,7,99,46,46.46,19,19.19,45007
45,8,84,24,28.57,25,29.76,45008
45,9,112,42,37.5,28,25.0,45009
45,10,128,52,40.63,25,19.53,45010
45,11,102,37,36.27,28,27.45,45011
45,12,114,60,52.63,22,19.3,45012
45,13,129,51,39.53,38,29.46,45013
45,14,109,49,44.95,24,22.02,45014
45,15,113,42,37.17,32,28.32,45015
45,16,125,64,51.2,20,16.0,45016
45,17,97,46,47.42,18,18.56,45017
45,18,128,69,53.91,21,16.41,45018
45,19,125,51,40.8,20,16.0,45019
45,20,119,52,43.7,24,20.17,45020
45,21,116,46,39.66,30,25.86,45021
45,22,92,38,41.3,26,28.26,45022
45,23,136,63,46.32,30,22.06,45023
45,24,132,59,44.7,28,21.21,45024
45,25,118,63,53.39,20,16.95,45025
45,26,133,61,45.86,25,18.8,45026
45,27,92,35,38.04,26,28.26,45027
45,28,109,62,56.88,18,16.51,45028
45,29,119,45,37.82,31,26.05,45029
45,30,143,65,45.45,28,19.58,45030
45,31,106,49,46.23,23,21.7,45031
45,32,82,32,39.02,19,23.17,45032
45,33,98,53,54.08,15,15.31,45033
45,34,92,39,42.39,17,18.48,45034
45,35,128,66,51.56,22,17.19,45035
45,36,100,51,51.0,17,17.0,45036
45,37,107,46,42.99,17,15.89,45037
45,38,124,54,43.55,25,20.16,45038
45,39,142,64,45.07,27,19.01,45039
45,40,140,73,52.14,20,14.29,45040
45,41,70,28,40.0,21,30.0,45041
45,42,147,71,48.3,30,20.41,45042
45,43,109,46,42.2,21,19.27,45043
45,44,144,71,49.31,29,20.14,45044
45,45,81,39,48.15,21,25.93,45045
45,46,123,56,45.53,26,21.14,45046
45,47,108,51,47.22,18,16.67,45047
45,48,120,60,50.0,16,13.33,45048
45,49,115,49,42.61,28,24.35,45049
45,50,84,35,41.67,29,34.52,45050
45,51,121,56,46.28,33,27.27,45051
45,52,124,53,42.74,29,23.39,45052
45,53,83,40,48.19,20,24.1,45053
46,1,208,97,46.63,39,18.75,46001
46,2,104,60,57.69,14,13.46,46002
46,3,116,59,50.86,25,21.55,46003
46,4,113,53,46.9,23,20.35,46004
46,5,51,25,49.02,4,7.84,46005
46,6,114,52,45.61,26,22.81,46006
46,7,75,49,65.33,8,10.67,46007
46,8,106,44,41.51,38,35.85,46008
46,9,86,42,48.84,17,19.77,46009
46,10,83,45,54.22,11,13.25,46010
46,11,131,79,60.31,17,12.98,46011
46,12,101,63,62.38,13,12.87,46012
46,13,93,43,46.24,14,15.05,46013
46,14,71,46,64.79,7,9.86,46014
46,15,124,65,52.42,21,16.94,46015
46,16,104,52,50.0,22,21.15,46016
46,17,158,98,62.03,19,12.03,46017
46,18,155,93,60.0,24,15.48,46018
46,19,103,59,57.28,21,20.39,46019
46,20,69,27,39.13,16,23.19,46020
46,21,49,22,44.9,7,14.29,46021
46,22,68,23,33.82,18,26.47,46022
46,23,84,31,36.9,34,40.48,46023
46,24,59,38,64.41,7,11.86,46024
46,25,106,51,48.11,20,18.87,46025
46,26,139,47,33.81,46,33.09,46026
46,27,96,46,47.92,19,19.79,46027
46,28,119,52,43.7,31,26.05,46028
46,29,106,56,52.83,16,15.09,46029
46,30,138,60,43.48,26,18.84,46030
46,31,115,75,65.22,4,3.48,46031
46,32,96,35,36.46,30,31.25,46032
46,33,152,71,46.71,31,20.39,46033
46,34,107,60,56.07,20,18.69,46034
46,35,121,61,50.41,29,23.97,46035
46,36,121,70,57.85,18,14.88,46036
46,37,64,34,53.13,12,18.75,46037
46,38,79,40,50.63,22,27.85,46038
46,39,137,78,56.93,22,16.06,46039
46,40,78,27,34.62,21,26.92,46040
46,41,91,36,39.56,20,21.98,46041
46,42,121,49,40.5,29,23.97,46042
46,43,151,92,60.93,19,12.58,46043
46,44,86,33,38.37,23,26.74,46044
46,45,118,66,55.93,12,10.17,46045
46,46,105,45,42.86,23,21.9,46046
46,47,37,19,51.35,8,21.62,46047
47,1,116,52,44.83,35,30.17,47001
47,2,130,60,46.15,30,23.08,47002
47,3,112,44,39.29,33,29.46,47003
47,4,162,76,46.91,30,18.52,47004
47,5,118,61,51.69,22,18.64,47005
47,6,148,72,48.65,25,16.89,47006
47,7,141,65,46.1,38,26.95,47007
47,8,151,65,43.05,41,27.15,47008
47,9,119,49,41.18,41,34.45,47009
47,10,66,41,62.12,6,9.09,47010
47,11,191,60,31.41,78,40.84,47011
47,12,118,52,44.07,30,25.42,47012
47,13,183,108,59.02,28,15.3,47013
47,14,95,41,43.16,21,22.11,47014
47,15,111,59,53.15,21,18.92,47015
47,16,139,83,59.71,19,13.67,47016
47,17,126,64,50.79,24,19.05,47017
47,18,128,67,52.34,31,24.22,47018
47,19,152,71,46.71,51,33.55,47019
47,20,147,79,53.74,37,25.17,47020
47,21,166,92,55.42,34,20.48,47021
47,22,134,63,47.01,23,17.16,47022
47,23,65,32,49.23,17,26.15,47023
47,24,110,63,57.27,21,19.09,47024
47,25,143,68,47.55,33,23.08,47025
47,26,181,89,49.17,31,17.13,47026
47,27,120,58,48.33,23,19.17,47027
47,28,181,85,46.96,41,22.65,47028
47,29,119,57,47.9,21,17.65,47029
47,30,125,77,61.6,17,13.6,47030
47,31,137,65,47.45,35,25.55,47031
47,32,136,78,57.35,22,16.18,47032
47,33,116,59,50.86,17,14.66,47033
47,34,161,83,51.55,34,21.12,47034
47,35,180,67,37.22,48,26.67,47035
47,36,158,91,57.59,25,15.82,47036
47,37,126,66,52.38,23,18.25,47037
47,38,119,61,51.26,20,16.81,47038
47,39,121,61,50.41,20,16.53,47039
47,40,114,69,60.53,18,15.79,47040
47,41,189,89,47.09,48,25.4,47041
47,42,97,46,47.42,20,20.62,47042
47,43,81,41,50.62,17,20.99,47043
47,44,99,49,49.49,25,25.25,47044
47,45,136,76,55.88,26,19.12,47045
47,46,87,51,58.62,16,18.39,47046
47,47,112,58,51.79,30,26.79,47047
47,48,38,10,26.32,19,50.0,47048
47,49,79,41,51.9,18,22.78,47049
47,50,107,51,47.66,25,23.36,47050
47,51,80,37,46.25,21,26.25,47051
47,52,113,37,32.74,35,30.97,47052
48,1,91,53,58.24,14,15.38,48001
48,2,102,55,53.92,14,13.73,48002
48,3,127,54,42.52,29,22.83,48003
48,4,133,70,52.63,16,12.03,48004
48,5,129,77,59.69,16,12.4,48005
48,6,127,72,56.69,26,20.47,48006
48,7,90,59,65.56,16,17.78,48007
48,8,95,49,51.58,10,10.53,48008
48,9,123,58,47.15,24,19.51,48009
48,10,72,46,63.89,9,12.5,48010
48,11,147,98,66.67,18,12.24,48011
48,12,99,53,53.54,21,21.21,48012
48,13,120,59,49.17,8,6.67,48013
48,14,91,52,57.14,15,16.48,48014
48,15,67,30,44.78,10,14.93,48015
48,16,95,52,54.74,17,17.89,48016
48,17,150,89,59.33,21,14.0,48017
48,18,68,29,42.65,23,33.82,48018
48,19,107,61,57.01,15,14.02,48019
48,20,91,71,78.02,6,6.59,48020
48,21,121,45,37.19,40,33.06,48021
48,22,177,97,54.8,31,17.51,48022
48,23,104,52,50.0,20,19.23,48023
48,24,80,26,32.5,23,28.75,48024
48,25,136,67,49.26,15,11.03,48025
48,26,126,72,57.14,18,14.29,48026
48,27,65,33,50.77,17,26.15,48027
48,28,121,69,57.02,17,14.05,48028
48,29,112,48,42.86,22,19.64,48029
48,30,114,69,60.53,11,9.65,48030
48,31,86,39,45.35,26,30.23,48031
48,32,73,36,49.32,16,21.92,48032
48,33,142,81,57.04,16,11.27,48033
48,34,124,84,67.74,20,16.13,48034
48,35,51,23,45.1,16,31.37,48035
48,36,126,62,49.21,18,14.29,48036
48,37,70,37,52.86,13,18.57,48037
48,38,155,106,68.39,13,8.39,48038
48,39,97,47,48.45,15,15.46,48039
48,40,62,39,62.9,8,12.9,48040
48,41,40,17,42.5,8,20.0,48041
48,42,99,60,60.61,13,13.13,48042
48,43,118,68,57.63,13,11.02,48043
48,44,119,68,57.14,10,8.4,48044
48,45,91,55,60.44,14,15.38,48045
48,46,81,38,46.91,16,19.75,48046
48,47,78,31,39.74,22,28.21,48047
48,48,98,56,57.14,14,14.29,48048
48,49,41,17,41.46,10,24.39,48049
48,50,135,85,62.96,15,11.11,48050
48,51,175,103,58.86,17,9.71,48051
48,52,71,41,57.75,12,16.9,48052
48,53,84,43,51.19,21,25.0,48053
48,54,90,46,51.11,20,22.22,48054
49,1,104,44,42.31,25,24.04,49001
49,2,207,105,50.72,28,13.53,49002
49,3,87,55,63.22,6,6.9,49003
49,4,49,23,46.94,13,26.53,49004
49,5,146,90,61.64,19,13.01,49005
49,6,109,66,60.55,16,14.68,49006
49,7,99,68,68.69,9,9.09,49007
49,8,138,75,54.35,21,15.22,49008
49,9,101,50,49.5,14,13.86,49009
49,10,94,59,62.77,11,11.7,49010
49,11,84,40,47.62,17,20.24,49011
49,12,130,78,60.0,17,13.08,49012
49,13,141,81,57.45,20,14.18,49013
49,14,92,55,59.78,17,18.48,49014
49,15,78,28,35.9,17,21.79,49015
49,16,101,52,51.49,17,16.83,49016
49,17,15,8,53.33,2,13.33,49017
49,18,81,49,60.49,12,14.81,49018
49,19,79,42,53.16,20,25.32,49019
49,20,137,63,45.99,34,24.82,49020
49,21,32,22,68.75,4,12.5,49021
49,22,122,74,60.66,21,17.21,49022
49,23,79,47,59.49,11,13.92,49023
49,24,109,67,61.47,14,12.84,49024
49,25,129,74,57.36,15,11.63,49025
49,26,108,50,46.3,27,25.0,49026
49,27,138,72,52.17,22,15.94,49027
49,28,62,37,59.68,12,19.35,49028
49,29,110,58,52.73,14,12.73,49029
49,30,116,53,45.69,26,22.41,49030
49,31,85,40,47.06,9,10.59,49031
49,32,69,42,60.87,6,8.7,49032
49,33,92,51,55.43,17,18.48,49033
49,34,96,51,53.13,18,18.75,49034
49,35,140,80,57.14,19,13.57,49035
49,36,165,91,55.15,20,12.12,49036
49,37,145,80,55.17,20,13.79,49037
49,38,70,37,52.86,15,21.43,49038
49,39,84,43,51.19,15,17.86,49039
49,40,91,47,51.65,14,15.38,49040
49,41,94,57,60.64,21,22.34,49041
49,42,102,54,52.94,19,18.63,49042
50,1,154,72,46.75,32,20.78,50001
50,2,125,54,43.2,26,20.8,50002
50,3,117,63,53.85,26,22.22,50003
50,4,109,66,60.55,20,18.35,50004
50,5,122,64,52.46,31,25.41,50005
50,6,89,46,51.69,14,15.73,50006
50,7,168,100,59.52,36,21.43,50007
50,8,71,29,40.85,27,38.03,50008
50,9,86,44,51.16,7,8.14,50009
50,10,69,35,50.72,14,20.29,50010
50,11,112,59,52.68,19,16.96,50011
50,12,112,36,32.14,28,25.0,50012
50,13,106,60,56.6,26,24.53,50013
50,14,75,37,49.33,16,21.33,50014
50,15,155,107,69.03,11,7.1,50015
50,16,70,27,38.57,14,20.0,50016
50,17,83,45,54.22,13,15.66,50017
50,18,88,44,50.0,13,14.77,50018
50,19,88,44,50.0,20,22.73,50019
50,20,91,48,52.75,12,13.19,50020
50,21,122,75,61.48,19,15.57,50021
50,22,76,41,53.95,19,25.0,50022
50,23,72,38,52.78,17,23.61,50023
50,24,79,32,40.51,19,24.05,50024
50,25,96,47,48.96,16,16.67,50025
50,26,53,28,52.83,7,13.21,50026
50,27,58,27,46.55,7,12.07,50027
50,28,97,47,48.45,18,18.56,50028
50,29,93,39,41.94,19,20.43,50029
50,30,101,58,57.43,18,17.82,50030
50,31,39,17,43.59,5,12.82,50031
50,32,83,41,49.4,17,20.48,50032
50,33,57,24,42.11,16,28.07,50033
50,34,85,34,40.0,29,34.12,50034
50,35,144,88,61.11,18,12.5,50035
50,36,119,67,56.3,12,10.08,50036
50,37,119,61,51.26,20,16.81,50037
50,38,96,49,51.04,17,17.71,50038
50,39,74,33,44.59,22,29.73,50039
50,40,109,60,55.05,25,22.94,50040
50,41,150,99,66.0,20,13.33,50041
50,42,129,78,60.47,15,11.63,50042
50,43,82,43,52.44,13,15.85,50043
50,44,74,27,36.49,15,20.27,50044
50,45,53,29,54.72,7,13.21,50045
