ward,precinct,total,S. Raja Krishnamoorthi,S. Raja Krishnamoorthi Percent,Clinton A. ''Clint'' Krislov,Clinton A. ''Clint'' Krislov Percent,precinct_id
26,24,52,27,51.92,4,7.69,26024
26,25,36,9,25.0,8,22.22,26025
26,26,41,12,29.27,8,19.51,26026
26,27,75,25,33.33,11,14.67,26027
26,28,60,32,53.33,2,3.33,26028
26,29,61,34,55.74,2,3.28,26029
26,30,56,23,41.07,5,8.93,26030
26,31,65,24,36.92,12,18.46,26031
26,32,68,35,51.47,6,8.82,26032
26,33,27,18,66.67,3,11.11,26033
26,34,88,50,56.82,5,5.68,26034
26,35,87,50,57.47,6,6.9,26035
26,36,49,14,28.57,6,12.24,26036
26,37,39,16,41.03,3,7.69,26037
26,38,38,22,57.89,4,10.53,26038
26,39,55,22,40.0,3,5.45,26039
26,40,47,23,48.94,3,6.38,26040
26,41,74,35,47.3,11,14.86,26041
26,42,39,14,35.9,4,10.26,26042
26,43,59,19,32.2,7,11.86,26043
26,44,39,16,41.03,2,5.13,26044
26,45,77,32,41.56,5,6.49,26045
26,46,101,63,62.38,4,3.96,26046
26,47,27,7,25.93,2,7.41,26047
26,48,96,36,37.5,9,9.38,26048
26,49,42,12,28.57,2,4.76,26049
26,50,40,19,47.5,7,17.5,26050
26,51,81,30,37.04,5,6.17,26051
26,52,25,13,52.0,1,4.0,26052
26,53,36,14,38.89,3,8.33,26053
26,54,46,10,21.74,7,15.22,26054
26,55,63,17,26.98,10,15.87,26055
26,56,60,32,53.33,3,5.0,26056
26,57,59,23,38.98,6,10.17,26057
26,58,63,20,31.75,3,4.76,26058
26,59,58,19,32.76,17,29.31,26059
26,60,54,21,38.89,6,11.11,26060
26,61,31,12,38.71,1,3.23,26061
26,62,80,38,47.5,14,17.5,26062
26,63,24,8,33.33,3,12.5,26063
27,1,136,102,75.0,4,2.94,27001
27,2,74,14,18.92,8,10.81,27002
27,3,74,20,27.03,6,8.11,27003
27,4,61,15,24.59,1,1.64,27004
27,5,44,22,50.0,2,4.55,27005
27,6,30,7,23.33,2,6.67,27006
27,7,99,62,62.63,2,2.02,27007
27,8,96,24,25.0,1,1.04,27008
27,9,163,63,38.65,8,4.91,27009
27,10,201,54,26.87,10,4.98,27010
27,11,104,53,50.96,12,11.54,27011
27,12,125,82,65.6,1,0.8,27012
27,13,97,53,54.64,8,8.25,27013
27,14,120,26,21.67,9,7.5,27014
27,15,65,11,16.92,8,12.31,27015
27,16,28,22,78.57,2,7.14,27016
27,17,96,68,70.83,6,6.25,27017
27,18,75,47,62.67,7,9.33,27018
27,19,90,29,32.22,2,2.22,27019
27,20,101,22,21.78,7,6.93,27020
27,21,81,31,38.27,5,6.17,27021
27,22,90,15,16.67,1,1.11,27022
27,23,20,5,25.0,1,5.0,27023
27,24,75,13,17.33,1,1.33,27024
27,25,59,10,16.95,5,8.47,27025
27,26,116,30,25.86,7,6.03,27026
27,27,99,21,21.21,7,7.07,27027
27,28,126,51,40.48,8,6.35,27028
27,29,67,8,11.94,7,10.45,27029
27,30,45,9,20.0,0,0.0,27030
27,31,67,19,28.36,9,13.43,27031
27,32,124,53,42.74,11,8.87,27032
27,33,92,38,41.3,2,2.17,27033
27,34,90,22,24.44,2,2.22,27034
27,35,91,51,56.04,7,7.69,27035
27,36,129,34,26.36,6,4.65,27036
27,37,155,29,18.71,5,3.23,27037
27,38,64,37,57.81,9,14.06,27038
27,39,36,8,22.22,0,0.0,27039
27,40,84,12,14.29,2,2.38,27040
27,41,87,51,58.62,10,11.49,27041
27,42,62,46,74.19,3,4.84,27042
27,43,63,14,22.22,8,12.7,27043
27,44,83,13,15.66,5,6.02,27044
27,45,92,11,11.96,2,2.17,27045
27,46,101,10,9.9,3,2.97,27046
27,47,71,12,16.9,4,5.63,27047
27,48,131,33,25.19,8,6.11,27048
27,49,100,20,20.0,2,2.0,27049
27,50,111,85,76.58,6,5.41,27050
27,51,16,1,6.25,1,6.25,27051
27,52,73,20,27.4,3,4.11,27052
27,53,84,40,47.62,7,8.33,27053
27,54,104,68,65.38,11,10.58,27054
27,55,82,11,13.41,3,3.66,27055
27,56,59,39,66.1,4,6.78,27056
27,57,66,44,66.67,1,1.52,27057
27,58,34,24,70.59,4,11.76,27058
27,59,120,44,36.67,10,8.33,27059
28,1,87,23,26.44,1,1.15,28001
28,2,119,31,26.05,10,8.4,28002
28,3,69,17,24.64,3,4.35,28003
28,4,114,19,16.67,7,6.14,28004
28,5,68,18,26.47,2,2.94,28005
28,6,73,26,35.62,4,5.48,28006
28,7,87,18,20.69,3,3.45,28007
28,8,88,23,26.14,2,2.27,28008
28,9,83,11,13.25,2,2.41,28009
28,10,32,6,18.75,1,3.13,28010
28,11,71,13,18.31,6,8.45,28011
28,12,59,9,15.25,4,6.78,28012
28,13,36,2,5.56,0,0.0,28013
28,14,57,15,26.32,5,8.77,28014
28,15,83,20,24.1,2,2.41,28015
28,16,74,24,32.43,2,2.7,28016
28,17,88,19,21.59,6,6.82,28017
28,18,118,28,23.73,8,6.78,28018
28,19,107,24,22.43,8,7.48,28019
28,20,97,20,20.62,4,4.12,28020
28,21,119,24,20.17,5,4.2,28021
28,22,85,18,21.18,5,5.88,28022
28,23,83,14,16.87,5,6.02,28023
28,24,54,18,33.33,2,3.7,28024
28,25,76,18,23.68,3,3.95,28025
28,26,88,14,15.91,6,6.82,28026
28,27,104,25,24.04,7,6.73,28027
28,28,50,13,26.0,3,6.0,28028
28,29,93,30,32.26,5,5.38,28029
28,30,65,24,36.92,4,6.15,28030
28,31,74,12,16.22,2,2.7,28031
28,32,83,20,24.1,7,8.43,28032
28,33,121,27,22.31,7,5.79,28033
28,34,22,8,36.36,3,13.64,28034
28,35,73,10,13.7,1,1.37,28035
28,36,61,16,26.23,1,1.64,28036
28,37,159,29,18.24,2,1.26,28037
28,38,41,13,31.71,3,7.32,28038
28,39,94,26,27.66,5,5.32,28039
28,40,130,27,20.77,5,3.85,28040
28,41,84,23,27.38,9,10.71,28041
28,42,73,19,26.03,4,5.48,28042
28,43,138,29,21.01,4,2.9,28043
28,44,134,27,20.15,9,6.72,28044
28,45,88,17,19.32,2,2.27,28045
28,46,92,15,16.3,6,6.52,28046
28,47,120,28,23.33,23,19.17,28047
28,48,48,16,33.33,0,0.0,28048
28,49,43,10,23.26,4,9.3,28049
28,50,55,16,29.09,3,5.45,28050
28,51,85,21,24.71,5,5.88,28051
28,52,74,25,33.78,4,5.41,28052
28,53,59,24,40.68,8,13.56,28053
28,54,65,16,24.62,2,3.08,28054
28,55,77,20,25.97,5,6.49,28055
28,56,83,20,24.1,1,1.2,28056
28,57,105,21,20.0,4,3.81,28057
28,58,85,19,22.35,1,1.18,28058
28,59,81,14,17.28,1,1.23,28059
28,60,57,6,10.53,7,12.28,28060
28,61,52,23,44.23,2,3.85,28061
29,1,207,44,21.26,11,5.31,29001
29,2,74,26,35.14,12,16.22,29002
29,3,195,40,20.51,13,6.67,29003
29,4,146,32,21.92,2,1.37,29004
29,5,122,31,25.41,5,4.1,29005
29,6,54,14,25.93,6,11.11,29006
29,7,69,23,33.33,7,10.14,29007
29,8,89,21,23.6,8,8.99,29008
29,9,61,26,42.62,9,14.75,29009
29,10,60,17,28.33,7,11.67,29010
29,11,133,32,24.06,7,5.26,29011
29,12,175,54,30.86,3,1.71,29012
29,13,135,30,22.22,6,4.44,29013
29,14,162,33,20.37,11,6.79,29014
29,15,175,37,21.14,4,2.29,29015
29,16,204,22,10.78,3,1.47,29016
29,17,109,24,22.02,7,6.42,29017
29,18,161,35,21.74,6,3.73,29018
29,19,187,33,17.65,5,2.67,29019
29,20,157,28,17.83,14,8.92,29020
29,21,98,21,21.43,8,8.16,29021
29,22,104,42,40.38,9,8.65,29022
29,23,116,26,22.41,7,6.03,29023
29,24,74,29,39.19,2,2.7,29024
29,25,124,17,13.71,5,4.03,29025
29,26,99,19,19.19,5,5.05,29026
29,27,75,17,22.67,2,2.67,29027
29,28,156,26,16.67,10,6.41,29028
29,29,154,30,19.48,4,2.6,29029
29,30,60,39,65.0,5,8.33,29030
29,31,136,33,24.26,9,6.62,29031
29,32,62,22,35.48,13,20.97,29032
29,33,140,34,24.29,4,2.86,29033
29,34,90,42,46.67,5,5.56,29034
29,35,94,28,29.79,8,8.51,29035
29,36,158,42,26.58,0,0.0,29036
29,37,118,30,25.42,5,4.24,29037
29,38,131,33,25.19,3,2.29,29038
29,39,82,16,19.51,7,8.54,29039
29,40,176,54,30.68,2,1.14,29040
29,41,155,31,20.0,1,0.65,29041
29,42,150,45,30.0,6,4.0,29042
29,43,163,34,20.86,4,2.45,29043
29,44,123,40,32.52,4,3.25,29044
29,45,98,24,24.49,3,3.06,29045
29,46,121,40,33.06,3,2.48,29046
29,47,179,62,34.64,4,2.23,29047
29,48,107,26,24.3,8,7.48,29048
29,49,169,33,19.53,12,7.1,29049
30,1,120,67,55.83,14,11.67,30001
30,2,61,27,44.26,4,6.56,30002
30,3,126,69,54.76,9,7.14,30003
30,4,66,29,43.94,7,10.61,30004
30,5,32,11,34.38,6,18.75,30005
30,6,64,20,31.25,10,15.63,30006
30,7,67,35,52.24,5,7.46,30007
30,8,93,53,56.99,9,9.68,30008
30,9,103,33,32.04,12,11.65,30009
30,10,53,24,45.28,6,11.32,30010
30,11,48,15,31.25,4,8.33,30011
30,12,41,12,29.27,9,21.95,30012
30,13,69,40,57.97,7,10.14,30013
30,14,31,15,48.39,1,3.23,30014
30,15,147,94,63.95,12,8.16,30015
30,16,83,40,48.19,11,13.25,30016
30,17,49,19,38.78,7,14.29,30017
30,18,54,22,40.74,4,7.41,30018
30,19,50,27,54.0,6,12.0,30019
30,20,67,22,32.84,12,17.91,30020
30,21,63,15,23.81,5,7.94,30021
30,22,62,21,33.87,12,19.35,30022
30,23,72,21,29.17,11,15.28,30023
30,24,67,22,32.84,6,8.96,30024
30,25,36,14,38.89,7,19.44,30025
30,26,52,19,36.54,4,7.69,30026
30,27,88,25,28.41,10,11.36,30027
30,28,76,40,52.63,8,10.53,30028
30,29,42,17,40.48,3,7.14,30029
30,30,91,47,51.65,8,8.79,30030
30,31,47,18,38.3,3,6.38,30031
30,32,31,18,58.06,2,6.45,30032
30,33,65,20,30.77,6,9.23,30033
30,34,81,28,34.57,8,9.88,30034
30,35,74,27,36.49,10,13.51,30035
30,36,84,34,40.48,7,8.33,30036
30,37,60,30,50.0,2,3.33,30037
30,38,131,75,57.25,14,10.69,30038
30,39,88,40,45.45,9,10.23,30039
30,40,64,30,46.88,7,10.94,30040
30,41,58,15,25.86,7,12.07,30041
31,1,32,11,34.38,1,3.13,31001
31,2,46,20,43.48,4,8.7,31002
31,3,75,31,41.33,10,13.33,31003
31,4,65,33,50.77,3,4.62,31004
31,5,81,31,38.27,4,4.94,31005
31,6,59,17,28.81,11,18.64,31006
31,7,58,19,32.76,7,12.07,31007
31,8,43,21,48.84,5,11.63,31008
31,9,59,24,40.68,3,5.08,31009
31,10,21,7,33.33,2,9.52,31010
31,11,74,24,32.43,7,9.46,31011
31,12,70,27,38.57,2,2.86,31012
31,13,54,22,40.74,7,12.96,31013
31,14,58,16,27.59,9,15.52,31014
31,15,31,8,25.81,4,12.9,31015
31,16,47,29,61.7,4,8.51,31016
31,17,54,13,24.07,2,3.7,31017
31,18,54,19,35.19,4,7.41,31018
31,19,70,24,34.29,5,7.14,31019
31,20,47,13,27.66,6,12.77,31020
31,21,77,24,31.17,4,5.19,31021
31,22,58,26,44.83,6,10.34,31022
31,23,42,17,40.48,4,9.52,31023
31,24,60,18,30.0,5,8.33,31024
31,25,74,21,28.38,8,10.81,31025
31,26,53,23,43.4,4,7.55,31026
31,27,40,10,25.0,5,12.5,31027
31,28,70,23,32.86,6,8.57,31028
31,29,59,19,32.2,3,5.08,31029
31,30,100,32,32.0,7,7.0,31030
31,31,103,41,39.81,9,8.74,31031
31,32,95,26,27.37,20,21.05,31032
31,33,67,28,41.79,12,17.91,31033
31,34,36,10,27.78,5,13.89,31034
31,35,49,11,22.45,3,6.12,31035
31,36,86,19,22.09,14,16.28,31036
31,37,57,17,29.82,6,10.53,31037
31,38,42,10,23.81,8,19.05,31038
31,39,26,5,19.23,1,3.85,31039
31,40,44,15,34.09,4,9.09,31040
31,41,56,28,50.0,2,3.57,31041
31,42,88,26,29.55,7,7.95,31042
31,43,69,25,36.23,9,13.04,31043
31,44,40,6,15.0,7,17.5,31044
31,45,59,27,45.76,4,6.78,31045
31,46,71,21,29.58,4,5.63,31046
31,47,63,25,39.68,8,12.7,31047
31,48,51,20,39.22,8,15.69,31048
31,49,30,11,36.67,6,20.0,31049
31,50,68,17,25.0,6,8.82,31050
31,51,47,14,29.79,4,8.51,31051
32,1,124,76,61.29,14,11.29,32001
32,2,155,92,59.35,19,12.26,32002
32,3,94,58,61.7,6,6.38,32003
32,4,133,94,70.68,16,12.03,32004
32,5,76,50,65.79,7,9.21,32005
32,6,121,71,58.68,21,17.36,32006
32,7,71,55,77.46,5,7.04,32007
32,8,162,117,72.22,8,4.94,32008
32,9,183,143,78.14,14,7.65,32009
32,10,106,64,60.38,12,11.32,32010
32,11,109,67,61.47,14,12.84,32011
32,12,75,37,49.33,10,13.33,32012
32,13,54,42,77.78,2,3.7,32013
32,14,107,73,68.22,9,8.41,32014
32,15,81,53,65.43,7,8.64,32015
32,16,127,80,62.99,9,7.09,32016
32,17,113,73,64.6,15,13.27,32017
32,18,85,61,71.76,6,7.06,32018
32,19,124,85,68.55,8,6.45,32019
32,20,107,59,55.14,7,6.54,32020
32,21,98,71,72.45,6,6.12,32021
32,22,146,107,73.29,12,8.22,32022
32,23,132,83,62.88,11,8.33,32023
32,24,116,81,69.83,6,5.17,32024
32,25,96,67,69.79,11,11.46,32025
32,26,108,75,69.44,11,10.19,32026
32,27,112,88,78.57,3,2.68,32027
32,28,79,55,69.62,9,11.39,32028
32,29,115,82,71.3,12,10.43,32029
32,30,102,71,69.61,7,6.86,32030
32,31,155,111,71.61,9,5.81,32031
32,32,121,92,76.03,9,7.44,32032
32,33,97,57,58.76,10,10.31,32033
32,34,131,86,65.65,10,7.63,32034
32,35,149,107,71.81,17,11.41,32035
32,36,119,92,77.31,8,6.72,32036
32,37,113,67,59.29,9,7.96,32037
32,38,116,85,73.28,11,9.48,32038
32,39,107,75,70.09,9,8.41,32039
32,40,125,89,71.2,12,9.6,32040
32,41,132,93,70.45,6,4.55,32041
32,42,149,91,61.07,16,10.74,32042
32,43,125,90,72.0,9,7.2,32043
32,44,124,63,50.81,16,12.9,32044
32,45,113,74,65.49,16,14.16,32045
32,46,36,20,55.56,5,13.89,32046
32,47,133,85,63.91,15,11.28,32047
32,48,188,110,58.51,25,13.3,32048
32,49,68,53,77.94,3,4.41,32049
32,50,165,123,74.55,9,5.45,32050
32,51,128,94,73.44,10,7.81,32051
32,52,57,37,64.91,2,3.51,32052
33,1,142,90,63.38,7,4.93,33001
33,2,160,111,69.38,3,1.88,33002
33,3,159,96,60.38,19,11.95,33003
33,4,175,98,56.0,15,8.57,33004
33,5,117,67,57.26,8,6.84,33005
33,6,186,112,60.22,14,7.53,33006
33,7,252,180,71.43,23,9.13,33007
33,8,145,86,59.31,19,13.1,33008
33,9,158,93,58.86,13,8.23,33009
33,10,182,115,63.19,11,6.04,33010
33,11,142,81,57.04,9,6.34,33011
33,12,162,91,56.17,11,6.79,33012
33,13,169,101,59.76,16,9.47,33013
33,14,121,73,60.33,9,7.44,33014
33,15,145,86,59.31,9,6.21,33015
33,16,104,60,57.69,10,9.62,33016
33,17,183,108,59.02,21,11.48,33017
33,18,48,32,66.67,6,12.5,33018
33,19,136,76,55.88,12,8.82,33019
33,20,146,78,53.42,16,10.96,33020
33,21,155,75,48.39,16,10.32,33021
33,22,218,140,64.22,18,8.26,33022
33,23,142,89,62.68,20,14.08,33023
33,24,224,157,70.09,23,10.27,33024
33,25,199,122,61.31,15,7.54,33025
33,26,148,81,54.73,22,14.86,33026
33,27,114,74,64.91,11,9.65,33027
34,1,237,53,22.36,5,2.11,34001
34,2,181,41,22.65,12,6.63,34002
34,3,170,38,22.35,7,4.12,34003
34,4,163,33,20.25,11,6.75,34004
34,5,135,22,16.3,9,6.67,34005
34,6,113,32,28.32,2,1.77,34006
34,7,241,54,22.41,5,2.07,34007
34,8,154,42,27.27,4,2.6,34008
34,9,117,25,21.37,5,4.27,34009
34,10,165,42,25.45,8,4.85,34010
34,11,94,21,22.34,7,7.45,34011
34,12,194,57,29.38,9,4.64,34012
34,13,196,49,25.0,6,3.06,34013
34,14,128,28,21.88,9,7.03,34014
34,15,125,24,19.2,9,7.2,34015
34,16,95,24,25.26,2,2.11,34016
34,17,113,20,17.7,4,3.54,34017
34,18,95,21,22.11,6,6.32,34018
34,19,28,9,32.14,2,7.14,34019
34,20,289,63,21.8,3,1.04,34020
34,21,169,42,24.85,5,2.96,34021
34,22,209,50,23.92,11,5.26,34022
34,23,155,38,24.52,5,3.23,34023
34,24,143,29,20.28,6,4.2,34024
34,25,203,63,31.03,12,5.91,34025
34,26,82,14,17.07,7,8.54,34026
34,27,136,28,20.59,9,6.62,34027
34,28,99,12,12.12,5,5.05,34028
34,29,168,44,26.19,3,1.79,34029
34,30,220,72,32.73,4,1.82,34030
34,31,88,17,19.32,2,2.27,34031
34,32,125,31,24.8,2,1.6,34032
34,33,75,22,29.33,4,5.33,34033
34,34,224,59,26.34,5,2.23,34034
34,35,215,37,17.21,4,1.86,34035
34,36,207,51,24.64,6,2.9,34036
34,37,151,35,23.18,7,4.64,34037
34,38,127,28,22.05,5,3.94,34038
34,39,103,15,14.56,3,2.91,34039
34,40,182,44,24.18,7,3.85,34040
34,41,90,21,23.33,2,2.22,34041
34,42,225,53,23.56,8,3.56,34042
34,43,235,64,27.23,10,4.26,34043
34,44,233,47,20.17,6,2.58,34044
34,45,156,38,24.36,5,3.21,34045
34,46,154,35,22.73,6,3.9,34046
34,47,90,20,22.22,6,6.67,34047
34,48,240,57,23.75,4,1.67,34048
34,49,262,64,24.43,7,2.67,34049
34,50,166,41,24.7,5,3.01,34050
34,51,255,65,25.49,5,1.96,34051
34,52,122,35,28.69,5,4.1,34052
34,53,95,29,30.53,3,3.16,34053
34,54,119,36,30.25,10,8.4,34054
34,55,170,33,19.41,5,2.94,34055
34,56,75,23,30.67,2,2.67,34056
34,57,104,26,25.0,1,0.96,34057
34,58,195,55,28.21,9,4.62,34058
34,59,147,27,18.37,2,1.36,34059
34,60,177,40,22.6,5,2.82,34060
34,61,137,39,28.47,10,7.3,34061
35,1,125,60,48.0,16,12.8,35001
35,2,85,30,35.29,8,9.41,35002
35,3,75,34,45.33,9,12.0,35003
35,4,137,82,59.85,10,7.3,35004
35,5,109,55,50.46,17,15.6,35005
35,6,101,50,49.5,8,7.92,35006
35,7,111,59,53.15,14,12.61,35007
35,8,98,58,59.18,6,6.12,35008
35,9,90,45,50.0,9,10.0,35009
35,10,112,63,56.25,8,7.14,35010
35,11,88,39,44.32,8,9.09,35011
35,12,141,91,64.54,20,14.18,35012
35,13,32,10,31.25,4,12.5,35013
35,14,117,44,37.61,19,16.24,35014
35,15,106,52,49.06,13,12.26,35015
35,16,123,85,69.11,10,8.13,35016
35,17,90,42,46.67,13,14.44,35017
35,18,122,66,54.1,15,12.3,35018
35,19,97,51,52.58,11,11.34,35019
35,20,80,30,37.5,6,7.5,35020
35,21,105,43,40.95,16,15.24,35021
35,22,53,36,67.92,7,13.21,35022
35,23,71,34,47.89,6,8.45,35023
35,24,69,36,52.17,11,15.94,35024
35,25,110,69,62.73,13,11.82,35025
35,26,140,60,42.86,19,13.57,35026
35,27,138,84,60.87,15,10.87,35027
35,28,114,75,65.79,13,11.4,35028
35,29,134,89,66.42,15,11.19,35029
35,30,170,96,56.47,25,14.71,35030
35,31,48,32,66.67,5,10.42,35031
35,32,71,30,42.25,8,11.27,35032
35,33,95,59,62.11,6,6.32,35033
35,34,110,67,60.91,12,10.91,35034
35,35,121,60,49.59,13,10.74,35035
35,36,67,37,55.22,6,8.96,35036
36,1,107,42,39.25,8,7.48,36001
36,2,94,39,41.49,7,7.45,36002
36,3,243,70,28.81,16,6.58,36003
36,4,70,33,47.14,6,8.57,36004
36,5,96,43,44.79,3,3.13,36005
36,6,116,41,35.34,7,6.03,36006
36,7,97,53,54.64,5,5.15,36007
36,8,100,39,39.0,13,13.0,36008
36,9,106,56,52.83,8,7.55,36009
36,10,106,39,36.79,8,7.55,36010
36,11,159,60,37.74,15,9.43,36011
36,12,93,35,37.63,12,12.9,36012
36,13,193,85,44.04,15,7.77,36013
36,14,137,38,27.74,16,11.68,36014
36,15,112,49,43.75,10,8.93,36015
36,16,203,114,56.16,11,5.42,36016
36,17,101,58,57.43,8,7.92,36017
36,18,144,80,55.56,14,9.72,36018
36,19,131,44,33.59,13,9.92,36019
36,20,163,57,34.97,16,9.82,36020
36,21,217,98,45.16,18,8.29,36021
36,22,164,83,50.61,15,9.15,36022
36,23,86,29,33.72,7,8.14,36023
36,24,139,42,30.22,6,4.32,36024
36,25,98,50,51.02,7,7.14,36025
36,26,113,59,52.21,11,9.73,36026
36,27,73,37,50.68,2,2.74,36027
36,28,105,33,31.43,7,6.67,36028
36,29,91,44,48.35,6,6.59,36029
36,30,147,67,45.58,10,6.8,36030
36,31,148,59,39.86,10,6.76,36031
36,32,100,37,37.0,16,16.0,36032
36,33,105,46,43.81,7,6.67,36033
36,34,86,40,46.51,6,6.98,36034
36,35,133,57,42.86,6,4.51,36035
36,36,117,55,47.01,8,6.84,36036
36,37,78,31,39.74,8,10.26,36037
36,38,92,41,44.57,9,9.78,36038
36,39,106,54,50.94,5,4.72,36039
36,40,132,61,46.21,13,9.85,36040
36,41,98,47,47.96,12,12.24,36041
36,42,103,45,43.69,11,10.68,36042
36,43,107,66,61.68,5,4.67,36043
36,44,162,79,48.77,7,4.32,36044
36,45,144,66,45.83,6,4.17,36045
36,46,98,57,58.16,4,4.08,36046
36,47,94,38,40.43,5,5.32,36047
36,48,109,50,45.87,12,11.01,36048
36,49,151,71,47.02,11,7.28,36049
36,50,101,43,42.57,6,5.94,36050
36,51,107,45,42.06,3,2.8,36051
36,52,98,45,45.92,6,6.12,36052
36,53,83,35,42.17,5,6.02,36053
36,54,192,75,39.06,8,4.17,36054
36,55,190,88,46.32,7,3.68,36055
37,1,64,18,28.13,7,10.94,37001
37,2,100,33,33.0,8,8.0,37002
37,3,51,10,19.61,5,9.8,37003
37,4,134,42,31.34,8,5.97,37004
37,5,148,35,23.65,7,4.73,37005
37,6,132,37,28.03,4,3.03,37006
37,7,133,37,27.82,6,4.51,37007
37,8,82,23,28.05,7,8.54,37008
37,9,120,28,23.33,7,5.83,37009
37,10,130,29,22.31,7,5.38,37010
37,11,31,5,16.13,4,12.9,37011
37,12,71,23,32.39,9,12.68,37012
37,13,103,30,29.13,4,3.88,37013
37,14,176,42,23.86,9,5.11,37014
37,15,128,34,26.56,8,6.25,37015
37,16,114,36,31.58,6,5.26,37016
37,17,121,26,21.49,10,8.26,37017
37,18,144,33,22.92,7,4.86,37018
37,19,76,28,36.84,5,6.58,37019
37,20,96,28,29.17,3,3.13,37020
37,21,125,19,15.2,11,8.8,37021
37,22,71,19,26.76,3,4.23,37022
37,23,90,28,31.11,1,1.11,37023
37,24,122,20,16.39,6,4.92,37024
37,25,155,43,27.74,9,5.81,37025
37,26,147,33,22.45,7,4.76,37026
37,27,118,31,26.27,3,2.54,37027
37,28,119,32,26.89,3,2.52,37028
37,29,122,30,24.59,2,1.64,37029
37,30,72,21,29.17,4,5.56,37030
37,31,150,41,27.33,7,4.67,37031
37,32,113,23,20.35,7,6.19,37032
37,33,102,26,25.49,3,2.94,37033
37,34,127,25,19.69,1,0.79,37034
37,35,142,37,26.06,5,3.52,37035
37,36,133,31,23.31,7,5.26,37036
37,37,113,29,25.66,9,7.96,37037
37,38,116,25,21.55,0,0.0,37038
37,39,95,37,38.95,11,11.58,37039
37,40,125,26,20.8,8,6.4,37040
37,41,138,41,29.71,6,4.35,37041
37,42,65,19,29.23,9,13.85,37042
37,43,97,29,29.9,4,4.12,37043
38,1,130,73,56.15,8,6.15,38001
38,2,78,37,47.44,5,6.41,38002
38,3,75,37,49.33,7,9.33,38003
38,4,49,31,63.27,2,4.08,38004
38,5,215,135,62.79,14,6.51,38005
38,6,92,48,52.17,5,5.43,38006
38,7,117,79,67.52,14,11.97,38007
38,8,70,34,48.57,4,5.71,38008
38,9,116,84,72.41,4,3.45,38009
38,10,148,105,70.95,11,7.43,38010
38,11,88,44,50.0,10,11.36,38011
38,12,120,62,51.67,7,5.83,38012
38,13,88,40,45.45,12,13.64,38013
38,14,99,52,52.53,6,6.06,38014
38,15,82,38,46.34,8,9.76,38015
38,16,111,60,54.05,5,4.5,38016
38,17,95,48,50.53,7,7.37,38017
38,18,129,57,44.19,15,11.63,38018
38,19,129,69,53.49,11,8.53,38019
38,20,166,114,68.67,12,7.23,38020
38,21,94,41,43.62,7,7.45,38021
38,22,114,68,59.65,13,11.4,38022
38,23,93,44,47.31,8,8.6,38023
38,24,65,34,52.31,9,13.85,38024
38,25,113,57,50.44,6,5.31,38025
38,26,57,28,49.12,7,12.28,38026
38,27,63,35,55.56,1,1.59,38027
38,28,86,36,41.86,5,5.81,38028
38,29,96,46,47.92,5,5.21,38029
38,30,83,43,51.81,5,6.02,38030
38,31,111,53,47.75,14,12.61,38031
38,32,134,77,57.46,4,2.99,38032
38,33,89,50,56.18,6,6.74,38033
38,34,71,33,46.48,6,8.45,38034
38,35,124,73,58.87,9,7.26,38035
38,36,98,61,62.24,8,8.16,38036
38,37,103,58,56.31,10,9.71,38037
38,38,117,58,49.57,7,5.98,38038
38,39,90,50,55.56,11,12.22,38039
38,40,101,59,58.42,13,12.87,38040
38,41,161,106,65.84,15,9.32,38041
38,42,137,72,52.55,14,10.22,38042
38,43,117,66,56.41,7,5.98,38043
38,44,116,67,57.76,14,12.07,38044
38,45,119,56,47.06,10,8.4,38045
38,46,89,48,53.93,11,12.36,38046
38,47,97,51,52.58,7,7.22,38047
38,48,100,55,55.0,6,6.0,38048
38,49,97,54,55.67,10,10.31,38049
38,50,94,46,48.94,8,8.51,38050
38,51,68,42,61.76,7,10.29,38051
38,52,118,71,60.17,3,2.54,38052
38,53,32,11,34.38,2,6.25,38053
39,1,119,79,66.39,3,2.52,39001
39,2,183,76,41.53,22,12.02,39002
39,3,163,112,68.71,12,7.36,39003
39,4,112,74,66.07,6,5.36,39004
39,5,91,54,59.34,6,6.59,39005
39,6,120,70,58.33,13,10.83,39006
39,7,105,53,50.48,8,7.62,39007
39,8,124,46,37.1,12,9.68,39008
39,9,153,70,45.75,16,10.46,39009
39,10,98,58,59.18,5,5.1,39010
39,11,143,64,44.76,13,9.09,39011
39,12,95,46,48.42,18,18.95,39012
39,13,87,68,78.16,4,4.6,39013
39,14,137,77,56.2,14,10.22,39014
39,15,112,67,59.82,6,5.36,39015
39,16,98,65,66.33,5,5.1,39016
39,17,91,53,58.24,4,4.4,39017
39,18,142,97,68.31,10,7.04,39018
39,19,75,42,56.0,10,13.33,39019
39,20,117,76,64.96,7,5.98,39020
39,21,85,35,41.18,9,10.59,39021
39,22,111,44,39.64,6,5.41,39022
39,23,97,66,68.04,2,2.06,39023
39,24,118,59,50.0,8,6.78,39024
39,25,109,58,53.21,15,13.76,39025
39,26,123,66,53.66,7,5.69,39026
39,27,145,102,70.34,10,6.9,39027
39,28,144,72,50.0,13,9.03,39028
39,29,142,93,65.49,11,7.75,39029
39,30,60,28,46.67,6,10.0,39030
39,31,73,33,45.21,6,8.22,39031
39,32,92,41,44.57,7,7.61,39032
39,33,133,77,57.89,11,8.27,39033
39,34,143,91,63.64,7,4.9,39034
