ward,precinct,total,Bobby L. Rush,Bobby L. Rush Percent,precinct_id
2,14,226,226,100.0,02014
2,20,173,173,100.0,02020
2,31,146,146,100.0,02031
2,44,126,126,100.0,02044
2,46,233,233,100.0,02046
3,5,136,136,100.0,03005
3,7,165,165,100.0,03007
3,20,45,45,100.0,03020
3,23,9,9,100.0,03023
3,30,103,103,100.0,03030
3,34,126,126,100.0,03034
3,36,3,3,100.0,03036
3,38,219,219,100.0,03038
3,41,134,134,100.0,03041
3,44,23,23,100.0,03044
3,49,4,4,100.0,03049
4,1,211,211,100.0,04001
4,2,237,237,100.0,04002
4,3,204,204,100.0,04003
4,8,198,198,100.0,04008
4,9,395,395,100.0,04009
4,12,94,94,100.0,04012
4,13,128,128,100.0,04013
4,16,195,195,100.0,04016
4,17,183,183,100.0,04017
4,18,171,171,100.0,04018
4,19,148,148,100.0,04019
4,20,99,99,100.0,04020
4,21,224,224,100.0,04021
4,22,220,220,100.0,04022
4,23,134,134,100.0,04023
4,24,154,154,100.0,04024
4,26,186,186,100.0,04026
4,28,112,112,100.0,04028
4,29,143,143,100.0,04029
4,31,93,93,100.0,04031
4,32,164,164,100.0,04032
4,33,137,137,100.0,04033
4,34,126,126,100.0,04034
4,37,0,0,0.0,04037
4,38,285,285,100.0,04038
4,39,120,120,100.0,04039
4,40,150,150,100.0,04040
4,41,56,56,100.0,04041
4,42,21,21,100.0,04042
4,43,104,104,100.0,04043
4,44,100,100,100.0,04044
4,45,302,302,100.0,04045
4,46,129,129,100.0,04046
4,47,193,193,100.0,04047
4,48,205,205,100.0,04048
4,49,142,142,100.0,04049
4,50,165,165,100.0,04050
4,51,165,165,100.0,04051
4,52,200,200,100.0,04052
5,2,135,135,100.0,05002
5,3,64,64,100.0,05003
5,5,121,121,100.0,05005
5,8,179,179,100.0,05008
5,9,140,140,100.0,05009
5,10,122,122,100.0,05010
5,12,80,80,100.0,05012
5,13,149,149,100.0,05013
5,15,110,110,100.0,05015
5,16,117,117,100.0,05016
5,17,144,144,100.0,05017
5,18,141,141,100.0,05018
5,19,75,75,100.0,05019
5,20,56,56,100.0,05020
5,22,146,146,100.0,05022
5,23,91,91,100.0,05023
5,25,120,120,100.0,05025
5,27,139,139,100.0,05027
5,30,88,88,100.0,05030
5,33,108,108,100.0,05033
5,35,114,114,100.0,05035
5,39,141,141,100.0,05039
5,41,103,103,100.0,05041
5,45,77,77,100.0,05045
5,48,104,104,100.0,05048
5,50,100,100,100.0,05050
5,51,92,92,100.0,05051
5,52,7,7,100.0,05052
5,53,155,155,100.0,05053
5,55,130,130,100.0,05055
6,1,234,234,100.0,06001
6,2,192,192,100.0,06002
6,3,196,196,100.0,06003
6,4,140,140,100.0,06004
6,5,65,65,100.0,06005
6,6,141,141,100.0,06006
6,7,151,151,100.0,06007
6,8,218,218,100.0,06008
6,9,173,173,100.0,06009
6,10,272,272,100.0,06010
6,11,154,154,100.0,06011
6,12,117,117,100.0,06012
6,13,134,134,100.0,06013
6,14,131,131,100.0,06014
6,15,80,80,100.0,06015
6,16,202,202,100.0,06016
6,17,213,213,100.0,06017
6,18,73,73,100.0,06018
6,19,190,190,100.0,06019
6,20,169,169,100.0,06020
6,23,131,131,100.0,06023
6,24,157,157,100.0,06024
6,25,90,90,100.0,06025
6,26,190,190,100.0,06026
6,27,214,214,100.0,06027
6,28,324,324,100.0,06028
6,29,238,238,100.0,06029
6,30,114,114,100.0,06030
6,31,199,199,100.0,06031
6,32,162,162,100.0,06032
6,33,204,204,100.0,06033
6,34,135,135,100.0,06034
6,35,140,140,100.0,06035
6,36,93,93,100.0,06036
6,37,219,219,100.0,06037
6,38,167,167,100.0,06038
6,39,115,115,100.0,06039
6,40,82,82,100.0,06040
6,41,183,183,100.0,06041
6,42,71,71,100.0,06042
6,43,162,162,100.0,06043
6,44,165,165,100.0,06044
6,45,135,135,100.0,06045
6,46,160,160,100.0,06046
6,47,186,186,100.0,06047
6,48,139,139,100.0,06048
6,49,157,157,100.0,06049
6,50,173,173,100.0,06050
6,51,100,100,100.0,06051
6,52,106,106,100.0,06052
