ward,precinct,total,Bobby L. Rush,Bobby L. Rush Percent,precinct_id
6,53,143,143,100.0,06053
6,54,129,129,100.0,06054
6,55,133,133,100.0,06055
6,56,127,127,100.0,06056
6,57,81,81,100.0,06057
6,58,199,199,100.0,06058
6,59,162,162,100.0,06059
6,60,117,117,100.0,06060
6,61,86,86,100.0,06061
6,62,136,136,100.0,06062
6,63,159,159,100.0,06063
8,1,187,187,100.0,08001
8,2,90,90,100.0,08002
8,3,52,52,100.0,08003
8,6,182,182,100.0,08006
8,10,263,263,100.0,08010
8,11,171,171,100.0,08011
8,12,135,135,100.0,08012
8,13,115,115,100.0,08013
8,14,89,89,100.0,08014
8,16,215,215,100.0,08016
8,18,88,88,100.0,08018
8,20,126,126,100.0,08020
8,21,139,139,100.0,08021
8,22,127,127,100.0,08022
8,29,167,167,100.0,08029
8,30,143,143,100.0,08030
8,31,114,114,100.0,08031
8,33,170,170,100.0,08033
8,35,199,199,100.0,08035
8,37,158,158,100.0,08037
8,38,139,139,100.0,08038
8,40,127,127,100.0,08040
8,41,144,144,100.0,08041
8,43,92,92,100.0,08043
8,45,101,101,100.0,08045
8,48,142,142,100.0,08048
8,52,187,187,100.0,08052
8,53,200,200,100.0,08053
8,54,163,163,100.0,08054
8,55,123,123,100.0,08055
8,56,148,148,100.0,08056
8,58,190,190,100.0,08058
8,59,78,78,100.0,08059
8,61,142,142,100.0,08061
8,64,135,135,100.0,08064
8,67,83,83,100.0,08067
8,68,76,76,100.0,08068
8,69,87,87,100.0,08069
9,36,198,198,100.0,09036
9,47,184,184,100.0,09047
15,2,68,68,100.0,15002
15,3,67,67,100.0,15003
15,4,72,72,100.0,15004
15,5,68,68,100.0,15005
15,6,81,81,100.0,15006
15,7,77,77,100.0,15007
15,8,101,101,100.0,15008
15,9,89,89,100.0,15009
15,11,93,93,100.0,15011
15,12,58,58,100.0,15012
15,17,73,73,100.0,15017
15,18,61,61,100.0,15018
15,19,83,83,100.0,15019
15,20,59,59,100.0,15020
15,21,92,92,100.0,15021
15,22,103,103,100.0,15022
15,23,61,61,100.0,15023
15,24,70,70,100.0,15024
15,26,83,83,100.0,15026
15,27,83,83,100.0,15027
15,29,32,32,100.0,15029
15,30,74,74,100.0,15030
15,31,46,46,100.0,15031
15,33,45,45,100.0,15033
15,34,60,60,100.0,15034
15,35,101,101,100.0,15035
15,36,70,70,100.0,15036
15,37,67,67,100.0,15037
15,38,66,66,100.0,15038
15,39,65,65,100.0,15039
15,40,70,70,100.0,15040
15,41,116,116,100.0,15041
15,42,53,53,100.0,15042
15,43,77,77,100.0,15043
15,45,35,35,100.0,15045
15,46,45,45,100.0,15046
15,47,94,94,100.0,15047
15,48,58,58,100.0,15048
15,49,2,2,100.0,15049
15,50,68,68,100.0,15050
15,51,53,53,100.0,15051
15,52,62,62,100.0,15052
16,2,61,61,100.0,16002
16,3,87,87,100.0,16003
16,5,76,76,100.0,16005
16,8,70,70,100.0,16008
16,9,121,121,100.0,16009
16,10,124,124,100.0,16010
16,12,42,42,100.0,16012
16,14,76,76,100.0,16014
16,19,96,96,100.0,16019
16,24,47,47,100.0,16024
16,25,59,59,100.0,16025
16,26,80,80,100.0,16026
16,27,108,108,100.0,16027
16,28,103,103,100.0,16028
16,31,104,104,100.0,16031
16,34,67,67,100.0,16034
16,36,71,71,100.0,16036
16,37,44,44,100.0,16037
16,38,57,57,100.0,16038
16,40,95,95,100.0,16040
16,41,53,53,100.0,16041
16,43,101,101,100.0,16043
16,44,71,71,100.0,16044
17,1,66,66,100.0,17001
17,2,107,107,100.0,17002
17,3,52,52,100.0,17003
17,4,153,153,100.0,17004
17,5,90,90,100.0,17005
17,6,83,83,100.0,17006
17,7,103,103,100.0,17007
17,8,90,90,100.0,17008
17,9,81,81,100.0,17009
17,10,116,116,100.0,17010
17,11,106,106,100.0,17011
17,12,182,182,100.0,17012
17,13,66,66,100.0,17013
17,14,81,81,100.0,17014
17,15,125,125,100.0,17015
17,16,78,78,100.0,17016
17,17,68,68,100.0,17017
17,18,136,136,100.0,17018
17,19,47,47,100.0,17019
17,20,90,90,100.0,17020
17,21,170,170,100.0,17021
17,22,118,118,100.0,17022
17,23,58,58,100.0,17023
17,24,119,119,100.0,17024
17,25,70,70,100.0,17025
17,26,138,138,100.0,17026
17,27,151,151,100.0,17027
17,28,91,91,100.0,17028
17,29,121,121,100.0,17029
17,30,138,138,100.0,17030
17,31,81,81,100.0,17031
17,32,106,106,100.0,17032
17,33,81,81,100.0,17033
17,34,86,86,100.0,17034
17,35,77,77,100.0,17035
17,36,58,58,100.0,17036
17,37,87,87,100.0,17037
17,38,96,96,100.0,17038
17,39,86,86,100.0,17039
17,40,82,82,100.0,17040
17,41,86,86,100.0,17041
17,42,78,78,100.0,17042
17,43,67,67,100.0,17043
17,44,65,65,100.0,17044
17,45,48,48,100.0,17045
17,46,101,101,100.0,17046
17,47,52,52,100.0,17047
17,48,121,121,100.0,17048
17,49,74,74,100.0,17049
17,50,82,82,100.0,17050
17,51,120,120,100.0,17051
17,52,148,148,100.0,17052
17,53,123,123,100.0,17053
17,54,132,132,100.0,17054
17,55,102,102,100.0,17055
17,56,106,106,100.0,17056
17,57,120,120,100.0,17057
17,58,84,84,100.0,17058
17,59,57,57,100.0,17059
17,60,155,155,100.0,17060
17,61,98,98,100.0,17061
17,62,73,73,100.0,17062
17,63,61,61,100.0,17063
17,64,69,69,100.0,17064
18,1,67,67,100.0,18001
18,2,132,132,100.0,18002
18,4,176,176,100.0,18004
18,5,114,114,100.0,18005
18,7,118,118,100.0,18007
18,8,64,64,100.0,18008
18,9,189,189,100.0,18009
18,10,260,260,100.0,18010
18,11,134,134,100.0,18011
18,12,205,205,100.0,18012
18,13,172,172,100.0,18013
18,14,188,188,100.0,18014
18,16,169,169,100.0,18016
18,17,121,121,100.0,18017
18,18,171,171,100.0,18018
18,19,217,217,100.0,18019
18,20,147,147,100.0,18020
18,21,225,225,100.0,18021
18,22,186,186,100.0,18022
18,23,120,120,100.0,18023
18,24,199,199,100.0,18024
18,25,180,180,100.0,18025
18,26,141,141,100.0,18026
18,27,128,128,100.0,18027
18,29,147,147,100.0,18029
18,30,128,128,100.0,18030
18,31,102,102,100.0,18031
18,32,228,228,100.0,18032
18,33,126,126,100.0,18033
18,34,256,256,100.0,18034
18,35,213,213,100.0,18035
18,36,105,105,100.0,18036
18,37,132,132,100.0,18037
18,38,177,177,100.0,18038
18,39,105,105,100.0,18039
18,40,205,205,100.0,18040
18,42,80,80,100.0,18042
18,44,91,91,100.0,18044
18,45,196,196,100.0,18045
18,46,150,150,100.0,18046
18,47,102,102,100.0,18047
18,49,95,95,100.0,18049
18,50,130,130,100.0,18050
18,51,210,210,100.0,18051
18,52,193,193,100.0,18052
18,53,112,112,100.0,18053
18,54,161,161,100.0,18054
18,58,106,106,100.0,18058
18,59,136,136,100.0,18059
18,60,165,165,100.0,18060
18,61,144,144,100.0,18061
19,28,233,233,100.0,19028
19,43,227,227,100.0,19043
19,48,166,166,100.0,19048
19,50,186,186,100.0,19050
19,60,153,153,100.0,19060
19,66,168,168,100.0,19066
20,1,115,115,100.0,20001
20,2,98,98,100.0,20002
20,3,93,93,100.0,20003
20,5,84,84,100.0,20005
20,6,133,133,100.0,20006
20,7,35,35,100.0,20007
20,9,162,162,100.0,20009
20,10,77,77,100.0,20010
20,11,64,64,100.0,20011
20,12,74,74,100.0,20012
20,13,107,107,100.0,20013
20,14,144,144,100.0,20014
20,16,164,164,100.0,20016
20,17,78,78,100.0,20017
20,18,74,74,100.0,20018
20,19,74,74,100.0,20019
20,20,46,46,100.0,20020
20,22,170,170,100.0,20022
20,23,131,131,100.0,20023
20,24,110,110,100.0,20024
20,25,95,95,100.0,20025
20,26,126,126,100.0,20026
20,28,116,116,100.0,20028
20,29,106,106,100.0,20029
20,30,100,100,100.0,20030
20,32,72,72,100.0,20032
20,33,110,110,100.0,20033
20,34,168,168,100.0,20034
20,35,40,40,100.0,20035
20,36,94,94,100.0,20036
20,37,116,116,100.0,20037
20,38,25,25,100.0,20038
20,39,93,93,100.0,20039
20,42,95,95,100.0,20042
20,43,21,21,100.0,20043
20,44,159,159,100.0,20044
20,46,91,91,100.0,20046
20,47,81,81,100.0,20047
20,49,69,69,100.0,20049
20,50,37,37,100.0,20050
21,1,238,238,100.0,21001
21,2,133,133,100.0,21002
21,3,119,119,100.0,21003
21,4,144,144,100.0,21004
21,5,149,149,100.0,21005
21,6,112,112,100.0,21006
21,7,161,161,100.0,21007
21,8,177,177,100.0,21008
21,9,160,160,100.0,21009
21,10,116,116,100.0,21010
21,11,137,137,100.0,21011
21,12,150,150,100.0,21012
21,13,79,79,100.0,21013
21,14,128,128,100.0,21014
21,15,124,124,100.0,21015
21,16,150,150,100.0,21016
21,17,147,147,100.0,21017
21,18,134,134,100.0,21018
21,19,122,122,100.0,21019
21,20,104,104,100.0,21020
21,21,156,156,100.0,21021
21,22,138,138,100.0,21022
21,23,128,128,100.0,21023
21,24,169,169,100.0,21024
21,25,136,136,100.0,21025
21,26,135,135,100.0,21026
21,27,169,169,100.0,21027
21,28,112,112,100.0,21028
21,29,64,64,100.0,21029
21,30,102,102,100.0,21030
21,31,184,184,100.0,21031
21,32,114,114,100.0,21032
21,33,156,156,100.0,21033
21,34,176,176,100.0,21034
21,35,78,78,100.0,21035
21,36,110,110,100.0,21036
21,37,131,131,100.0,21037
21,38,150,150,100.0,21038
21,39,117,117,100.0,21039
21,40,158,158,100.0,21040
21,41,114,114,100.0,21041
21,42,157,157,100.0,21042
21,43,130,130,100.0,21043
21,44,146,146,100.0,21044
21,45,126,126,100.0,21045
21,46,103,103,100.0,21046
21,47,212,212,100.0,21047
21,48,159,159,100.0,21048
21,49,177,177,100.0,21049
21,50,177,177,100.0,21050
21,51,165,165,100.0,21051
21,52,152,152,100.0,21052
21,53,129,129,100.0,21053
21,54,162,162,100.0,21054
21,55,135,135,100.0,21055
21,56,101,101,100.0,21056
21,57,117,117,100.0,21057
21,58,126,126,100.0,21058
21,59,174,174,100.0,21059
21,60,146,146,100.0,21060
21,61,164,164,100.0,21061
21,62,138,138,100.0,21062
21,63,132,132,100.0,21063
21,64,77,77,100.0,21064
21,65,247,247,100.0,21065
21,66,108,108,100.0,21066
21,67,148,148,100.0,21067
21,68,144,144,100.0,21068
21,69,121,121,100.0,21069
21,70,126,126,100.0,21070
21,71,126,126,100.0,21071
21,72,152,152,100.0,21072
21,73,140,140,100.0,21073
21,74,49,49,100.0,21074
34,8,155,155,100.0,34008
34,13,197,197,100.0,34013
34,19,26,26,100.0,34019
34,29,172,172,100.0,34029
34,33,75,75,100.0,34033
34,44,7,7,100.0,34044
34,45,161,161,100.0,34045
34,47,80,80,100.0,34047
34,51,259,259,100.0,34051
34,55,164,164,100.0,34055
34,57,97,97,100.0,34057
34,58,190,190,100.0,34058
