ward,precinct,total,Raymond W. Mitchell,Raymond W. Mitchell Percent,Bonnie Carol McGrath,Bonnie Carol McGrath Percent,Carl B. Boyd,Carl B. Boyd Percent,precinct_id
30,13,62,27,43.55,26,41.94,9,14.52,30013
30,14,26,15,57.69,7,26.92,4,15.38,30014
30,15,124,47,37.9,63,50.81,14,11.29,30015
30,16,73,39,53.42,30,41.1,4,5.48,30016
30,17,45,20,44.44,24,53.33,1,2.22,30017
30,18,40,17,42.5,9,22.5,14,35.0,30018
30,19,39,17,43.59,16,41.03,6,15.38,30019
30,20,59,25,42.37,24,40.68,10,16.95,30020
30,21,55,21,38.18,24,43.64,10,18.18,30021
30,22,52,23,44.23,23,44.23,6,11.54,30022
30,23,66,28,42.42,24,36.36,14,21.21,30023
30,24,59,26,44.07,14,23.73,19,32.2,30024
30,25,31,13,41.94,14,45.16,4,12.9,30025
30,26,47,21,44.68,11,23.4,15,31.91,30026
30,27,81,27,33.33,30,37.04,24,29.63,30027
30,28,62,26,41.94,23,37.1,13,20.97,30028
30,29,39,20,51.28,14,35.9,5,12.82,30029
30,30,82,32,39.02,39,47.56,11,13.41,30030
30,31,42,20,47.62,13,30.95,9,21.43,30031
30,32,28,11,39.29,13,46.43,4,14.29,30032
30,33,50,17,34.0,24,48.0,9,18.0,30033
30,34,72,36,50.0,26,36.11,10,13.89,30034
30,35,62,24,38.71,27,43.55,11,17.74,30035
30,36,72,22,30.56,38,52.78,12,16.67,30036
30,37,53,26,49.06,18,33.96,9,16.98,30037
30,38,115,55,47.83,48,41.74,12,10.43,30038
30,39,69,28,40.58,31,44.93,10,14.49,30039
30,40,62,28,45.16,27,43.55,7,11.29,30040
30,41,53,23,43.4,21,39.62,9,16.98,30041
31,1,30,18,60.0,7,23.33,5,16.67,31001
31,2,44,14,31.82,24,54.55,6,13.64,31002
31,3,59,29,49.15,19,32.2,11,18.64,31003
31,4,59,34,57.63,20,33.9,5,8.47,31004
31,5,73,35,47.95,28,38.36,10,13.7,31005
31,6,44,25,56.82,12,27.27,7,15.91,31006
31,7,50,27,54.0,14,28.0,9,18.0,31007
31,8,36,21,58.33,13,36.11,2,5.56,31008
31,9,50,21,42.0,23,46.0,6,12.0,31009
31,10,12,4,33.33,6,50.0,2,16.67,31010
31,11,61,30,49.18,20,32.79,11,18.03,31011
31,12,59,26,44.07,23,38.98,10,16.95,31012
31,13,46,26,56.52,11,23.91,9,19.57,31013
31,14,49,28,57.14,16,32.65,5,10.2,31014
31,15,26,10,38.46,12,46.15,4,15.38,31015
31,16,36,9,25.0,22,61.11,5,13.89,31016
31,17,46,26,56.52,14,30.43,6,13.04,31017
31,18,49,25,51.02,20,40.82,4,8.16,31018
31,19,57,33,57.89,16,28.07,8,14.04,31019
31,20,44,18,40.91,18,40.91,8,18.18,31020
31,21,59,28,47.46,24,40.68,7,11.86,31021
31,22,53,21,39.62,23,43.4,9,16.98,31022
31,23,42,26,61.9,12,28.57,4,9.52,31023
31,24,56,26,46.43,23,41.07,7,12.5,31024
31,25,64,48,75.0,12,18.75,4,6.25,31025
31,26,46,24,52.17,15,32.61,7,15.22,31026
31,27,36,15,41.67,14,38.89,7,19.44,31027
31,28,64,29,45.31,26,40.63,9,14.06,31028
31,29,51,27,52.94,21,41.18,3,5.88,31029
31,30,96,64,66.67,19,19.79,13,13.54,31030
31,31,90,40,44.44,34,37.78,16,17.78,31031
31,32,85,37,43.53,28,32.94,20,23.53,31032
31,33,58,21,36.21,23,39.66,14,24.14,31033
31,34,30,10,33.33,18,60.0,2,6.67,31034
31,35,45,27,60.0,13,28.89,5,11.11,31035
31,36,69,47,68.12,18,26.09,4,5.8,31036
31,37,54,27,50.0,15,27.78,12,22.22,31037
31,38,37,18,48.65,15,40.54,4,10.81,31038
31,39,26,15,57.69,6,23.08,5,19.23,31039
31,40,31,18,58.06,7,22.58,6,19.35,31040
31,41,53,26,49.06,23,43.4,4,7.55,31041
31,42,82,40,48.78,27,32.93,15,18.29,31042
31,43,60,26,43.33,23,38.33,11,18.33,31043
31,44,35,21,60.0,8,22.86,6,17.14,31044
31,45,46,28,60.87,15,32.61,3,6.52,31045
31,46,63,41,65.08,22,34.92,0,0.0,31046
31,47,53,22,41.51,24,45.28,7,13.21,31047
31,48,43,23,53.49,10,23.26,10,23.26,31048
31,49,28,12,42.86,9,32.14,7,25.0,31049
31,50,52,22,42.31,23,44.23,7,13.46,31050
31,51,45,25,55.56,11,24.44,9,20.0,31051
32,1,98,44,44.9,44,44.9,10,10.2,32001
32,2,113,55,48.67,42,37.17,16,14.16,32002
32,3,66,38,57.58,20,30.3,8,12.12,32003
32,4,94,54,57.45,36,38.3,4,4.26,32004
32,5,57,31,54.39,23,40.35,3,5.26,32005
32,6,85,37,43.53,37,43.53,11,12.94,32006
32,7,52,25,48.08,17,32.69,10,19.23,32007
32,8,118,68,57.63,35,29.66,15,12.71,32008
32,9,150,83,55.33,56,37.33,11,7.33,32009
32,10,87,47,54.02,32,36.78,8,9.2,32010
32,11,82,33,40.24,39,47.56,10,12.2,32011
32,12,66,28,42.42,33,50.0,5,7.58,32012
32,13,38,20,52.63,13,34.21,5,13.16,32013
32,14,74,38,51.35,29,39.19,7,9.46,32014
32,15,61,30,49.18,28,45.9,3,4.92,32015
32,16,91,54,59.34,20,21.98,17,18.68,32016
32,17,92,46,50.0,37,40.22,9,9.78,32017
32,18,66,35,53.03,28,42.42,3,4.55,32018
32,19,99,50,50.51,36,36.36,13,13.13,32019
32,20,85,38,44.71,41,48.24,6,7.06,32020
32,21,70,34,48.57,26,37.14,10,14.29,32021
32,22,114,65,57.02,35,30.7,14,12.28,32022
32,23,100,46,46.0,40,40.0,14,14.0,32023
32,24,83,41,49.4,38,45.78,4,4.82,32024
32,25,80,46,57.5,30,37.5,4,5.0,32025
32,26,81,38,46.91,30,37.04,13,16.05,32026
32,27,85,50,58.82,29,34.12,6,7.06,32027
32,28,54,26,48.15,20,37.04,8,14.81,32028
32,29,93,50,53.76,32,34.41,11,11.83,32029
32,30,73,51,69.86,18,24.66,4,5.48,32030
32,31,110,65,59.09,31,28.18,14,12.73,32031
32,32,99,69,69.7,25,25.25,5,5.05,32032
32,33,67,36,53.73,24,35.82,7,10.45,32033
32,34,99,55,55.56,35,35.35,9,9.09,32034
32,35,115,65,56.52,38,33.04,12,10.43,32035
32,36,71,39,54.93,24,33.8,8,11.27,32036
32,37,83,40,48.19,29,34.94,14,16.87,32037
32,38,92,58,63.04,27,29.35,7,7.61,32038
32,39,79,37,46.84,34,43.04,8,10.13,32039
32,40,94,54,57.45,34,36.17,6,6.38,32040
32,41,103,55,53.4,29,28.16,19,18.45,32041
32,42,108,56,51.85,41,37.96,11,10.19,32042
32,43,96,57,59.38,33,34.38,6,6.25,32043
32,44,98,34,34.69,44,44.9,20,20.41,32044
32,45,89,45,50.56,35,39.33,9,10.11,32045
32,46,23,6,26.09,10,43.48,7,30.43,32046
32,47,97,55,56.7,35,36.08,7,7.22,32047
32,48,142,69,48.59,58,40.85,15,10.56,32048
32,49,53,35,66.04,15,28.3,3,5.66,32049
32,50,127,80,62.99,42,33.07,5,3.94,32050
32,51,96,58,60.42,31,32.29,7,7.29,32051
32,52,36,16,44.44,15,41.67,5,13.89,32052
33,1,126,64,50.79,45,35.71,17,13.49,33001
33,2,132,65,49.24,54,40.91,13,9.85,33002
33,3,125,60,48.0,50,40.0,15,12.0,33003
33,4,143,57,39.86,63,44.06,23,16.08,33004
33,5,107,44,41.12,46,42.99,17,15.89,33005
33,6,147,58,39.46,61,41.5,28,19.05,33006
33,7,205,106,51.71,87,42.44,12,5.85,33007
33,8,120,65,54.17,45,37.5,10,8.33,33008
33,9,124,58,46.77,54,43.55,12,9.68,33009
33,10,133,63,47.37,56,42.11,14,10.53,33010
33,11,115,43,37.39,53,46.09,19,16.52,33011
33,12,124,61,49.19,47,37.9,16,12.9,33012
33,13,137,46,33.58,66,48.18,25,18.25,33013
33,14,99,41,41.41,46,46.46,12,12.12,33014
33,15,125,55,44.0,54,43.2,16,12.8,33015
33,16,92,39,42.39,37,40.22,16,17.39,33016
33,17,161,74,45.96,68,42.24,19,11.8,33017
33,18,37,20,54.05,13,35.14,4,10.81,33018
33,19,118,45,38.14,60,50.85,13,11.02,33019
33,20,123,60,48.78,51,41.46,12,9.76,33020
33,21,144,52,36.11,65,45.14,27,18.75,33021
33,22,177,74,41.81,76,42.94,27,15.25,33022
33,23,115,43,37.39,57,49.57,15,13.04,33023
33,24,177,101,57.06,59,33.33,17,9.6,33024
33,25,159,65,40.88,74,46.54,20,12.58,33025
33,26,128,56,43.75,61,47.66,11,8.59,33026
33,27,92,45,48.91,40,43.48,7,7.61,33027
34,1,227,60,26.43,34,14.98,133,58.59,34001
34,2,164,43,26.22,20,12.2,101,61.59,34002
34,3,155,56,36.13,36,23.23,63,40.65,34003
34,4,156,63,40.38,28,17.95,65,41.67,34004
34,5,121,51,42.15,18,14.88,52,42.98,34005
34,6,105,47,44.76,18,17.14,40,38.1,34006
34,7,218,68,31.19,41,18.81,109,50.0,34007
34,8,152,45,29.61,17,11.18,90,59.21,34008
34,9,100,31,31.0,11,11.0,58,58.0,34009
34,10,158,53,33.54,23,14.56,82,51.9,34010
34,11,86,24,27.91,25,29.07,37,43.02,34011
34,12,177,67,37.85,36,20.34,74,41.81,34012
34,13,180,63,35.0,37,20.56,80,44.44,34013
34,14,111,36,32.43,29,26.13,46,41.44,34014
34,15,118,45,38.14,20,16.95,53,44.92,34015
34,16,78,28,35.9,18,23.08,32,41.03,34016
34,17,104,29,27.88,20,19.23,55,52.88,34017
34,18,84,35,41.67,13,15.48,36,42.86,34018
34,19,26,8,30.77,5,19.23,13,50.0,34019
34,20,259,98,37.84,32,12.36,129,49.81,34020
34,21,154,59,38.31,27,17.53,68,44.16,34021
34,22,200,77,38.5,37,18.5,86,43.0,34022
34,23,148,43,29.05,26,17.57,79,53.38,34023
34,24,142,60,42.25,19,13.38,63,44.37,34024
34,25,169,53,31.36,52,30.77,64,37.87,34025
34,26,78,27,34.62,20,25.64,31,39.74,34026
34,27,123,46,37.4,24,19.51,53,43.09,34027
34,28,95,52,54.74,18,18.95,25,26.32,34028
34,29,156,51,32.69,26,16.67,79,50.64,34029
34,30,211,65,30.81,29,13.74,117,55.45,34030
34,31,77,26,33.77,20,25.97,31,40.26,34031
34,32,117,34,29.06,17,14.53,66,56.41,34032
34,33,67,23,34.33,12,17.91,32,47.76,34033
34,34,199,70,35.18,33,16.58,96,48.24,34034
34,35,201,95,47.26,38,18.91,68,33.83,34035
34,36,185,78,42.16,32,17.3,75,40.54,34036
34,37,137,52,37.96,14,10.22,71,51.82,34037
34,38,110,55,50.0,18,16.36,37,33.64,34038
34,39,87,43,49.43,13,14.94,31,35.63,34039
34,40,181,49,27.07,32,17.68,100,55.25,34040
34,41,83,23,27.71,19,22.89,41,49.4,34041
34,42,210,58,27.62,25,11.9,127,60.48,34042
34,43,231,59,25.54,24,10.39,148,64.07,34043
34,44,212,74,34.91,36,16.98,102,48.11,34044
34,45,138,55,39.86,26,18.84,57,41.3,34045
34,46,133,54,40.6,30,22.56,49,36.84,34046
34,47,77,27,35.06,15,19.48,35,45.45,34047
34,48,215,80,37.21,36,16.74,99,46.05,34048
34,49,238,72,30.25,48,20.17,118,49.58,34049
34,50,157,56,35.67,34,21.66,67,42.68,34050
34,51,243,76,31.28,33,13.58,134,55.14,34051
34,52,107,56,52.34,8,7.48,43,40.19,34052
34,53,82,26,31.71,19,23.17,37,45.12,34053
34,54,110,38,34.55,22,20.0,50,45.45,34054
34,55,160,44,27.5,22,13.75,94,58.75,34055
34,56,74,14,18.92,10,13.51,50,67.57,34056
34,57,94,32,34.04,17,18.09,45,47.87,34057
34,58,187,65,34.76,37,19.79,85,45.45,34058
34,59,134,45,33.58,24,17.91,65,48.51,34059
34,60,174,66,37.93,46,26.44,62,35.63,34060
34,61,125,38,30.4,17,13.6,70,56.0,34061
35,1,105,49,46.67,39,37.14,17,16.19,35001
35,2,70,31,44.29,28,40.0,11,15.71,35002
35,3,61,27,44.26,18,29.51,16,26.23,35003
35,4,113,45,39.82,51,45.13,17,15.04,35004
35,5,91,43,47.25,37,40.66,11,12.09,35005
35,6,87,27,31.03,44,50.57,16,18.39,35006
35,7,85,49,57.65,29,34.12,7,8.24,35007
35,8,77,39,50.65,32,41.56,6,7.79,35008
35,9,77,29,37.66,37,48.05,11,14.29,35009
35,10,97,46,47.42,39,40.21,12,12.37,35010
35,11,73,29,39.73,34,46.58,10,13.7,35011
35,12,113,58,51.33,46,40.71,9,7.96,35012
35,13,25,8,32.0,11,44.0,6,24.0,35013
35,14,102,47,46.08,39,38.24,16,15.69,35014
35,15,88,51,57.95,30,34.09,7,7.95,35015
35,16,98,47,47.96,33,33.67,18,18.37,35016
35,17,82,41,50.0,34,41.46,7,8.54,35017
35,18,100,39,39.0,45,45.0,16,16.0,35018
35,19,81,44,54.32,32,39.51,5,6.17,35019
35,20,67,23,34.33,29,43.28,15,22.39,35020
35,21,82,43,52.44,24,29.27,15,18.29,35021
35,22,45,16,35.56,20,44.44,9,20.0,35022
35,23,57,22,38.6,28,49.12,7,12.28,35023
35,24,53,22,41.51,23,43.4,8,15.09,35024
35,25,95,41,43.16,40,42.11,14,14.74,35025
35,26,117,51,43.59,51,43.59,15,12.82,35026
35,27,118,54,45.76,47,39.83,17,14.41,35027
35,28,85,38,44.71,41,48.24,6,7.06,35028
35,29,107,46,42.99,45,42.06,16,14.95,35029
35,30,139,70,50.36,54,38.85,15,10.79,35030
35,31,40,13,32.5,21,52.5,6,15.0,35031
35,32,56,20,35.71,22,39.29,14,25.0,35032
35,33,81,34,41.98,37,45.68,10,12.35,35033
35,34,87,40,45.98,39,44.83,8,9.2,35034
35,35,106,46,43.4,42,39.62,18,16.98,35035
35,36,54,22,40.74,27,50.0,5,9.26,35036
36,1,100,53,53.0,41,41.0,6,6.0,36001
36,2,77,35,45.45,23,29.87,19,24.68,36002
36,3,216,125,57.87,46,21.3,45,20.83,36003
36,4,62,29,46.77,23,37.1,10,16.13,36004
36,5,73,47,64.38,18,24.66,8,10.96,36005
36,6,104,39,37.5,46,44.23,19,18.27,36006
36,7,73,36,49.32,29,39.73,8,10.96,36007
36,8,87,41,47.13,31,35.63,15,17.24,36008
36,9,90,42,46.67,34,37.78,14,15.56,36009
36,10,83,42,50.6,33,39.76,8,9.64,36010
36,11,146,65,44.52,62,42.47,19,13.01,36011
36,12,74,26,35.14,37,50.0,11,14.86,36012
36,13,163,81,49.69,65,39.88,17,10.43,36013
36,14,122,74,60.66,33,27.05,15,12.3,36014
36,15,93,46,49.46,35,37.63,12,12.9,36015
36,16,181,70,38.67,74,40.88,37,20.44,36016
36,17,82,43,52.44,30,36.59,9,10.98,36017
36,18,113,50,44.25,44,38.94,19,16.81,36018
36,19,115,65,56.52,35,30.43,15,13.04,36019
36,20,136,78,57.35,34,25.0,24,17.65,36020
36,21,185,85,45.95,76,41.08,24,12.97,36021
36,22,140,55,39.29,64,45.71,21,15.0,36022
36,23,78,32,41.03,28,35.9,18,23.08,36023
36,24,124,68,54.84,30,24.19,26,20.97,36024
36,25,83,33,39.76,35,42.17,15,18.07,36025
36,26,94,45,47.87,39,41.49,10,10.64,36026
36,27,64,32,50.0,26,40.63,6,9.38,36027
36,28,88,48,54.55,33,37.5,7,7.95,36028
36,29,78,31,39.74,37,47.44,10,12.82,36029
36,30,129,74,57.36,42,32.56,13,10.08,36030
36,31,135,72,53.33,47,34.81,16,11.85,36031
36,32,89,36,40.45,41,46.07,12,13.48,36032
36,33,92,40,43.48,34,36.96,18,19.57,36033
36,34,72,30,41.67,34,47.22,8,11.11,36034
36,35,109,67,61.47,34,31.19,8,7.34,36035
36,36,101,45,44.55,42,41.58,14,13.86,36036
36,37,67,36,53.73,25,37.31,6,8.96,36037
36,38,72,17,23.61,40,55.56,15,20.83,36038
36,39,88,42,47.73,35,39.77,11,12.5,36039
36,40,105,38,36.19,54,51.43,13,12.38,36040
36,41,80,45,56.25,27,33.75,8,10.0,36041
36,42,93,43,46.24,41,44.09,9,9.68,36042
36,43,79,32,40.51,36,45.57,11,13.92,36043
36,44,136,53,38.97,51,37.5,32,23.53,36044
36,45,113,50,44.25,41,36.28,22,19.47,36045
36,46,86,37,43.02,39,45.35,10,11.63,36046
36,47,84,43,51.19,33,39.29,8,9.52,36047
36,48,92,43,46.74,43,46.74,6,6.52,36048
36,49,129,61,47.29,56,43.41,12,9.3,36049
36,50,91,58,63.74,22,24.18,11,12.09,36050
36,51,97,53,54.64,36,37.11,8,8.25,36051
36,52,86,41,47.67,28,32.56,17,19.77,36052
36,53,74,33,44.59,23,31.08,18,24.32,36053
36,54,167,69,41.32,57,34.13,41,24.55,36054
36,55,161,74,45.96,53,32.92,34,21.12,36055
37,1,53,28,52.83,13,24.53,12,22.64,37001
37,2,90,32,35.56,27,30.0,31,34.44,37002
37,3,47,10,21.28,20,42.55,17,36.17,37003
37,4,113,53,46.9,22,19.47,38,33.63,37004
37,5,127,47,37.01,42,33.07,38,29.92,37005
37,6,115,48,41.74,30,26.09,37,32.17,37006
37,7,105,43,40.95,37,35.24,25,23.81,37007
37,8,66,28,42.42,20,30.3,18,27.27,37008
37,9,97,39,40.21,24,24.74,34,35.05,37009
37,10,106,39,36.79,36,33.96,31,29.25,37010
37,11,28,10,35.71,9,32.14,9,32.14,37011
37,12,59,31,52.54,16,27.12,12,20.34,37012
37,13,94,33,35.11,31,32.98,30,31.91,37013
37,14,145,48,33.1,39,26.9,58,40.0,37014
37,15,111,34,30.63,25,22.52,52,46.85,37015
37,16,96,36,37.5,36,37.5,24,25.0,37016
37,17,102,27,26.47,31,30.39,44,43.14,37017
37,18,129,35,27.13,36,27.91,58,44.96,37018
37,19,71,30,42.25,29,40.85,12,16.9,37019
37,20,78,26,33.33,19,24.36,33,42.31,37020
37,21,106,34,32.08,36,33.96,36,33.96,37021
37,22,65,26,40.0,14,21.54,25,38.46,37022
37,23,87,25,28.74,29,33.33,33,37.93,37023
37,24,104,27,25.96,40,38.46,37,35.58,37024
37,25,131,55,41.98,38,29.01,38,29.01,37025
37,26,129,46,35.66,39,30.23,44,34.11,37026
37,27,110,39,35.45,31,28.18,40,36.36,37027
37,28,97,38,39.18,30,30.93,29,29.9,37028
37,29,110,50,45.45,22,20.0,38,34.55,37029
37,30,54,13,24.07,23,42.59,18,33.33,37030
37,31,136,47,34.56,41,30.15,48,35.29,37031
37,32,105,27,25.71,28,26.67,50,47.62,37032
37,33,90,36,40.0,20,22.22,34,37.78,37033
37,34,104,36,34.62,29,27.88,39,37.5,37034
37,35,126,49,38.89,32,25.4,45,35.71,37035
37,36,116,29,25.0,38,32.76,49,42.24,37036
37,37,91,29,31.87,30,32.97,32,35.16,37037
37,38,104,38,36.54,26,25.0,40,38.46,37038
37,39,90,36,40.0,37,41.11,17,18.89,37039
37,40,111,42,37.84,25,22.52,44,39.64,37040
37,41,121,38,31.4,30,24.79,53,43.8,37041
37,42,56,28,50.0,16,28.57,12,21.43,37042
37,43,84,30,35.71,20,23.81,34,40.48,37043
38,1,116,54,46.55,55,47.41,7,6.03,38001
38,2,67,31,46.27,24,35.82,12,17.91,38002
38,3,60,28,46.67,24,40.0,8,13.33,38003
38,4,41,16,39.02,22,53.66,3,7.32,38004
38,5,172,67,38.95,83,48.26,22,12.79,38005
38,6,71,32,45.07,27,38.03,12,16.9,38006
38,7,100,47,47.0,43,43.0,10,10.0,38007
38,8,59,20,33.9,28,47.46,11,18.64,38008
38,9,89,43,48.31,37,41.57,9,10.11,38009
38,10,117,54,46.15,53,45.3,10,8.55,38010
38,11,70,23,32.86,38,54.29,9,12.86,38011
38,12,102,46,45.1,39,38.24,17,16.67,38012
38,13,80,35,43.75,36,45.0,9,11.25,38013
38,14,85,35,41.18,37,43.53,13,15.29,38014
38,15,74,32,43.24,36,48.65,6,8.11,38015
38,16,93,45,48.39,39,41.94,9,9.68,38016
38,17,79,34,43.04,34,43.04,11,13.92,38017
38,18,108,45,41.67,47,43.52,16,14.81,38018
38,19,115,51,44.35,49,42.61,15,13.04,38019
38,20,131,68,51.91,47,35.88,16,12.21,38020
38,21,82,39,47.56,30,36.59,13,15.85,38021
38,22,95,34,35.79,49,51.58,12,12.63,38022
38,23,80,24,30.0,43,53.75,13,16.25,38023
38,24,57,33,57.89,16,28.07,8,14.04,38024
38,25,92,42,45.65,42,45.65,8,8.7,38025
38,26,44,21,47.73,17,38.64,6,13.64,38026
38,27,56,21,37.5,27,48.21,8,14.29,38027
38,28,76,29,38.16,41,53.95,6,7.89,38028
38,29,82,40,48.78,31,37.8,11,13.41,38029
38,30,75,31,41.33,37,49.33,7,9.33,38030
38,31,99,44,44.44,39,39.39,16,16.16,38031
38,32,114,52,45.61,45,39.47,17,14.91,38032
38,33,71,28,39.44,32,45.07,11,15.49,38033
38,34,54,23,42.59,23,42.59,8,14.81,38034
38,35,100,46,46.0,40,40.0,14,14.0,38035
38,36,80,32,40.0,36,45.0,12,15.0,38036
38,37,83,31,37.35,39,46.99,13,15.66,38037
38,38,105,49,46.67,44,41.9,12,11.43,38038
38,39,75,36,48.0,27,36.0,12,16.0,38039
38,40,90,37,41.11,43,47.78,10,11.11,38040
38,41,141,64,45.39,61,43.26,16,11.35,38041
38,42,113,46,40.71,50,44.25,17,15.04,38042
38,43,93,40,43.01,43,46.24,10,10.75,38043
38,44,100,36,36.0,55,55.0,9,9.0,38044
38,45,95,39,41.05,48,50.53,8,8.42,38045
38,46,70,30,42.86,24,34.29,16,22.86,38046
38,47,74,33,44.59,31,41.89,10,13.51,38047
38,48,79,36,45.57,30,37.97,13,16.46,38048
38,49,85,33,38.82,42,49.41,10,11.76,38049
38,50,81,46,56.79,27,33.33,8,9.88,38050
38,51,60,19,31.67,38,63.33,3,5.0,38051
38,52,99,38,38.38,51,51.52,10,10.1,38052
38,53,28,11,39.29,11,39.29,6,21.43,38053
39,1,92,57,61.96,29,31.52,6,6.52,39001
39,2,137,69,50.36,54,39.42,14,10.22,39002
39,3,136,69,50.74,57,41.91,10,7.35,39003
39,4,88,53,60.23,33,37.5,2,2.27,39004
39,5,76,23,30.26,46,60.53,7,9.21,39005
39,6,90,40,44.44,43,47.78,7,7.78,39006
39,7,85,46,54.12,36,42.35,3,3.53,39007
39,8,107,71,66.36,27,25.23,9,8.41,39008
39,9,122,51,41.8,52,42.62,19,15.57,39009
39,10,87,39,44.83,37,42.53,11,12.64,39010
39,11,114,53,46.49,43,37.72,18,15.79,39011
39,12,78,31,39.74,38,48.72,9,11.54,39012
39,13,73,32,43.84,37,50.68,4,5.48,39013
39,14,107,39,36.45,52,48.6,16,14.95,39014
39,15,97,52,53.61,34,35.05,11,11.34,39015
39,16,73,36,49.32,26,35.62,11,15.07,39016
39,17,71,32,45.07,30,42.25,9,12.68,39017
39,18,100,57,57.0,36,36.0,7,7.0,39018
39,19,67,24,35.82,37,55.22,6,8.96,39019
39,20,94,41,43.62,45,47.87,8,8.51,39020
39,21,76,34,44.74,31,40.79,11,14.47,39021
39,22,85,42,49.41,34,40.0,9,10.59,39022
39,23,83,41,49.4,34,40.96,8,9.64,39023
39,24,98,46,46.94,43,43.88,9,9.18,39024
39,25,98,41,41.84,40,40.82,17,17.35,39025
39,26,94,47,50.0,35,37.23,12,12.77,39026
39,27,113,52,46.02,56,49.56,5,4.42,39027
39,28,121,45,37.19,56,46.28,20,16.53,39028
39,29,114,67,58.77,38,33.33,9,7.89,39029
39,30,48,19,39.58,22,45.83,7,14.58,39030
39,31,59,23,38.98,22,37.29,14,23.73,39031
39,32,72,43,59.72,23,31.94,6,8.33,39032
39,33,98,40,40.82,49,50.0,9,9.18,39033
39,34,115,32,27.83,67,58.26,16,13.91,39034
39,35,115,56,48.7,46,40.0,13,11.3,39035
39,36,95,61,64.21,27,28.42,7,7.37,39036
39,37,173,96,55.49,62,35.84,15,8.67,39037
39,38,119,70,58.82,43,36.13,6,5.04,39038
39,39,49,20,40.82,23,46.94,6,12.24,39039
39,40,70,30,42.86,29,41.43,11,15.71,39040
39,41,35,16,45.71,13,37.14,6,17.14,39041
39,42,85,44,51.76,38,44.71,3,3.53,39042
39,43,87,51,58.62,27,31.03,9,10.34,39043
39,44,104,54,51.92,38,36.54,12,11.54,39044
39,45,45,20,44.44,14,31.11,11,24.44,39045
39,46,82,28,34.15,44,53.66,10,12.2,39046
39,47,61,27,44.26,29,47.54,5,8.2,39047
40,1,53,22,41.51,26,49.06,5,9.43,40001
40,2,64,28,43.75,26,40.63,10,15.63,40002
40,3,114,62,54.39,43,37.72,9,7.89,40003
40,4,102,64,62.75,30,29.41,8,7.84,40004
40,5,84,43,51.19,30,35.71,11,13.1,40005
40,6,89,48,53.93,33,37.08,8,8.99,40006
40,7,114,54,47.37,49,42.98,11,9.65,40007
40,8,21,8,38.1,10,47.62,3,14.29,40008
40,9,102,42,41.18,41,40.2,19,18.63,40009
40,10,103,53,51.46,43,41.75,7,6.8,40010
40,11,80,40,50.0,32,40.0,8,10.0,40011
40,12,79,48,60.76,22,27.85,9,11.39,40012
40,13,136,76,55.88,44,32.35,16,11.76,40013
40,14,75,41,54.67,22,29.33,12,16.0,40014
40,15,101,53,52.48,40,39.6,8,7.92,40015
40,16,127,57,44.88,45,35.43,25,19.69,40016
40,17,59,26,44.07,21,35.59,12,20.34,40017
40,18,107,53,49.53,36,33.64,18,16.82,40018
40,19,86,41,47.67,35,40.7,10,11.63,40019
40,20,99,52,52.53,37,37.37,10,10.1,40020
40,21,85,38,44.71,45,52.94,2,2.35,40021
40,22,52,34,65.38,12,23.08,6,11.54,40022
40,23,117,55,47.01,52,44.44,10,8.55,40023
40,24,55,21,38.18,26,47.27,8,14.55,40024
40,25,74,40,54.05,24,32.43,10,13.51,40025
40,26,131,61,46.56,59,45.04,11,8.4,40026
40,27,87,41,47.13,34,39.08,12,13.79,40027
40,28,117,56,47.86,51,43.59,10,8.55,40028
40,29,134,83,61.94,40,29.85,11,8.21,40029
40,30,162,109,67.28,42,25.93,11,6.79,40030
40,31,89,63,70.79,23,25.84,3,3.37,40031
40,32,47,20,42.55,19,40.43,8,17.02,40032
40,33,105,54,51.43,34,32.38,17,16.19,40033
40,34,54,31,57.41,15,27.78,8,14.81,40034
40,35,92,47,51.09,30,32.61,15,16.3,40035
40,36,92,50,54.35,33,35.87,9,9.78,40036
40,37,75,42,56.0,21,28.0,12,16.0,40037
40,38,52,18,34.62,24,46.15,10,19.23,40038
40,39,80,35,43.75,31,38.75,14,17.5,40039
40,40,78,24,30.77,41,52.56,13,16.67,40040
40,41,117,70,59.83,43,36.75,4,3.42,40041
40,42,99,52,52.53,37,37.37,10,10.1,40042
40,43,101,49,48.51,44,43.56,8,7.92,40043
40,44,61,26,42.62,29,47.54,6,9.84,40044
40,45,160,75,46.88,64,40.0,21,13.13,40045
40,46,131,55,41.98,60,45.8,16,12.21,40046
40,47,113,51,45.13,50,44.25,12,10.62,40047
40,48,63,32,50.79,22,34.92,9,14.29,40048
40,49,50,24,48.0,19,38.0,7,14.0,40049
41,1,134,52,38.81,61,45.52,21,15.67,41001
41,2,189,76,40.21,91,48.15,22,11.64,41002
41,3,125,51,40.8,63,50.4,11,8.8,41003
41,4,167,71,42.51,77,46.11,19,11.38,41004
41,5,147,55,37.41,74,50.34,18,12.24,41005
41,6,151,69,45.7,69,45.7,13,8.61,41006
41,7,161,67,41.61,76,47.2,18,11.18,41007
41,8,120,46,38.33,66,55.0,8,6.67,41008
41,9,110,46,41.82,52,47.27,12,10.91,41009
41,10,131,57,43.51,60,45.8,14,10.69,41010
41,11,149,77,51.68,58,38.93,14,9.4,41011
41,12,121,57,47.11,50,41.32,14,11.57,41012
