ward,precinct,total,Robert Marshall,Robert Marshall Percent,Jacob J. Meister,Jacob J. Meister Percent,Alexander ''Alexi'' Giannoulias,Alexander ''Alexi'' Giannoulias Percent,Cheryle Jackson,Cheryle Jackson Percent,precinct_id
17,26,156,2,1.28,0,0.0,53,33.97,94,60.26,17026
17,27,170,16,9.41,5,2.94,48,28.24,90,52.94,17027
17,28,104,2,1.92,1,0.96,29,27.88,63,60.58,17028
17,29,131,9,6.87,0,0.0,47,35.88,64,48.85,17029
17,30,148,9,6.08,2,1.35,40,27.03,85,57.43,17030
17,31,91,6,6.59,0,0.0,21,23.08,58,63.74,17031
17,32,117,6,5.13,2,1.71,28,23.93,73,62.39,17032
17,33,100,4,4.0,1,1.0,24,24.0,65,65.0,17033
17,34,100,7,7.0,2,2.0,27,27.0,59,59.0,17034
17,35,87,3,3.45,6,6.9,18,20.69,55,63.22,17035
17,36,73,4,5.48,2,2.74,25,34.25,37,50.68,17036
17,37,102,7,6.86,1,0.98,29,28.43,61,59.8,17037
17,38,98,2,2.04,1,1.02,35,35.71,55,56.12,17038
17,39,94,7,7.45,3,3.19,30,31.91,45,47.87,17039
17,40,88,4,4.55,0,0.0,24,27.27,56,63.64,17040
17,41,97,4,4.12,0,0.0,29,29.9,54,55.67,17041
17,42,81,6,7.41,3,3.7,19,23.46,46,56.79,17042
17,43,70,4,5.71,0,0.0,17,24.29,46,65.71,17043
17,44,75,7,9.33,1,1.33,22,29.33,42,56.0,17044
17,45,52,3,5.77,0,0.0,13,25.0,31,59.62,17045
17,46,107,7,6.54,1,0.93,29,27.1,64,59.81,17046
17,47,56,3,5.36,1,1.79,15,26.79,37,66.07,17047
17,48,124,8,6.45,2,1.61,35,28.23,73,58.87,17048
17,49,79,2,2.53,0,0.0,26,32.91,47,59.49,17049
17,50,97,4,4.12,0,0.0,26,26.8,61,62.89,17050
17,51,133,7,5.26,1,0.75,50,37.59,68,51.13,17051
17,52,157,4,2.55,3,1.91,53,33.76,90,57.32,17052
17,53,135,13,9.63,0,0.0,41,30.37,76,56.3,17053
17,54,145,7,4.83,1,0.69,45,31.03,83,57.24,17054
17,55,108,9,8.33,1,0.93,29,26.85,65,60.19,17055
17,56,113,10,8.85,0,0.0,17,15.04,78,69.03,17056
17,57,122,10,8.2,2,1.64,22,18.03,84,68.85,17057
17,58,93,9,9.68,0,0.0,21,22.58,54,58.06,17058
17,59,64,5,7.81,1,1.56,14,21.88,40,62.5,17059
17,60,160,7,4.38,2,1.25,45,28.13,93,58.13,17060
17,61,102,9,8.82,0,0.0,33,32.35,51,50.0,17061
17,62,78,3,3.85,1,1.28,22,28.21,43,55.13,17062
17,63,63,3,4.76,1,1.59,17,26.98,37,58.73,17063
17,64,78,7,8.97,0,0.0,16,20.51,50,64.1,17064
18,1,70,4,5.71,2,2.86,26,37.14,27,38.57,18001
18,2,150,6,4.0,0,0.0,43,28.67,78,52.0,18002
18,3,147,8,5.44,4,2.72,67,45.58,14,9.52,18003
18,4,196,4,2.04,2,1.02,64,32.65,108,55.1,18004
18,5,126,4,3.17,1,0.79,39,30.95,75,59.52,18005
18,6,147,8,5.44,2,1.36,67,45.58,30,20.41,18006
18,7,136,6,4.41,1,0.74,60,44.12,45,33.09,18007
18,8,68,1,1.47,1,1.47,28,41.18,32,47.06,18008
18,9,212,10,4.72,1,0.47,69,32.55,106,50.0,18009
18,10,277,7,2.53,1,0.36,98,35.38,142,51.26,18010
18,11,156,8,5.13,3,1.92,66,42.31,50,32.05,18011
18,12,219,4,1.83,0,0.0,78,35.62,119,54.34,18012
18,13,199,5,2.51,0,0.0,69,34.67,101,50.75,18013
18,14,207,8,3.86,1,0.48,62,29.95,112,54.11,18014
18,15,81,10,12.35,1,1.23,32,39.51,14,17.28,18015
18,16,183,3,1.64,0,0.0,79,43.17,92,50.27,18016
18,17,140,13,9.29,2,1.43,43,30.71,53,37.86,18017
18,18,190,20,10.53,8,4.21,33,17.37,110,57.89,18018
18,19,234,12,5.13,3,1.28,69,29.49,130,55.56,18019
18,20,164,5,3.05,1,0.61,35,21.34,113,68.9,18020
18,21,247,5,2.02,2,0.81,79,31.98,128,51.82,18021
18,22,200,8,4.0,1,0.5,60,30.0,111,55.5,18022
18,23,136,6,4.41,2,1.47,40,29.41,79,58.09,18023
18,24,213,3,1.41,0,0.0,55,25.82,138,64.79,18024
18,25,194,5,2.58,1,0.52,58,29.9,116,59.79,18025
18,26,158,5,3.16,0,0.0,56,35.44,88,55.7,18026
18,27,144,2,1.39,1,0.69,41,28.47,83,57.64,18027
18,28,165,12,7.27,5,3.03,72,43.64,9,5.45,18028
18,29,158,8,5.06,0,0.0,57,36.08,66,41.77,18029
18,30,131,1,0.76,1,0.76,47,35.88,73,55.73,18030
18,31,110,1,0.91,1,0.91,47,42.73,50,45.45,18031
18,32,248,16,6.45,2,0.81,74,29.84,139,56.05,18032
18,33,137,7,5.11,3,2.19,47,34.31,71,51.82,18033
18,34,290,7,2.41,2,0.69,98,33.79,144,49.66,18034
18,35,237,6,2.53,3,1.27,83,35.02,115,48.52,18035
18,36,123,6,4.88,2,1.63,48,39.02,56,45.53,18036
18,37,149,6,4.03,2,1.34,44,29.53,80,53.69,18037
18,38,188,14,7.45,2,1.06,61,32.45,106,56.38,18038
18,39,119,9,7.56,0,0.0,39,32.77,60,50.42,18039
18,40,226,6,2.65,2,0.88,77,34.07,125,55.31,18040
18,41,163,5,3.07,1,0.61,56,34.36,32,19.63,18041
18,42,89,3,3.37,1,1.12,37,41.57,35,39.33,18042
18,43,96,7,7.29,1,1.04,29,30.21,29,30.21,18043
18,44,98,1,1.02,0,0.0,42,42.86,39,39.8,18044
18,45,213,4,1.88,1,0.47,65,30.52,116,54.46,18045
18,46,172,8,4.65,2,1.16,45,26.16,108,62.79,18046
18,47,115,4,3.48,2,1.74,37,32.17,54,46.96,18047
18,48,90,9,10.0,1,1.11,39,43.33,11,12.22,18048
18,49,106,2,1.89,2,1.89,23,21.7,69,65.09,18049
18,50,143,9,6.29,1,0.7,40,27.97,72,50.35,18050
18,51,216,7,3.24,1,0.46,73,33.8,116,53.7,18051
18,52,206,12,5.83,3,1.46,61,29.61,119,57.77,18052
18,53,122,3,2.46,0,0.0,42,34.43,68,55.74,18053
18,54,172,4,2.33,0,0.0,60,34.88,101,58.72,18054
18,55,170,5,2.94,4,2.35,65,38.24,14,8.24,18055
18,56,110,13,11.82,1,0.91,34,30.91,44,40.0,18056
18,57,102,8,7.84,2,1.96,44,43.14,32,31.37,18057
18,58,113,9,7.96,0,0.0,37,32.74,55,48.67,18058
18,59,150,11,7.33,2,1.33,39,26.0,87,58.0,18059
18,60,182,4,2.2,1,0.55,54,29.67,116,63.74,18060
18,61,158,4,2.53,0,0.0,53,33.54,85,53.8,18061
18,62,111,6,5.41,2,1.8,46,41.44,30,27.03,18062
19,1,288,12,4.17,1,0.35,140,48.61,8,2.78,19001
19,2,239,5,2.09,2,0.84,102,42.68,63,26.36,19002
19,3,180,8,4.44,6,3.33,68,37.78,0,0.0,19003
19,4,230,7,3.04,2,0.87,121,52.61,9,3.91,19004
19,5,296,7,2.36,2,0.68,112,37.84,88,29.73,19005
19,6,213,2,0.94,4,1.88,109,51.17,3,1.41,19006
19,7,277,6,2.17,1,0.36,137,49.46,16,5.78,19007
19,8,164,4,2.44,1,0.61,78,47.56,3,1.83,19008
19,9,179,4,2.23,3,1.68,88,49.16,5,2.79,19009
19,10,347,4,1.15,5,1.44,120,34.58,51,14.7,19010
19,11,259,8,3.09,3,1.16,120,46.33,4,1.54,19011
19,12,212,9,4.25,4,1.89,92,43.4,2,0.94,19012
19,13,177,6,3.39,2,1.13,63,35.59,85,48.02,19013
19,14,147,3,2.04,2,1.36,76,51.7,3,2.04,19014
19,15,174,9,5.17,3,1.72,74,42.53,5,2.87,19015
19,16,279,7,2.51,2,0.72,127,45.52,9,3.23,19016
19,17,267,7,2.62,3,1.12,121,45.32,11,4.12,19017
19,18,328,3,0.91,3,0.91,105,32.01,44,13.41,19018
19,19,265,5,1.89,3,1.13,99,37.36,27,10.19,19019
19,20,239,6,2.51,5,2.09,85,35.56,75,31.38,19020
19,21,162,7,4.32,1,0.62,72,44.44,5,3.09,19021
19,22,285,7,2.46,1,0.35,98,34.39,51,17.89,19022
19,23,294,4,1.36,4,1.36,127,43.2,8,2.72,19023
19,24,209,7,3.35,3,1.44,89,42.58,3,1.44,19024
19,25,292,10,3.42,1,0.34,95,32.53,49,16.78,19025
19,26,303,9,2.97,0,0.0,96,31.68,29,9.57,19026
19,27,168,6,3.57,2,1.19,52,30.95,56,33.33,19027
19,28,251,5,1.99,2,0.8,87,34.66,122,48.61,19028
19,29,165,6,3.64,3,1.82,77,46.67,6,3.64,19029
19,30,199,7,3.52,3,1.51,96,48.24,5,2.51,19030
19,31,259,7,2.7,2,0.77,91,35.14,31,11.97,19031
19,32,272,7,2.57,2,0.74,134,49.26,7,2.57,19032
19,33,242,6,2.48,6,2.48,124,51.24,4,1.65,19033
19,34,304,8,2.63,2,0.66,103,33.88,29,9.54,19034
19,35,277,5,1.81,0,0.0,118,42.6,30,10.83,19035
19,36,281,7,2.49,2,0.71,88,31.32,116,41.28,19036
19,37,255,5,1.96,3,1.18,93,36.47,71,27.84,19037
19,38,260,4,1.54,2,0.77,100,38.46,93,35.77,19038
19,39,91,5,5.49,1,1.1,35,38.46,42,46.15,19039
19,40,255,3,1.18,4,1.57,94,36.86,41,16.08,19040
19,41,175,8,4.57,3,1.71,73,41.71,4,2.29,19041
19,42,241,6,2.49,0,0.0,77,31.95,81,33.61,19042
19,43,262,8,3.05,1,0.38,78,29.77,142,54.2,19043
19,44,214,11,5.14,4,1.87,94,43.93,3,1.4,19044
19,45,271,12,4.43,4,1.48,126,46.49,8,2.95,19045
19,46,347,10,2.88,4,1.15,142,40.92,5,1.44,19046
19,47,192,2,1.04,1,0.52,74,38.54,78,40.63,19047
19,48,175,6,3.43,0,0.0,51,29.14,109,62.29,19048
19,49,315,3,0.95,2,0.63,107,33.97,135,42.86,19049
19,50,209,8,3.83,0,0.0,62,29.67,118,56.46,19050
19,51,176,7,3.98,2,1.14,85,48.3,2,1.14,19051
19,52,163,6,3.68,3,1.84,92,56.44,11,6.75,19052
19,53,262,7,2.67,1,0.38,110,41.98,20,7.63,19053
19,54,143,3,2.1,2,1.4,82,57.34,6,4.2,19054
19,55,182,8,4.4,1,0.55,98,53.85,4,2.2,19055
19,56,302,9,2.98,3,0.99,91,30.13,60,19.87,19056
19,57,281,10,3.56,4,1.42,85,30.25,63,22.42,19057
19,58,224,8,3.57,5,2.23,114,50.89,6,2.68,19058
19,59,209,8,3.83,3,1.44,90,43.06,7,3.35,19059
19,60,171,2,1.17,0,0.0,46,26.9,100,58.48,19060
19,61,336,6,1.79,4,1.19,164,48.81,10,2.98,19061
19,62,239,7,2.93,3,1.26,119,49.79,20,8.37,19062
19,63,174,8,4.6,2,1.15,77,44.25,50,28.74,19063
19,64,257,7,2.72,2,0.78,87,33.85,31,12.06,19064
19,65,193,10,5.18,2,1.04,71,36.79,57,29.53,19065
19,66,187,6,3.21,2,1.07,56,29.95,101,54.01,19066
20,1,120,6,5.0,0,0.0,38,31.67,66,55.0,20001
20,2,106,3,2.83,1,0.94,27,25.47,66,62.26,20002
20,3,98,3,3.06,1,1.02,27,27.55,64,65.31,20003
20,4,76,12,15.79,3,3.95,29,38.16,7,9.21,20004
20,5,89,2,2.25,0,0.0,28,31.46,53,59.55,20005
20,6,151,5,3.31,1,0.66,45,29.8,86,56.95,20006
20,7,30,2,6.67,2,6.67,4,13.33,16,53.33,20007
20,8,46,4,8.7,1,2.17,19,41.3,5,10.87,20008
20,9,181,4,2.21,5,2.76,64,35.36,96,53.04,20009
20,10,81,3,3.7,1,1.23,27,33.33,45,55.56,20010
20,11,67,5,7.46,1,1.49,17,25.37,41,61.19,20011
20,12,77,3,3.9,0,0.0,27,35.06,43,55.84,20012
20,13,113,7,6.19,3,2.65,23,20.35,61,53.98,20013
20,14,169,7,4.14,1,0.59,47,27.81,107,63.31,20014
20,15,87,14,16.09,3,3.45,28,32.18,7,8.05,20015
20,16,169,7,4.14,1,0.59,57,33.73,87,51.48,20016
20,17,90,3,3.33,0,0.0,22,24.44,53,58.89,20017
20,18,83,2,2.41,2,2.41,21,25.3,54,65.06,20018
20,19,90,7,7.78,1,1.11,29,32.22,47,52.22,20019
20,20,49,3,6.12,1,2.04,9,18.37,34,69.39,20020
20,21,54,9,16.67,1,1.85,28,51.85,2,3.7,20021
20,22,180,4,2.22,1,0.56,69,38.33,83,46.11,20022
20,23,144,7,4.86,4,2.78,40,27.78,76,52.78,20023
20,24,121,4,3.31,0,0.0,31,25.62,65,53.72,20024
20,25,98,2,2.04,1,1.02,27,27.55,65,66.33,20025
20,26,134,13,9.7,3,2.24,30,22.39,75,55.97,20026
20,27,93,5,5.38,0,0.0,25,26.88,52,55.91,20027
20,28,129,9,6.98,2,1.55,43,33.33,65,50.39,20028
20,29,123,5,4.07,0,0.0,37,30.08,70,56.91,20029
20,30,109,3,2.75,1,0.92,33,30.28,66,60.55,20030
20,31,151,7,4.64,2,1.32,41,27.15,90,59.6,20031
20,32,83,6,7.23,0,0.0,22,26.51,49,59.04,20032
20,33,127,10,7.87,1,0.79,22,17.32,80,62.99,20033
20,34,192,7,3.65,0,0.0,50,26.04,78,40.63,20034
20,35,43,5,11.63,0,0.0,7,16.28,25,58.14,20035
20,36,96,9,9.38,0,0.0,28,29.17,51,53.13,20036
20,37,129,10,7.75,1,0.78,43,33.33,65,50.39,20037
20,38,28,1,3.57,1,3.57,4,14.29,18,64.29,20038
20,39,105,9,8.57,0,0.0,33,31.43,54,51.43,20039
20,40,97,5,5.15,1,1.03,30,30.93,51,52.58,20040
20,41,41,4,9.76,2,4.88,20,48.78,3,7.32,20041
20,42,97,3,3.09,1,1.03,25,25.77,62,63.92,20042
20,43,24,1,4.17,0,0.0,7,29.17,13,54.17,20043
20,44,182,13,7.14,3,1.65,42,23.08,111,60.99,20044
20,45,50,2,4.0,0,0.0,13,26.0,32,64.0,20045
20,46,106,3,2.83,0,0.0,30,28.3,66,62.26,20046
20,47,85,3,3.53,1,1.18,27,31.76,52,61.18,20047
20,48,54,2,3.7,1,1.85,14,25.93,32,59.26,20048
20,49,76,4,5.26,4,5.26,20,26.32,42,55.26,20049
20,50,44,6,13.64,0,0.0,10,22.73,26,59.09,20050
21,1,257,4,1.56,0,0.0,80,31.13,156,60.7,21001
21,2,136,7,5.15,0,0.0,51,37.5,72,52.94,21002
21,3,145,3,2.07,1,0.69,39,26.9,91,62.76,21003
21,4,158,11,6.96,1,0.63,48,30.38,84,53.16,21004
21,5,163,5,3.07,4,2.45,45,27.61,101,61.96,21005
21,6,125,8,6.4,1,0.8,41,32.8,68,54.4,21006
21,7,179,7,3.91,0,0.0,49,27.37,112,62.57,21007
21,8,191,4,2.09,2,1.05,50,26.18,123,64.4,21008
21,9,175,8,4.57,2,1.14,45,25.71,107,61.14,21009
21,10,122,5,4.1,1,0.82,36,29.51,73,59.84,21010
21,11,157,8,5.1,1,0.64,49,31.21,85,54.14,21011
21,12,171,8,4.68,3,1.75,53,30.99,102,59.65,21012
21,13,83,3,3.61,0,0.0,32,38.55,44,53.01,21013
21,14,137,4,2.92,0,0.0,44,32.12,85,62.04,21014
21,15,135,5,3.7,1,0.74,28,20.74,93,68.89,21015
21,16,158,9,5.7,0,0.0,39,24.68,104,65.82,21016
21,17,159,5,3.14,3,1.89,58,36.48,86,54.09,21017
21,18,148,5,3.38,0,0.0,50,33.78,85,57.43,21018
21,19,136,4,2.94,0,0.0,41,30.15,83,61.03,21019
21,20,112,2,1.79,0,0.0,43,38.39,61,54.46,21020
21,21,188,5,2.66,0,0.0,59,31.38,104,55.32,21021
21,22,148,4,2.7,1,0.68,40,27.03,96,64.86,21022
21,23,134,7,5.22,1,0.75,40,29.85,77,57.46,21023
21,24,180,7,3.89,1,0.56,59,32.78,105,58.33,21024
21,25,144,4,2.78,2,1.39,40,27.78,94,65.28,21025
21,26,142,3,2.11,0,0.0,54,38.03,79,55.63,21026
21,27,188,8,4.26,0,0.0,68,36.17,104,55.32,21027
21,28,121,7,5.79,0,0.0,35,28.93,74,61.16,21028
21,29,74,5,6.76,0,0.0,21,28.38,45,60.81,21029
21,30,112,5,4.46,0,0.0,36,32.14,65,58.04,21030
21,31,193,7,3.63,0,0.0,78,40.41,102,52.85,21031
21,32,122,5,4.1,0,0.0,31,25.41,80,65.57,21032
21,33,167,6,3.59,2,1.2,62,37.13,89,53.29,21033
21,34,190,5,2.63,1,0.53,70,36.84,99,52.11,21034
21,35,85,7,8.24,0,0.0,24,28.24,46,54.12,21035
21,36,120,11,9.17,0,0.0,26,21.67,73,60.83,21036
21,37,153,5,3.27,2,1.31,51,33.33,77,50.33,21037
21,38,163,4,2.45,0,0.0,46,28.22,101,61.96,21038
21,39,126,4,3.17,0,0.0,44,34.92,77,61.11,21039
21,40,171,8,4.68,0,0.0,53,30.99,106,61.99,21040
21,41,119,3,2.52,1,0.84,36,30.25,75,63.03,21041
21,42,168,11,6.55,0,0.0,53,31.55,94,55.95,21042
21,43,142,10,7.04,0,0.0,46,32.39,77,54.23,21043
21,44,159,8,5.03,0,0.0,48,30.19,88,55.35,21044
21,45,158,3,1.9,0,0.0,55,34.81,95,60.13,21045
21,46,111,5,4.5,1,0.9,27,24.32,69,62.16,21046
21,47,226,6,2.65,3,1.33,86,38.05,122,53.98,21047
21,48,170,4,2.35,2,1.18,54,31.76,103,60.59,21048
21,49,197,13,6.6,3,1.52,57,28.93,108,54.82,21049
21,50,191,15,7.85,1,0.52,48,25.13,116,60.73,21050
21,51,179,4,2.23,1,0.56,55,30.73,109,60.89,21051
21,52,179,6,3.35,1,0.56,44,24.58,113,63.13,21052
21,53,138,10,7.25,0,0.0,45,32.61,74,53.62,21053
21,54,177,9,5.08,0,0.0,50,28.25,102,57.63,21054
21,55,148,6,4.05,2,1.35,41,27.7,95,64.19,21055
21,56,109,4,3.67,1,0.92,33,30.28,64,58.72,21056
21,57,130,9,6.92,1,0.77,39,30.0,74,56.92,21057
21,58,126,3,2.38,1,0.79,33,26.19,85,67.46,21058
21,59,188,2,1.06,2,1.06,54,28.72,121,64.36,21059
21,60,169,10,5.92,1,0.59,55,32.54,96,56.8,21060
21,61,182,4,2.2,1,0.55,58,31.87,106,58.24,21061
21,62,152,4,2.63,0,0.0,39,25.66,100,65.79,21062
21,63,149,6,4.03,0,0.0,43,28.86,98,65.77,21063
21,64,82,5,6.1,1,1.22,22,26.83,49,59.76,21064
21,65,264,13,4.92,2,0.76,75,28.41,163,61.74,21065
21,66,126,4,3.17,2,1.59,40,31.75,69,54.76,21066
21,67,160,4,2.5,0,0.0,45,28.13,100,62.5,21067
21,68,157,6,3.82,1,0.64,54,34.39,92,58.6,21068
21,69,126,3,2.38,1,0.79,44,34.92,70,55.56,21069
21,70,134,6,4.48,0,0.0,41,30.6,78,58.21,21070
21,71,134,4,2.99,2,1.49,40,29.85,87,64.93,21071
21,72,162,7,4.32,3,1.85,38,23.46,102,62.96,21072
21,73,156,9,5.77,1,0.64,44,28.21,90,57.69,21073
21,74,52,4,7.69,0,0.0,15,28.85,29,55.77,21074
22,1,75,13,17.33,1,1.33,31,41.33,4,5.33,22001
22,2,78,13,16.67,2,2.56,34,43.59,8,10.26,22002
22,3,141,22,15.6,3,2.13,62,43.97,8,5.67,22003
22,4,104,20,19.23,2,1.92,37,35.58,2,1.92,22004
22,5,133,19,14.29,3,2.26,73,54.89,10,7.52,22005
22,6,119,12,10.08,5,4.2,62,52.1,8,6.72,22006
22,7,126,10,7.94,3,2.38,39,30.95,65,51.59,22007
22,8,65,8,12.31,1,1.54,30,46.15,3,4.62,22008
22,9,114,16,14.04,3,2.63,54,47.37,9,7.89,22009
22,10,128,21,16.41,5,3.91,58,45.31,5,3.91,22010
22,11,98,16,16.33,7,7.14,39,39.8,4,4.08,22011
22,12,98,12,12.24,5,5.1,38,38.78,6,6.12,22012
22,13,135,17,12.59,5,3.7,73,54.07,5,3.7,22013
22,14,62,7,11.29,0,0.0,37,59.68,11,17.74,22014
22,15,66,12,18.18,6,9.09,27,40.91,4,6.06,22015
22,16,135,10,7.41,5,3.7,66,48.89,7,5.19,22016
22,17,128,15,11.72,2,1.56,71,55.47,13,10.16,22017
22,18,122,25,20.49,3,2.46,61,50.0,12,9.84,22018
22,19,66,3,4.55,1,1.52,20,30.3,31,46.97,22019
22,20,122,28,22.95,1,0.82,64,52.46,3,2.46,22020
22,21,116,7,6.03,0,0.0,41,35.34,59,50.86,22021
22,22,74,6,8.11,2,2.7,41,55.41,6,8.11,22022
22,23,143,10,6.99,4,2.8,78,54.55,14,9.79,22023
22,24,91,15,16.48,8,8.79,41,45.05,2,2.2,22024
22,25,105,17,16.19,1,0.95,49,46.67,9,8.57,22025
22,26,91,10,10.99,1,1.1,40,43.96,6,6.59,22026
22,27,145,27,18.62,6,4.14,61,42.07,6,4.14,22027
22,28,68,10,14.71,5,7.35,30,44.12,2,2.94,22028
22,29,65,10,15.38,2,3.08,39,60.0,0,0.0,22029
23,1,191,7,3.66,1,0.52,102,53.4,6,3.14,23001
23,2,246,6,2.44,5,2.03,136,55.28,8,3.25,23002
23,3,184,21,11.41,4,2.17,81,44.02,6,3.26,23003
23,4,171,17,9.94,4,2.34,77,45.03,5,2.92,23004
23,5,140,15,10.71,1,0.71,62,44.29,8,5.71,23005
23,6,202,22,10.89,4,1.98,108,53.47,6,2.97,23006
23,7,186,20,10.75,3,1.61,73,39.25,13,6.99,23007
23,8,171,25,14.62,7,4.09,81,47.37,5,2.92,23008
23,9,201,32,15.92,2,1.0,97,48.26,16,7.96,23009
23,10,221,32,14.48,5,2.26,105,47.51,17,7.69,23010
23,11,223,18,8.07,2,0.9,113,50.67,8,3.59,23011
23,12,183,13,7.1,3,1.64,76,41.53,4,2.19,23012
23,13,210,14,6.67,3,1.43,107,50.95,7,3.33,23013
23,14,155,15,9.68,4,2.58,72,46.45,4,2.58,23014
23,15,166,17,10.24,3,1.81,81,48.8,2,1.2,23015
23,16,221,19,8.6,2,0.9,115,52.04,9,4.07,23016
23,17,228,19,8.33,2,0.88,116,50.88,2,0.88,23017
23,18,136,15,11.03,2,1.47,62,45.59,6,4.41,23018
23,19,157,10,6.37,1,0.64,72,45.86,4,2.55,23019
23,20,174,10,5.75,6,3.45,75,43.1,6,3.45,23020
23,21,146,8,5.48,1,0.68,32,21.92,90,61.64,23021
23,22,177,11,6.21,6,3.39,76,42.94,8,4.52,23022
23,23,167,7,4.19,5,2.99,69,41.32,9,5.39,23023
23,24,113,20,17.7,3,2.65,47,41.59,3,2.65,23024
23,25,125,20,16.0,6,4.8,54,43.2,3,2.4,23025
23,26,188,6,3.19,2,1.06,83,44.15,9,4.79,23026
23,27,166,7,4.22,3,1.81,88,53.01,8,4.82,23027
23,28,198,17,8.59,4,2.02,94,47.47,7,3.54,23028
23,29,164,26,15.85,4,2.44,66,40.24,8,4.88,23029
23,30,164,10,6.1,0,0.0,79,48.17,8,4.88,23030
23,31,181,22,12.15,8,4.42,84,46.41,21,11.6,23031
23,32,220,21,9.55,4,1.82,95,43.18,25,11.36,23032
23,33,205,24,11.71,5,2.44,99,48.29,15,7.32,23033
23,34,132,12,9.09,6,4.55,49,37.12,11,8.33,23034
23,35,125,12,9.6,1,0.8,22,17.6,78,62.4,23035
23,36,231,9,3.9,6,2.6,124,53.68,10,4.33,23036
23,37,130,8,6.15,1,0.77,47,36.15,63,48.46,23037
23,38,147,12,8.16,1,0.68,71,48.3,9,6.12,23038
23,39,159,15,9.43,4,2.52,76,47.8,5,3.14,23039
23,40,181,13,7.18,2,1.1,80,44.2,12,6.63,23040
23,41,175,20,11.43,6,3.43,85,48.57,6,3.43,23041
23,42,157,16,10.19,1,0.64,77,49.04,6,3.82,23042
23,43,204,14,6.86,6,2.94,93,45.59,6,2.94,23043
23,44,202,19,9.41,1,0.5,102,50.5,4,1.98,23044
23,45,197,9,4.57,7,3.55,97,49.24,5,2.54,23045
23,46,179,13,7.26,4,2.23,88,49.16,7,3.91,23046
23,47,221,17,7.69,8,3.62,86,38.91,2,0.9,23047
23,48,153,24,15.69,7,4.58,52,33.99,6,3.92,23048
23,49,256,26,10.16,6,2.34,105,41.02,8,3.13,23049
23,50,140,14,10.0,1,0.71,68,48.57,14,10.0,23050
23,51,184,13,7.07,2,1.09,88,47.83,12,6.52,23051
23,52,223,18,8.07,6,2.69,111,49.78,11,4.93,23052
23,53,128,18,14.06,2,1.56,50,39.06,11,8.59,23053
23,54,222,24,10.81,3,1.35,106,47.75,8,3.6,23054
24,1,148,9,6.08,2,1.35,39,26.35,90,60.81,24001
24,2,70,4,5.71,0,0.0,18,25.71,44,62.86,24002
24,3,106,7,6.6,0,0.0,34,32.08,61,57.55,24003
24,4,101,4,3.96,0,0.0,36,35.64,54,53.47,24004
24,5,80,6,7.5,0,0.0,21,26.25,46,57.5,24005
24,6,133,7,5.26,2,1.5,36,27.07,75,56.39,24006
24,7,96,4,4.17,0,0.0,33,34.38,53,55.21,24007
24,8,87,4,4.6,1,1.15,23,26.44,56,64.37,24008
24,9,93,5,5.38,0,0.0,21,22.58,59,63.44,24009
24,10,96,7,7.29,1,1.04,24,25.0,53,55.21,24010
24,11,61,9,14.75,1,1.64,11,18.03,35,57.38,24011
24,12,80,3,3.75,3,3.75,27,33.75,43,53.75,24012
24,13,114,5,4.39,1,0.88,31,27.19,71,62.28,24013
24,14,129,4,3.1,0,0.0,28,21.71,90,69.77,24014
24,15,93,5,5.38,1,1.08,26,27.96,53,56.99,24015
24,16,72,2,2.78,0,0.0,19,26.39,47,65.28,24016
24,17,85,8,9.41,1,1.18,28,32.94,42,49.41,24017
24,18,71,5,7.04,0,0.0,14,19.72,46,64.79,24018
24,19,72,4,5.56,0,0.0,32,44.44,34,47.22,24019
24,20,108,7,6.48,0,0.0,31,28.7,60,55.56,24020
24,21,50,4,8.0,1,2.0,11,22.0,32,64.0,24021
24,22,106,5,4.72,0,0.0,28,26.42,58,54.72,24022
24,23,90,6,6.67,4,4.44,23,25.56,50,55.56,24023
24,24,65,6,9.23,1,1.54,11,16.92,42,64.62,24024
24,25,114,10,8.77,2,1.75,32,28.07,59,51.75,24025
24,26,108,1,0.93,3,2.78,35,32.41,58,53.7,24026
24,27,64,7,10.94,1,1.56,6,9.38,39,60.94,24027
24,28,134,15,11.19,4,2.99,28,20.9,74,55.22,24028
24,29,118,6,5.08,0,0.0,36,30.51,69,58.47,24029
24,30,91,5,5.49,0,0.0,19,20.88,61,67.03,24030
24,31,93,8,8.6,0,0.0,25,26.88,54,58.06,24031
24,32,94,11,11.7,1,1.06,20,21.28,55,58.51,24032
24,33,83,9,10.84,2,2.41,22,26.51,44,53.01,24033
24,34,121,9,7.44,0,0.0,29,23.97,69,57.02,24034
24,35,146,17,11.64,0,0.0,41,28.08,82,56.16,24035
24,36,93,5,5.38,0,0.0,25,26.88,58,62.37,24036
24,37,131,8,6.11,2,1.53,32,24.43,83,63.36,24037
24,38,135,5,3.7,0,0.0,35,25.93,82,60.74,24038
24,39,88,6,6.82,0,0.0,29,32.95,43,48.86,24039
24,40,158,6,3.8,1,0.63,49,31.01,90,56.96,24040
24,41,99,3,3.03,1,1.01,34,34.34,54,54.55,24041
24,42,81,9,11.11,1,1.23,28,34.57,41,50.62,24042
24,43,129,7,5.43,0,0.0,34,26.36,85,65.89,24043
24,44,170,15,8.82,4,2.35,45,26.47,87,51.18,24044
24,45,92,5,5.43,0,0.0,35,38.04,44,47.83,24045
24,46,130,9,6.92,1,0.77,46,35.38,67,51.54,24046
