ward,precinct,total,Carrie M. Austin,Carrie M. Austin Percent,precinct_id
5,1,151,151,100.0,05001
5,4,106,106,100.0,05004
5,6,136,136,100.0,05006
5,7,138,138,100.0,05007
5,11,107,107,100.0,05011
5,14,178,178,100.0,05014
5,21,109,109,100.0,05021
5,24,135,135,100.0,05024
5,26,112,112,100.0,05026
5,28,151,151,100.0,05028
5,29,124,124,100.0,05029
5,31,112,112,100.0,05031
5,32,249,249,100.0,05032
5,34,128,128,100.0,05034
5,36,49,49,100.0,05036
5,37,103,103,100.0,05037
5,38,147,147,100.0,05038
5,40,96,96,100.0,05040
5,42,122,122,100.0,05042
5,43,155,155,100.0,05043
5,44,122,122,100.0,05044
5,46,111,111,100.0,05046
5,47,105,105,100.0,05047
5,49,23,23,100.0,05049
5,54,199,199,100.0,05054
6,21,147,147,100.0,06021
6,22,128,128,100.0,06022
6,64,172,172,100.0,06064
7,1,254,254,100.0,07001
7,2,136,136,100.0,07002
7,3,69,69,100.0,07003
7,4,74,74,100.0,07004
7,5,64,64,100.0,07005
7,6,84,84,100.0,07006
7,7,60,60,100.0,07007
7,8,32,32,100.0,07008
7,9,118,118,100.0,07009
7,10,56,56,100.0,07010
7,11,123,123,100.0,07011
7,12,85,85,100.0,07012
7,13,80,80,100.0,07013
7,14,113,113,100.0,07014
7,15,49,49,100.0,07015
7,16,56,56,100.0,07016
7,17,48,48,100.0,07017
7,18,85,85,100.0,07018
7,19,159,159,100.0,07019
7,20,38,38,100.0,07020
7,21,101,101,100.0,07021
7,22,76,76,100.0,07022
7,23,89,89,100.0,07023
7,24,99,99,100.0,07024
7,25,145,145,100.0,07025
7,26,136,136,100.0,07026
7,27,171,171,100.0,07027
7,28,88,88,100.0,07028
7,29,110,110,100.0,07029
7,30,142,142,100.0,07030
7,31,128,128,100.0,07031
7,32,74,74,100.0,07032
7,33,94,94,100.0,07033
7,34,111,111,100.0,07034
7,35,143,143,100.0,07035
7,36,119,119,100.0,07036
7,37,54,54,100.0,07037
7,38,89,89,100.0,07038
7,39,76,76,100.0,07039
7,40,99,99,100.0,07040
7,41,91,91,100.0,07041
7,42,145,145,100.0,07042
7,43,116,116,100.0,07043
7,44,158,158,100.0,07044
7,45,195,195,100.0,07045
7,46,54,54,100.0,07046
7,47,89,89,100.0,07047
7,48,104,104,100.0,07048
7,49,63,63,100.0,07049
7,50,74,74,100.0,07050
7,51,193,193,100.0,07051
7,52,95,95,100.0,07052
7,53,93,93,100.0,07053
7,54,49,49,100.0,07054
7,55,112,112,100.0,07055
7,56,91,91,100.0,07056
7,57,95,95,100.0,07057
7,58,159,159,100.0,07058
7,59,62,62,100.0,07059
7,60,78,78,100.0,07060
7,61,104,104,100.0,07061
8,3,157,157,100.0,08003
8,4,135,135,100.0,08004
8,5,191,191,100.0,08005
8,7,105,105,100.0,08007
8,8,192,192,100.0,08008
8,9,186,186,100.0,08009
8,15,100,100,100.0,08015
8,17,121,121,100.0,08017
8,19,195,195,100.0,08019
8,23,123,123,100.0,08023
8,24,142,142,100.0,08024
8,25,124,124,100.0,08025
8,26,92,92,100.0,08026
8,27,151,151,100.0,08027
8,28,109,109,100.0,08028
8,32,218,218,100.0,08032
8,34,172,172,100.0,08034
8,36,128,128,100.0,08036
8,39,149,149,100.0,08039
8,42,137,137,100.0,08042
8,44,126,126,100.0,08044
8,46,107,107,100.0,08046
8,47,136,136,100.0,08047
8,49,178,178,100.0,08049
8,50,152,152,100.0,08050
8,51,176,176,100.0,08051
8,57,118,118,100.0,08057
8,60,118,118,100.0,08060
8,62,134,134,100.0,08062
8,63,157,157,100.0,08063
8,65,93,93,100.0,08065
8,66,200,200,100.0,08066
8,70,122,122,100.0,08070
9,1,146,146,100.0,09001
9,2,130,130,100.0,09002
9,3,33,33,100.0,09003
9,4,121,121,100.0,09004
9,5,134,134,100.0,09005
9,6,142,142,100.0,09006
9,7,115,115,100.0,09007
9,8,121,121,100.0,09008
9,9,187,187,100.0,09009
9,10,120,120,100.0,09010
9,11,80,80,100.0,09011
9,12,109,109,100.0,09012
9,13,153,153,100.0,09013
9,14,179,179,100.0,09014
9,15,99,99,100.0,09015
9,16,75,75,100.0,09016
9,17,107,107,100.0,09017
9,18,144,144,100.0,09018
9,19,145,145,100.0,09019
9,20,161,161,100.0,09020
9,21,154,154,100.0,09021
9,22,167,167,100.0,09022
9,23,90,90,100.0,09023
9,24,22,22,100.0,09024
9,25,96,96,100.0,09025
9,26,63,63,100.0,09026
9,27,107,107,100.0,09027
9,28,40,40,100.0,09028
9,29,89,89,100.0,09029
9,30,150,150,100.0,09030
9,31,116,116,100.0,09031
9,32,119,119,100.0,09032
9,33,73,73,100.0,09033
9,34,95,95,100.0,09034
9,35,176,176,100.0,09035
9,37,121,121,100.0,09037
9,38,115,115,100.0,09038
9,39,160,160,100.0,09039
9,40,148,148,100.0,09040
9,41,150,150,100.0,09041
9,42,27,27,100.0,09042
9,43,58,58,100.0,09043
9,44,77,77,100.0,09044
9,45,112,112,100.0,09045
9,46,122,122,100.0,09046
9,48,153,153,100.0,09048
9,49,59,59,100.0,09049
9,50,140,140,100.0,09050
9,51,84,84,100.0,09051
9,52,165,165,100.0,09052
9,53,63,63,100.0,09053
10,1,78,78,100.0,10001
10,2,59,59,100.0,10002
10,3,106,106,100.0,10003
10,4,68,68,100.0,10004
10,5,72,72,100.0,10005
10,6,98,98,100.0,10006
10,7,20,20,100.0,10007
10,8,68,68,100.0,10008
10,9,91,91,100.0,10009
10,10,68,68,100.0,10010
10,11,90,90,100.0,10011
10,12,58,58,100.0,10012
10,13,63,63,100.0,10013
10,14,76,76,100.0,10014
10,15,31,31,100.0,10015
10,16,82,82,100.0,10016
10,17,67,67,100.0,10017
10,18,46,46,100.0,10018
10,19,90,90,100.0,10019
10,20,59,59,100.0,10020
10,21,66,66,100.0,10021
10,22,48,48,100.0,10022
10,23,71,71,100.0,10023
10,24,78,78,100.0,10024
10,25,81,81,100.0,10025
10,26,54,54,100.0,10026
10,27,95,95,100.0,10027
10,28,66,66,100.0,10028
10,29,88,88,100.0,10029
10,30,63,63,100.0,10030
10,31,88,88,100.0,10031
10,32,64,64,100.0,10032
10,33,63,63,100.0,10033
10,34,76,76,100.0,10034
10,35,90,90,100.0,10035
10,36,91,91,100.0,10036
10,37,48,48,100.0,10037
10,38,88,88,100.0,10038
10,39,71,71,100.0,10039
10,40,58,58,100.0,10040
10,41,110,110,100.0,10041
10,42,74,74,100.0,10042
10,43,36,36,100.0,10043
10,44,72,72,100.0,10044
10,45,32,32,100.0,10045
10,46,71,71,100.0,10046
10,47,65,65,100.0,10047
10,48,58,58,100.0,10048
34,1,225,225,100.0,34001
34,2,167,167,100.0,34002
34,3,157,157,100.0,34003
34,4,146,146,100.0,34004
34,5,109,109,100.0,34005
34,6,99,99,100.0,34006
34,7,214,214,100.0,34007
34,9,100,100,100.0,34009
34,10,155,155,100.0,34010
34,11,83,83,100.0,34011
34,12,176,176,100.0,34012
34,14,111,111,100.0,34014
34,15,111,111,100.0,34015
34,16,83,83,100.0,34016
34,17,87,87,100.0,34017
34,18,83,83,100.0,34018
34,20,245,245,100.0,34020
34,21,150,150,100.0,34021
34,22,192,192,100.0,34022
34,23,138,138,100.0,34023
34,24,131,131,100.0,34024
34,25,177,177,100.0,34025
34,26,70,70,100.0,34026
34,27,111,111,100.0,34027
34,28,94,94,100.0,34028
34,30,183,183,100.0,34030
34,31,75,75,100.0,34031
34,32,114,114,100.0,34032
34,34,211,211,100.0,34034
34,35,192,192,100.0,34035
34,36,167,167,100.0,34036
34,37,129,129,100.0,34037
34,38,102,102,100.0,34038
34,39,84,84,100.0,34039
34,40,160,160,100.0,34040
34,41,81,81,100.0,34041
34,42,179,179,100.0,34042
34,43,199,199,100.0,34043
34,44,207,207,100.0,34044
34,46,129,129,100.0,34046
34,48,205,205,100.0,34048
34,49,230,230,100.0,34049
34,50,156,156,100.0,34050
34,52,103,103,100.0,34052
34,53,82,82,100.0,34053
34,54,101,101,100.0,34054
34,56,61,61,100.0,34056
34,59,136,136,100.0,34059
34,60,159,159,100.0,34060
34,61,122,122,100.0,34061
