ward,precinct,total,Susan Kennedy Sullivan,Susan Kennedy Sullivan Percent,Linda J. Pauel,Linda J. Pauel Percent,Kevin J. Murphy,Kevin J. Murphy Percent,Ubi O'Neal,Ubi O'Neal Percent,precinct_id
24,48,52,23,44.23,9,17.31,14,26.92,6,11.54,24048
24,49,156,52,33.33,35,22.44,49,31.41,20,12.82,24049
24,50,134,39,29.1,29,21.64,49,36.57,17,12.69,24050
24,51,115,39,33.91,17,14.78,39,33.91,20,17.39,24051
24,52,70,25,35.71,12,17.14,23,32.86,10,14.29,24052
24,53,92,48,52.17,14,15.22,22,23.91,8,8.7,24053
24,54,96,34,35.42,21,21.88,26,27.08,15,15.63,24054
24,55,73,23,31.51,17,23.29,19,26.03,14,19.18,24055
24,56,123,33,26.83,29,23.58,46,37.4,15,12.2,24056
25,1,115,57,49.57,22,19.13,23,20.0,13,11.3,25001
25,2,135,57,42.22,39,28.89,27,20.0,12,8.89,25002
25,3,82,27,32.93,28,34.15,18,21.95,9,10.98,25003
25,4,122,35,28.69,47,38.52,22,18.03,18,14.75,25004
25,5,103,51,49.51,23,22.33,18,17.48,11,10.68,25005
25,6,61,23,37.7,16,26.23,13,21.31,9,14.75,25006
25,7,90,40,44.44,32,35.56,14,15.56,4,4.44,25007
25,8,114,45,39.47,34,29.82,23,20.18,12,10.53,25008
25,9,147,64,43.54,44,29.93,24,16.33,15,10.2,25009
25,10,57,18,31.58,17,29.82,16,28.07,6,10.53,25010
25,11,123,44,35.77,45,36.59,24,19.51,10,8.13,25011
25,12,91,28,30.77,37,40.66,18,19.78,8,8.79,25012
25,13,129,51,39.53,39,30.23,25,19.38,14,10.85,25013
25,14,54,23,42.59,15,27.78,13,24.07,3,5.56,25014
25,15,116,55,47.41,26,22.41,25,21.55,10,8.62,25015
25,16,52,17,32.69,18,34.62,10,19.23,7,13.46,25016
25,17,143,54,37.76,41,28.67,34,23.78,14,9.79,25017
25,18,102,43,42.16,30,29.41,19,18.63,10,9.8,25018
25,19,113,46,40.71,33,29.2,24,21.24,10,8.85,25019
25,20,125,53,42.4,32,25.6,30,24.0,10,8.0,25020
25,21,79,22,27.85,40,50.63,9,11.39,8,10.13,25021
25,22,53,23,43.4,14,26.42,9,16.98,7,13.21,25022
25,23,114,56,49.12,20,17.54,21,18.42,17,14.91,25023
25,24,137,57,41.61,40,29.2,24,17.52,16,11.68,25024
25,25,95,28,29.47,39,41.05,22,23.16,6,6.32,25025
25,26,69,27,39.13,24,34.78,13,18.84,5,7.25,25026
25,27,79,34,43.04,27,34.18,12,15.19,6,7.59,25027
25,28,144,52,36.11,53,36.81,33,22.92,6,4.17,25028
25,29,195,60,30.77,62,31.79,46,23.59,27,13.85,25029
25,30,107,35,32.71,40,37.38,23,21.5,9,8.41,25030
25,31,62,21,33.87,19,30.65,10,16.13,12,19.35,25031
26,1,42,13,30.95,19,45.24,6,14.29,4,9.52,26001
26,2,80,29,36.25,25,31.25,14,17.5,12,15.0,26002
26,3,57,16,28.07,20,35.09,14,24.56,7,12.28,26003
26,4,40,14,35.0,19,47.5,5,12.5,2,5.0,26004
26,5,84,38,45.24,24,28.57,16,19.05,6,7.14,26005
26,6,40,18,45.0,10,25.0,8,20.0,4,10.0,26006
26,7,35,15,42.86,15,42.86,4,11.43,1,2.86,26007
26,8,37,15,40.54,12,32.43,6,16.22,4,10.81,26008
26,9,26,13,50.0,5,19.23,4,15.38,4,15.38,26009
26,10,49,13,26.53,21,42.86,11,22.45,4,8.16,26010
26,11,61,19,31.15,20,32.79,17,27.87,5,8.2,26011
26,12,44,19,43.18,9,20.45,11,25.0,5,11.36,26012
26,13,72,23,31.94,37,51.39,9,12.5,3,4.17,26013
26,14,56,21,37.5,18,32.14,12,21.43,5,8.93,26014
26,15,54,12,22.22,20,37.04,17,31.48,5,9.26,26015
26,16,47,21,44.68,15,31.91,8,17.02,3,6.38,26016
26,17,37,14,37.84,15,40.54,6,16.22,2,5.41,26017
26,18,36,20,55.56,8,22.22,7,19.44,1,2.78,26018
26,19,115,32,27.83,48,41.74,21,18.26,14,12.17,26019
26,20,68,18,26.47,27,39.71,17,25.0,6,8.82,26020
26,21,50,15,30.0,21,42.0,9,18.0,5,10.0,26021
26,22,34,8,23.53,13,38.24,8,23.53,5,14.71,26022
26,23,42,15,35.71,12,28.57,11,26.19,4,9.52,26023
26,24,37,16,43.24,10,27.03,6,16.22,5,13.51,26024
26,25,31,15,48.39,3,9.68,7,22.58,6,19.35,26025
26,26,33,7,21.21,17,51.52,8,24.24,1,3.03,26026
26,27,67,21,31.34,23,34.33,19,28.36,4,5.97,26027
26,28,47,16,34.04,16,34.04,7,14.89,8,17.02,26028
26,29,52,23,44.23,9,17.31,13,25.0,7,13.46,26029
26,30,42,14,33.33,10,23.81,11,26.19,7,16.67,26030
26,31,52,13,25.0,18,34.62,15,28.85,6,11.54,26031
26,32,60,25,41.67,19,31.67,12,20.0,4,6.67,26032
26,33,23,12,52.17,7,30.43,2,8.7,2,8.7,26033
26,34,69,25,36.23,25,36.23,12,17.39,7,10.14,26034
26,35,73,24,32.88,32,43.84,11,15.07,6,8.22,26035
26,36,48,17,35.42,13,27.08,9,18.75,9,18.75,26036
26,37,33,16,48.48,9,27.27,3,9.09,5,15.15,26037
26,38,36,15,41.67,11,30.56,6,16.67,4,11.11,26038
26,39,46,12,26.09,20,43.48,5,10.87,9,19.57,26039
26,40,36,14,38.89,11,30.56,6,16.67,5,13.89,26040
26,41,62,24,38.71,13,20.97,11,17.74,14,22.58,26041
26,42,32,13,40.63,11,34.38,5,15.63,3,9.38,26042
26,43,56,22,39.29,15,26.79,13,23.21,6,10.71,26043
26,44,41,19,46.34,9,21.95,7,17.07,6,14.63,26044
26,45,70,30,42.86,21,30.0,12,17.14,7,10.0,26045
26,46,88,28,31.82,40,45.45,14,15.91,6,6.82,26046
26,47,24,7,29.17,6,25.0,5,20.83,6,25.0,26047
26,48,82,29,35.37,23,28.05,17,20.73,13,15.85,26048
26,49,34,10,29.41,12,35.29,11,32.35,1,2.94,26049
26,50,31,7,22.58,14,45.16,5,16.13,5,16.13,26050
26,51,67,17,25.37,33,49.25,13,19.4,4,5.97,26051
26,52,21,8,38.1,3,14.29,6,28.57,4,19.05,26052
26,53,29,12,41.38,9,31.03,7,24.14,1,3.45,26053
26,54,45,11,24.44,15,33.33,10,22.22,9,20.0,26054
26,55,54,24,44.44,15,27.78,12,22.22,3,5.56,26055
26,56,48,19,39.58,17,35.42,7,14.58,5,10.42,26056
26,57,55,23,41.82,20,36.36,8,14.55,4,7.27,26057
26,58,49,22,44.9,9,18.37,14,28.57,4,8.16,26058
26,59,49,20,40.82,9,18.37,9,18.37,11,22.45,26059
26,60,46,15,32.61,21,45.65,6,13.04,4,8.7,26060
26,61,30,13,43.33,6,20.0,5,16.67,6,20.0,26061
26,62,65,23,35.38,30,46.15,9,13.85,3,4.62,26062
26,63,22,12,54.55,5,22.73,4,18.18,1,4.55,26063
27,1,95,27,28.42,47,49.47,13,13.68,8,8.42,27001
27,2,67,16,23.88,18,26.87,30,44.78,3,4.48,27002
27,3,64,21,32.81,12,18.75,19,29.69,12,18.75,27003
27,4,53,10,18.87,20,37.74,15,28.3,8,15.09,27004
27,5,31,14,45.16,9,29.03,6,19.35,2,6.45,27005
27,6,25,6,24.0,8,32.0,9,36.0,2,8.0,27006
27,7,75,23,30.67,27,36.0,18,24.0,7,9.33,27007
27,8,86,21,24.42,27,31.4,23,26.74,15,17.44,27008
27,9,127,44,34.65,33,25.98,33,25.98,17,13.39,27009
27,10,168,51,30.36,38,22.62,41,24.4,38,22.62,27010
27,11,90,29,32.22,27,30.0,24,26.67,10,11.11,27011
27,12,104,27,25.96,48,46.15,22,21.15,7,6.73,27012
27,13,75,18,24.0,36,48.0,10,13.33,11,14.67,27013
27,14,91,28,30.77,24,26.37,29,31.87,10,10.99,27014
27,15,57,18,31.58,17,29.82,11,19.3,11,19.3,27015
27,16,15,5,33.33,5,33.33,3,20.0,2,13.33,27016
27,17,76,16,21.05,41,53.95,14,18.42,5,6.58,27017
27,18,62,19,30.65,29,46.77,10,16.13,4,6.45,27018
27,19,73,24,32.88,10,13.7,27,36.99,12,16.44,27019
27,20,76,18,23.68,38,50.0,14,18.42,6,7.89,27020
27,21,68,20,29.41,30,44.12,10,14.71,8,11.76,27021
27,22,78,17,21.79,24,30.77,24,30.77,13,16.67,27022
27,23,14,3,21.43,2,14.29,3,21.43,6,42.86,27023
27,24,65,12,18.46,36,55.38,16,24.62,1,1.54,27024
27,25,53,19,35.85,15,28.3,11,20.75,8,15.09,27025
27,26,95,36,37.89,23,24.21,22,23.16,14,14.74,27026
27,27,87,23,26.44,27,31.03,22,25.29,15,17.24,27027
27,28,112,34,30.36,37,33.04,23,20.54,18,16.07,27028
27,29,60,10,16.67,30,50.0,11,18.33,9,15.0,27029
27,30,43,6,13.95,20,46.51,14,32.56,3,6.98,27030
27,31,59,16,27.12,14,23.73,22,37.29,7,11.86,27031
27,32,98,44,44.9,25,25.51,17,17.35,12,12.24,27032
27,33,72,24,33.33,25,34.72,15,20.83,8,11.11,27033
27,34,74,26,35.14,20,27.03,16,21.62,12,16.22,27034
27,35,74,25,33.78,29,39.19,13,17.57,7,9.46,27035
27,36,110,34,30.91,48,43.64,20,18.18,8,7.27,27036
27,37,84,21,25.0,29,34.52,19,22.62,15,17.86,27037
27,38,46,13,28.26,25,54.35,4,8.7,4,8.7,27038
27,39,25,7,28.0,9,36.0,7,28.0,2,8.0,27039
27,40,71,13,18.31,45,63.38,13,18.31,0,0.0,27040
27,41,67,25,37.31,25,37.31,12,17.91,5,7.46,27041
27,42,50,12,24.0,27,54.0,9,18.0,2,4.0,27042
27,43,53,14,26.42,21,39.62,11,20.75,7,13.21,27043
27,44,75,26,34.67,21,28.0,18,24.0,10,13.33,27044
27,45,70,18,25.71,28,40.0,17,24.29,7,10.0,27045
27,46,88,22,25.0,50,56.82,9,10.23,7,7.95,27046
27,47,61,19,31.15,20,32.79,18,29.51,4,6.56,27047
27,48,116,45,38.79,22,18.97,35,30.17,14,12.07,27048
27,49,87,27,31.03,19,21.84,29,33.33,12,13.79,27049
27,50,91,39,42.86,36,39.56,9,9.89,7,7.69,27050
27,51,13,0,0.0,9,69.23,4,30.77,0,0.0,27051
27,52,63,24,38.1,11,17.46,17,26.98,11,17.46,27052
27,53,56,19,33.93,25,44.64,8,14.29,4,7.14,27053
27,54,80,25,31.25,37,46.25,11,13.75,7,8.75,27054
27,55,79,15,18.99,38,48.1,18,22.78,8,10.13,27055
27,56,51,22,43.14,21,41.18,5,9.8,3,5.88,27056
27,57,56,13,23.21,34,60.71,7,12.5,2,3.57,27057
27,58,23,9,39.13,8,34.78,4,17.39,2,8.7,27058
27,59,103,20,19.42,61,59.22,13,12.62,9,8.74,27059
28,1,80,33,41.25,20,25.0,18,22.5,9,11.25,28001
28,2,94,34,36.17,18,19.15,29,30.85,13,13.83,28002
28,3,67,19,28.36,17,25.37,20,29.85,11,16.42,28003
28,4,89,32,35.96,18,20.22,25,28.09,14,15.73,28004
28,5,62,23,37.1,17,27.42,12,19.35,10,16.13,28005
28,6,56,23,41.07,13,23.21,10,17.86,10,17.86,28006
28,7,66,15,22.73,15,22.73,24,36.36,12,18.18,28007
28,8,74,28,37.84,14,18.92,22,29.73,10,13.51,28008
28,9,67,21,31.34,22,32.84,17,25.37,7,10.45,28009
28,10,27,9,33.33,4,14.81,10,37.04,4,14.81,28010
28,11,59,18,30.51,13,22.03,20,33.9,8,13.56,28011
28,12,50,17,34.0,13,26.0,16,32.0,4,8.0,28012
28,13,29,7,24.14,10,34.48,6,20.69,6,20.69,28013
28,14,50,18,36.0,11,22.0,13,26.0,8,16.0,28014
28,15,74,27,36.49,12,16.22,27,36.49,8,10.81,28015
28,16,68,19,27.94,14,20.59,17,25.0,18,26.47,28016
28,17,69,21,30.43,17,24.64,22,31.88,9,13.04,28017
28,18,101,31,30.69,20,19.8,36,35.64,14,13.86,28018
28,19,97,28,28.87,23,23.71,29,29.9,17,17.53,28019
28,20,82,17,20.73,11,13.41,35,42.68,19,23.17,28020
28,21,102,28,27.45,21,20.59,41,40.2,12,11.76,28021
28,22,69,22,31.88,13,18.84,18,26.09,16,23.19,28022
28,23,64,21,32.81,10,15.63,20,31.25,13,20.31,28023
28,24,42,18,42.86,10,23.81,10,23.81,4,9.52,28024
28,25,58,20,34.48,12,20.69,17,29.31,9,15.52,28025
28,26,79,16,20.25,38,48.1,16,20.25,9,11.39,28026
28,27,89,22,24.72,20,22.47,32,35.96,15,16.85,28027
28,28,39,13,33.33,7,17.95,12,30.77,7,17.95,28028
28,29,83,36,43.37,26,31.33,12,14.46,9,10.84,28029
28,30,60,16,26.67,9,15.0,26,43.33,9,15.0,28030
28,31,53,18,33.96,12,22.64,15,28.3,8,15.09,28031
28,32,78,25,32.05,13,16.67,30,38.46,10,12.82,28032
28,33,105,38,36.19,21,20.0,25,23.81,21,20.0,28033
28,34,20,6,30.0,8,40.0,5,25.0,1,5.0,28034
28,35,64,21,32.81,16,25.0,23,35.94,4,6.25,28035
28,36,47,19,40.43,11,23.4,13,27.66,4,8.51,28036
28,37,112,51,45.54,17,15.18,31,27.68,13,11.61,28037
28,38,38,14,36.84,12,31.58,8,21.05,4,10.53,28038
28,39,80,27,33.75,16,20.0,24,30.0,13,16.25,28039
28,40,106,35,33.02,22,20.75,29,27.36,20,18.87,28040
28,41,68,20,29.41,15,22.06,25,36.76,8,11.76,28041
28,42,57,18,31.58,14,24.56,18,31.58,7,12.28,28042
28,43,112,32,28.57,40,35.71,33,29.46,7,6.25,28043
28,44,104,26,25.0,25,24.04,35,33.65,18,17.31,28044
28,45,70,20,28.57,20,28.57,24,34.29,6,8.57,28045
28,46,82,28,34.15,18,21.95,25,30.49,11,13.41,28046
28,47,79,31,39.24,18,22.78,18,22.78,12,15.19,28047
28,48,39,12,30.77,3,7.69,14,35.9,10,25.64,28048
28,49,39,9,23.08,12,30.77,12,30.77,6,15.38,28049
28,50,53,18,33.96,8,15.09,18,33.96,9,16.98,28050
28,51,71,13,18.31,12,16.9,35,49.3,11,15.49,28051
28,52,63,20,31.75,18,28.57,20,31.75,5,7.94,28052
28,53,51,15,29.41,22,43.14,8,15.69,6,11.76,28053
28,54,60,25,41.67,12,20.0,16,26.67,7,11.67,28054
28,55,74,21,28.38,22,29.73,14,18.92,17,22.97,28055
28,56,66,17,25.76,12,18.18,27,40.91,10,15.15,28056
28,57,87,27,31.03,24,27.59,23,26.44,13,14.94,28057
28,58,72,26,36.11,12,16.67,22,30.56,12,16.67,28058
28,59,73,19,26.03,20,27.4,21,28.77,13,17.81,28059
28,60,37,15,40.54,8,21.62,10,27.03,4,10.81,28060
28,61,45,17,37.78,15,33.33,11,24.44,2,4.44,28061
29,1,196,47,23.98,76,38.78,47,23.98,26,13.27,29001
29,2,60,25,41.67,13,21.67,17,28.33,5,8.33,29002
29,3,173,54,31.21,42,24.28,51,29.48,26,15.03,29003
29,4,134,34,25.37,58,43.28,33,24.63,9,6.72,29004
29,5,106,27,25.47,29,27.36,30,28.3,20,18.87,29005
29,6,49,24,48.98,9,18.37,12,24.49,4,8.16,29006
29,7,63,28,44.44,13,20.63,13,20.63,9,14.29,29007
29,8,74,20,27.03,23,31.08,19,25.68,12,16.22,29008
29,9,50,23,46.0,14,28.0,11,22.0,2,4.0,29009
29,10,57,25,43.86,16,28.07,12,21.05,4,7.02,29010
29,11,121,39,32.23,37,30.58,23,19.01,22,18.18,29011
29,12,158,53,33.54,54,34.18,30,18.99,21,13.29,29012
29,13,111,30,27.03,33,29.73,30,27.03,18,16.22,29013
29,14,136,30,22.06,50,36.76,31,22.79,25,18.38,29014
29,15,157,52,33.12,45,28.66,42,26.75,18,11.46,29015
29,16,197,32,16.24,113,57.36,35,17.77,17,8.63,29016
29,17,93,30,32.26,29,31.18,22,23.66,12,12.9,29017
29,18,142,41,28.87,46,32.39,41,28.87,14,9.86,29018
29,19,167,43,25.75,64,38.32,40,23.95,20,11.98,29019
29,20,130,35,26.92,52,40.0,27,20.77,16,12.31,29020
29,21,84,29,34.52,15,17.86,25,29.76,15,17.86,29021
29,22,91,26,28.57,27,29.67,27,29.67,11,12.09,29022
29,23,102,24,23.53,48,47.06,19,18.63,11,10.78,29023
29,24,64,28,43.75,24,37.5,9,14.06,3,4.69,29024
29,25,115,25,21.74,65,56.52,15,13.04,10,8.7,29025
29,26,91,21,23.08,43,47.25,22,24.18,5,5.49,29026
29,27,67,20,29.85,20,29.85,13,19.4,14,20.9,29027
29,28,138,42,30.43,33,23.91,38,27.54,25,18.12,29028
29,29,141,33,23.4,73,51.77,23,16.31,12,8.51,29029
29,30,50,18,36.0,14,28.0,16,32.0,2,4.0,29030
29,31,119,31,26.05,34,28.57,38,31.93,16,13.45,29031
29,32,57,28,49.12,10,17.54,12,21.05,7,12.28,29032
29,33,114,50,43.86,26,22.81,29,25.44,9,7.89,29033
29,34,78,24,30.77,18,23.08,24,30.77,12,15.38,29034
29,35,82,28,34.15,19,23.17,25,30.49,10,12.2,29035
29,36,142,34,23.94,48,33.8,41,28.87,19,13.38,29036
29,37,94,27,28.72,18,19.15,33,35.11,16,17.02,29037
29,38,118,41,34.75,37,31.36,21,17.8,19,16.1,29038
29,39,79,34,43.04,30,37.97,8,10.13,7,8.86,29039
29,40,159,46,28.93,54,33.96,40,25.16,19,11.95,29040
29,41,148,35,23.65,57,38.51,44,29.73,12,8.11,29041
29,42,127,36,28.35,33,25.98,39,30.71,19,14.96,29042
29,43,148,30,20.27,62,41.89,37,25.0,19,12.84,29043
29,44,100,32,32.0,24,24.0,26,26.0,18,18.0,29044
29,45,83,32,38.55,18,21.69,24,28.92,9,10.84,29045
29,46,102,25,24.51,28,27.45,34,33.33,15,14.71,29046
29,47,165,37,22.42,57,34.55,43,26.06,28,16.97,29047
29,48,99,32,32.32,20,20.2,28,28.28,19,19.19,29048
29,49,156,49,31.41,41,26.28,40,25.64,26,16.67,29049
30,1,95,30,31.58,41,43.16,20,21.05,4,4.21,30001
30,2,51,19,37.25,15,29.41,15,29.41,2,3.92,30002
30,3,109,34,31.19,51,46.79,15,13.76,9,8.26,30003
30,4,60,22,36.67,27,45.0,5,8.33,6,10.0,30004
30,5,31,10,32.26,10,32.26,7,22.58,4,12.9,30005
30,6,57,20,35.09,12,21.05,18,31.58,7,12.28,30006
30,7,54,16,29.63,22,40.74,10,18.52,6,11.11,30007
30,8,78,36,46.15,26,33.33,10,12.82,6,7.69,30008
30,9,88,27,30.68,34,38.64,19,21.59,8,9.09,30009
30,10,47,15,31.91,16,34.04,13,27.66,3,6.38,30010
30,11,36,19,52.78,6,16.67,7,19.44,4,11.11,30011
30,12,36,11,30.56,11,30.56,10,27.78,4,11.11,30012
30,13,59,21,35.59,22,37.29,13,22.03,3,5.08,30013
30,14,27,9,33.33,13,48.15,4,14.81,1,3.7,30014
30,15,123,41,33.33,51,41.46,27,21.95,4,3.25,30015
30,16,73,26,35.62,35,47.95,8,10.96,4,5.48,30016
30,17,45,14,31.11,12,26.67,15,33.33,4,8.89,30017
30,18,45,17,37.78,12,26.67,11,24.44,5,11.11,30018
30,19,40,16,40.0,11,27.5,7,17.5,6,15.0,30019
30,20,59,20,33.9,21,35.59,10,16.95,8,13.56,30020
30,21,52,27,51.92,10,19.23,12,23.08,3,5.77,30021
30,22,56,20,35.71,16,28.57,10,17.86,10,17.86,30022
30,23,66,25,37.88,20,30.3,14,21.21,7,10.61,30023
30,24,63,29,46.03,18,28.57,13,20.63,3,4.76,30024
30,25,33,13,39.39,10,30.3,7,21.21,3,9.09,30025
30,26,48,20,41.67,12,25.0,11,22.92,5,10.42,30026
30,27,83,28,33.73,25,30.12,23,27.71,7,8.43,30027
30,28,66,21,31.82,18,27.27,20,30.3,7,10.61,30028
30,29,40,11,27.5,13,32.5,12,30.0,4,10.0,30029
30,30,86,43,50.0,16,18.6,17,19.77,10,11.63,30030
30,31,41,11,26.83,14,34.15,14,34.15,2,4.88,30031
30,32,30,13,43.33,7,23.33,9,30.0,1,3.33,30032
30,33,49,19,38.78,13,26.53,11,22.45,6,12.24,30033
30,34,74,32,43.24,23,31.08,16,21.62,3,4.05,30034
30,35,66,28,42.42,20,30.3,10,15.15,8,12.12,30035
30,36,72,27,37.5,24,33.33,13,18.06,8,11.11,30036
30,37,57,15,26.32,26,45.61,12,21.05,4,7.02,30037
30,38,117,44,37.61,37,31.62,30,25.64,6,5.13,30038
30,39,71,28,39.44,19,26.76,21,29.58,3,4.23,30039
30,40,62,27,43.55,13,20.97,18,29.03,4,6.45,30040
30,41,57,21,36.84,15,26.32,14,24.56,7,12.28,30041
31,1,29,8,27.59,15,51.72,6,20.69,0,0.0,31001
31,2,45,18,40.0,11,24.44,11,24.44,5,11.11,31002
31,3,64,24,37.5,21,32.81,15,23.44,4,6.25,31003
31,4,57,26,45.61,20,35.09,10,17.54,1,1.75,31004
31,5,74,33,44.59,28,37.84,10,13.51,3,4.05,31005
31,6,46,19,41.3,19,41.3,4,8.7,4,8.7,31006
31,7,50,12,24.0,27,54.0,5,10.0,6,12.0,31007
31,8,38,12,31.58,13,34.21,10,26.32,3,7.89,31008
31,9,48,23,47.92,15,31.25,8,16.67,2,4.17,31009
31,10,13,7,53.85,2,15.38,3,23.08,1,7.69,31010
31,11,62,25,40.32,20,32.26,12,19.35,5,8.06,31011
31,12,61,27,44.26,21,34.43,9,14.75,4,6.56,31012
31,13,47,15,31.91,17,36.17,6,12.77,9,19.15,31013
31,14,51,18,35.29,18,35.29,12,23.53,3,5.88,31014
31,15,29,10,34.48,6,20.69,10,34.48,3,10.34,31015
31,16,39,16,41.03,9,23.08,7,17.95,7,17.95,31016
31,17,44,9,20.45,18,40.91,14,31.82,3,6.82,31017
31,18,50,10,20.0,27,54.0,11,22.0,2,4.0,31018
31,19,57,22,38.6,19,33.33,12,21.05,4,7.02,31019
31,20,45,14,31.11,12,26.67,14,31.11,5,11.11,31020
31,21,64,17,26.56,27,42.19,18,28.13,2,3.13,31021
31,22,52,23,44.23,14,26.92,10,19.23,5,9.62,31022
31,23,42,17,40.48,12,28.57,13,30.95,0,0.0,31023
31,24,59,25,42.37,17,28.81,12,20.34,5,8.47,31024
31,25,62,15,24.19,32,51.61,14,22.58,1,1.61,31025
31,26,45,21,46.67,13,28.89,9,20.0,2,4.44,31026
31,27,39,14,35.9,8,20.51,14,35.9,3,7.69,31027
31,28,62,24,38.71,24,38.71,10,16.13,4,6.45,31028
31,29,51,18,35.29,17,33.33,9,17.65,7,13.73,31029
31,30,98,18,18.37,55,56.12,23,23.47,2,2.04,31030
31,31,89,30,33.71,34,38.2,21,23.6,4,4.49,31031
31,32,84,34,40.48,26,30.95,17,20.24,7,8.33,31032
31,33,59,23,38.98,19,32.2,13,22.03,4,6.78,31033
31,34,31,10,32.26,11,35.48,6,19.35,4,12.9,31034
31,35,46,18,39.13,16,34.78,4,8.7,8,17.39,31035
31,36,67,17,25.37,36,53.73,8,11.94,6,8.96,31036
31,37,54,19,35.19,11,20.37,20,37.04,4,7.41,31037
31,38,35,12,34.29,12,34.29,8,22.86,3,8.57,31038
31,39,26,8,30.77,12,46.15,4,15.38,2,7.69,31039
31,40,32,7,21.88,15,46.88,9,28.13,1,3.13,31040
31,41,54,14,25.93,25,46.3,10,18.52,5,9.26,31041
31,42,85,31,36.47,30,35.29,13,15.29,11,12.94,31042
31,43,61,18,29.51,27,44.26,8,13.11,8,13.11,31043
31,44,34,7,20.59,15,44.12,9,26.47,3,8.82,31044
31,45,54,18,33.33,22,40.74,13,24.07,1,1.85,31045
31,46,67,25,37.31,28,41.79,10,14.93,4,5.97,31046
31,47,56,23,41.07,19,33.93,14,25.0,0,0.0,31047
31,48,45,10,22.22,20,44.44,10,22.22,5,11.11,31048
31,49,28,10,35.71,11,39.29,4,14.29,3,10.71,31049
31,50,55,28,50.91,11,20.0,15,27.27,1,1.82,31050
31,51,43,13,30.23,16,37.21,6,13.95,8,18.6,31051
32,1,103,32,31.07,46,44.66,17,16.5,8,7.77,32001
32,2,114,37,32.46,57,50.0,12,10.53,8,7.02,32002
32,3,71,27,38.03,28,39.44,7,9.86,9,12.68,32003
32,4,95,25,26.32,52,54.74,13,13.68,5,5.26,32004
32,5,64,23,35.94,28,43.75,7,10.94,6,9.38,32005
32,6,85,28,32.94,32,37.65,15,17.65,10,11.76,32006
32,7,55,12,21.82,28,50.91,11,20.0,4,7.27,32007
32,8,126,31,24.6,72,57.14,19,15.08,4,3.17,32008
32,9,147,29,19.73,100,68.03,10,6.8,8,5.44,32009
32,10,90,24,26.67,42,46.67,19,21.11,5,5.56,32010
32,11,85,33,38.82,38,44.71,10,11.76,4,4.71,32011
32,12,69,30,43.48,28,40.58,7,10.14,4,5.8,32012
32,13,39,10,25.64,21,53.85,7,17.95,1,2.56,32013
32,14,83,25,30.12,34,40.96,15,18.07,9,10.84,32014
32,15,66,19,28.79,35,53.03,12,18.18,0,0.0,32015
32,16,94,21,22.34,52,55.32,21,22.34,0,0.0,32016
32,17,93,29,31.18,43,46.24,17,18.28,4,4.3,32017
32,18,66,18,27.27,35,53.03,10,15.15,3,4.55,32018
32,19,99,28,28.28,44,44.44,23,23.23,4,4.04,32019
32,20,86,29,33.72,34,39.53,17,19.77,6,6.98,32020
32,21,76,31,40.79,29,38.16,12,15.79,4,5.26,32021
32,22,120,39,32.5,54,45.0,23,19.17,4,3.33,32022
32,23,109,32,29.36,50,45.87,18,16.51,9,8.26,32023
32,24,83,24,28.92,32,38.55,17,20.48,10,12.05,32024
32,25,80,20,25.0,39,48.75,18,22.5,3,3.75,32025
32,26,80,22,27.5,43,53.75,7,8.75,8,10.0,32026
32,27,90,39,43.33,33,36.67,11,12.22,7,7.78,32027
32,28,59,26,44.07,21,35.59,8,13.56,4,6.78,32028
32,29,95,37,38.95,50,52.63,6,6.32,2,2.11,32029
32,30,74,17,22.97,48,64.86,7,9.46,2,2.7,32030
32,31,118,24,20.34,74,62.71,16,13.56,4,3.39,32031
32,32,102,19,18.63,71,69.61,9,8.82,3,2.94,32032
32,33,69,19,27.54,37,53.62,10,14.49,3,4.35,32033
32,34,101,29,28.71,49,48.51,12,11.88,11,10.89,32034
32,35,117,39,33.33,50,42.74,22,18.8,6,5.13,32035
32,36,76,22,28.95,42,55.26,9,11.84,3,3.95,32036
32,37,87,33,37.93,35,40.23,14,16.09,5,5.75,32037
32,38,95,26,27.37,56,58.95,10,10.53,3,3.16,32038
32,39,81,31,38.27,40,49.38,7,8.64,3,3.7,32039
32,40,98,28,28.57,48,48.98,16,16.33,6,6.12,32040
32,41,102,38,37.25,44,43.14,17,16.67,3,2.94,32041
32,42,108,34,31.48,46,42.59,20,18.52,8,7.41,32042
32,43,98,25,25.51,62,63.27,6,6.12,5,5.1,32043
32,44,102,35,34.31,32,31.37,26,25.49,9,8.82,32044
32,45,92,33,35.87,31,33.7,22,23.91,6,6.52,32045
32,46,27,10,37.04,8,29.63,5,18.52,4,14.81,32046
32,47,100,46,46.0,34,34.0,18,18.0,2,2.0,32047
32,48,146,48,32.88,61,41.78,23,15.75,14,9.59,32048
32,49,54,18,33.33,29,53.7,5,9.26,2,3.7,32049
32,50,137,37,27.01,78,56.93,17,12.41,5,3.65,32050
32,51,101,28,27.72,56,55.45,12,11.88,5,4.95,32051
32,52,42,13,30.95,21,50.0,6,14.29,2,4.76,32052
33,1,129,38,29.46,64,49.61,22,17.05,5,3.88,33001
33,2,141,50,35.46,60,42.55,22,15.6,9,6.38,33002
33,3,129,37,28.68,51,39.53,21,16.28,20,15.5,33003
33,4,150,53,35.33,62,41.33,27,18.0,8,5.33,33004
