ward,precinct,total,Cynthia M. Santos,Cynthia M. Santos Percent,precinct_id
1,7,3,3,100.0,01007
1,28,24,24,100.0,01028
1,42,5,5,100.0,01042
29,2,59,59,100.0,29002
29,9,37,37,100.0,29009
29,24,56,56,100.0,29024
29,30,50,50,100.0,29030
29,32,49,49,100.0,29032
30,1,102,102,100.0,30001
30,2,55,55,100.0,30002
30,3,104,104,100.0,30003
30,6,58,58,100.0,30006
30,7,58,58,100.0,30007
30,8,81,81,100.0,30008
30,9,84,84,100.0,30009
30,10,46,46,100.0,30010
30,11,39,39,100.0,30011
30,12,37,37,100.0,30012
30,13,58,58,100.0,30013
30,14,25,25,100.0,30014
30,15,134,134,100.0,30015
30,16,65,65,100.0,30016
30,17,38,38,100.0,30017
30,25,0,0,0.0,30025
30,28,62,62,100.0,30028
30,30,74,74,100.0,30030
30,34,70,70,100.0,30034
30,37,48,48,100.0,30037
30,38,119,119,100.0,30038
30,39,80,80,100.0,30039
30,40,61,61,100.0,30040
31,3,72,72,100.0,31003
31,8,41,41,100.0,31008
31,9,53,53,100.0,31009
31,15,26,26,100.0,31015
31,16,7,7,100.0,31016
31,19,58,58,100.0,31019
31,26,41,41,100.0,31026
31,28,65,65,100.0,31028
31,29,48,48,100.0,31029
31,32,80,80,100.0,31032
31,33,66,66,100.0,31033
31,35,2,2,100.0,31035
31,38,37,37,100.0,31038
31,41,46,46,100.0,31041
31,43,64,64,100.0,31043
31,45,48,48,100.0,31045
31,46,66,66,100.0,31046
31,47,50,50,100.0,31047
31,48,44,44,100.0,31048
31,50,58,58,100.0,31050
32,7,53,53,100.0,32007
32,8,129,129,100.0,32008
32,9,146,146,100.0,32009
32,10,89,89,100.0,32010
32,13,40,40,100.0,32013
32,15,70,70,100.0,32015
32,18,78,78,100.0,32018
32,19,98,98,100.0,32019
32,20,98,98,100.0,32020
32,21,81,81,100.0,32021
32,22,126,126,100.0,32022
32,23,105,105,100.0,32023
32,24,100,100,100.0,32024
32,25,80,80,100.0,32025
32,27,90,90,100.0,32027
32,30,85,85,100.0,32030
32,32,90,90,100.0,32032
32,37,77,77,100.0,32037
32,38,107,107,100.0,32038
32,39,84,84,100.0,32039
32,40,89,89,100.0,32040
32,41,117,117,100.0,32041
32,42,131,131,100.0,32042
32,43,96,96,100.0,32043
32,44,101,101,100.0,32044
32,45,95,95,100.0,32045
32,47,109,109,100.0,32047
32,48,155,155,100.0,32048
32,49,53,53,100.0,32049
32,50,20,20,100.0,32050
33,5,102,102,100.0,33005
33,7,202,202,100.0,33007
33,9,138,138,100.0,33009
33,10,148,148,100.0,33010
33,14,96,96,100.0,33014
33,18,38,38,100.0,33018
33,22,110,110,100.0,33022
33,23,118,118,100.0,33023
33,24,164,164,100.0,33024
33,25,160,160,100.0,33025
35,22,46,46,100.0,35022
35,33,87,87,100.0,35033
36,1,95,95,100.0,36001
36,2,79,79,100.0,36002
36,3,200,200,100.0,36003
36,5,84,84,100.0,36005
36,6,103,103,100.0,36006
36,7,81,81,100.0,36007
36,8,84,84,100.0,36008
36,9,87,87,100.0,36009
36,10,92,92,100.0,36010
36,11,152,152,100.0,36011
36,12,72,72,100.0,36012
36,13,170,170,100.0,36013
36,14,120,120,100.0,36014
36,15,97,97,100.0,36015
36,16,172,172,100.0,36016
36,17,89,89,100.0,36017
36,18,123,123,100.0,36018
36,19,118,118,100.0,36019
36,20,148,148,100.0,36020
36,21,191,191,100.0,36021
36,22,138,138,100.0,36022
36,25,87,87,100.0,36025
36,26,99,99,100.0,36026
36,27,68,68,100.0,36027
36,28,91,91,100.0,36028
36,29,74,74,100.0,36029
36,30,126,126,100.0,36030
36,31,134,134,100.0,36031
36,32,96,96,100.0,36032
36,33,38,38,100.0,36033
36,34,77,77,100.0,36034
36,35,126,126,100.0,36035
36,36,105,105,100.0,36036
36,37,64,64,100.0,36037
36,38,81,81,100.0,36038
36,39,96,96,100.0,36039
36,40,106,106,100.0,36040
36,41,85,85,100.0,36041
36,42,86,86,100.0,36042
36,43,86,86,100.0,36043
36,45,115,115,100.0,36045
36,46,87,87,100.0,36046
36,47,83,83,100.0,36047
36,48,96,96,100.0,36048
36,49,143,143,100.0,36049
36,50,89,89,100.0,36050
36,51,96,96,100.0,36051
36,52,96,96,100.0,36052
36,53,71,71,100.0,36053
36,55,148,148,100.0,36055
37,39,0,0,0.0,37039
38,1,113,113,100.0,38001
38,2,71,71,100.0,38002
38,3,66,66,100.0,38003
38,4,44,44,100.0,38004
38,5,179,179,100.0,38005
38,6,81,81,100.0,38006
38,7,91,91,100.0,38007
38,8,63,63,100.0,38008
38,9,94,94,100.0,38009
38,10,132,132,100.0,38010
38,11,76,76,100.0,38011
38,12,108,108,100.0,38012
38,13,76,76,100.0,38013
38,14,87,87,100.0,38014
38,15,63,63,100.0,38015
38,16,98,98,100.0,38016
38,17,87,87,100.0,38017
38,18,110,110,100.0,38018
38,19,114,114,100.0,38019
38,20,141,141,100.0,38020
38,21,85,85,100.0,38021
38,22,96,96,100.0,38022
38,23,76,76,100.0,38023
38,24,52,52,100.0,38024
38,25,90,90,100.0,38025
38,26,42,42,100.0,38026
38,27,54,54,100.0,38027
38,28,72,72,100.0,38028
38,29,86,86,100.0,38029
38,30,75,75,100.0,38030
38,31,92,92,100.0,38031
38,32,111,111,100.0,38032
38,33,83,83,100.0,38033
38,34,60,60,100.0,38034
38,35,104,104,100.0,38035
38,36,90,90,100.0,38036
38,37,92,92,100.0,38037
38,38,102,102,100.0,38038
38,39,74,74,100.0,38039
38,40,87,87,100.0,38040
38,41,138,138,100.0,38041
38,42,125,125,100.0,38042
38,43,102,102,100.0,38043
38,44,109,109,100.0,38044
38,45,103,103,100.0,38045
38,46,74,74,100.0,38046
38,47,82,82,100.0,38047
38,48,95,95,100.0,38048
38,49,89,89,100.0,38049
38,50,84,84,100.0,38050
38,51,60,60,100.0,38051
38,52,103,103,100.0,38052
38,53,26,26,100.0,38053
39,1,92,92,100.0,39001
39,2,143,143,100.0,39002
39,3,142,142,100.0,39003
39,4,88,88,100.0,39004
39,5,80,80,100.0,39005
39,6,100,100,100.0,39006
39,7,83,83,100.0,39007
39,8,97,97,100.0,39008
39,9,122,122,100.0,39009
39,10,91,91,100.0,39010
39,11,125,125,100.0,39011
39,12,81,81,100.0,39012
39,13,68,68,100.0,39013
39,14,106,106,100.0,39014
39,15,98,98,100.0,39015
39,16,79,79,100.0,39016
39,17,70,70,100.0,39017
39,18,99,99,100.0,39018
39,19,56,56,100.0,39019
39,20,99,99,100.0,39020
39,21,66,66,100.0,39021
39,22,84,84,100.0,39022
39,23,80,80,100.0,39023
39,24,94,94,100.0,39024
39,25,94,94,100.0,39025
39,26,106,106,100.0,39026
39,27,113,113,100.0,39027
39,28,126,126,100.0,39028
39,29,112,112,100.0,39029
39,30,48,48,100.0,39030
39,31,59,59,100.0,39031
39,32,74,74,100.0,39032
39,33,102,102,100.0,39033
39,34,116,116,100.0,39034
39,35,105,105,100.0,39035
39,36,94,94,100.0,39036
39,37,162,162,100.0,39037
39,38,116,116,100.0,39038
39,39,55,55,100.0,39039
39,40,67,67,100.0,39040
39,41,37,37,100.0,39041
39,42,85,85,100.0,39042
39,43,88,88,100.0,39043
39,44,100,100,100.0,39044
39,45,51,51,100.0,39045
39,46,84,84,100.0,39046
39,47,60,60,100.0,39047
40,1,66,66,100.0,40001
40,2,62,62,100.0,40002
40,5,100,100,100.0,40005
40,6,96,96,100.0,40006
40,10,102,102,100.0,40010
40,14,82,82,100.0,40014
40,15,104,104,100.0,40015
