ward,precinct,total,Lou Lang,Lou Lang Percent,precinct_id
40,8,25,25,100.0,40008
49,24,112,112,100.0,49024
49,28,65,65,100.0,49028
49,38,67,67,100.0,49038
49,40,82,82,100.0,49040
49,41,95,95,100.0,49041
50,1,156,156,100.0,50001
50,2,132,132,100.0,50002
50,3,126,126,100.0,50003
50,4,115,115,100.0,50004
50,5,129,129,100.0,50005
50,6,94,94,100.0,50006
50,7,171,171,100.0,50007
50,8,67,67,100.0,50008
50,9,82,82,100.0,50009
50,10,89,89,100.0,50010
50,11,130,130,100.0,50011
50,12,111,111,100.0,50012
50,13,96,96,100.0,50013
50,14,75,75,100.0,50014
50,15,169,169,100.0,50015
50,16,74,74,100.0,50016
50,17,87,87,100.0,50017
50,18,102,102,100.0,50018
50,19,88,88,100.0,50019
50,20,101,101,100.0,50020
50,21,125,125,100.0,50021
50,22,75,75,100.0,50022
50,23,78,78,100.0,50023
50,24,75,75,100.0,50024
50,25,117,117,100.0,50025
50,26,56,56,100.0,50026
50,27,56,56,100.0,50027
50,28,81,81,100.0,50028
50,29,104,104,100.0,50029
50,30,115,115,100.0,50030
50,31,46,46,100.0,50031
50,32,75,75,100.0,50032
50,33,67,67,100.0,50033
50,34,76,76,100.0,50034
50,35,152,152,100.0,50035
50,36,130,130,100.0,50036
50,37,121,121,100.0,50037
50,38,86,86,100.0,50038
50,39,82,82,100.0,50039
50,40,137,137,100.0,50040
50,41,172,172,100.0,50041
50,42,136,136,100.0,50042
50,43,77,77,100.0,50043
