ward,precinct,total,Luis Arroyo,Luis Arroyo Percent,precinct_id
26,4,41,41,100.0,26004
26,6,49,49,100.0,26006
26,13,68,68,100.0,26013
26,16,44,44,100.0,26016
26,26,34,34,100.0,26026
26,30,45,45,100.0,26030
26,42,32,32,100.0,26042
26,54,41,41,100.0,26054
26,60,48,48,100.0,26060
26,62,69,69,100.0,26062
29,2,56,56,100.0,29002
29,6,50,50,100.0,29006
29,7,58,58,100.0,29007
29,9,33,33,100.0,29009
29,10,50,50,100.0,29010
29,24,67,67,100.0,29024
29,30,50,50,100.0,29030
29,32,45,45,100.0,29032
29,39,75,75,100.0,29039
30,2,53,53,100.0,30002
30,4,57,57,100.0,30004
30,5,31,31,100.0,30005
30,6,58,58,100.0,30006
30,9,21,21,100.0,30009
30,10,47,47,100.0,30010
30,11,36,36,100.0,30011
30,12,38,38,100.0,30012
30,17,42,42,100.0,30017
30,21,67,67,100.0,30021
30,22,55,55,100.0,30022
30,24,59,59,100.0,30024
30,27,79,79,100.0,30027
30,28,66,66,100.0,30028
30,34,67,67,100.0,30034
30,35,63,63,100.0,30035
30,37,45,45,100.0,30037
30,40,61,61,100.0,30040
30,41,52,52,100.0,30041
31,3,73,73,100.0,31003
31,10,15,15,100.0,31010
31,12,62,62,100.0,31012
31,15,22,22,100.0,31015
31,17,47,47,100.0,31017
31,20,40,40,100.0,31020
31,21,68,68,100.0,31021
31,23,40,40,100.0,31023
31,24,57,57,100.0,31024
31,25,67,67,100.0,31025
31,27,40,40,100.0,31027
31,29,51,51,100.0,31029
31,34,35,35,100.0,31034
31,35,46,46,100.0,31035
31,36,68,68,100.0,31036
31,37,52,52,100.0,31037
31,39,23,23,100.0,31039
31,40,42,42,100.0,31040
31,42,88,88,100.0,31042
31,43,64,64,100.0,31043
31,44,38,38,100.0,31044
31,45,47,47,100.0,31045
31,51,45,45,100.0,31051
35,2,74,74,100.0,35002
35,23,62,62,100.0,35023
35,35,102,102,100.0,35035
36,1,92,92,100.0,36001
36,3,196,196,100.0,36003
36,4,56,56,100.0,36004
36,6,14,14,100.0,36006
36,36,105,105,100.0,36036
36,41,53,53,100.0,36041
36,51,93,93,100.0,36051
36,53,26,26,100.0,36053
37,1,58,58,100.0,37001
37,2,15,15,100.0,37002
37,11,29,29,100.0,37011
37,19,74,74,100.0,37019
37,39,85,85,100.0,37039
37,42,58,58,100.0,37042
38,16,97,97,100.0,38016
38,53,27,27,100.0,38053
