ward,precinct,total,Luis Arroyo,Luis Arroyo Percent,precinct_id
26,4,110,110,100.0,26004
26,6,90,90,100.0,26006
26,13,143,143,100.0,26013
26,16,93,93,100.0,26016
26,26,83,83,100.0,26026
26,30,111,111,100.0,26030
26,42,123,123,100.0,26042
26,54,94,94,100.0,26054
26,60,106,106,100.0,26060
26,62,154,154,100.0,26062
29,2,137,137,100.0,29002
29,6,86,86,100.0,29006
29,7,103,103,100.0,29007
29,9,99,99,100.0,29009
29,10,109,109,100.0,29010
29,24,136,136,100.0,29024
29,30,112,112,100.0,29030
29,32,146,146,100.0,29032
29,39,144,144,100.0,29039
30,2,114,114,100.0,30002
30,4,144,144,100.0,30004
30,5,81,81,100.0,30005
30,6,107,107,100.0,30006
30,9,45,45,100.0,30009
30,10,127,127,100.0,30010
30,11,95,95,100.0,30011
30,12,106,106,100.0,30012
30,17,90,90,100.0,30017
30,21,135,135,100.0,30021
30,22,132,132,100.0,30022
30,24,113,113,100.0,30024
30,27,219,219,100.0,30027
30,28,115,115,100.0,30028
30,34,140,140,100.0,30034
30,35,152,152,100.0,30035
30,37,97,97,100.0,30037
30,40,134,134,100.0,30040
30,41,146,146,100.0,30041
31,3,109,109,100.0,31003
31,10,63,63,100.0,31010
31,12,124,124,100.0,31012
31,15,63,63,100.0,31015
31,17,97,97,100.0,31017
31,20,87,87,100.0,31020
31,21,123,123,100.0,31021
31,23,72,72,100.0,31023
31,24,112,112,100.0,31024
31,25,132,132,100.0,31025
31,27,91,91,100.0,31027
31,29,110,110,100.0,31029
31,34,88,88,100.0,31034
31,35,87,87,100.0,31035
31,36,141,141,100.0,31036
31,37,98,98,100.0,31037
31,39,85,85,100.0,31039
31,40,73,73,100.0,31040
31,42,147,147,100.0,31042
31,43,142,142,100.0,31043
31,44,113,113,100.0,31044
31,45,89,89,100.0,31045
31,51,77,77,100.0,31051
35,2,197,197,100.0,35002
35,23,128,128,100.0,35023
35,35,214,214,100.0,35035
36,1,155,155,100.0,36001
36,3,322,322,100.0,36003
36,4,130,130,100.0,36004
36,6,19,19,100.0,36006
36,36,172,172,100.0,36036
36,41,105,105,100.0,36041
36,51,181,181,100.0,36051
36,53,62,62,100.0,36053
37,1,136,136,100.0,37001
37,2,44,44,100.0,37002
37,11,77,77,100.0,37011
37,19,130,130,100.0,37019
37,39,158,158,100.0,37039
37,42,142,142,100.0,37042
38,16,172,172,100.0,38016
38,53,25,25,100.0,38053
