ward,precinct,total,Robert Enriquez,Robert Enriquez Percent,Jesse White,Jesse White Percent,Josh Hanson,Josh Hanson Percent,precinct_id
20,29,289,8,2.77,279,96.54,2,0.69,20029
20,30,235,2,0.85,233,99.15,0,0.0,20030
20,31,280,2,0.71,277,98.93,1,0.36,20031
20,32,179,4,2.23,174,97.21,1,0.56,20032
20,33,279,4,1.43,274,98.21,1,0.36,20033
20,34,409,13,3.18,385,94.13,11,2.69,20034
20,35,130,0,0.0,129,99.23,1,0.77,20035
20,36,202,0,0.0,199,98.51,3,1.49,20036
20,37,243,3,1.23,240,98.77,0,0.0,20037
20,38,50,0,0.0,50,100.0,0,0.0,20038
20,39,222,0,0.0,221,99.55,1,0.45,20039
20,40,183,1,0.55,180,98.36,2,1.09,20040
20,41,86,15,17.44,67,77.91,4,4.65,20041
20,42,199,1,0.5,198,99.5,0,0.0,20042
20,43,72,0,0.0,72,100.0,0,0.0,20043
20,44,281,4,1.42,276,98.22,1,0.36,20044
20,45,156,3,1.92,151,96.79,2,1.28,20045
20,46,206,2,0.97,203,98.54,1,0.49,20046
20,47,191,1,0.52,190,99.48,0,0.0,20047
20,48,92,0,0.0,90,97.83,2,2.17,20048
20,49,156,4,2.56,149,95.51,3,1.92,20049
20,50,127,3,2.36,121,95.28,3,2.36,20050
21,1,424,5,1.18,413,97.41,6,1.42,21001
21,2,290,5,1.72,281,96.9,4,1.38,21002
21,3,262,1,0.38,259,98.85,2,0.76,21003
21,4,296,1,0.34,294,99.32,1,0.34,21004
21,5,298,4,1.34,291,97.65,3,1.01,21005
21,6,261,1,0.38,258,98.85,2,0.77,21006
21,7,299,4,1.34,290,96.99,5,1.67,21007
21,8,320,1,0.31,316,98.75,3,0.94,21008
21,9,348,2,0.57,340,97.7,6,1.72,21009
21,10,235,2,0.85,233,99.15,0,0.0,21010
21,11,312,3,0.96,307,98.4,2,0.64,21011
21,12,310,3,0.97,300,96.77,7,2.26,21012
21,13,163,0,0.0,163,100.0,0,0.0,21013
21,14,279,2,0.72,275,98.57,2,0.72,21014
21,15,239,4,1.67,231,96.65,4,1.67,21015
21,16,272,2,0.74,265,97.43,5,1.84,21016
21,17,298,2,0.67,293,98.32,3,1.01,21017
21,18,256,4,1.56,252,98.44,0,0.0,21018
21,19,247,1,0.4,242,97.98,4,1.62,21019
21,20,183,2,1.09,180,98.36,1,0.55,21020
21,21,337,1,0.3,334,99.11,2,0.59,21021
21,22,261,2,0.77,259,99.23,0,0.0,21022
21,23,225,4,1.78,218,96.89,3,1.33,21023
21,24,322,0,0.0,319,99.07,3,0.93,21024
21,25,246,3,1.22,240,97.56,3,1.22,21025
21,26,236,1,0.42,231,97.88,4,1.69,21026
21,27,321,1,0.31,316,98.44,4,1.25,21027
21,28,227,1,0.44,222,97.8,4,1.76,21028
21,29,154,0,0.0,152,98.7,2,1.3,21029
21,30,207,1,0.48,201,97.1,5,2.42,21030
21,31,396,2,0.51,390,98.48,4,1.01,21031
21,32,271,0,0.0,269,99.26,2,0.74,21032
21,33,290,1,0.34,287,98.97,2,0.69,21033
21,34,349,0,0.0,347,99.43,2,0.57,21034
21,35,175,2,1.14,172,98.29,1,0.57,21035
21,36,251,2,0.8,244,97.21,5,1.99,21036
21,37,324,2,0.62,318,98.15,4,1.23,21037
21,38,290,0,0.0,290,100.0,0,0.0,21038
21,39,261,0,0.0,259,99.23,2,0.77,21039
21,40,257,1,0.39,256,99.61,0,0.0,21040
21,41,239,2,0.84,234,97.91,3,1.26,21041
21,42,298,4,1.34,289,96.98,5,1.68,21042
21,43,278,4,1.44,272,97.84,2,0.72,21043
21,44,291,2,0.69,285,97.94,4,1.37,21044
21,45,249,2,0.8,246,98.8,1,0.4,21045
21,46,235,2,0.85,231,98.3,2,0.85,21046
21,47,347,2,0.58,341,98.27,4,1.15,21047
21,48,321,1,0.31,320,99.69,0,0.0,21048
21,49,395,7,1.77,385,97.47,3,0.76,21049
21,50,293,3,1.02,288,98.29,2,0.68,21050
21,51,313,1,0.32,311,99.36,1,0.32,21051
21,52,304,2,0.66,301,99.01,1,0.33,21052
21,53,264,1,0.38,259,98.11,4,1.52,21053
21,54,260,4,1.54,256,98.46,0,0.0,21054
21,55,303,6,1.98,297,98.02,0,0.0,21055
21,56,241,2,0.83,237,98.34,2,0.83,21056
21,57,264,2,0.76,260,98.48,2,0.76,21057
21,58,223,2,0.9,220,98.65,1,0.45,21058
21,59,354,1,0.28,350,98.87,3,0.85,21059
21,60,299,1,0.33,298,99.67,0,0.0,21060
21,61,337,4,1.19,333,98.81,0,0.0,21061
21,62,308,3,0.97,299,97.08,6,1.95,21062
21,63,249,2,0.8,246,98.8,1,0.4,21063
21,64,170,3,1.76,167,98.24,0,0.0,21064
21,65,401,3,0.75,397,99.0,1,0.25,21065
21,66,232,1,0.43,229,98.71,2,0.86,21066
21,67,309,0,0.0,307,99.35,2,0.65,21067
21,68,313,2,0.64,308,98.4,3,0.96,21068
21,69,231,2,0.87,227,98.27,2,0.87,21069
21,70,245,4,1.63,238,97.14,3,1.22,21070
21,71,246,2,0.81,244,99.19,0,0.0,21071
21,72,299,3,1.0,292,97.66,4,1.34,21072
21,73,367,2,0.54,362,98.64,3,0.82,21073
21,74,107,1,0.93,106,99.07,0,0.0,21074
22,1,135,24,17.78,110,81.48,1,0.74,22001
22,2,122,20,16.39,99,81.15,3,2.46,22002
22,3,201,34,16.92,165,82.09,2,1.0,22003
22,4,162,23,14.2,135,83.33,4,2.47,22004
22,5,180,25,13.89,152,84.44,3,1.67,22005
22,6,144,17,11.81,119,82.64,8,5.56,22006
22,7,251,1,0.4,248,98.8,2,0.8,22007
22,8,129,16,12.4,112,86.82,1,0.78,22008
22,9,189,27,14.29,162,85.71,0,0.0,22009
22,10,180,22,12.22,154,85.56,4,2.22,22010
22,11,162,19,11.73,140,86.42,3,1.85,22011
22,12,143,21,14.69,121,84.62,1,0.7,22012
22,13,200,21,10.5,172,86.0,7,3.5,22013
22,14,116,9,7.76,105,90.52,2,1.72,22014
22,15,126,16,12.7,109,86.51,1,0.79,22015
22,16,203,26,12.81,176,86.7,1,0.49,22016
22,17,177,24,13.56,147,83.05,6,3.39,22017
22,18,187,26,13.9,160,85.56,1,0.53,22018
22,19,174,3,1.72,169,97.13,2,1.15,22019
22,20,176,24,13.64,151,85.8,1,0.57,22020
22,21,229,3,1.31,223,97.38,3,1.31,22021
22,22,149,13,8.72,132,88.59,4,2.68,22022
22,23,187,21,11.23,163,87.17,3,1.6,22023
22,24,119,13,10.92,101,84.87,5,4.2,22024
22,25,132,14,10.61,116,87.88,2,1.52,22025
22,26,139,14,10.07,121,87.05,4,2.88,22026
22,27,210,25,11.9,180,85.71,5,2.38,22027
22,28,110,17,15.45,90,81.82,3,2.73,22028
22,29,116,17,14.66,96,82.76,3,2.59,22029
23,1,300,58,19.33,230,76.67,12,4.0,23001
23,2,365,63,17.26,292,80.0,10,2.74,23002
23,3,304,61,20.07,227,74.67,16,5.26,23003
23,4,282,41,14.54,231,81.91,10,3.55,23004
23,5,228,29,12.72,191,83.77,8,3.51,23005
23,6,267,35,13.11,222,83.15,10,3.75,23006
23,7,286,44,15.38,229,80.07,13,4.55,23007
23,8,271,45,16.61,221,81.55,5,1.85,23008
23,9,281,35,12.46,243,86.48,3,1.07,23009
23,10,310,32,10.32,273,88.06,5,1.61,23010
23,11,333,58,17.42,268,80.48,7,2.1,23011
23,12,313,48,15.34,257,82.11,8,2.56,23012
23,13,351,56,15.95,276,78.63,19,5.41,23013
23,14,252,49,19.44,195,77.38,8,3.17,23014
23,15,306,68,22.22,230,75.16,8,2.61,23015
23,16,316,49,15.51,254,80.38,13,4.11,23016
23,17,347,57,16.43,276,79.54,14,4.03,23017
23,18,240,42,17.5,189,78.75,9,3.75,23018
23,19,266,43,16.17,215,80.83,8,3.01,23019
23,20,244,35,14.34,203,83.2,6,2.46,23020
23,21,334,4,1.2,326,97.6,4,1.2,23021
23,22,290,47,16.21,230,79.31,13,4.48,23022
23,23,270,51,18.89,210,77.78,9,3.33,23023
23,24,176,24,13.64,149,84.66,3,1.7,23024
23,25,199,32,16.08,161,80.9,6,3.02,23025
23,26,305,75,24.59,222,72.79,8,2.62,23026
23,27,262,52,19.85,204,77.86,6,2.29,23027
23,28,302,44,14.57,246,81.46,12,3.97,23028
23,29,216,33,15.28,178,82.41,5,2.31,23029
23,30,279,55,19.71,220,78.85,4,1.43,23030
23,31,258,30,11.63,217,84.11,11,4.26,23031
23,32,296,24,8.11,264,89.19,8,2.7,23032
23,33,308,39,12.66,250,81.17,19,6.17,23033
23,34,244,48,19.67,188,77.05,8,3.28,23034
23,35,212,2,0.94,210,99.06,0,0.0,23035
23,36,383,78,20.37,292,76.24,13,3.39,23036
23,37,189,4,2.12,183,96.83,2,1.06,23037
23,38,245,39,15.92,195,79.59,11,4.49,23038
23,39,261,54,20.69,198,75.86,9,3.45,23039
23,40,291,66,22.68,206,70.79,19,6.53,23040
23,41,260,37,14.23,210,80.77,13,5.0,23041
23,42,244,44,18.03,189,77.46,11,4.51,23042
23,43,355,73,20.56,272,76.62,10,2.82,23043
23,44,293,50,17.06,236,80.55,7,2.39,23044
23,45,346,63,18.21,267,77.17,16,4.62,23045
23,46,299,58,19.4,225,75.25,16,5.35,23046
23,47,352,69,19.6,260,73.86,23,6.53,23047
23,48,220,34,15.45,178,80.91,8,3.64,23048
23,49,364,58,15.93,285,78.3,21,5.77,23049
23,50,177,21,11.86,153,86.44,3,1.69,23050
23,51,219,33,15.07,180,82.19,6,2.74,23051
23,52,359,63,17.55,279,77.72,17,4.74,23052
23,53,174,29,16.67,136,78.16,9,5.17,23053
23,54,347,64,18.44,266,76.66,17,4.9,23054
24,1,318,2,0.63,314,98.74,2,0.63,24001
24,2,192,1,0.52,189,98.44,2,1.04,24002
24,3,210,0,0.0,209,99.52,1,0.48,24003
24,4,228,1,0.44,225,98.68,2,0.88,24004
24,5,228,1,0.44,224,98.25,3,1.32,24005
24,6,285,1,0.35,280,98.25,4,1.4,24006
24,7,200,2,1.0,195,97.5,3,1.5,24007
24,8,225,1,0.44,219,97.33,5,2.22,24008
24,9,232,4,1.72,226,97.41,2,0.86,24009
24,10,176,1,0.57,174,98.86,1,0.57,24010
24,11,156,0,0.0,154,98.72,2,1.28,24011
24,12,215,3,1.4,210,97.67,2,0.93,24012
24,13,197,2,1.02,195,98.98,0,0.0,24013
24,14,299,2,0.67,294,98.33,3,1.0,24014
24,15,194,2,1.03,190,97.94,2,1.03,24015
24,16,165,0,0.0,165,100.0,0,0.0,24016
24,17,202,1,0.5,198,98.02,3,1.49,24017
24,18,152,0,0.0,150,98.68,2,1.32,24018
24,19,151,1,0.66,149,98.68,1,0.66,24019
24,20,176,4,2.27,171,97.16,1,0.57,24020
24,21,148,4,2.7,142,95.95,2,1.35,24021
24,22,247,0,0.0,245,99.19,2,0.81,24022
24,23,167,1,0.6,165,98.8,1,0.6,24023
24,24,163,2,1.23,160,98.16,1,0.61,24024
24,25,282,3,1.06,275,97.52,4,1.42,24025
24,26,268,3,1.12,264,98.51,1,0.37,24026
24,27,123,7,5.69,115,93.5,1,0.81,24027
24,28,278,4,1.44,269,96.76,5,1.8,24028
24,29,274,3,1.09,267,97.45,4,1.46,24029
24,30,254,3,1.18,247,97.24,4,1.57,24030
24,31,220,1,0.45,218,99.09,1,0.45,24031
24,32,209,1,0.48,207,99.04,1,0.48,24032
24,33,177,0,0.0,176,99.44,1,0.56,24033
24,34,231,0,0.0,227,98.27,4,1.73,24034
24,35,318,3,0.94,314,98.74,1,0.31,24035
24,36,214,2,0.93,210,98.13,2,0.93,24036
24,37,237,3,1.27,232,97.89,2,0.84,24037
24,38,270,7,2.59,262,97.04,1,0.37,24038
24,39,217,0,0.0,214,98.62,3,1.38,24039
24,40,278,6,2.16,272,97.84,0,0.0,24040
24,41,216,2,0.93,213,98.61,1,0.46,24041
24,42,152,0,0.0,150,98.68,2,1.32,24042
24,43,287,6,2.09,280,97.56,1,0.35,24043
24,44,280,10,3.57,268,95.71,2,0.71,24044
24,45,199,0,0.0,198,99.5,1,0.5,24045
24,46,275,3,1.09,269,97.82,3,1.09,24046
24,47,184,1,0.54,181,98.37,2,1.09,24047
24,48,130,3,2.31,124,95.38,3,2.31,24048
24,49,412,1,0.24,410,99.51,1,0.24,24049
24,50,372,3,0.81,368,98.92,1,0.27,24050
24,51,337,5,1.48,330,97.92,2,0.59,24051
24,52,192,1,0.52,189,98.44,2,1.04,24052
24,53,182,22,12.09,158,86.81,2,1.1,24053
24,54,267,4,1.5,260,97.38,3,1.12,24054
24,55,231,0,0.0,231,100.0,0,0.0,24055
24,56,276,2,0.72,273,98.91,1,0.36,24056
25,1,243,27,11.11,210,86.42,6,2.47,25001
25,2,335,35,10.45,290,86.57,10,2.99,25002
25,3,327,36,11.01,286,87.46,5,1.53,25003
25,4,283,36,12.72,238,84.1,9,3.18,25004
25,5,235,33,14.04,194,82.55,8,3.4,25005
25,6,200,32,16.0,160,80.0,8,4.0,25006
25,7,240,27,11.25,207,86.25,6,2.5,25007
25,8,257,20,7.78,230,89.49,7,2.72,25008
25,9,333,51,15.32,268,80.48,14,4.2,25009
25,10,162,7,4.32,154,95.06,1,0.62,25010
25,11,289,43,14.88,235,81.31,11,3.81,25011
25,12,261,29,11.11,222,85.06,10,3.83,25012
25,13,270,32,11.85,231,85.56,7,2.59,25013
25,14,173,32,18.5,137,79.19,4,2.31,25014
25,15,245,34,13.88,205,83.67,6,2.45,25015
25,16,206,23,11.17,176,85.44,7,3.4,25016
25,17,401,38,9.48,352,87.78,11,2.74,25017
25,18,274,30,10.95,240,87.59,4,1.46,25018
25,19,298,23,7.72,267,89.6,8,2.68,25019
25,20,276,30,10.87,239,86.59,7,2.54,25020
25,21,187,37,19.79,148,79.14,2,1.07,25021
25,22,135,20,14.81,107,79.26,8,5.93,25022
25,23,319,38,11.91,273,85.58,8,2.51,25023
25,24,320,39,12.19,272,85.0,9,2.81,25024
25,25,263,40,15.21,216,82.13,7,2.66,25025
25,26,196,21,10.71,169,86.22,6,3.06,25026
25,27,241,33,13.69,205,85.06,3,1.24,25027
25,28,352,55,15.63,284,80.68,13,3.69,25028
25,29,677,107,15.81,557,82.27,13,1.92,25029
25,30,266,19,7.14,241,90.6,6,2.26,25030
25,31,157,16,10.19,136,86.62,5,3.18,25031
26,1,155,19,12.26,130,83.87,6,3.87,26001
26,2,190,15,7.89,172,90.53,3,1.58,26002
26,3,178,16,8.99,158,88.76,4,2.25,26003
26,4,136,11,8.09,123,90.44,2,1.47,26004
26,5,214,11,5.14,198,92.52,5,2.34,26005
26,6,118,9,7.63,108,91.53,1,0.85,26006
26,7,147,16,10.88,128,87.07,3,2.04,26007
26,8,159,12,7.55,139,87.42,8,5.03,26008
26,9,96,7,7.29,86,89.58,3,3.13,26009
26,10,126,11,8.73,111,88.1,4,3.17,26010
26,11,151,15,9.93,133,88.08,3,1.99,26011
26,12,100,4,4.0,94,94.0,2,2.0,26012
26,13,179,20,11.17,154,86.03,5,2.79,26013
26,14,104,13,12.5,90,86.54,1,0.96,26014
26,15,134,14,10.45,114,85.07,6,4.48,26015
26,16,104,2,1.92,99,95.19,3,2.88,26016
26,17,135,26,19.26,101,74.81,8,5.93,26017
26,18,97,7,7.22,88,90.72,2,2.06,26018
26,19,283,24,8.48,246,86.93,13,4.59,26019
26,20,195,15,7.69,173,88.72,7,3.59,26020
26,21,171,9,5.26,159,92.98,3,1.75,26021
26,22,128,12,9.38,111,86.72,5,3.91,26022
26,23,103,10,9.71,93,90.29,0,0.0,26023
26,24,141,11,7.8,127,90.07,3,2.13,26024
26,25,53,7,13.21,46,86.79,0,0.0,26025
26,26,107,11,10.28,94,87.85,2,1.87,26026
26,27,167,13,7.78,151,90.42,3,1.8,26027
26,28,136,19,13.97,116,85.29,1,0.74,26028
26,29,131,13,9.92,116,88.55,2,1.53,26029
26,30,134,20,14.93,113,84.33,1,0.75,26030
26,31,153,12,7.84,137,89.54,4,2.61,26031
26,32,193,32,16.58,156,80.83,5,2.59,26032
26,33,104,23,22.12,80,76.92,1,0.96,26033
26,34,193,16,8.29,167,86.53,10,5.18,26034
26,35,212,21,9.91,184,86.79,7,3.3,26035
26,36,128,17,13.28,108,84.38,3,2.34,26036
26,37,92,14,15.22,76,82.61,2,2.17,26037
26,38,142,12,8.45,121,85.21,9,6.34,26038
26,39,143,7,4.9,130,90.91,6,4.2,26039
26,40,105,12,11.43,86,81.9,7,6.67,26040
26,41,135,7,5.19,125,92.59,3,2.22,26041
26,42,150,14,9.33,130,86.67,6,4.0,26042
26,43,115,9,7.83,105,91.3,1,0.87,26043
26,44,86,5,5.81,78,90.7,3,3.49,26044
26,45,195,15,7.69,176,90.26,4,2.05,26045
26,46,263,31,11.79,219,83.27,13,4.94,26046
26,47,89,9,10.11,79,88.76,1,1.12,26047
26,48,193,17,8.81,173,89.64,3,1.55,26048
26,49,117,11,9.4,106,90.6,0,0.0,26049
26,50,100,16,16.0,79,79.0,5,5.0,26050
26,51,172,22,12.79,146,84.88,4,2.33,26051
26,52,71,5,7.04,66,92.96,0,0.0,26052
26,53,114,8,7.02,102,89.47,4,3.51,26053
26,54,117,15,12.82,102,87.18,0,0.0,26054
26,55,105,18,17.14,81,77.14,6,5.71,26055
26,56,131,10,7.63,117,89.31,4,3.05,26056
26,57,128,20,15.63,108,84.38,0,0.0,26057
26,58,106,11,10.38,94,88.68,1,0.94,26058
26,59,166,20,12.05,138,83.13,8,4.82,26059
26,60,128,15,11.72,111,86.72,2,1.56,26060
26,61,89,9,10.11,75,84.27,5,5.62,26061
26,62,193,17,8.81,169,87.56,7,3.63,26062
26,63,52,4,7.69,44,84.62,4,7.69,26063
27,1,531,133,25.05,379,71.37,19,3.58,27001
27,2,168,3,1.79,165,98.21,0,0.0,27002
27,3,180,2,1.11,176,97.78,2,1.11,27003
27,4,151,8,5.3,139,92.05,4,2.65,27004
27,5,163,31,19.02,127,77.91,5,3.07,27005
27,6,75,1,1.33,74,98.67,0,0.0,27006
27,7,384,64,16.67,304,79.17,16,4.17,27007
27,8,215,3,1.4,210,97.67,2,0.93,27008
27,9,321,21,6.54,296,92.21,4,1.25,27009
27,10,336,4,1.19,326,97.02,6,1.79,27010
27,11,282,49,17.38,221,78.37,12,4.26,27011
27,12,375,94,25.07,270,72.0,11,2.93,27012
27,13,255,20,7.84,224,87.84,11,4.31,27013
27,14,295,6,2.03,285,96.61,4,1.36,27014
27,15,129,8,6.2,120,93.02,1,0.78,27015
27,16,117,28,23.93,86,73.5,3,2.56,27016
27,17,367,76,20.71,276,75.2,15,4.09,27017
27,18,253,59,23.32,184,72.73,10,3.95,27018
27,19,214,10,4.67,204,95.33,0,0.0,27019
27,20,318,1,0.31,314,98.74,3,0.94,27020
27,21,190,7,3.68,181,95.26,2,1.05,27021
27,22,226,3,1.33,221,97.79,2,0.88,27022
27,23,42,0,0.0,42,100.0,0,0.0,27023
27,24,182,8,4.4,171,93.96,3,1.65,27024
27,25,136,4,2.94,130,95.59,2,1.47,27025
27,26,206,9,4.37,196,95.15,1,0.49,27026
27,27,264,14,5.3,245,92.8,5,1.89,27027
27,28,292,56,19.18,229,78.42,7,2.4,27028
27,29,170,2,1.18,168,98.82,0,0.0,27029
27,30,131,6,4.58,120,91.6,5,3.82,27030
27,31,165,1,0.61,161,97.58,3,1.82,27031
27,32,228,19,8.33,205,89.91,4,1.75,27032
27,33,216,15,6.94,197,91.2,4,1.85,27033
27,34,259,2,0.77,254,98.07,3,1.16,27034
27,35,236,26,11.02,204,86.44,6,2.54,27035
27,36,230,3,1.3,224,97.39,3,1.3,27036
27,37,289,13,4.5,270,93.43,6,2.08,27037
27,38,188,24,12.77,159,84.57,5,2.66,27038
27,39,114,5,4.39,108,94.74,1,0.88,27039
27,40,185,0,0.0,183,98.92,2,1.08,27040
27,41,293,46,15.7,234,79.86,13,4.44,27041
27,42,250,54,21.6,189,75.6,7,2.8,27042
27,43,73,1,1.37,71,97.26,1,1.37,27043
27,44,165,1,0.61,161,97.58,3,1.82,27044
27,45,177,0,0.0,175,98.87,2,1.13,27045
27,46,174,3,1.72,168,96.55,3,1.72,27046
27,47,178,2,1.12,175,98.31,1,0.56,27047
27,48,269,0,0.0,267,99.26,2,0.74,27048
27,49,215,5,2.33,210,97.67,0,0.0,27049
27,50,342,66,19.3,262,76.61,14,4.09,27050
27,51,38,1,2.63,37,97.37,0,0.0,27051
27,52,193,2,1.04,191,98.96,0,0.0,27052
27,53,207,17,8.21,183,88.41,7,3.38,27053
27,54,385,79,20.52,296,76.88,10,2.6,27054
27,55,180,1,0.56,179,99.44,0,0.0,27055
27,56,192,34,17.71,150,78.13,8,4.17,27056
27,57,195,43,22.05,144,73.85,8,4.1,27057
27,58,162,39,24.07,119,73.46,4,2.47,27058
27,59,266,22,8.27,231,86.84,13,4.89,27059
28,1,234,1,0.43,231,98.72,2,0.85,28001
28,2,279,3,1.08,272,97.49,4,1.43,28002
28,3,175,1,0.57,170,97.14,4,2.29,28003
28,4,242,0,0.0,241,99.59,1,0.41,28004
28,5,199,4,2.01,192,96.48,3,1.51,28005
28,6,149,0,0.0,148,99.33,1,0.67,28006
28,7,178,1,0.56,175,98.31,2,1.12,28007
28,8,204,2,0.98,201,98.53,1,0.49,28008
28,9,175,3,1.71,171,97.71,1,0.57,28009
28,10,56,1,1.79,55,98.21,0,0.0,28010
28,11,167,0,0.0,165,98.8,2,1.2,28011
28,12,149,2,1.34,146,97.99,1,0.67,28012
28,13,134,1,0.75,133,99.25,0,0.0,28013
28,14,133,0,0.0,132,99.25,1,0.75,28014
28,15,196,2,1.02,192,97.96,2,1.02,28015
28,16,187,2,1.07,182,97.33,3,1.6,28016
28,17,184,2,1.09,179,97.28,3,1.63,28017
28,18,274,3,1.09,269,98.18,2,0.73,28018
28,19,257,2,0.78,251,97.67,4,1.56,28019
28,20,240,1,0.42,236,98.33,3,1.25,28020
28,21,274,2,0.73,270,98.54,2,0.73,28021
28,22,192,0,0.0,189,98.44,3,1.56,28022
28,23,184,2,1.09,181,98.37,1,0.54,28023
28,24,155,3,1.94,149,96.13,3,1.94,28024
28,25,172,4,2.33,164,95.35,4,2.33,28025
28,26,184,3,1.63,180,97.83,1,0.54,28026
28,27,233,1,0.43,231,99.14,1,0.43,28027
28,28,127,3,2.36,122,96.06,2,1.57,28028
28,29,193,21,10.88,168,87.05,4,2.07,28029
28,30,167,0,0.0,165,98.8,2,1.2,28030
28,31,192,1,0.52,190,98.96,1,0.52,28031
28,32,206,5,2.43,200,97.09,1,0.49,28032
28,33,246,3,1.22,242,98.37,1,0.41,28033
28,34,62,7,11.29,54,87.1,1,1.61,28034
28,35,199,3,1.51,190,95.48,6,3.02,28035
28,36,187,0,0.0,185,98.93,2,1.07,28036
28,37,307,7,2.28,295,96.09,5,1.63,28037
28,38,96,10,10.42,84,87.5,2,2.08,28038
28,39,234,0,0.0,233,99.57,1,0.43,28039
28,40,286,2,0.7,280,97.9,4,1.4,28040
28,41,212,5,2.36,205,96.7,2,0.94,28041
28,42,160,0,0.0,157,98.13,3,1.88,28042
28,43,277,5,1.81,272,98.19,0,0.0,28043
28,44,278,5,1.8,273,98.2,0,0.0,28044
28,45,239,1,0.42,238,99.58,0,0.0,28045
28,46,190,2,1.05,187,98.42,1,0.53,28046
28,47,226,11,4.87,210,92.92,5,2.21,28047
28,48,122,0,0.0,118,96.72,4,3.28,28048
28,49,96,0,0.0,96,100.0,0,0.0,28049
28,50,131,1,0.76,128,97.71,2,1.53,28050
28,51,215,2,0.93,212,98.6,1,0.47,28051
28,52,174,7,4.02,163,93.68,4,2.3,28052
28,53,107,10,9.35,94,87.85,3,2.8,28053
28,54,164,2,1.22,162,98.78,0,0.0,28054
28,55,196,2,1.02,191,97.45,3,1.53,28055
28,56,197,4,2.03,192,97.46,1,0.51,28056
28,57,191,1,0.52,189,98.95,1,0.52,28057
28,58,239,3,1.26,234,97.91,2,0.84,28058
28,59,173,2,1.16,169,97.69,2,1.16,28059
28,60,158,2,1.27,153,96.84,3,1.9,28060
28,61,162,10,6.17,146,90.12,6,3.7,28061
29,1,401,2,0.5,398,99.25,1,0.25,29001
29,2,172,22,12.79,145,84.3,5,2.91,29002
29,3,364,4,1.1,356,97.8,4,1.1,29003
29,4,272,2,0.74,268,98.53,2,0.74,29004
29,5,244,1,0.41,242,99.18,1,0.41,29005
29,6,120,16,13.33,102,85.0,2,1.67,29006
29,7,138,23,16.67,115,83.33,0,0.0,29007
29,8,191,3,1.57,187,97.91,1,0.52,29008
29,9,185,40,21.62,138,74.59,7,3.78,29009
29,10,143,22,15.38,118,82.52,3,2.1,29010
29,11,305,4,1.31,300,98.36,1,0.33,29011
29,12,335,11,3.28,320,95.52,4,1.19,29012
29,13,303,4,1.32,297,98.02,2,0.66,29013
29,14,338,2,0.59,333,98.52,3,0.89,29014
29,15,324,3,0.93,318,98.15,3,0.93,29015
29,16,417,4,0.96,410,98.32,3,0.72,29016
29,17,266,0,0.0,265,99.62,1,0.38,29017
29,18,320,1,0.31,315,98.44,4,1.25,29018
29,19,381,7,1.84,371,97.38,3,0.79,29019
29,20,330,8,2.42,316,95.76,6,1.82,29020
29,21,275,2,0.73,273,99.27,0,0.0,29021
29,22,266,19,7.14,238,89.47,9,3.38,29022
29,23,255,0,0.0,253,99.22,2,0.78,29023
29,24,168,15,8.93,145,86.31,8,4.76,29024
29,25,318,3,0.94,312,98.11,3,0.94,29025
29,26,250,3,1.2,246,98.4,1,0.4,29026
29,27,242,1,0.41,234,96.69,7,2.89,29027
29,28,373,1,0.27,371,99.46,1,0.27,29028
29,29,369,10,2.71,357,96.75,2,0.54,29029
29,30,155,17,10.97,133,85.81,5,3.23,29030
29,31,265,2,0.75,261,98.49,2,0.75,29031
29,32,200,29,14.5,164,82.0,7,3.5,29032
29,33,262,6,2.29,251,95.8,5,1.91,29033
29,34,202,14,6.93,188,93.07,0,0.0,29034
29,35,249,6,2.41,243,97.59,0,0.0,29035
29,36,357,4,1.12,347,97.2,6,1.68,29036
29,37,276,1,0.36,272,98.55,3,1.09,29037
29,38,269,3,1.12,265,98.51,1,0.37,29038
29,39,185,17,9.19,163,88.11,5,2.7,29039
29,40,394,2,0.51,388,98.48,4,1.02,29040
29,41,340,1,0.29,335,98.53,4,1.18,29041
29,42,339,0,0.0,336,99.12,3,0.88,29042
29,43,329,3,0.91,326,99.09,0,0.0,29043
29,44,262,5,1.91,256,97.71,1,0.38,29044
29,45,255,3,1.18,249,97.65,3,1.18,29045
29,46,283,2,0.71,278,98.23,3,1.06,29046
29,47,354,7,1.98,343,96.89,4,1.13,29047
29,48,277,3,1.08,269,97.11,5,1.81,29048
29,49,375,4,1.07,368,98.13,3,0.8,29049
30,1,236,29,12.29,200,84.75,7,2.97,30001
30,2,154,25,16.23,124,80.52,5,3.25,30002
30,3,251,24,9.56,216,86.06,11,4.38,30003
30,4,175,27,15.43,142,81.14,6,3.43,30004
30,5,105,6,5.71,97,92.38,2,1.9,30005
30,6,149,22,14.77,123,82.55,4,2.68,30006
30,7,155,19,12.26,132,85.16,4,2.58,30007
30,8,218,33,15.14,168,77.06,17,7.8,30008
30,9,197,20,10.15,171,86.8,6,3.05,30009
30,10,168,24,14.29,139,82.74,5,2.98,30010
30,11,127,21,16.54,103,81.1,3,2.36,30011
30,12,133,18,13.53,113,84.96,2,1.5,30012
30,13,189,30,15.87,154,81.48,5,2.65,30013
30,14,66,11,16.67,50,75.76,5,7.58,30014
30,15,246,38,15.45,201,81.71,7,2.85,30015
30,16,211,32,15.17,173,81.99,6,2.84,30016
30,17,115,16,13.91,94,81.74,5,4.35,30017
