ward,precinct,total,Mary E. Flowers,Mary E. Flowers Percent,precinct_id
6,11,45,45,100.0,06011
6,12,12,12,100.0,06012
6,19,333,333,100.0,06019
6,32,34,34,100.0,06032
6,42,160,160,100.0,06042
6,49,312,312,100.0,06049
17,2,216,216,100.0,17002
17,3,145,145,100.0,17003
17,4,317,317,100.0,17004
17,5,178,178,100.0,17005
17,7,251,251,100.0,17007
17,9,137,137,100.0,17009
17,10,208,208,100.0,17010
17,11,168,168,100.0,17011
17,12,300,300,100.0,17012
17,15,256,256,100.0,17015
17,18,232,232,100.0,17018
17,20,180,180,100.0,17020
17,21,264,264,100.0,17021
17,22,236,236,100.0,17022
17,23,146,146,100.0,17023
17,24,237,237,100.0,17024
17,25,146,146,100.0,17025
17,26,268,268,100.0,17026
17,27,269,269,100.0,17027
17,28,176,176,100.0,17028
17,29,224,224,100.0,17029
17,30,257,257,100.0,17030
17,31,189,189,100.0,17031
17,32,251,251,100.0,17032
17,33,174,174,100.0,17033
17,35,124,124,100.0,17035
17,37,175,175,100.0,17037
17,38,186,186,100.0,17038
17,40,156,156,100.0,17040
17,44,141,141,100.0,17044
17,47,118,118,100.0,17047
17,48,206,206,100.0,17048
17,50,209,209,100.0,17050
17,51,255,255,100.0,17051
17,52,300,300,100.0,17052
17,53,204,204,100.0,17053
17,54,232,232,100.0,17054
17,55,209,209,100.0,17055
17,56,58,58,100.0,17056
17,57,238,238,100.0,17057
17,61,194,194,100.0,17061
18,3,172,172,100.0,18003
18,4,319,319,100.0,18004
18,6,201,201,100.0,18006
18,7,233,233,100.0,18007
18,8,109,109,100.0,18008
18,9,302,302,100.0,18009
18,10,449,449,100.0,18010
18,12,333,333,100.0,18012
18,13,323,323,100.0,18013
18,14,338,338,100.0,18014
18,16,348,348,100.0,18016
18,18,244,244,100.0,18018
18,20,286,286,100.0,18020
18,22,378,378,100.0,18022
18,28,211,211,100.0,18028
18,35,357,357,100.0,18035
18,36,192,192,100.0,18036
18,37,244,244,100.0,18037
18,38,322,322,100.0,18038
18,40,334,334,100.0,18040
18,41,224,224,100.0,18041
18,48,133,133,100.0,18048
18,54,270,270,100.0,18054
18,55,196,196,100.0,18055
18,60,321,321,100.0,18060
18,61,274,274,100.0,18061
21,2,264,264,100.0,21002
21,16,248,248,100.0,21016
21,30,194,194,100.0,21030
21,32,256,256,100.0,21032
21,34,324,324,100.0,21034
21,37,293,293,100.0,21037
21,39,236,236,100.0,21039
21,41,215,215,100.0,21041
21,52,263,263,100.0,21052
21,62,284,284,100.0,21062
21,64,154,154,100.0,21064
21,65,356,356,100.0,21065
21,67,272,272,100.0,21067
21,69,206,206,100.0,21069
21,72,273,273,100.0,21072
21,74,94,94,100.0,21074
