ward,precinct,total,Angel Garcia,Angel Garcia Percent,precinct_id
37,11,93,23,24.73,37011
37,12,199,12,6.03,37012
37,13,246,11,4.47,37013
37,14,360,6,1.67,37014
37,15,282,6,2.13,37015
37,16,318,9,2.83,37016
37,17,256,1,0.39,37017
37,18,326,3,0.92,37018
37,19,157,27,17.2,37019
37,20,280,9,3.21,37020
37,21,284,4,1.41,37021
37,22,181,6,3.31,37022
37,23,221,0,0.0,37023
37,24,264,3,1.14,37024
37,25,332,7,2.11,37025
37,26,328,5,1.52,37026
37,27,313,6,1.92,37027
37,28,268,10,3.73,37028
37,29,309,4,1.29,37029
37,30,191,14,7.33,37030
37,31,283,7,2.47,37031
37,32,292,8,2.74,37032
37,33,248,8,3.23,37033
37,34,309,5,1.62,37034
37,35,279,9,3.23,37035
37,36,254,3,1.18,37036
37,37,260,4,1.54,37037
37,38,307,5,1.63,37038
37,39,212,41,19.34,37039
37,40,270,4,1.48,37040
37,41,337,13,3.86,37041
37,42,174,23,13.22,37042
37,43,238,9,3.78,37043
38,1,275,71,25.82,38001
38,2,195,48,24.62,38002
38,3,194,58,29.9,38003
38,4,139,32,23.02,38004
38,5,434,105,24.19,38005
38,6,225,60,26.67,38006
38,7,289,56,19.38,38007
38,8,181,62,34.25,38008
38,9,269,59,21.93,38009
38,10,329,50,15.2,38010
38,11,177,40,22.6,38011
38,12,246,58,23.58,38012
38,13,214,47,21.96,38013
38,14,196,49,25.0,38014
38,15,164,36,21.95,38015
38,16,232,59,25.43,38016
38,17,186,27,14.52,38017
38,18,248,67,27.02,38018
38,19,290,68,23.45,38019
38,20,331,82,24.77,38020
38,21,223,70,31.39,38021
38,22,247,60,24.29,38022
38,23,177,44,24.86,38023
38,24,165,46,27.88,38024
38,25,204,44,21.57,38025
38,26,170,34,20.0,38026
38,27,145,38,26.21,38027
38,28,177,32,18.08,38028
38,29,197,44,22.34,38029
38,30,221,55,24.89,38030
38,31,258,47,18.22,38031
38,32,275,74,26.91,38032
38,33,187,45,24.06,38033
38,34,144,31,21.53,38034
38,35,286,73,25.52,38035
38,36,232,56,24.14,38036
38,37,239,64,26.78,38037
38,38,274,94,34.31,38038
38,39,237,59,24.89,38039
38,40,199,49,24.62,38040
38,41,339,72,21.24,38041
38,42,272,54,19.85,38042
38,43,252,53,21.03,38043
38,44,258,71,27.52,38044
38,45,297,76,25.59,38045
38,46,219,52,23.74,38046
38,47,239,68,28.45,38047
38,48,232,46,19.83,38048
38,49,242,72,29.75,38049
38,50,254,75,29.53,38050
38,51,181,42,23.2,38051
38,52,251,58,23.11,38052
38,53,52,11,21.15,38053
39,1,267,95,35.58,39001
39,2,372,118,31.72,39002
39,3,286,75,26.22,39003
39,4,224,59,26.34,39004
39,5,205,51,24.88,39005
39,6,287,79,27.53,39006
39,7,181,30,16.57,39007
39,8,272,48,17.65,39008
39,9,312,64,20.51,39009
39,10,214,27,12.62,39010
39,11,298,53,17.79,39011
39,12,238,36,15.13,39012
39,13,169,32,18.93,39013
39,14,277,48,17.33,39014
39,15,264,85,32.2,39015
39,16,204,37,18.14,39016
39,17,225,41,18.22,39017
39,18,303,55,18.15,39018
39,19,172,36,20.93,39019
39,20,268,96,35.82,39020
39,21,173,34,19.65,39021
39,22,244,42,17.21,39022
39,23,156,23,14.74,39023
39,24,236,44,18.64,39024
39,25,288,67,23.26,39025
39,26,288,104,36.11,39026
39,27,291,53,18.21,39027
39,28,306,55,17.97,39028
39,29,267,44,16.48,39029
39,30,163,24,14.72,39030
39,31,185,37,20.0,39031
39,32,192,44,22.92,39032
39,33,327,62,18.96,39033
39,34,321,71,22.12,39034
39,35,322,59,18.32,39035
39,36,222,60,27.03,39036
39,37,396,112,28.28,39037
39,38,313,80,25.56,39038
39,39,108,17,15.74,39039
39,40,187,70,37.43,39040
39,41,115,24,20.87,39041
39,42,238,70,29.41,39042
39,43,267,54,20.22,39043
39,44,371,75,20.22,39044
39,45,162,25,15.43,39045
39,46,228,47,20.61,39046
39,47,176,49,27.84,39047
40,1,171,34,19.88,40001
40,2,167,31,18.56,40002
40,3,271,25,9.23,40003
40,4,268,35,13.06,40004
40,5,300,56,18.67,40005
40,6,282,32,11.35,40006
40,7,289,30,10.38,40007
40,8,83,18,21.69,40008
40,9,254,56,22.05,40009
40,10,297,60,20.2,40010
40,11,233,29,12.45,40011
40,12,192,19,9.9,40012
40,13,330,35,10.61,40013
40,14,288,52,18.06,40014
40,15,253,39,15.42,40015
40,16,268,49,18.28,40016
40,17,127,20,15.75,40017
40,18,296,44,14.86,40018
40,19,258,46,17.83,40019
40,20,246,42,17.07,40020
40,21,252,42,16.67,40021
40,22,180,33,18.33,40022
40,23,358,43,12.01,40023
40,24,171,44,25.73,40024
40,25,192,46,23.96,40025
40,26,313,29,9.27,40026
40,27,225,30,13.33,40027
40,28,322,34,10.56,40028
40,29,297,57,19.19,40029
40,30,292,60,20.55,40030
40,31,224,46,20.54,40031
40,32,145,37,25.52,40032
40,33,268,32,11.94,40033
40,34,164,36,21.95,40034
40,35,283,71,25.09,40035
40,36,291,56,19.24,40036
40,37,215,36,16.74,40037
40,38,142,26,18.31,40038
40,39,198,39,19.7,40039
40,40,170,26,15.29,40040
40,41,340,37,10.88,40041
40,42,304,52,17.11,40042
40,43,306,44,14.38,40043
40,44,172,39,22.67,40044
40,45,425,77,18.12,40045
40,46,344,58,16.86,40046
40,47,268,31,11.57,40047
40,48,166,51,30.72,40048
40,49,182,39,21.43,40049
41,1,408,133,32.6,41001
41,2,419,119,28.4,41002
41,3,337,113,33.53,41003
41,4,391,131,33.5,41004
41,5,463,157,33.91,41005
41,6,334,105,31.44,41006
41,7,443,135,30.47,41007
41,8,385,124,32.21,41008
41,9,392,142,36.22,41009
41,10,332,112,33.73,41010
41,11,383,110,28.72,41011
41,12,349,94,26.93,41012
41,13,217,75,34.56,41013
41,14,380,112,29.47,41014
41,15,434,138,31.8,41015
41,16,380,104,27.37,41016
41,17,376,125,33.24,41017
41,18,313,99,31.63,41018
41,19,411,128,31.14,41019
41,20,408,129,31.62,41020
41,21,395,127,32.15,41021
41,22,324,102,31.48,41022
41,23,318,100,31.45,41023
41,24,366,149,40.71,41024
41,25,169,52,30.77,41025
41,26,164,63,38.41,41026
41,27,130,56,43.08,41027
41,28,329,96,29.18,41028
41,29,199,58,29.15,41029
41,30,430,120,27.91,41030
41,31,401,115,28.68,41031
41,32,247,99,40.08,41032
41,33,269,90,33.46,41033
41,34,323,122,37.77,41034
41,35,415,133,32.05,41035
41,36,405,114,28.15,41036
41,37,445,159,35.73,41037
41,38,375,122,32.53,41038
41,39,251,66,26.29,41039
41,40,432,145,33.56,41040
41,41,389,125,32.13,41041
41,42,449,149,33.18,41042
41,43,374,125,33.42,41043
41,44,393,121,30.79,41044
41,45,375,104,27.73,41045
41,46,280,79,28.21,41046
41,47,322,112,34.78,41047
41,48,202,66,32.67,41048
41,49,434,148,34.1,41049
41,50,398,113,28.39,41050
41,51,255,74,29.02,41051
41,52,452,159,35.18,41052
41,53,364,117,32.14,41053
41,54,259,70,27.03,41054
41,55,360,129,35.83,41055
41,56,472,156,33.05,41056
41,57,320,103,32.19,41057
42,1,446,133,29.82,42001
42,2,225,58,25.78,42002
42,3,316,90,28.48,42003
42,4,335,111,33.13,42004
42,5,279,67,24.01,42005
42,6,490,122,24.9,42006
42,7,284,82,28.87,42007
42,8,410,114,27.8,42008
42,9,805,242,30.06,42009
42,10,260,71,27.31,42010
42,11,367,149,40.6,42011
42,12,252,81,32.14,42012
42,13,477,130,27.25,42013
42,14,356,117,32.87,42014
42,15,364,97,26.65,42015
42,16,240,79,32.92,42016
42,17,539,144,26.72,42017
42,18,689,221,32.08,42018
42,19,156,68,43.59,42019
42,20,209,73,34.93,42020
42,21,273,78,28.57,42021
42,22,293,132,45.05,42022
42,23,393,111,28.24,42023
42,24,373,122,32.71,42024
42,25,294,78,26.53,42025
42,26,325,63,19.38,42026
42,27,361,81,22.44,42027
42,28,325,79,24.31,42028
42,29,395,125,31.65,42029
42,30,232,70,30.17,42030
42,31,351,128,36.47,42031
42,32,314,110,35.03,42032
42,33,395,88,22.28,42033
42,34,292,71,24.32,42034
42,35,260,70,26.92,42035
42,36,261,86,32.95,42036
42,37,312,104,33.33,42037
42,38,256,76,29.69,42038
42,39,168,73,43.45,42039
42,40,350,114,32.57,42040
42,41,557,206,36.98,42041
42,42,224,68,30.36,42042
42,43,304,85,27.96,42043
42,44,286,75,26.22,42044
42,45,304,78,25.66,42045
42,46,313,123,39.3,42046
42,47,192,56,29.17,42047
42,48,301,128,42.52,42048
42,49,103,64,62.14,42049
42,50,512,185,36.13,42050
42,51,651,212,32.57,42051
42,52,163,53,32.52,42052
42,53,401,109,27.18,42053
42,54,258,88,34.11,42054
42,55,409,137,33.5,42055
42,56,522,200,38.31,42056
42,57,281,74,26.33,42057
42,58,255,121,47.45,42058
42,59,479,170,35.49,42059
42,60,170,60,35.29,42060
42,61,284,108,38.03,42061
42,62,222,58,26.13,42062
42,63,307,86,28.01,42063
42,64,113,26,23.01,42064
42,65,438,139,31.74,42065
42,66,299,100,33.44,42066
42,67,672,261,38.84,42067
42,68,416,167,40.14,42068
42,69,244,59,24.18,42069
43,1,411,93,22.63,43001
43,2,369,140,37.94,43002
43,3,349,98,28.08,43003
43,4,441,134,30.39,43004
43,5,339,102,30.09,43005
43,6,237,65,27.43,43006
43,7,345,83,24.06,43007
43,8,415,103,24.82,43008
43,9,301,112,37.21,43009
43,10,319,111,34.8,43010
43,11,266,86,32.33,43011
43,12,390,116,29.74,43012
43,13,185,61,32.97,43013
43,14,279,54,19.35,43014
43,15,276,61,22.1,43015
43,16,319,102,31.97,43016
43,17,397,140,35.26,43017
43,18,402,126,31.34,43018
43,19,264,91,34.47,43019
43,20,316,79,25.0,43020
43,21,331,85,25.68,43021
43,22,303,113,37.29,43022
43,23,261,62,23.75,43023
43,24,321,98,30.53,43024
43,25,346,63,18.21,43025
43,26,274,80,29.2,43026
43,27,256,73,28.52,43027
43,28,442,137,31.0,43028
43,29,277,88,31.77,43029
43,30,239,88,36.82,43030
43,31,394,123,31.22,43031
43,32,323,74,22.91,43032
43,33,224,74,33.04,43033
43,34,153,41,26.8,43034
43,35,406,131,32.27,43035
43,36,276,80,28.99,43036
43,37,311,109,35.05,43037
43,38,244,70,28.69,43038
43,39,254,80,31.5,43039
43,40,147,53,36.05,43040
43,41,183,48,26.23,43041
43,42,282,85,30.14,43042
43,43,279,90,32.26,43043
43,44,326,88,26.99,43044
43,45,133,42,31.58,43045
43,46,416,127,30.53,43046
43,47,300,98,32.67,43047
43,48,301,69,22.92,43048
43,49,315,95,30.16,43049
43,50,281,97,34.52,43050
43,51,330,68,20.61,43051
43,52,302,113,37.42,43052
43,53,308,91,29.55,43053
43,54,264,78,29.55,43054
43,55,357,59,16.53,43055
43,56,236,73,30.93,43056
43,57,239,73,30.54,43057
43,58,236,47,19.92,43058
43,59,293,64,21.84,43059
44,1,294,63,21.43,44001
44,2,244,65,26.64,44002
44,3,340,51,15.0,44003
44,4,312,55,17.63,44004
44,5,342,65,19.01,44005
44,6,343,83,24.2,44006
44,7,355,93,26.2,44007
44,8,138,41,29.71,44008
44,9,273,85,31.14,44009
44,10,268,75,27.99,44010
44,11,324,89,27.47,44011
44,12,272,55,20.22,44012
44,13,236,63,26.69,44013
44,14,289,81,28.03,44014
44,15,412,81,19.66,44015
44,16,332,83,25.0,44016
44,17,361,54,14.96,44017
44,18,252,76,30.16,44018
44,19,188,35,18.62,44019
44,20,321,79,24.61,44020
44,21,405,94,23.21,44021
44,22,365,83,22.74,44022
44,23,286,58,20.28,44023
44,24,238,60,25.21,44024
44,25,350,93,26.57,44025
44,26,282,53,18.79,44026
44,27,395,115,29.11,44027
44,28,223,87,39.01,44028
44,29,407,111,27.27,44029
44,30,294,38,12.93,44030
44,31,393,132,33.59,44031
44,32,252,41,16.27,44032
44,33,383,49,12.79,44033
44,34,204,42,20.59,44034
44,35,250,48,19.2,44035
44,36,332,94,28.31,44036
44,37,432,72,16.67,44037
44,38,344,121,35.17,44038
44,39,367,155,42.23,44039
44,40,340,106,31.18,44040
44,41,357,84,23.53,44041
44,42,447,104,23.27,44042
44,43,392,113,28.83,44043
44,44,377,73,19.36,44044
44,45,390,105,26.92,44045
44,46,248,45,18.15,44046
44,47,506,167,33.0,44047
44,48,251,50,19.92,44048
44,49,495,94,18.99,44049
44,50,329,118,35.87,44050
44,51,258,79,30.62,44051
45,1,232,58,25.0,45001
45,2,349,108,30.95,45002
45,3,299,69,23.08,45003
45,4,391,127,32.48,45004
45,5,365,127,34.79,45005
45,6,296,77,26.01,45006
45,7,296,72,24.32,45007
45,8,241,58,24.07,45008
45,9,322,92,28.57,45009
45,10,338,84,24.85,45010
45,11,286,67,23.43,45011
45,12,347,80,23.05,45012
45,13,332,73,21.99,45013
45,14,332,72,21.69,45014
45,15,305,85,27.87,45015
45,16,285,54,18.95,45016
45,17,254,64,25.2,45017
45,18,280,44,15.71,45018
45,19,323,91,28.17,45019
45,20,265,66,24.91,45020
45,21,277,80,28.88,45021
45,22,266,84,31.58,45022
45,23,325,86,26.46,45023
45,24,386,117,30.31,45024
45,25,276,51,18.48,45025
45,26,315,61,19.37,45026
45,27,253,60,23.72,45027
45,28,235,42,17.87,45028
45,29,299,78,26.09,45029
45,30,312,87,27.88,45030
45,31,290,61,21.03,45031
45,32,209,61,29.19,45032
45,33,276,79,28.62,45033
45,34,230,62,26.96,45034
45,35,301,75,24.92,45035
45,36,297,95,31.99,45036
45,37,299,77,25.75,45037
45,38,337,78,23.15,45038
45,39,319,76,23.82,45039
45,40,312,56,17.95,45040
45,41,209,50,23.92,45041
45,42,276,67,24.28,45042
45,43,233,50,21.46,45043
45,44,323,87,26.93,45044
45,45,228,55,24.12,45045
45,46,304,65,21.38,45046
45,47,289,73,25.26,45047
45,48,278,61,21.94,45048
45,49,276,63,22.83,45049
45,50,265,61,23.02,45050
45,51,291,96,32.99,45051
45,52,305,76,24.92,45052
45,53,229,63,27.51,45053
46,1,502,81,16.14,46001
46,2,334,43,12.87,46002
46,3,355,54,15.21,46003
46,4,292,40,13.7,46004
46,5,227,44,19.38,46005
46,6,349,49,14.04,46006
46,7,227,38,16.74,46007
46,8,342,52,15.2,46008
46,9,296,48,16.22,46009
46,10,280,52,18.57,46010
46,11,346,58,16.76,46011
46,12,371,48,12.94,46012
46,13,339,82,24.19,46013
46,14,270,19,7.04,46014
46,15,391,78,19.95,46015
46,16,303,55,18.15,46016
46,17,439,77,17.54,46017
46,18,338,56,16.57,46018
46,19,383,38,9.92,46019
46,20,240,39,16.25,46020
46,21,158,23,14.56,46021
46,22,253,52,20.55,46022
46,23,274,36,13.14,46023
46,24,287,53,18.47,46024
46,25,433,127,29.33,46025
46,26,323,33,10.22,46026
46,27,355,92,25.92,46027
46,28,391,109,27.88,46028
46,29,300,52,17.33,46029
46,30,350,76,21.71,46030
46,31,391,69,17.65,46031
46,32,244,39,15.98,46032
46,33,371,68,18.33,46033
46,34,322,40,12.42,46034
46,35,402,73,18.16,46035
46,36,330,60,18.18,46036
46,37,260,41,15.77,46037
46,38,258,43,16.67,46038
46,39,396,87,21.97,46039
46,40,237,59,24.89,46040
46,41,290,66,22.76,46041
46,42,317,33,10.41,46042
46,43,417,55,13.19,46043
46,44,286,46,16.08,46044
46,45,376,59,15.69,46045
46,46,299,39,13.04,46046
46,47,137,20,14.6,46047
47,1,389,67,17.22,47001
47,2,266,55,20.68,47002
47,3,279,59,21.15,47003
47,4,343,65,18.95,47004
47,5,393,79,20.1,47005
47,6,391,74,18.93,47006
47,7,315,59,18.73,47007
47,8,414,86,20.77,47008
47,9,279,61,21.86,47009
47,10,239,30,12.55,47010
47,11,553,74,13.38,47011
47,12,361,65,18.01,47012
47,13,473,55,11.63,47013
47,14,253,41,16.21,47014
47,15,389,42,10.8,47015
47,16,342,49,14.33,47016
47,17,334,70,20.96,47017
47,18,389,84,21.59,47018
47,19,378,47,12.43,47019
47,20,408,68,16.67,47020
47,21,378,57,15.08,47021
47,22,318,59,18.55,47022
47,23,185,23,12.43,47023
47,24,399,103,25.81,47024
47,25,416,93,22.36,47025
47,26,585,70,11.97,47026
47,27,328,68,20.73,47027
47,28,428,68,15.89,47028
47,29,406,101,24.88,47029
47,30,375,51,13.6,47030
47,31,395,50,12.66,47031
47,32,391,48,12.28,47032
47,33,325,32,9.85,47033
47,34,424,71,16.75,47034
47,35,499,97,19.44,47035
47,36,513,69,13.45,47036
47,37,462,92,19.91,47037
47,38,405,63,15.56,47038
47,39,349,69,19.77,47039
47,40,347,53,15.27,47040
47,41,574,63,10.98,47041
47,42,282,44,15.6,47042
47,43,235,46,19.57,47043
47,44,352,99,28.13,47044
47,45,385,50,12.99,47045
47,46,269,55,20.45,47046
47,47,304,79,25.99,47047
47,48,58,7,12.07,47048
47,49,245,49,20.0,47049
47,50,342,80,23.39,47050
47,51,204,36,17.65,47051
47,52,202,23,11.39,47052
48,1,326,44,13.5,48001
48,2,262,49,18.7,48002
48,3,426,37,8.69,48003
48,4,421,88,20.9,48004
48,5,281,46,16.37,48005
48,6,397,62,15.62,48006
48,7,281,32,11.39,48007
48,8,243,46,18.93,48008
48,9,323,67,20.74,48009
48,10,217,23,10.6,48010
48,11,337,30,8.9,48011
48,12,316,47,14.87,48012
48,13,300,45,15.0,48013
48,14,400,143,35.75,48014
48,15,194,36,18.56,48015
48,16,264,35,13.26,48016
48,17,372,57,15.32,48017
48,18,211,17,8.06,48018
48,19,266,27,10.15,48019
48,20,202,28,13.86,48020
48,21,343,51,14.87,48021
48,22,396,65,16.41,48022
48,23,271,40,14.76,48023
48,24,169,15,8.88,48024
48,25,317,29,9.15,48025
48,26,346,59,17.05,48026
48,27,213,33,15.49,48027
48,28,264,36,13.64,48028
48,29,239,34,14.23,48029
48,30,307,32,10.42,48030
48,31,273,23,8.42,48031
48,32,260,31,11.92,48032
48,33,264,33,12.5,48033
48,34,332,44,13.25,48034
48,35,132,23,17.42,48035
48,36,272,38,13.97,48036
48,37,275,29,10.55,48037
48,38,364,43,11.81,48038
48,39,281,45,16.01,48039
48,40,218,30,13.76,48040
48,41,197,30,15.23,48041
48,42,301,19,6.31,48042
48,43,380,33,8.68,48043
48,44,400,40,10.0,48044
48,45,247,31,12.55,48045
48,46,198,22,11.11,48046
48,47,260,29,11.15,48047
48,48,333,54,16.22,48048
48,49,143,17,11.89,48049
48,50,351,41,11.68,48050
48,51,429,48,11.19,48051
48,52,231,25,10.82,48052
48,53,190,23,12.11,48053
48,54,261,26,9.96,48054
49,1,295,18,6.1,49001
49,2,413,64,15.5,49002
49,3,203,28,13.79,49003
49,4,147,17,11.56,49004
49,5,293,28,9.56,49005
49,6,304,37,12.17,49006
49,7,245,17,6.94,49007
49,8,316,44,13.92,49008
49,9,231,24,10.39,49009
49,10,265,38,14.34,49010
49,11,199,27,13.57,49011
49,12,310,26,8.39,49012
49,13,374,52,13.9,49013
49,14,295,46,15.59,49014
49,15,251,25,9.96,49015
49,16,228,27,11.84,49016
49,17,99,14,14.14,49017
49,18,216,26,12.04,49018
49,19,205,19,9.27,49019
49,20,355,47,13.24,49020
49,21,92,15,16.3,49021
49,22,263,22,8.37,49022
49,23,227,17,7.49,49023
49,24,291,28,9.62,49024
49,25,316,30,9.49,49025
49,26,318,78,24.53,49026
49,27,419,32,7.64,49027
49,28,217,14,6.45,49028
49,29,357,48,13.45,49029
49,30,313,36,11.5,49030
49,31,277,36,13.0,49031
49,32,189,22,11.64,49032
49,33,227,20,8.81,49033
49,34,290,29,10.0,49034
49,35,326,45,13.8,49035
49,36,405,42,10.37,49036
49,37,442,55,12.44,49037
49,38,262,20,7.63,49038
49,39,252,26,10.32,49039
49,40,256,42,16.41,49040
49,41,290,39,13.45,49041
49,42,302,27,8.94,49042
50,1,346,93,26.88,50001
50,2,357,86,24.09,50002
50,3,282,52,18.44,50003
50,4,297,36,12.12,50004
50,5,351,100,28.49,50005
50,6,203,29,14.29,50006
50,7,339,38,11.21,50007
50,8,183,34,18.58,50008
50,9,227,42,18.5,50009
50,10,230,48,20.87,50010
50,11,291,90,30.93,50011
50,12,191,50,26.18,50012
50,13,338,51,15.09,50013
50,14,128,29,22.66,50014
50,15,340,61,17.94,50015
50,16,147,40,27.21,50016
50,17,247,56,22.67,50017
50,18,232,39,16.81,50018
50,19,248,48,19.35,50019
50,20,265,51,19.25,50020
50,21,293,41,13.99,50021
50,22,289,32,11.07,50022
50,23,226,54,23.89,50023
50,24,287,47,16.38,50024
50,25,310,74,23.87,50025
50,26,215,39,18.14,50026
50,27,127,31,24.41,50027
50,28,270,60,22.22,50028
50,29,303,47,15.51,50029
50,30,253,76,30.04,50030
50,31,87,18,20.69,50031
50,32,299,43,14.38,50032
50,33,221,57,25.79,50033
50,34,256,40,15.63,50034
50,35,370,54,14.59,50035
50,36,316,64,20.25,50036
50,37,319,46,14.42,50037
50,38,172,38,22.09,50038
50,39,232,52,22.41,50039
50,40,334,103,30.84,50040
50,41,381,116,30.45,50041
50,42,266,48,18.05,50042
50,43,265,42,15.85,50043
50,44,244,63,25.82,50044
50,45,174,41,23.56,50045
