ward,precinct,total,Monique D. Davis,Monique D. Davis Percent,precinct_id
9,10,267,267,100.0,09010
9,20,286,286,100.0,09020
9,21,263,263,100.0,09021
9,27,257,257,100.0,09027
19,13,231,231,100.0,19013
19,14,315,315,100.0,19014
19,20,294,294,100.0,19020
19,27,213,213,100.0,19027
19,28,353,353,100.0,19028
19,31,223,223,100.0,19031
19,40,294,294,100.0,19040
19,42,306,306,100.0,19042
19,43,472,472,100.0,19043
19,47,215,215,100.0,19047
19,48,479,479,100.0,19048
19,49,366,366,100.0,19049
19,50,378,378,100.0,19050
19,60,267,267,100.0,19060
21,1,366,366,100.0,21001
21,3,225,225,100.0,21003
21,4,251,251,100.0,21004
21,5,265,265,100.0,21005
21,6,225,225,100.0,21006
21,7,259,259,100.0,21007
21,8,267,267,100.0,21008
21,9,309,309,100.0,21009
21,10,201,201,100.0,21010
21,11,264,264,100.0,21011
21,12,267,267,100.0,21012
21,13,146,146,100.0,21013
21,14,247,247,100.0,21014
21,17,265,265,100.0,21017
21,18,224,224,100.0,21018
21,19,216,216,100.0,21019
21,20,161,161,100.0,21020
21,21,277,277,100.0,21021
21,22,227,227,100.0,21022
21,24,282,282,100.0,21024
21,27,274,274,100.0,21027
21,28,195,195,100.0,21028
21,31,342,342,100.0,21031
21,33,247,247,100.0,21033
21,38,256,256,100.0,21038
21,40,225,225,100.0,21040
21,42,266,266,100.0,21042
21,44,250,250,100.0,21044
21,45,207,207,100.0,21045
21,47,301,301,100.0,21047
21,49,333,333,100.0,21049
21,50,251,251,100.0,21050
21,51,261,261,100.0,21051
21,53,159,159,100.0,21053
21,54,227,227,100.0,21054
21,56,204,204,100.0,21056
21,58,187,187,100.0,21058
21,59,296,296,100.0,21059
21,60,259,259,100.0,21060
21,61,293,293,100.0,21061
21,63,216,216,100.0,21063
21,66,202,202,100.0,21066
21,68,272,272,100.0,21068
34,1,416,416,100.0,34001
34,7,358,358,100.0,34007
34,8,303,303,100.0,34008
34,12,323,323,100.0,34012
34,13,340,340,100.0,34013
34,19,57,57,100.0,34019
34,21,282,282,100.0,34021
34,25,324,324,100.0,34025
34,29,301,301,100.0,34029
34,32,184,184,100.0,34032
34,33,161,161,100.0,34033
34,34,342,342,100.0,34034
34,44,326,326,100.0,34044
34,45,279,279,100.0,34045
34,46,272,272,100.0,34046
34,47,190,190,100.0,34047
34,48,364,364,100.0,34048
34,49,385,385,100.0,34049
34,51,442,442,100.0,34051
34,55,334,334,100.0,34055
34,56,152,152,100.0,34056
34,57,274,274,100.0,34057
34,58,310,310,100.0,34058
34,61,245,245,100.0,34061
