ward,precinct,total,Steve Kim,Steve Kim Percent,Lisa Madigan,Lisa Madigan Percent,Bill Malan,Bill Malan Percent,precinct_id
30,18,146,23,15.75,113,77.4,3,2.05,30018
30,19,142,12,8.45,124,87.32,1,0.7,30019
30,20,144,13,9.03,127,88.19,1,0.69,30020
30,21,170,22,12.94,140,82.35,4,2.35,30021
30,22,171,14,8.19,147,85.96,3,1.75,30022
30,23,151,10,6.62,137,90.73,2,1.32,30023
30,24,147,8,5.44,134,91.16,2,1.36,30024
30,25,127,22,17.32,98,77.17,0,0.0,30025
30,26,121,8,6.61,110,90.91,0,0.0,30026
30,27,278,15,5.4,249,89.57,5,1.8,30027
30,28,164,29,17.68,133,81.1,0,0.0,30028
30,29,106,8,7.55,91,85.85,2,1.89,30029
30,30,236,40,16.95,186,78.81,1,0.42,30030
30,31,124,7,5.65,113,91.13,0,0.0,30031
30,32,75,8,10.67,65,86.67,2,2.67,30032
30,33,151,6,3.97,139,92.05,2,1.32,30033
30,34,193,30,15.54,162,83.94,1,0.52,30034
30,35,191,24,12.57,159,83.25,2,1.05,30035
30,36,189,25,13.23,151,79.89,2,1.06,30036
30,37,155,33,21.29,112,72.26,2,1.29,30037
30,38,259,28,10.81,217,83.78,5,1.93,30038
30,39,198,30,15.15,158,79.8,3,1.52,30039
30,40,173,19,10.98,148,85.55,2,1.16,30040
30,41,170,12,7.06,153,90.0,3,1.76,30041
31,1,78,7,8.97,70,89.74,0,0.0,31001
31,2,118,11,9.32,104,88.14,2,1.69,31002
31,3,137,18,13.14,112,81.75,6,4.38,31003
31,4,147,16,10.88,121,82.31,1,0.68,31004
31,5,189,26,13.76,154,81.48,0,0.0,31005
31,6,152,18,11.84,127,83.55,4,2.63,31006
31,7,147,8,5.44,134,91.16,1,0.68,31007
31,8,134,13,9.7,116,86.57,2,1.49,31008
31,9,130,13,10.0,113,86.92,3,2.31,31009
31,10,70,4,5.71,63,90.0,1,1.43,31010
31,11,151,11,7.28,129,85.43,3,1.99,31011
31,12,158,15,9.49,133,84.18,4,2.53,31012
31,13,156,20,12.82,134,85.9,1,0.64,31013
31,14,121,18,14.88,95,78.51,0,0.0,31014
31,15,91,20,21.98,68,74.73,1,1.1,31015
31,16,145,16,11.03,116,80.0,1,0.69,31016
31,17,116,13,11.21,98,84.48,3,2.59,31017
31,18,133,12,9.02,119,89.47,0,0.0,31018
31,19,136,15,11.03,117,86.03,1,0.74,31019
31,20,111,15,13.51,93,83.78,1,0.9,31020
31,21,145,14,9.66,130,89.66,0,0.0,31021
31,22,107,14,13.08,90,84.11,0,0.0,31022
31,23,99,18,18.18,79,79.8,0,0.0,31023
31,24,131,8,6.11,123,93.89,0,0.0,31024
31,25,150,6,4.0,141,94.0,3,2.0,31025
31,26,120,16,13.33,95,79.17,2,1.67,31026
31,27,118,2,1.69,109,92.37,2,1.69,31027
31,28,157,10,6.37,142,90.45,0,0.0,31028
31,29,128,18,14.06,107,83.59,1,0.78,31029
31,30,178,15,8.43,155,87.08,2,1.12,31030
31,31,217,26,11.98,183,84.33,3,1.38,31031
31,32,182,13,7.14,156,85.71,1,0.55,31032
31,33,184,20,10.87,154,83.7,2,1.09,31033
31,34,110,11,10.0,94,85.45,1,0.91,31034
31,35,106,8,7.55,92,86.79,2,1.89,31035
31,36,177,11,6.21,162,91.53,1,0.56,31036
31,37,126,13,10.32,110,87.3,0,0.0,31037
31,38,100,13,13.0,83,83.0,1,1.0,31038
31,39,89,3,3.37,86,96.63,0,0.0,31039
31,40,105,13,12.38,90,85.71,1,0.95,31040
31,41,147,16,10.88,124,84.35,1,0.68,31041
31,42,173,16,9.25,153,88.44,2,1.16,31042
31,43,182,28,15.38,150,82.42,2,1.1,31043
31,44,132,11,8.33,119,90.15,1,0.76,31044
31,45,142,20,14.08,114,80.28,3,2.11,31045
31,46,136,9,6.62,119,87.5,3,2.21,31046
31,47,151,21,13.91,123,81.46,3,1.99,31047
31,48,130,14,10.77,113,86.92,1,0.77,31048
31,49,81,8,9.88,71,87.65,0,0.0,31049
31,50,170,31,18.24,131,77.06,3,1.76,31050
31,51,98,4,4.08,90,91.84,3,3.06,31051
32,1,329,50,15.2,261,79.33,2,0.61,32001
32,2,358,57,15.92,278,77.65,5,1.4,32002
32,3,265,36,13.58,211,79.62,5,1.89,32003
32,4,382,85,22.25,283,74.08,7,1.83,32004
32,5,252,41,16.27,198,78.57,4,1.59,32005
32,6,312,60,19.23,228,73.08,4,1.28,32006
32,7,286,87,30.42,189,66.08,6,2.1,32007
32,8,480,135,28.13,331,68.96,5,1.04,32008
32,9,529,98,18.53,411,77.69,5,0.95,32009
32,10,349,91,26.07,247,70.77,4,1.15,32010
32,11,271,44,16.24,202,74.54,8,2.95,32011
32,12,198,25,12.63,162,81.82,3,1.52,32012
32,13,194,62,31.96,123,63.4,7,3.61,32013
32,14,271,31,11.44,221,81.55,6,2.21,32014
32,15,242,62,25.62,166,68.6,5,2.07,32015
32,16,304,39,12.83,236,77.63,7,2.3,32016
32,17,352,63,17.9,270,76.7,1,0.28,32017
32,18,300,83,27.67,204,68.0,4,1.33,32018
32,19,319,58,18.18,247,77.43,5,1.57,32019
32,20,335,89,26.57,230,68.66,7,2.09,32020
32,21,275,56,20.36,209,76.0,2,0.73,32021
32,22,401,78,19.45,301,75.06,13,3.24,32022
32,23,339,63,18.58,259,76.4,9,2.65,32023
32,24,456,169,37.06,277,60.75,8,1.75,32024
32,25,293,56,19.11,224,76.45,3,1.02,32025
32,26,273,47,17.22,204,74.73,3,1.1,32026
32,27,360,99,27.5,248,68.89,3,0.83,32027
32,28,284,46,16.2,213,75.0,10,3.52,32028
32,29,265,30,11.32,214,80.75,6,2.26,32029
32,30,417,134,32.13,277,66.43,5,1.2,32030
32,31,412,87,21.12,302,73.3,10,2.43,32031
32,32,369,112,30.35,241,65.31,9,2.44,32032
32,33,230,54,23.48,167,72.61,4,1.74,32033
32,34,384,81,21.09,281,73.18,12,3.13,32034
32,35,360,66,18.33,270,75.0,6,1.67,32035
32,36,391,84,21.48,294,75.19,5,1.28,32036
32,37,286,54,18.88,216,75.52,7,2.45,32037
32,38,368,70,19.02,280,76.09,7,1.9,32038
32,39,431,125,29.0,291,67.52,4,0.93,32039
32,40,382,64,16.75,303,79.32,5,1.31,32040
32,41,427,105,24.59,313,73.3,5,1.17,32041
32,42,423,95,22.46,308,72.81,5,1.18,32042
32,43,387,110,28.42,273,70.54,1,0.26,32043
32,44,246,41,16.67,191,77.64,8,3.25,32044
32,45,337,71,21.07,250,74.18,4,1.19,32045
32,46,146,36,24.66,103,70.55,3,2.05,32046
32,47,384,115,29.95,260,67.71,4,1.04,32047
32,48,489,112,22.9,359,73.42,4,0.82,32048
32,49,220,49,22.27,161,73.18,4,1.82,32049
32,50,434,114,26.27,306,70.51,6,1.38,32050
32,51,432,131,30.32,290,67.13,8,1.85,32051
32,52,218,48,22.02,160,73.39,4,1.83,32052
33,1,342,28,8.19,306,89.47,3,0.88,33001
33,2,393,63,16.03,316,80.41,6,1.53,33002
33,3,350,29,8.29,289,82.57,6,1.71,33003
33,4,376,49,13.03,304,80.85,2,0.53,33004
33,5,300,31,10.33,252,84.0,4,1.33,33005
33,6,323,48,14.86,264,81.73,2,0.62,33006
33,7,482,56,11.62,401,83.2,7,1.45,33007
33,8,358,40,11.17,297,82.96,5,1.4,33008
33,9,358,47,13.13,294,82.12,2,0.56,33009
33,10,378,50,13.23,314,83.07,3,0.79,33010
33,11,378,49,12.96,307,81.22,4,1.06,33011
33,12,332,33,9.94,285,85.84,3,0.9,33012
33,13,342,34,9.94,283,82.75,4,1.17,33013
33,14,318,41,12.89,246,77.36,3,0.94,33014
33,15,367,43,11.72,299,81.47,5,1.36,33015
33,16,290,33,11.38,244,84.14,5,1.72,33016
33,17,374,56,14.97,297,79.41,4,1.07,33017
33,18,124,15,12.1,104,83.87,1,0.81,33018
33,19,346,48,13.87,280,80.92,5,1.45,33019
33,20,363,30,8.26,318,87.6,3,0.83,33020
33,21,413,37,8.96,353,85.47,8,1.94,33021
33,22,397,43,10.83,343,86.4,2,0.5,33022
33,23,400,42,10.5,330,82.5,9,2.25,33023
33,24,453,62,13.69,369,81.46,7,1.55,33024
33,25,431,62,14.39,339,78.65,6,1.39,33025
33,26,392,44,11.22,323,82.4,5,1.28,33026
33,27,346,32,9.25,294,84.97,5,1.45,33027
34,1,467,6,1.28,454,97.22,1,0.21,34001
34,2,283,1,0.35,275,97.17,2,0.71,34002
34,3,347,1,0.29,340,97.98,1,0.29,34003
34,4,414,4,0.97,400,96.62,1,0.24,34004
34,5,315,2,0.63,304,96.51,4,1.27,34005
34,6,203,3,1.48,197,97.04,0,0.0,34006
34,7,398,3,0.75,392,98.49,0,0.0,34007
34,8,349,4,1.15,340,97.42,1,0.29,34008
34,9,256,6,2.34,241,94.14,2,0.78,34009
34,10,328,2,0.61,321,97.87,0,0.0,34010
34,11,237,3,1.27,227,95.78,3,1.27,34011
34,12,385,3,0.78,375,97.4,2,0.52,34012
34,13,385,7,1.82,376,97.66,0,0.0,34013
34,14,249,2,0.8,242,97.19,1,0.4,34014
34,15,284,2,0.7,273,96.13,1,0.35,34015
34,16,246,3,1.22,236,95.93,3,1.22,34016
34,17,302,7,2.32,291,96.36,0,0.0,34017
34,18,221,3,1.36,212,95.93,1,0.45,34018
34,19,70,2,2.86,68,97.14,0,0.0,34019
34,20,473,6,1.27,463,97.89,0,0.0,34020
34,21,322,2,0.62,316,98.14,0,0.0,34021
34,22,365,5,1.37,348,95.34,5,1.37,34022
34,23,301,5,1.66,292,97.01,1,0.33,34023
34,24,294,4,1.36,282,95.92,1,0.34,34024
34,25,363,2,0.55,358,98.62,0,0.0,34025
34,26,209,0,0.0,202,96.65,3,1.44,34026
34,27,278,5,1.8,268,96.4,2,0.72,34027
34,28,206,2,0.97,197,95.63,2,0.97,34028
34,29,325,2,0.62,320,98.46,1,0.31,34029
34,30,383,5,1.31,365,95.3,3,0.78,34030
34,31,190,1,0.53,184,96.84,2,1.05,34031
34,32,202,1,0.5,199,98.51,0,0.0,34032
34,33,178,1,0.56,172,96.63,2,1.12,34033
34,34,383,3,0.78,376,98.17,0,0.0,34034
34,35,379,3,0.79,372,98.15,1,0.26,34035
34,36,362,6,1.66,343,94.75,3,0.83,34036
34,37,312,5,1.6,304,97.44,1,0.32,34037
34,38,272,2,0.74,266,97.79,2,0.74,34038
34,39,256,2,0.78,248,96.88,2,0.78,34039
34,40,350,6,1.71,335,95.71,2,0.57,34040
34,41,195,4,2.05,185,94.87,1,0.51,34041
34,42,388,3,0.77,377,97.16,1,0.26,34042
34,43,473,10,2.11,458,96.83,0,0.0,34043
34,44,360,1,0.28,344,95.56,4,1.11,34044
34,45,308,2,0.65,305,99.03,0,0.0,34045
34,46,311,2,0.64,308,99.04,0,0.0,34046
34,47,207,2,0.97,202,97.58,0,0.0,34047
34,48,417,1,0.24,408,97.84,3,0.72,34048
34,49,435,1,0.23,429,98.62,0,0.0,34049
34,50,319,5,1.57,313,98.12,1,0.31,34050
34,51,507,6,1.18,495,97.63,2,0.39,34051
34,52,280,2,0.71,273,97.5,0,0.0,34052
34,53,215,2,0.93,209,97.21,0,0.0,34053
34,54,257,5,1.95,248,96.5,1,0.39,34054
34,55,370,7,1.89,350,94.59,4,1.08,34055
34,56,180,1,0.56,175,97.22,3,1.67,34056
34,57,304,1,0.33,302,99.34,1,0.33,34057
34,58,338,1,0.3,328,97.04,3,0.89,34058
34,59,354,3,0.85,345,97.46,1,0.28,34059
34,60,343,3,0.87,334,97.38,3,0.87,34060
34,61,280,10,3.57,260,92.86,4,1.43,34061
35,1,329,39,11.85,262,79.64,7,2.13,35001
35,2,238,16,6.72,206,86.55,1,0.42,35002
35,3,240,24,10.0,188,78.33,4,1.67,35003
35,4,303,44,14.52,236,77.89,5,1.65,35004
35,5,282,19,6.74,239,84.75,6,2.13,35005
35,6,276,43,15.58,205,74.28,7,2.54,35006
35,7,350,39,11.14,274,78.29,9,2.57,35007
35,8,252,24,9.52,208,82.54,4,1.59,35008
35,9,293,29,9.9,245,83.62,2,0.68,35009
35,10,298,33,11.07,237,79.53,5,1.68,35010
35,11,271,38,14.02,216,79.7,3,1.11,35011
35,12,363,43,11.85,280,77.13,9,2.48,35012
35,13,82,13,15.85,65,79.27,0,0.0,35013
35,14,320,25,7.81,274,85.63,3,0.94,35014
35,15,270,22,8.15,219,81.11,1,0.37,35015
35,16,320,25,7.81,268,83.75,5,1.56,35016
35,17,317,34,10.73,253,79.81,6,1.89,35017
35,18,358,40,11.17,293,81.84,2,0.56,35018
35,19,314,18,5.73,262,83.44,7,2.23,35019
35,20,273,25,9.16,226,82.78,4,1.47,35020
35,21,275,25,9.09,223,81.09,4,1.45,35021
35,22,108,7,6.48,95,87.96,2,1.85,35022
35,23,155,8,5.16,135,87.1,2,1.29,35023
35,24,166,14,8.43,142,85.54,3,1.81,35024
35,25,340,35,10.29,273,80.29,5,1.47,35025
35,26,339,43,12.68,280,82.6,4,1.18,35026
35,27,357,44,12.32,285,79.83,7,1.96,35027
35,28,344,24,6.98,292,84.88,4,1.16,35028
35,29,372,45,12.1,293,78.76,3,0.81,35029
35,30,412,31,7.52,331,80.34,7,1.7,35030
35,31,161,17,10.56,131,81.37,3,1.86,35031
35,32,155,10,6.45,133,85.81,0,0.0,35032
35,33,261,34,13.03,211,80.84,7,2.68,35033
35,34,338,31,9.17,269,79.59,4,1.18,35034
35,35,259,24,9.27,219,84.56,2,0.77,35035
35,36,203,28,13.79,154,75.86,4,1.97,35036
36,1,210,30,14.29,170,80.95,2,0.95,36001
36,2,232,41,17.67,188,81.03,0,0.0,36002
36,3,396,35,8.84,347,87.63,2,0.51,36003
36,4,158,19,12.03,132,83.54,0,0.0,36004
36,5,214,54,25.23,155,72.43,1,0.47,36005
36,6,235,39,16.6,185,78.72,3,1.28,36006
36,7,199,48,24.12,143,71.86,4,2.01,36007
36,8,263,56,21.29,197,74.9,3,1.14,36008
36,9,241,49,20.33,184,76.35,4,1.66,36009
36,10,184,37,20.11,143,77.72,1,0.54,36010
36,11,345,77,22.32,260,75.36,3,0.87,36011
36,12,183,49,26.78,128,69.95,3,1.64,36012
36,13,350,76,21.71,266,76.0,4,1.14,36013
36,14,255,32,12.55,213,83.53,1,0.39,36014
36,15,234,49,20.94,172,73.5,2,0.85,36015
36,16,392,41,10.46,339,86.48,3,0.77,36016
36,17,254,66,25.98,181,71.26,1,0.39,36017
36,18,321,99,30.84,219,68.22,2,0.62,36018
36,19,266,45,16.92,211,79.32,3,1.13,36019
36,20,350,65,18.57,276,78.86,3,0.86,36020
36,21,443,106,23.93,327,73.81,2,0.45,36021
36,22,369,77,20.87,279,75.61,3,0.81,36022
36,23,129,8,6.2,119,92.25,2,1.55,36023
36,24,315,15,4.76,296,93.97,2,0.63,36024
36,25,190,44,23.16,138,72.63,2,1.05,36025
36,26,293,80,27.3,198,67.58,9,3.07,36026
36,27,145,28,19.31,108,74.48,4,2.76,36027
36,28,224,52,23.21,167,74.55,3,1.34,36028
36,29,220,43,19.55,170,77.27,1,0.45,36029
36,30,330,90,27.27,233,70.61,3,0.91,36030
36,31,287,64,22.3,210,73.17,5,1.74,36031
36,32,255,58,22.75,181,70.98,3,1.18,36032
36,33,204,27,13.24,168,82.35,2,0.98,36033
36,34,209,73,34.93,128,61.24,5,2.39,36034
36,35,294,63,21.43,223,75.85,6,2.04,36035
36,36,231,42,18.18,178,77.06,4,1.73,36036
36,37,242,57,23.55,171,70.66,10,4.13,36037
36,38,163,34,20.86,117,71.78,5,3.07,36038
36,39,253,69,27.27,178,70.36,1,0.4,36039
36,40,303,86,28.38,204,67.33,7,2.31,36040
36,41,214,42,19.63,166,77.57,3,1.4,36041
36,42,240,58,24.17,168,70.0,7,2.92,36042
36,43,233,42,18.03,177,75.97,5,2.15,36043
36,44,310,36,11.61,262,84.52,4,1.29,36044
36,45,253,30,11.86,213,84.19,2,0.79,36045
36,46,212,47,22.17,158,74.53,1,0.47,36046
36,47,167,30,17.96,131,78.44,3,1.8,36047
36,48,213,55,25.82,151,70.89,4,1.88,36048
36,49,344,90,26.16,246,71.51,3,0.87,36049
36,50,222,49,22.07,164,73.87,5,2.25,36050
36,51,236,27,11.44,200,84.75,4,1.69,36051
36,52,258,50,19.38,199,77.13,1,0.39,36052
36,53,167,41,24.55,118,70.66,4,2.4,36053
36,54,360,26,7.22,328,91.11,3,0.83,36054
36,55,383,59,15.4,311,81.2,6,1.57,36055
37,1,162,15,9.26,144,88.89,2,1.23,37001
37,2,260,4,1.54,250,96.15,3,1.15,37002
37,3,190,6,3.16,182,95.79,1,0.53,37003
37,4,315,5,1.59,305,96.83,1,0.32,37004
37,5,321,5,1.56,313,97.51,1,0.31,37005
37,6,323,2,0.62,318,98.45,1,0.31,37006
37,7,340,4,1.18,331,97.35,0,0.0,37007
37,8,247,6,2.43,239,96.76,2,0.81,37008
37,9,280,2,0.71,271,96.79,0,0.0,37009
37,10,278,10,3.6,263,94.6,2,0.72,37010
37,11,98,9,9.18,83,84.69,4,4.08,37011
37,12,208,4,1.92,197,94.71,4,1.92,37012
37,13,253,2,0.79,248,98.02,1,0.4,37013
37,14,363,2,0.55,360,99.17,0,0.0,37014
37,15,293,1,0.34,289,98.63,0,0.0,37015
37,16,322,6,1.86,312,96.89,2,0.62,37016
37,17,261,1,0.38,255,97.7,1,0.38,37017
37,18,335,1,0.3,325,97.01,2,0.6,37018
37,19,160,9,5.63,149,93.13,0,0.0,37019
37,20,280,2,0.71,271,96.79,4,1.43,37020
37,21,291,2,0.69,278,95.53,5,1.72,37021
37,22,182,5,2.75,175,96.15,1,0.55,37022
37,23,223,0,0.0,220,98.65,0,0.0,37023
37,24,279,5,1.79,269,96.42,1,0.36,37024
37,25,333,7,2.1,318,95.5,3,0.9,37025
37,26,336,1,0.3,327,97.32,1,0.3,37026
37,27,326,3,0.92,316,96.93,2,0.61,37027
37,28,277,8,2.89,262,94.58,4,1.44,37028
37,29,315,1,0.32,310,98.41,2,0.63,37029
37,30,194,4,2.06,184,94.85,1,0.52,37030
37,31,296,1,0.34,290,97.97,0,0.0,37031
37,32,300,1,0.33,293,97.67,2,0.67,37032
37,33,259,1,0.39,251,96.91,3,1.16,37033
37,34,319,6,1.88,311,97.49,0,0.0,37034
37,35,296,5,1.69,287,96.96,1,0.34,37035
37,36,260,4,1.54,250,96.15,1,0.38,37036
37,37,262,1,0.38,252,96.18,2,0.76,37037
37,38,314,2,0.64,307,97.77,1,0.32,37038
37,39,219,20,9.13,188,85.84,6,2.74,37039
37,40,275,3,1.09,266,96.73,2,0.73,37040
37,41,346,4,1.16,333,96.24,1,0.29,37041
37,42,176,10,5.68,161,91.48,1,0.57,37042
37,43,245,8,3.27,233,95.1,2,0.82,37043
38,1,282,50,17.73,215,76.24,5,1.77,38001
38,2,203,39,19.21,155,76.35,3,1.48,38002
38,3,201,48,23.88,144,71.64,5,2.49,38003
38,4,146,23,15.75,113,77.4,4,2.74,38004
38,5,442,76,17.19,343,77.6,7,1.58,38005
38,6,230,41,17.83,179,77.83,2,0.87,38006
38,7,290,53,18.28,225,77.59,7,2.41,38007
38,8,185,49,26.49,128,69.19,3,1.62,38008
38,9,279,61,21.86,209,74.91,4,1.43,38009
38,10,340,55,16.18,265,77.94,6,1.76,38010
38,11,189,38,20.11,140,74.07,3,1.59,38011
38,12,248,52,20.97,193,77.82,2,0.81,38012
38,13,227,41,18.06,178,78.41,5,2.2,38013
38,14,204,36,17.65,159,77.94,6,2.94,38014
38,15,174,31,17.82,133,76.44,2,1.15,38015
38,16,238,39,16.39,191,80.25,2,0.84,38016
38,17,196,23,11.73,167,85.2,4,2.04,38017
38,18,255,62,24.31,179,70.2,8,3.14,38018
38,19,293,56,19.11,225,76.79,4,1.37,38019
38,20,347,65,18.73,263,75.79,5,1.44,38020
38,21,232,60,25.86,160,68.97,4,1.72,38021
38,22,253,56,22.13,183,72.33,6,2.37,38022
38,23,184,36,19.57,134,72.83,3,1.63,38023
38,24,167,27,16.17,136,81.44,3,1.8,38024
38,25,208,31,14.9,170,81.73,3,1.44,38025
38,26,182,38,20.88,136,74.73,1,0.55,38026
38,27,150,33,22.0,109,72.67,2,1.33,38027
38,28,189,30,15.87,154,81.48,2,1.06,38028
38,29,207,29,14.01,166,80.19,3,1.45,38029
38,30,224,42,18.75,174,77.68,4,1.79,38030
38,31,269,34,12.64,223,82.9,1,0.37,38031
38,32,290,64,22.07,221,76.21,0,0.0,38032
38,33,203,38,18.72,153,75.37,2,0.99,38033
38,34,151,22,14.57,123,81.46,3,1.99,38034
38,35,297,58,19.53,228,76.77,4,1.35,38035
38,36,243,51,20.99,187,76.95,2,0.82,38036
38,37,247,44,17.81,195,78.95,3,1.21,38037
38,38,280,72,25.71,198,70.71,5,1.79,38038
38,39,242,42,17.36,193,79.75,2,0.83,38039
38,40,203,43,21.18,149,73.4,3,1.48,38040
38,41,352,68,19.32,261,74.15,7,1.99,38041
38,42,279,46,16.49,214,76.7,8,2.87,38042
38,43,263,47,17.87,196,74.52,4,1.52,38043
38,44,258,56,21.71,190,73.64,1,0.39,38044
38,45,305,55,18.03,243,79.67,4,1.31,38045
38,46,229,41,17.9,181,79.04,1,0.44,38046
38,47,243,39,16.05,186,76.54,5,2.06,38047
38,48,240,33,13.75,199,82.92,4,1.67,38048
38,49,251,57,22.71,186,74.1,4,1.59,38049
38,50,261,65,24.9,187,71.65,6,2.3,38050
38,51,188,31,16.49,151,80.32,3,1.6,38051
38,52,261,49,18.77,205,78.54,1,0.38,38052
38,53,54,11,20.37,41,75.93,0,0.0,38053
39,1,276,73,26.45,195,70.65,3,1.09,39001
39,2,437,172,39.36,250,57.21,7,1.6,39002
39,3,297,70,23.57,220,74.07,3,1.01,39003
39,4,232,62,26.72,163,70.26,5,2.16,39004
39,5,214,32,14.95,172,80.37,3,1.4,39005
39,6,298,73,24.5,218,73.15,1,0.34,39006
39,7,186,26,13.98,147,79.03,4,2.15,39007
39,8,286,43,15.03,228,79.72,2,0.7,39008
39,9,327,71,21.71,243,74.31,6,1.83,39009
39,10,220,20,9.09,188,85.45,5,2.27,39010
39,11,307,49,15.96,249,81.11,3,0.98,39011
39,12,242,23,9.5,212,87.6,3,1.24,39012
39,13,176,30,17.05,133,75.57,4,2.27,39013
39,14,293,30,10.24,235,80.2,7,2.39,39014
39,15,269,79,29.37,184,68.4,3,1.12,39015
39,16,212,35,16.51,169,79.72,3,1.42,39016
39,17,232,31,13.36,190,81.9,1,0.43,39017
39,18,311,56,18.01,237,76.21,1,0.32,39018
39,19,181,29,16.02,145,80.11,2,1.1,39019
39,20,277,83,29.96,184,66.43,5,1.81,39020
39,21,184,26,14.13,148,80.43,3,1.63,39021
39,22,264,28,10.61,228,86.36,5,1.89,39022
39,23,163,18,11.04,141,86.5,2,1.23,39023
39,24,251,24,9.56,219,87.25,1,0.4,39024
39,25,311,64,20.58,233,74.92,7,2.25,39025
39,26,294,93,31.63,193,65.65,2,0.68,39026
39,27,295,40,13.56,235,79.66,2,0.68,39027
39,28,320,55,17.19,256,80.0,4,1.25,39028
39,29,283,40,14.13,219,77.39,5,1.77,39029
39,30,169,18,10.65,145,85.8,1,0.59,39030
39,31,200,38,19.0,155,77.5,2,1.0,39031
39,32,202,43,21.29,154,76.24,3,1.49,39032
39,33,345,58,16.81,275,79.71,3,0.87,39033
39,34,337,47,13.95,265,78.64,8,2.37,39034
39,35,330,52,15.76,258,78.18,6,1.82,39035
39,36,224,44,19.64,172,76.79,5,2.23,39036
39,37,408,103,25.25,293,71.81,3,0.74,39037
39,38,319,87,27.27,220,68.97,3,0.94,39038
39,39,117,11,9.4,101,86.32,2,1.71,39039
39,40,193,63,32.64,127,65.8,1,0.52,39040
39,41,118,18,15.25,95,80.51,2,1.69,39041
39,42,246,67,27.24,176,71.54,2,0.81,39042
39,43,280,56,20.0,203,72.5,4,1.43,39043
39,44,383,57,14.88,303,79.11,6,1.57,39044
39,45,166,18,10.84,142,85.54,1,0.6,39045
39,46,236,35,14.83,189,80.08,1,0.42,39046
39,47,186,45,24.19,138,74.19,0,0.0,39047
40,1,183,26,14.21,145,79.23,1,0.55,40001
40,2,173,31,17.92,132,76.3,2,1.16,40002
40,3,277,21,7.58,237,85.56,4,1.44,40003
40,4,274,30,10.95,233,85.04,3,1.09,40004
40,5,319,46,14.42,257,80.56,3,0.94,40005
40,6,295,22,7.46,242,82.03,11,3.73,40006
40,7,300,23,7.67,255,85.0,1,0.33,40007
40,8,84,17,20.24,65,77.38,0,0.0,40008
40,9,261,38,14.56,212,81.23,4,1.53,40009
40,10,303,54,17.82,240,79.21,3,0.99,40010
40,11,241,24,9.96,202,83.82,3,1.24,40011
40,12,200,11,5.5,181,90.5,0,0.0,40012
40,13,345,25,7.25,304,88.12,4,1.16,40013
40,14,301,45,14.95,244,81.06,3,1.0,40014
40,15,254,35,13.78,212,83.46,1,0.39,40015
40,16,290,41,14.14,233,80.34,7,2.41,40016
40,17,131,20,15.27,104,79.39,0,0.0,40017
40,18,304,44,14.47,246,80.92,4,1.32,40018
40,19,265,38,14.34,214,80.75,3,1.13,40019
40,20,246,37,15.04,199,80.89,3,1.22,40020
40,21,257,32,12.45,208,80.93,2,0.78,40021
40,22,184,24,13.04,155,84.24,3,1.63,40022
40,23,372,35,9.41,316,84.95,6,1.61,40023
40,24,174,39,22.41,128,73.56,1,0.57,40024
40,25,202,32,15.84,161,79.7,3,1.49,40025
40,26,325,19,5.85,284,87.38,2,0.62,40026
40,27,230,17,7.39,201,87.39,2,0.87,40027
40,28,328,31,9.45,283,86.28,3,0.91,40028
40,29,306,54,17.65,242,79.08,2,0.65,40029
40,30,306,55,17.97,237,77.45,1,0.33,40030
40,31,230,46,20.0,175,76.09,2,0.87,40031
40,32,155,34,21.94,116,74.84,1,0.65,40032
40,33,277,30,10.83,229,82.67,6,2.17,40033
40,34,167,26,15.57,137,82.04,1,0.6,40034
40,35,291,64,21.99,216,74.23,3,1.03,40035
40,36,310,45,14.52,250,80.65,2,0.65,40036
40,37,222,28,12.61,187,84.23,3,1.35,40037
40,38,151,20,13.25,121,80.13,2,1.32,40038
40,39,205,25,12.2,167,81.46,2,0.98,40039
40,40,175,27,15.43,142,81.14,2,1.14,40040
40,41,355,31,8.73,304,85.63,3,0.85,40041
40,42,323,43,13.31,261,80.8,4,1.24,40042
40,43,324,35,10.8,266,82.1,7,2.16,40043
40,44,176,26,14.77,146,82.95,1,0.57,40044
40,45,444,70,15.77,355,79.95,5,1.13,40045
40,46,364,44,12.09,300,82.42,4,1.1,40046
40,47,275,16,5.82,243,88.36,3,1.09,40047
40,48,174,50,28.74,121,69.54,2,1.15,40048
40,49,189,36,19.05,147,77.78,2,1.06,40049
41,1,417,134,32.13,269,64.51,3,0.72,41001
41,2,436,104,23.85,317,72.71,8,1.83,41002
41,3,354,106,29.94,233,65.82,7,1.98,41003
41,4,413,126,30.51,267,64.65,11,2.66,41004
41,5,485,137,28.25,325,67.01,8,1.65,41005
41,6,346,94,27.17,240,69.36,4,1.16,41006
41,7,466,123,26.39,320,68.67,7,1.5,41007
41,8,401,141,35.16,244,60.85,4,1.0,41008
41,9,405,111,27.41,277,68.4,7,1.73,41009
41,10,344,102,29.65,227,65.99,3,0.87,41010
41,11,393,126,32.06,253,64.38,4,1.02,41011
41,12,369,86,23.31,272,73.71,5,1.36,41012
41,13,226,69,30.53,146,64.6,4,1.77,41013
41,14,390,89,22.82,290,74.36,3,0.77,41014
41,15,440,119,27.05,307,69.77,8,1.82,41015
41,16,387,94,24.29,271,70.03,9,2.33,41016
41,17,397,103,25.94,277,69.77,7,1.76,41017
