ward,precinct,total,Yes,Yes Percent,No,No Percent,precinct_id
1,1,181,143,79.01,38,20.99,01001
1,2,178,155,87.08,23,12.92,01002
1,3,136,116,85.29,20,14.71,01003
1,4,165,136,82.42,29,17.58,01004
1,5,162,134,82.72,28,17.28,01005
1,6,163,127,77.91,36,22.09,01006
1,7,182,146,80.22,36,19.78,01007
1,8,178,146,82.02,32,17.98,01008
1,9,159,128,80.5,31,19.5,01009
1,10,186,157,84.41,29,15.59,01010
1,11,148,125,84.46,23,15.54,01011
1,12,200,156,78.0,44,22.0,01012
1,13,217,173,79.72,44,20.28,01013
1,14,184,150,81.52,34,18.48,01014
1,15,123,98,79.67,25,20.33,01015
1,16,62,50,80.65,12,19.35,01016
1,17,99,88,88.89,11,11.11,01017
1,18,134,106,79.1,28,20.9,01018
1,19,100,77,77.0,23,23.0,01019
1,20,159,127,79.87,32,20.13,01020
1,21,132,103,78.03,29,21.97,01021
1,22,119,99,83.19,20,16.81,01022
1,23,146,115,78.77,31,21.23,01023
1,24,247,200,80.97,47,19.03,01024
1,25,111,87,78.38,24,21.62,01025
1,26,173,139,80.35,34,19.65,01026
1,27,123,89,72.36,34,27.64,01027
1,28,84,59,70.24,25,29.76,01028
1,29,184,143,77.72,41,22.28,01029
1,30,235,185,78.72,50,21.28,01030
1,31,218,161,73.85,57,26.15,01031
1,32,126,97,76.98,29,23.02,01032
1,33,174,130,74.71,44,25.29,01033
1,34,129,97,75.19,32,24.81,01034
1,35,166,145,87.35,21,12.65,01035
1,36,187,151,80.75,36,19.25,01036
1,37,122,98,80.33,24,19.67,01037
1,38,110,90,81.82,20,18.18,01038
1,39,151,116,76.82,35,23.18,01039
1,40,98,76,77.55,22,22.45,01040
1,41,125,100,80.0,25,20.0,01041
1,42,126,103,81.75,23,18.25,01042
1,43,146,116,79.45,30,20.55,01043
1,44,137,115,83.94,22,16.06,01044
1,45,145,120,82.76,25,17.24,01045
1,46,196,158,80.61,38,19.39,01046
1,47,161,119,73.91,42,26.09,01047
1,48,97,72,74.23,25,25.77,01048
1,49,97,79,81.44,18,18.56,01049
1,50,111,88,79.28,23,20.72,01050
2,1,494,394,79.76,100,20.24,02001
2,2,67,53,79.1,14,20.9,02002
2,3,254,198,77.95,56,22.05,02003
2,4,151,119,78.81,32,21.19,02004
2,5,195,161,82.56,34,17.44,02005
2,6,370,298,80.54,72,19.46,02006
2,7,248,204,82.26,44,17.74,02007
2,8,308,249,80.84,59,19.16,02008
2,9,193,158,81.87,35,18.13,02009
2,10,106,93,87.74,13,12.26,02010
2,11,345,285,82.61,60,17.39,02011
2,12,383,287,74.93,96,25.07,02012
2,13,221,179,81.0,42,19.0,02013
2,14,291,232,79.73,59,20.27,02014
2,15,121,98,80.99,23,19.01,02015
2,16,354,285,80.51,69,19.49,02016
2,17,172,135,78.49,37,21.51,02017
2,18,258,220,85.27,38,14.73,02018
2,19,406,310,76.35,96,23.65,02019
2,20,309,267,86.41,42,13.59,02020
2,21,203,168,82.76,35,17.24,02021
2,22,353,294,83.29,59,16.71,02022
2,23,147,106,72.11,41,27.89,02023
2,24,146,120,82.19,26,17.81,02024
2,25,292,242,82.88,50,17.12,02025
2,26,225,172,76.44,53,23.56,02026
2,27,166,134,80.72,32,19.28,02027
2,28,174,136,78.16,38,21.84,02028
2,29,111,97,87.39,14,12.61,02029
2,30,254,209,82.28,45,17.72,02030
2,31,213,179,84.04,34,15.96,02031
2,32,106,88,83.02,18,16.98,02032
2,33,122,97,79.51,25,20.49,02033
2,34,130,103,79.23,27,20.77,02034
2,35,61,47,77.05,14,22.95,02035
2,36,364,308,84.62,56,15.38,02036
2,37,216,179,82.87,37,17.13,02037
2,38,407,328,80.59,79,19.41,02038
2,39,228,178,78.07,50,21.93,02039
2,40,492,414,84.15,78,15.85,02040
2,41,115,96,83.48,19,16.52,02041
2,42,89,70,78.65,19,21.35,02042
2,43,281,232,82.56,49,17.44,02043
2,44,135,117,86.67,18,13.33,02044
2,45,200,149,74.5,51,25.5,02045
2,46,293,236,80.55,57,19.45,02046
2,47,137,106,77.37,31,22.63,02047
2,48,105,82,78.1,23,21.9,02048
2,49,220,181,82.27,39,17.73,02049
2,50,143,115,80.42,28,19.58,02050
2,51,163,124,76.07,39,23.93,02051
2,52,228,178,78.07,50,21.93,02052
2,53,254,208,81.89,46,18.11,02053
2,54,264,221,83.71,43,16.29,02054
2,55,148,122,82.43,26,17.57,02055
2,56,170,134,78.82,36,21.18,02056
3,1,147,113,76.87,34,23.13,03001
3,2,220,182,82.73,38,17.27,03002
3,3,238,196,82.35,42,17.65,03003
3,4,155,123,79.35,32,20.65,03004
3,5,153,129,84.31,24,15.69,03005
3,6,36,25,69.44,11,30.56,03006
3,7,142,114,80.28,28,19.72,03007
3,8,185,145,78.38,40,21.62,03008
3,9,190,158,83.16,32,16.84,03009
3,10,62,49,79.03,13,20.97,03010
3,11,217,179,82.49,38,17.51,03011
3,12,153,120,78.43,33,21.57,03012
3,13,111,86,77.48,25,22.52,03013
3,14,77,56,72.73,21,27.27,03014
3,15,176,148,84.09,28,15.91,03015
3,16,165,135,81.82,30,18.18,03016
3,17,87,68,78.16,19,21.84,03017
3,18,92,72,78.26,20,21.74,03018
3,19,54,37,68.52,17,31.48,03019
3,20,139,120,86.33,19,13.67,03020
3,21,66,53,80.3,13,19.7,03021
3,22,86,65,75.58,21,24.42,03022
3,23,172,138,80.23,34,19.77,03023
3,24,252,207,82.14,45,17.86,03024
3,25,105,91,86.67,14,13.33,03025
3,26,52,45,86.54,7,13.46,03026
3,27,194,150,77.32,44,22.68,03027
3,28,406,321,79.06,85,20.94,03028
3,29,156,129,82.69,27,17.31,03029
3,30,115,97,84.35,18,15.65,03030
3,31,233,174,74.68,59,25.32,03031
3,32,151,124,82.12,27,17.88,03032
3,33,239,188,78.66,51,21.34,03033
3,34,157,132,84.08,25,15.92,03034
3,35,178,143,80.34,35,19.66,03035
3,36,59,49,83.05,10,16.95,03036
3,37,89,77,86.52,12,13.48,03037
3,38,241,203,84.23,38,15.77,03038
3,39,220,196,89.09,24,10.91,03039
3,40,183,151,82.51,32,17.49,03040
3,41,121,105,86.78,16,13.22,03041
3,42,124,97,78.23,27,21.77,03042
3,43,28,21,75.0,7,25.0,03043
3,44,64,45,70.31,19,29.69,03044
3,45,268,219,81.72,49,18.28,03045
3,46,30,25,83.33,5,16.67,03046
3,47,91,70,76.92,21,23.08,03047
3,48,91,74,81.32,17,18.68,03048
3,49,69,53,76.81,16,23.19,03049
3,50,94,69,73.4,25,26.6,03050
4,1,343,291,84.84,52,15.16,04001
4,2,328,268,81.71,60,18.29,04002
4,3,248,196,79.03,52,20.97,04003
4,4,206,167,81.07,39,18.93,04004
4,5,293,224,76.45,69,23.55,04005
4,6,96,75,78.13,21,21.88,04006
4,7,271,219,80.81,52,19.19,04007
4,8,274,233,85.04,41,14.96,04008
4,9,394,338,85.79,56,14.21,04009
4,10,254,210,82.68,44,17.32,04010
4,11,201,164,81.59,37,18.41,04011
4,12,151,119,78.81,32,21.19,04012
4,13,183,153,83.61,30,16.39,04013
4,14,172,131,76.16,41,23.84,04014
4,15,200,160,80.0,40,20.0,04015
4,16,250,205,82.0,45,18.0,04016
4,17,221,188,85.07,33,14.93,04017
4,18,209,167,79.9,42,20.1,04018
4,19,202,163,80.69,39,19.31,04019
4,20,195,163,83.59,32,16.41,04020
4,21,312,270,86.54,42,13.46,04021
4,22,241,203,84.23,38,15.77,04022
4,23,191,169,88.48,22,11.52,04023
4,24,231,191,82.68,40,17.32,04024
4,25,237,205,86.5,32,13.5,04025
4,26,243,196,80.66,47,19.34,04026
4,27,204,184,90.2,20,9.8,04027
4,28,126,111,88.1,15,11.9,04028
4,29,207,179,86.47,28,13.53,04029
4,30,176,143,81.25,33,18.75,04030
4,31,125,104,83.2,21,16.8,04031
4,32,248,209,84.27,39,15.73,04032
4,33,224,189,84.38,35,15.63,04033
4,34,167,140,83.83,27,16.17,04034
4,35,152,122,80.26,30,19.74,04035
4,36,178,145,81.46,33,18.54,04036
4,37,5,3,60.0,2,40.0,04037
4,38,338,282,83.43,56,16.57,04038
4,39,145,119,82.07,26,17.93,04039
4,40,242,191,78.93,51,21.07,04040
4,41,109,101,92.66,8,7.34,04041
4,42,262,217,82.82,45,17.18,04042
4,43,140,118,84.29,22,15.71,04043
4,44,121,104,85.95,17,14.05,04044
4,45,323,269,83.28,54,16.72,04045
4,46,192,156,81.25,36,18.75,04046
4,47,313,268,85.62,45,14.38,04047
4,48,280,228,81.43,52,18.57,04048
4,49,153,113,73.86,40,26.14,04049
4,50,206,174,84.47,32,15.53,04050
4,51,208,174,83.65,34,16.35,04051
4,52,213,178,83.57,35,16.43,04052
5,1,236,198,83.9,38,16.1,05001
5,2,165,143,86.67,22,13.33,05002
5,3,111,95,85.59,16,14.41,05003
5,4,144,120,83.33,24,16.67,05004
5,5,194,159,81.96,35,18.04,05005
5,6,248,192,77.42,56,22.58,05006
5,7,244,204,83.61,40,16.39,05007
5,8,232,207,89.22,25,10.78,05008
5,9,218,163,74.77,55,25.23,05009
5,10,176,146,82.95,30,17.05,05010
5,11,169,146,86.39,23,13.61,05011
5,12,125,103,82.4,22,17.6,05012
5,13,214,162,75.7,52,24.3,05013
5,14,289,250,86.51,39,13.49,05014
5,15,197,169,85.79,28,14.21,05015
5,16,154,131,85.06,23,14.94,05016
5,17,198,154,77.78,44,22.22,05017
5,18,211,159,75.36,52,24.64,05018
5,19,110,86,78.18,24,21.82,05019
5,20,102,92,90.2,10,9.8,05020
5,21,227,187,82.38,40,17.62,05021
5,22,191,160,83.77,31,16.23,05022
5,23,137,108,78.83,29,21.17,05023
5,24,166,147,88.55,19,11.45,05024
5,25,201,160,79.6,41,20.4,05025
5,26,213,172,80.75,41,19.25,05026
5,27,266,229,86.09,37,13.91,05027
5,28,232,201,86.64,31,13.36,05028
5,29,223,186,83.41,37,16.59,05029
5,30,169,154,91.12,15,8.88,05030
5,31,198,165,83.33,33,16.67,05031
5,32,334,286,85.63,48,14.37,05032
5,33,113,99,87.61,14,12.39,05033
5,34,242,196,80.99,46,19.01,05034
5,35,149,129,86.58,20,13.42,05035
5,36,116,97,83.62,19,16.38,05036
5,37,161,129,80.12,32,19.88,05037
5,38,191,172,90.05,19,9.95,05038
5,39,248,215,86.69,33,13.31,05039
5,40,219,173,79.0,46,21.0,05040
5,41,185,168,90.81,17,9.19,05041
5,42,205,168,81.95,37,18.05,05042
5,43,222,182,81.98,40,18.02,05043
5,44,245,213,86.94,32,13.06,05044
5,45,134,110,82.09,24,17.91,05045
5,46,188,149,79.26,39,20.74,05046
5,47,166,131,78.92,35,21.08,05047
5,48,138,113,81.88,25,18.12,05048
5,49,56,49,87.5,7,12.5,05049
5,50,160,129,80.63,31,19.38,05050
5,51,131,99,75.57,32,24.43,05051
5,52,9,7,77.78,2,22.22,05052
5,53,228,198,86.84,30,13.16,05053
5,54,284,238,83.8,46,16.2,05054
5,55,178,142,79.78,36,20.22,05055
6,1,233,196,84.12,37,15.88,06001
6,2,255,200,78.43,55,21.57,06002
6,3,206,174,84.47,32,15.53,06003
6,4,128,98,76.56,30,23.44,06004
6,5,111,87,78.38,24,21.62,06005
6,6,188,146,77.66,42,22.34,06006
6,7,217,170,78.34,47,21.66,06007
6,8,276,225,81.52,51,18.48,06008
6,9,209,172,82.3,37,17.7,06009
6,10,310,269,86.77,41,13.23,06010
6,11,199,163,81.91,36,18.09,06011
6,12,175,135,77.14,40,22.86,06012
6,13,188,150,79.79,38,20.21,06013
6,14,202,163,80.69,39,19.31,06014
6,15,139,105,75.54,34,24.46,06015
6,16,238,191,80.25,47,19.75,06016
6,17,262,208,79.39,54,20.61,06017
6,18,127,89,70.08,38,29.92,06018
6,19,241,173,71.78,68,28.22,06019
6,20,222,171,77.03,51,22.97,06020
6,21,205,144,70.24,61,29.76,06021
6,22,198,149,75.25,49,24.75,06022
6,23,135,107,79.26,28,20.74,06023
6,24,208,164,78.85,44,21.15,06024
6,25,140,116,82.86,24,17.14,06025
6,26,196,155,79.08,41,20.92,06026
6,27,254,205,80.71,49,19.29,06027
