ward,precinct,total,Paul Chialdikas,Paul Chialdikas Percent,Jimmy Lee Tillman II,Jimmy Lee Tillman II Percent,Mariyana T. Spyropoulos,Mariyana T. Spyropoulos Percent,Barbara McGowan,Barbara McGowan Percent,Michael A. Alvarez,Michael A. Alvarez Percent,Diana Horton,Diana Horton Percent,John ''Jack'' Ailey,John ''Jack'' Ailey Percent,Nadine Bopp,Nadine Bopp Percent,precinct_id
40,6,662,47,7.1,19,2.87,174,26.28,131,19.79,130,19.64,60,9.06,49,7.4,52,7.85,40006
40,7,698,38,5.44,22,3.15,153,21.92,150,21.49,155,22.21,64,9.17,47,6.73,69,9.89,40007
40,8,175,22,12.57,12,6.86,35,20.0,35,20.0,41,23.43,10,5.71,8,4.57,12,6.86,40008
40,9,533,54,10.13,31,5.82,136,25.52,115,21.58,138,25.89,24,4.5,16,3.0,19,3.56,40009
40,10,668,73,10.93,45,6.74,170,25.45,144,21.56,144,21.56,29,4.34,26,3.89,37,5.54,40010
40,11,529,31,5.86,18,3.4,128,24.2,119,22.5,120,22.68,45,8.51,23,4.35,45,8.51,40011
40,12,496,28,5.65,12,2.42,126,25.4,114,22.98,119,23.99,32,6.45,24,4.84,41,8.27,40012
40,13,794,45,5.67,27,3.4,195,24.56,184,23.17,159,20.03,72,9.07,48,6.05,64,8.06,40013
40,14,628,61,9.71,32,5.1,152,24.2,135,21.5,155,24.68,39,6.21,29,4.62,25,3.98,40014
40,15,574,54,9.41,25,4.36,154,26.83,141,24.56,148,25.78,17,2.96,16,2.79,19,3.31,40015
40,16,598,56,9.36,30,5.02,143,23.91,142,23.75,141,23.58,32,5.35,25,4.18,29,4.85,40016
40,17,293,34,11.6,12,4.1,73,24.91,54,18.43,63,21.5,25,8.53,16,5.46,16,5.46,40017
40,18,673,47,6.98,28,4.16,198,29.42,165,24.52,173,25.71,23,3.42,16,2.38,23,3.42,40018
40,19,560,55,9.82,38,6.79,148,26.43,122,21.79,129,23.04,32,5.71,19,3.39,17,3.04,40019
40,20,569,63,11.07,27,4.75,136,23.9,107,18.8,125,21.97,41,7.21,31,5.45,39,6.85,40020
40,21,605,60,9.92,26,4.3,151,24.96,129,21.32,135,22.31,42,6.94,31,5.12,31,5.12,40021
40,22,391,34,8.7,21,5.37,95,24.3,90,23.02,90,23.02,28,7.16,14,3.58,19,4.86,40022
40,23,823,61,7.41,24,2.92,192,23.33,196,23.82,180,21.87,64,7.78,51,6.2,55,6.68,40023
40,24,361,58,16.07,24,6.65,86,23.82,67,18.56,77,21.33,20,5.54,15,4.16,14,3.88,40024
40,25,410,55,13.41,30,7.32,108,26.34,86,20.98,97,23.66,12,2.93,13,3.17,9,2.2,40025
40,26,783,25,3.19,16,2.04,194,24.78,187,23.88,181,23.12,62,7.92,49,6.26,69,8.81,40026
40,27,519,33,6.36,16,3.08,126,24.28,116,22.35,128,24.66,45,8.67,30,5.78,25,4.82,40027
40,28,716,43,6.01,24,3.35,188,26.26,178,24.86,177,24.72,37,5.17,31,4.33,38,5.31,40028
40,29,696,96,13.79,40,5.75,173,24.86,137,19.68,165,23.71,33,4.74,25,3.59,27,3.88,40029
40,30,713,107,15.01,47,6.59,182,25.53,135,18.93,148,20.76,35,4.91,23,3.23,36,5.05,40030
40,31,521,66,12.67,33,6.33,139,26.68,108,20.73,123,23.61,21,4.03,14,2.69,17,3.26,40031
40,32,304,40,13.16,18,5.92,79,25.99,63,20.72,72,23.68,13,4.28,9,2.96,10,3.29,40032
40,33,627,51,8.13,26,4.15,153,24.4,139,22.17,149,23.76,37,5.9,30,4.78,42,6.7,40033
40,34,364,42,11.54,20,5.49,100,27.47,75,20.6,81,22.25,21,5.77,15,4.12,10,2.75,40034
40,35,562,75,13.35,34,6.05,140,24.91,114,20.28,122,21.71,29,5.16,23,4.09,25,4.45,40035
40,36,682,66,9.68,39,5.72,188,27.57,141,20.67,151,22.14,39,5.72,23,3.37,35,5.13,40036
40,37,512,37,7.23,27,5.27,133,25.98,123,24.02,117,22.85,33,6.45,19,3.71,23,4.49,40037
40,38,319,34,10.66,13,4.08,93,29.15,69,21.63,77,24.14,16,5.02,12,3.76,5,1.57,40038
40,39,456,37,8.11,21,4.61,114,25.0,110,24.12,97,21.27,32,7.02,24,5.26,21,4.61,40039
40,40,404,29,7.18,22,5.45,95,23.51,86,21.29,89,22.03,25,6.19,26,6.44,32,7.92,40040
40,41,791,50,6.32,25,3.16,187,23.64,183,23.14,170,21.49,59,7.46,42,5.31,75,9.48,40041
40,42,715,73,10.21,40,5.59,175,24.48,156,21.82,153,21.4,45,6.29,25,3.5,48,6.71,40042
40,43,696,52,7.47,29,4.17,156,22.41,161,23.13,162,23.28,51,7.33,36,5.17,49,7.04,40043
40,44,352,47,13.35,22,6.25,89,25.28,74,21.02,82,23.3,20,5.68,10,2.84,8,2.27,40044
40,45,953,99,10.39,54,5.67,220,23.08,204,21.41,208,21.83,63,6.61,39,4.09,66,6.93,40045
40,46,784,88,11.22,53,6.76,185,23.6,163,20.79,171,21.81,50,6.38,36,4.59,38,4.85,40046
40,47,638,36,5.64,16,2.51,161,25.24,141,22.1,154,24.14,42,6.58,29,4.55,59,9.25,40047
40,48,356,56,15.73,26,7.3,80,22.47,64,17.98,82,23.03,25,7.02,9,2.53,14,3.93,40048
40,49,360,35,9.72,23,6.39,87,24.17,73,20.28,85,23.61,24,6.67,17,4.72,16,4.44,40049
41,1,888,192,21.62,115,12.95,152,17.12,148,16.67,146,16.44,55,6.19,42,4.73,38,4.28,41001
41,2,950,187,19.68,112,11.79,183,19.26,178,18.74,171,18.0,47,4.95,41,4.32,31,3.26,41002
41,3,743,153,20.59,103,13.86,144,19.38,126,16.96,131,17.63,34,4.58,27,3.63,25,3.36,41003
41,4,865,179,20.69,91,10.52,169,19.54,152,17.57,169,19.54,43,4.97,36,4.16,26,3.01,41004
41,5,1025,191,18.63,103,10.05,207,20.2,182,17.76,206,20.1,54,5.27,41,4.0,41,4.0,41005
41,6,777,147,18.92,81,10.42,158,20.33,149,19.18,147,18.92,39,5.02,32,4.12,24,3.09,41006
41,7,962,197,20.48,102,10.6,183,19.02,165,17.15,179,18.61,52,5.41,41,4.26,43,4.47,41007
41,8,809,185,22.87,92,11.37,145,17.92,128,15.82,126,15.57,57,7.05,46,5.69,30,3.71,41008
41,9,807,165,20.45,91,11.28,158,19.58,135,16.73,156,19.33,48,5.95,32,3.97,22,2.73,41009
41,10,710,162,22.82,73,10.28,137,19.3,121,17.04,128,18.03,35,4.93,31,4.37,23,3.24,41010
41,11,847,178,21.02,102,12.04,159,18.77,156,18.42,162,19.13,45,5.31,26,3.07,19,2.24,41011
41,12,809,150,18.54,94,11.62,180,22.25,143,17.68,165,20.4,29,3.58,25,3.09,23,2.84,41012
41,13,473,107,22.62,57,12.05,93,19.66,80,16.91,88,18.6,16,3.38,18,3.81,14,2.96,41013
41,14,924,173,18.72,93,10.06,193,20.89,145,15.69,171,18.51,54,5.84,50,5.41,45,4.87,41014
41,15,962,198,20.58,98,10.19,172,17.88,179,18.61,176,18.3,61,6.34,47,4.89,31,3.22,41015
41,16,800,147,18.38,74,9.25,152,19.0,135,16.88,159,19.88,56,7.0,40,5.0,37,4.63,41016
41,17,858,172,20.05,89,10.37,163,19.0,147,17.13,156,18.18,60,6.99,37,4.31,34,3.96,41017
41,18,698,126,18.05,76,10.89,134,19.2,128,18.34,138,19.77,45,6.45,24,3.44,27,3.87,41018
41,19,951,196,20.61,95,9.99,207,21.77,154,16.19,186,19.56,46,4.84,36,3.79,31,3.26,41019
41,20,957,220,22.99,116,12.12,181,18.91,162,16.93,170,17.76,60,6.27,26,2.72,22,2.3,41020
41,21,871,171,19.63,92,10.56,174,19.98,174,19.98,168,19.29,37,4.25,34,3.9,21,2.41,41021
41,22,750,157,20.93,86,11.47,141,18.8,136,18.13,135,18.0,38,5.07,26,3.47,31,4.13,41022
41,23,702,129,18.38,71,10.11,153,21.79,139,19.8,131,18.66,41,5.84,24,3.42,14,1.99,41023
41,24,794,172,21.66,114,14.36,139,17.51,127,15.99,136,17.13,53,6.68,34,4.28,19,2.39,41024
41,25,328,61,18.6,30,9.15,80,24.39,64,19.51,64,19.51,14,4.27,6,1.83,9,2.74,41025
41,26,382,93,24.35,51,13.35,74,19.37,56,14.66,62,16.23,18,4.71,16,4.19,12,3.14,41026
41,27,257,57,22.18,30,11.67,52,20.23,54,21.01,46,17.9,9,3.5,2,0.78,7,2.72,41027
41,28,683,104,15.23,67,9.81,143,20.94,150,21.96,156,22.84,26,3.81,21,3.07,16,2.34,41028
41,29,420,69,16.43,37,8.81,103,24.52,90,21.43,91,21.67,11,2.62,9,2.14,10,2.38,41029
41,30,970,176,18.14,92,9.48,199,20.52,191,19.69,192,19.79,62,6.39,31,3.2,27,2.78,41030
41,31,909,184,20.24,90,9.9,176,19.36,175,19.25,166,18.26,48,5.28,41,4.51,29,3.19,41031
41,32,511,129,25.24,70,13.7,106,20.74,85,16.63,78,15.26,19,3.72,14,2.74,10,1.96,41032
41,33,598,129,21.57,77,12.88,116,19.4,99,16.56,106,17.73,30,5.02,23,3.85,18,3.01,41033
41,34,659,166,25.19,97,14.72,116,17.6,92,13.96,105,15.93,40,6.07,24,3.64,19,2.88,41034
41,35,975,202,20.72,105,10.77,175,17.95,157,16.1,170,17.44,66,6.77,52,5.33,48,4.92,41035
41,36,882,190,21.54,102,11.56,174,19.73,165,18.71,149,16.89,41,4.65,35,3.97,26,2.95,41036
41,37,984,225,22.87,135,13.72,184,18.7,160,16.26,162,16.46,46,4.67,50,5.08,22,2.24,41037
41,38,829,176,21.23,88,10.62,163,19.66,152,18.34,155,18.7,49,5.91,26,3.14,20,2.41,41038
41,39,569,108,18.98,63,11.07,103,18.1,95,16.7,113,19.86,37,6.5,29,5.1,21,3.69,41039
41,40,975,215,22.05,120,12.31,171,17.54,170,17.44,161,16.51,53,5.44,54,5.54,31,3.18,41040
41,41,861,184,21.37,96,11.15,169,19.63,144,16.72,165,19.16,47,5.46,31,3.6,25,2.9,41041
41,42,972,203,20.88,109,11.21,188,19.34,176,18.11,175,18.0,51,5.25,41,4.22,29,2.98,41042
41,43,807,176,21.81,104,12.89,161,19.95,143,17.72,144,17.84,36,4.46,26,3.22,17,2.11,41043
41,44,923,204,22.1,108,11.7,189,20.48,141,15.28,165,17.88,48,5.2,39,4.23,29,3.14,41044
41,45,821,148,18.03,83,10.11,170,20.71,152,18.51,175,21.32,41,4.99,29,3.53,23,2.8,41045
41,46,651,131,20.12,73,11.21,117,17.97,107,16.44,120,18.43,44,6.76,30,4.61,29,4.45,41046
41,47,770,170,22.08,88,11.43,154,20.0,125,16.23,140,18.18,46,5.97,29,3.77,18,2.34,41047
41,48,412,72,17.48,49,11.89,87,21.12,81,19.66,88,21.36,13,3.16,12,2.91,10,2.43,41048
41,49,925,207,22.38,123,13.3,151,16.32,156,16.86,163,17.62,43,4.65,48,5.19,34,3.68,41049
41,50,855,170,19.88,83,9.71,172,20.12,153,17.89,158,18.48,50,5.85,43,5.03,26,3.04,41050
41,51,565,102,18.05,62,10.97,115,20.35,102,18.05,116,20.53,27,4.78,22,3.89,19,3.36,41051
41,52,1032,240,23.26,127,12.31,187,18.12,145,14.05,187,18.12,64,6.2,45,4.36,37,3.59,41052
41,53,800,156,19.5,91,11.38,150,18.75,149,18.63,150,18.75,47,5.88,30,3.75,27,3.38,41053
41,54,617,118,19.12,60,9.72,118,19.12,95,15.4,116,18.8,48,7.78,37,6.0,25,4.05,41054
41,55,737,185,25.1,86,11.67,120,16.28,118,16.01,118,16.01,48,6.51,33,4.48,29,3.93,41055
41,56,1047,223,21.3,117,11.17,192,18.34,180,17.19,197,18.82,58,5.54,49,4.68,31,2.96,41056
41,57,720,163,22.64,79,10.97,148,20.56,119,16.53,129,17.92,35,4.86,19,2.64,28,3.89,41057
42,1,1036,187,18.05,108,10.42,248,23.94,179,17.28,225,21.72,47,4.54,20,1.93,22,2.12,42001
42,2,517,69,13.35,46,8.9,120,23.21,116,22.44,110,21.28,28,5.42,13,2.51,15,2.9,42002
42,3,667,103,15.44,62,9.3,147,22.04,132,19.79,144,21.59,36,5.4,23,3.45,20,3.0,42003
42,4,716,159,22.21,84,11.73,151,21.09,107,14.94,148,20.67,26,3.63,20,2.79,21,2.93,42004
42,5,666,101,15.17,53,7.96,157,23.57,133,19.97,139,20.87,30,4.5,22,3.3,31,4.65,42005
42,6,1166,192,16.47,103,8.83,275,23.58,232,19.9,249,21.36,55,4.72,32,2.74,28,2.4,42006
42,7,637,106,16.64,66,10.36,127,19.94,110,17.27,126,19.78,41,6.44,31,4.87,30,4.71,42007
42,8,927,184,19.85,93,10.03,204,22.01,147,15.86,191,20.6,43,4.64,33,3.56,32,3.45,42008
42,9,1845,289,15.66,171,9.27,388,21.03,320,17.34,375,20.33,126,6.83,91,4.93,85,4.61,42009
42,10,609,108,17.73,58,9.52,141,23.15,112,18.39,133,21.84,25,4.11,17,2.79,15,2.46,42010
42,11,821,173,21.07,111,13.52,173,21.07,134,16.32,151,18.39,36,4.38,21,2.56,22,2.68,42011
42,12,575,122,21.22,57,9.91,122,21.22,87,15.13,124,21.57,28,4.87,19,3.3,16,2.78,42012
42,13,1154,206,17.85,112,9.71,254,22.01,183,15.86,234,20.28,73,6.33,42,3.64,50,4.33,42013
42,14,768,138,17.97,85,11.07,161,20.96,135,17.58,148,19.27,43,5.6,30,3.91,28,3.65,42014
42,15,870,151,17.36,90,10.34,192,22.07,129,14.83,167,19.2,56,6.44,38,4.37,47,5.4,42015
42,16,522,103,19.73,51,9.77,123,23.56,98,18.77,116,22.22,15,2.87,6,1.15,10,1.92,42016
42,17,1168,161,13.78,91,7.79,270,23.12,242,20.72,238,20.38,65,5.57,53,4.54,48,4.11,42017
42,18,1553,286,18.42,143,9.21,334,21.51,255,16.42,289,18.61,101,6.5,72,4.64,73,4.7,42018
42,19,331,77,23.26,51,15.41,60,18.13,52,15.71,55,16.62,13,3.93,12,3.63,11,3.32,42019
42,20,410,65,15.85,43,10.49,85,20.73,87,21.22,76,18.54,24,5.85,15,3.66,15,3.66,42020
42,21,575,102,17.74,54,9.39,124,21.57,105,18.26,116,20.17,26,4.52,22,3.83,26,4.52,42021
42,22,611,143,23.4,88,14.4,108,17.68,93,15.22,104,17.02,31,5.07,25,4.09,19,3.11,42022
42,23,972,190,19.55,90,9.26,235,24.18,151,15.53,212,21.81,40,4.12,26,2.67,28,2.88,42023
42,24,830,156,18.8,85,10.24,180,21.69,152,18.31,161,19.4,50,6.02,25,3.01,21,2.53,42024
42,25,674,111,16.47,58,8.61,160,23.74,122,18.1,151,22.4,30,4.45,23,3.41,19,2.82,42025
42,26,733,81,11.05,48,6.55,179,24.42,174,23.74,171,23.33,33,4.5,23,3.14,24,3.27,42026
42,27,783,122,15.58,71,9.07,162,20.69,150,19.16,163,20.82,51,6.51,31,3.96,33,4.21,42027
42,28,763,125,16.38,68,8.91,184,24.12,150,19.66,159,20.84,25,3.28,22,2.88,30,3.93,42028
42,29,923,200,21.67,121,13.11,203,21.99,136,14.73,177,19.18,38,4.12,22,2.38,26,2.82,42029
42,30,495,87,17.58,56,11.31,97,19.6,87,17.58,101,20.4,27,5.45,19,3.84,21,4.24,42030
42,31,781,171,21.9,109,13.96,154,19.72,119,15.24,146,18.69,41,5.25,19,2.43,22,2.82,42031
42,32,698,133,19.05,82,11.75,138,19.77,124,17.77,135,19.34,38,5.44,24,3.44,24,3.44,42032
42,33,936,159,16.99,69,7.37,225,24.04,179,19.12,204,21.79,38,4.06,29,3.1,33,3.53,42033
42,34,668,107,16.02,49,7.34,161,24.1,134,20.06,142,21.26,30,4.49,17,2.54,28,4.19,42034
42,35,620,127,20.48,76,12.26,134,21.61,96,15.48,133,21.45,25,4.03,15,2.42,14,2.26,42035
42,36,576,106,18.4,69,11.98,118,20.49,98,17.01,116,20.14,28,4.86,22,3.82,19,3.3,42036
42,37,696,152,21.84,88,12.64,150,21.55,103,14.8,137,19.68,31,4.45,20,2.87,15,2.16,42037
42,38,620,112,18.06,70,11.29,144,23.23,109,17.58,134,21.61,22,3.55,14,2.26,15,2.42,42038
42,39,323,77,23.84,46,14.24,56,17.34,59,18.27,58,17.96,15,4.64,8,2.48,4,1.24,42039
42,40,806,164,20.35,92,11.41,180,22.33,136,16.87,168,20.84,30,3.72,19,2.36,17,2.11,42040
42,41,1197,239,19.97,142,11.86,238,19.88,206,17.21,215,17.96,69,5.76,49,4.09,39,3.26,42041
42,42,492,101,20.53,56,11.38,114,23.17,93,18.9,93,18.9,18,3.66,5,1.02,12,2.44,42042
42,43,713,139,19.5,69,9.68,165,23.14,105,14.73,151,21.18,31,4.35,26,3.65,27,3.79,42043
42,44,670,107,15.97,63,9.4,150,22.39,130,19.4,150,22.39,33,4.93,20,2.99,17,2.54,42044
42,45,720,133,18.47,53,7.36,175,24.31,119,16.53,155,21.53,31,4.31,27,3.75,27,3.75,42045
42,46,618,124,20.06,82,13.27,112,18.12,98,15.86,113,18.28,41,6.63,26,4.21,22,3.56,42046
42,47,463,78,16.85,49,10.58,98,21.17,82,17.71,91,19.65,34,7.34,12,2.59,19,4.1,42047
42,48,680,148,21.76,102,15.0,132,19.41,106,15.59,121,17.79,33,4.85,18,2.65,20,2.94,42048
42,49,196,54,27.55,41,20.92,31,15.82,28,14.29,29,14.8,5,2.55,3,1.53,5,2.55,42049
42,50,1217,256,21.04,135,11.09,240,19.72,174,14.3,222,18.24,80,6.57,57,4.68,53,4.35,42050
42,51,1501,277,18.45,158,10.53,306,20.39,268,17.85,303,20.19,85,5.66,55,3.66,49,3.26,42051
42,52,380,70,18.42,45,11.84,77,20.26,69,18.16,70,18.42,19,5.0,15,3.95,15,3.95,42052
42,53,918,140,15.25,75,8.17,212,23.09,187,20.37,197,21.46,41,4.47,31,3.38,35,3.81,42053
42,54,564,94,16.67,58,10.28,128,22.7,105,18.62,120,21.28,27,4.79,17,3.01,15,2.66,42054
42,55,897,164,18.28,100,11.15,188,20.96,154,17.17,160,17.84,58,6.47,33,3.68,40,4.46,42055
42,56,1137,235,20.67,150,13.19,222,19.53,196,17.24,214,18.82,56,4.93,33,2.9,31,2.73,42056
42,57,600,90,15.0,52,8.67,136,22.67,132,22.0,125,20.83,26,4.33,17,2.83,22,3.67,42057
42,58,518,127,24.52,66,12.74,88,16.99,75,14.48,91,17.57,35,6.76,21,4.05,15,2.9,42058
42,59,981,187,19.06,100,10.19,181,18.45,164,16.72,198,20.18,60,6.12,48,4.89,43,4.38,42059
42,60,336,54,16.07,33,9.82,64,19.05,69,20.54,71,21.13,17,5.06,13,3.87,15,4.46,42060
42,61,633,146,23.06,88,13.9,126,19.91,98,15.48,116,18.33,29,4.58,17,2.69,13,2.05,42061
42,62,508,84,16.54,43,8.46,117,23.03,104,20.47,103,20.28,21,4.13,17,3.35,19,3.74,42062
42,63,699,124,17.74,61,8.73,168,24.03,138,19.74,152,21.75,23,3.29,11,1.57,22,3.15,42063
42,64,242,32,13.22,22,9.09,55,22.73,56,23.14,49,20.25,11,4.55,8,3.31,9,3.72,42064
42,65,999,195,19.52,122,12.21,212,21.22,175,17.52,205,20.52,48,4.8,18,1.8,24,2.4,42065
42,66,635,119,18.74,68,10.71,130,20.47,113,17.8,130,20.47,37,5.83,18,2.83,20,3.15,42066
42,67,1437,269,18.72,161,11.2,284,19.76,245,17.05,268,18.65,81,5.64,65,4.52,64,4.45,42067
42,68,858,172,20.05,100,11.66,175,20.4,144,16.78,142,16.55,49,5.71,41,4.78,35,4.08,42068
42,69,557,69,12.39,35,6.28,119,21.36,116,20.83,119,21.36,39,7.0,28,5.03,32,5.75,42069
43,1,931,135,14.5,66,7.09,225,24.17,177,19.01,211,22.66,48,5.16,34,3.65,35,3.76,43001
43,2,806,170,21.09,99,12.28,159,19.73,116,14.39,149,18.49,49,6.08,31,3.85,33,4.09,43002
43,3,772,136,17.62,69,8.94,173,22.41,142,18.39,158,20.47,42,5.44,28,3.63,24,3.11,43003
43,4,946,179,18.92,98,10.36,203,21.46,157,16.6,196,20.72,46,4.86,35,3.7,32,3.38,43004
43,5,766,139,18.15,69,9.01,178,23.24,119,15.54,163,21.28,36,4.7,30,3.92,32,4.18,43005
43,6,531,86,16.2,47,8.85,123,23.16,99,18.64,107,20.15,25,4.71,22,4.14,22,4.14,43006
43,7,748,112,14.97,63,8.42,187,25.0,138,18.45,172,22.99,33,4.41,23,3.07,20,2.67,43007
43,8,955,145,15.18,83,8.69,220,23.04,188,19.69,233,24.4,33,3.46,23,2.41,30,3.14,43008
43,9,631,118,18.7,58,9.19,138,21.87,113,17.91,133,21.08,28,4.44,23,3.65,20,3.17,43009
43,10,712,139,19.52,77,10.81,157,22.05,111,15.59,141,19.8,31,4.35,28,3.93,28,3.93,43010
43,11,567,106,18.69,60,10.58,117,20.63,90,15.87,111,19.58,31,5.47,24,4.23,28,4.94,43011
43,12,844,159,18.84,73,8.65,194,22.99,152,18.01,168,19.91,42,4.98,25,2.96,31,3.67,43012
43,13,402,63,15.67,28,6.97,91,22.64,80,19.9,92,22.89,22,5.47,15,3.73,11,2.74,43013
43,14,676,95,14.05,38,5.62,175,25.89,124,18.34,151,22.34,35,5.18,25,3.7,33,4.88,43014
43,15,620,114,18.39,50,8.06,147,23.71,104,16.77,131,21.13,28,4.52,21,3.39,25,4.03,43015
43,16,713,133,18.65,78,10.94,147,20.62,111,15.57,134,18.79,44,6.17,39,5.47,27,3.79,43016
43,17,913,182,19.93,102,11.17,179,19.61,142,15.55,174,19.06,61,6.68,38,4.16,35,3.83,43017
43,18,898,167,18.6,104,11.58,206,22.94,162,18.04,185,20.6,34,3.79,14,1.56,26,2.9,43018
43,19,533,106,19.89,56,10.51,101,18.95,98,18.39,100,18.76,27,5.07,23,4.32,22,4.13,43019
43,20,725,89,12.28,49,6.76,165,22.76,160,22.07,152,20.97,39,5.38,30,4.14,41,5.66,43020
43,21,788,129,16.37,74,9.39,167,21.19,133,16.88,165,20.94,51,6.47,37,4.7,32,4.06,43021
43,22,641,127,19.81,82,12.79,136,21.22,88,13.73,116,18.1,31,4.84,31,4.84,30,4.68,43022
43,23,615,90,14.63,48,7.8,139,22.6,107,17.4,123,20.0,38,6.18,37,6.02,33,5.37,43023
43,24,737,126,17.1,82,11.13,153,20.76,133,18.05,142,19.27,44,5.97,31,4.21,26,3.53,43024
43,25,749,104,13.89,49,6.54,187,24.97,148,19.76,163,21.76,39,5.21,30,4.01,29,3.87,43025
43,26,607,108,17.79,58,9.56,142,23.39,111,18.29,131,21.58,27,4.45,17,2.8,13,2.14,43026
43,27,593,97,16.36,56,9.44,139,23.44,104,17.54,123,20.74,30,5.06,19,3.2,25,4.22,43027
43,28,1038,202,19.46,119,11.46,220,21.19,165,15.9,204,19.65,54,5.2,41,3.95,33,3.18,43028
43,29,618,107,17.31,66,10.68,135,21.84,109,17.64,117,18.93,33,5.34,23,3.72,28,4.53,43029
43,30,492,90,18.29,48,9.76,103,20.93,80,16.26,99,20.12,31,6.3,21,4.27,20,4.07,43030
43,31,910,159,17.47,87,9.56,201,22.09,158,17.36,180,19.78,49,5.38,38,4.18,38,4.18,43031
43,32,774,111,14.34,52,6.72,185,23.9,152,19.64,167,21.58,47,6.07,30,3.88,30,3.88,43032
43,33,514,80,15.56,46,8.95,100,19.46,92,17.9,107,20.82,34,6.61,26,5.06,29,5.64,43033
43,34,329,53,16.11,27,8.21,72,21.88,58,17.63,59,17.93,26,7.9,16,4.86,18,5.47,43034
43,35,901,192,21.31,102,11.32,201,22.31,142,15.76,185,20.53,39,4.33,22,2.44,18,2.0,43035
43,36,605,103,17.02,63,10.41,131,21.65,116,19.17,131,21.65,29,4.79,17,2.81,15,2.48,43036
43,37,668,120,17.96,86,12.87,134,20.06,137,20.51,120,17.96,24,3.59,22,3.29,25,3.74,43037
43,38,579,93,16.06,52,8.98,125,21.59,111,19.17,114,19.69,33,5.7,28,4.84,23,3.97,43038
43,39,564,131,23.23,65,11.52,125,22.16,79,14.01,107,18.97,26,4.61,14,2.48,17,3.01,43039
43,40,296,67,22.64,37,12.5,62,20.95,45,15.2,61,20.61,12,4.05,5,1.69,7,2.36,43040
43,41,427,65,15.22,37,8.67,99,23.19,78,18.27,88,20.61,20,4.68,18,4.22,22,5.15,43041
43,42,650,138,21.23,67,10.31,143,22.0,110,16.92,138,21.23,28,4.31,12,1.85,14,2.15,43042
43,43,621,117,18.84,66,10.63,136,21.9,117,18.84,122,19.65,26,4.19,19,3.06,18,2.9,43043
43,44,737,118,16.01,69,9.36,155,21.03,139,18.86,159,21.57,43,5.83,23,3.12,31,4.21,43044
43,45,291,53,18.21,32,11.0,63,21.65,55,18.9,58,19.93,13,4.47,11,3.78,6,2.06,43045
43,46,956,208,21.76,108,11.3,202,21.13,139,14.54,193,20.19,43,4.5,27,2.82,36,3.77,43046
43,47,695,126,18.13,84,12.09,146,21.01,130,18.71,134,19.28,34,4.89,25,3.6,16,2.3,43047
43,48,686,90,13.12,49,7.14,159,23.18,146,21.28,153,22.3,34,4.96,29,4.23,26,3.79,43048
43,49,771,129,16.73,79,10.25,173,22.44,140,18.16,157,20.36,36,4.67,23,2.98,34,4.41,43049
43,50,609,113,18.56,69,11.33,120,19.7,102,16.75,109,17.9,31,5.09,31,5.09,34,5.58,43050
43,51,765,98,12.81,42,5.49,187,24.44,168,21.96,178,23.27,47,6.14,25,3.27,20,2.61,43051
43,52,675,130,19.26,91,13.48,137,20.3,118,17.48,117,17.33,43,6.37,19,2.81,20,2.96,43052
43,53,702,99,14.1,59,8.4,150,21.37,146,20.8,146,20.8,40,5.7,27,3.85,35,4.99,43053
43,54,546,86,15.75,47,8.61,118,21.61,101,18.5,108,19.78,36,6.59,28,5.13,22,4.03,43054
43,55,746,72,9.65,38,5.09,189,25.34,178,23.86,199,26.68,29,3.89,18,2.41,23,3.08,43055
43,56,508,84,16.54,50,9.84,119,23.43,98,19.29,110,21.65,21,4.13,14,2.76,12,2.36,43056
43,57,551,83,15.06,47,8.53,115,20.87,98,17.79,110,19.96,35,6.35,31,5.63,32,5.81,43057
43,58,563,83,14.74,37,6.57,132,23.45,106,18.83,115,20.43,35,6.22,23,4.09,32,5.68,43058
43,59,682,112,16.42,49,7.18,171,25.07,126,18.48,168,24.63,19,2.79,17,2.49,20,2.93,43059
44,1,694,90,12.97,44,6.34,163,23.49,140,20.17,147,21.18,41,5.91,32,4.61,37,5.33,44001
44,2,556,64,11.51,35,6.29,133,23.92,116,20.86,116,20.86,35,6.29,27,4.86,30,5.4,44002
44,3,860,105,12.21,45,5.23,232,26.98,182,21.16,215,25.0,34,3.95,18,2.09,29,3.37,44003
44,4,762,84,11.02,46,6.04,205,26.9,179,23.49,186,24.41,24,3.15,14,1.84,24,3.15,44004
44,5,787,84,10.67,49,6.23,186,23.63,166,21.09,171,21.73,52,6.61,39,4.96,40,5.08,44005
44,6,763,115,15.07,51,6.68,164,21.49,145,19.0,152,19.92,51,6.68,37,4.85,48,6.29,44006
44,7,807,148,18.34,76,9.42,180,22.3,134,16.6,171,21.19,42,5.2,28,3.47,28,3.47,44007
44,8,309,42,13.59,31,10.03,72,23.3,67,21.68,72,23.3,8,2.59,8,2.59,9,2.91,44008
44,9,579,103,17.79,61,10.54,111,19.17,103,17.79,120,20.73,30,5.18,27,4.66,24,4.15,44009
44,10,557,91,16.34,50,8.98,114,20.47,98,17.59,110,19.75,34,6.1,31,5.57,29,5.21,44010
44,11,722,102,14.13,57,7.89,142,19.67,130,18.01,155,21.47,51,7.06,42,5.82,43,5.96,44011
44,12,625,88,14.08,41,6.56,150,24.0,126,20.16,151,24.16,25,4.0,20,3.2,24,3.84,44012
