ward,precinct,total,Arthur Turner,Arthur Turner Percent,precinct_id
2,2,74,74,100.0,02002
2,3,297,297,100.0,02003
2,4,207,207,100.0,02004
2,6,396,396,100.0,02006
2,9,256,256,100.0,02009
2,10,143,143,100.0,02010
2,12,424,424,100.0,02012
2,13,255,255,100.0,02013
2,16,344,344,100.0,02016
2,17,226,226,100.0,02017
2,23,36,36,100.0,02023
2,25,367,367,100.0,02025
2,28,198,198,100.0,02028
2,29,147,147,100.0,02029
2,32,132,132,100.0,02032
2,33,179,179,100.0,02033
2,34,179,179,100.0,02034
2,39,265,265,100.0,02039
2,41,140,140,100.0,02041
2,49,29,29,100.0,02049
2,50,154,154,100.0,02050
2,51,187,187,100.0,02051
11,50,3,3,100.0,11050
22,7,217,217,100.0,22007
22,19,154,154,100.0,22019
22,21,189,189,100.0,22021
24,1,279,279,100.0,24001
24,2,166,166,100.0,24002
24,3,176,176,100.0,24003
24,4,199,199,100.0,24004
24,5,187,187,100.0,24005
24,6,249,249,100.0,24006
24,8,193,193,100.0,24008
24,9,203,203,100.0,24009
24,10,154,154,100.0,24010
24,11,128,128,100.0,24011
24,12,195,195,100.0,24012
24,13,159,159,100.0,24013
24,14,246,246,100.0,24014
24,15,163,163,100.0,24015
24,17,170,170,100.0,24017
24,19,129,129,100.0,24019
24,20,155,155,100.0,24020
24,21,124,124,100.0,24021
24,22,214,214,100.0,24022
24,23,142,142,100.0,24023
24,24,137,137,100.0,24024
24,25,249,249,100.0,24025
24,26,227,227,100.0,24026
24,27,98,98,100.0,24027
24,28,229,229,100.0,24028
24,29,25,25,100.0,24029
24,30,221,221,100.0,24030
24,31,197,197,100.0,24031
24,32,175,175,100.0,24032
24,34,200,200,100.0,24034
24,35,279,279,100.0,24035
24,36,184,184,100.0,24036
24,37,199,199,100.0,24037
24,38,223,223,100.0,24038
24,39,188,188,100.0,24039
24,40,240,240,100.0,24040
24,42,125,125,100.0,24042
24,43,238,238,100.0,24043
24,44,230,230,100.0,24044
24,45,173,173,100.0,24045
24,47,162,162,100.0,24047
24,48,108,108,100.0,24048
24,49,357,357,100.0,24049
24,50,326,326,100.0,24050
24,51,293,293,100.0,24051
24,52,153,153,100.0,24052
24,54,232,232,100.0,24054
24,56,244,244,100.0,24056
25,3,262,262,100.0,25003
25,4,214,214,100.0,25004
25,6,149,149,100.0,25006
25,9,17,17,100.0,25009
25,10,136,136,100.0,25010
25,12,190,190,100.0,25012
25,18,88,88,100.0,25018
25,21,136,136,100.0,25021
25,25,192,192,100.0,25025
25,26,134,134,100.0,25026
25,27,166,166,100.0,25027
25,28,251,251,100.0,25028
25,29,501,501,100.0,25029
25,31,122,122,100.0,25031
27,1,364,364,100.0,27001
27,7,277,277,100.0,27007
27,11,206,206,100.0,27011
27,17,244,244,100.0,27017
27,18,3,3,100.0,27018
27,54,189,189,100.0,27054
27,57,139,139,100.0,27057
27,58,105,105,100.0,27058
28,34,45,45,100.0,28034
28,35,159,159,100.0,28035
28,52,146,146,100.0,28052
28,53,87,87,100.0,28053
28,54,137,137,100.0,28054
28,61,129,129,100.0,28061
42,9,137,137,100.0,42009
42,12,174,174,100.0,42012
42,14,260,260,100.0,42014
42,18,517,517,100.0,42018
42,21,199,199,100.0,42021
42,59,345,345,100.0,42059
42,67,468,468,100.0,42067
42,68,289,289,100.0,42068
42,69,182,182,100.0,42069
