ward,precinct,total,Andr̩ Thapedi,Andr̩ Thapedi Percent,precinct_id
6,4,276,276,100.0,06004
6,5,232,232,100.0,06005
6,6,371,371,100.0,06006
6,7,315,315,100.0,06007
6,9,304,304,100.0,06009
6,11,310,310,100.0,06011
6,12,253,253,100.0,06012
6,15,161,161,100.0,06015
6,18,215,215,100.0,06018
6,19,170,170,100.0,06019
6,21,182,182,100.0,06021
6,22,21,21,100.0,06022
6,23,181,181,100.0,06023
6,24,187,187,100.0,06024
6,26,221,221,100.0,06026
6,28,115,115,100.0,06028
6,30,270,270,100.0,06030
6,32,331,331,100.0,06032
6,33,337,337,100.0,06033
6,40,311,311,100.0,06040
6,47,258,258,100.0,06047
6,48,363,363,100.0,06048
8,26,0,0,0.0,08026
15,7,126,126,100.0,15007
15,22,212,212,100.0,15022
16,6,146,146,100.0,16006
16,16,241,241,100.0,16016
16,24,137,137,100.0,16024
16,29,243,243,100.0,16029
16,30,190,190,100.0,16030
16,33,157,157,100.0,16033
17,1,129,129,100.0,17001
17,3,305,305,100.0,17003
17,8,131,131,100.0,17008
17,11,53,53,100.0,17011
17,13,263,263,100.0,17013
17,17,269,269,100.0,17017
17,19,170,170,100.0,17019
17,30,150,150,100.0,17030
17,31,191,191,100.0,17031
17,32,78,78,100.0,17032
17,33,199,199,100.0,17033
17,34,75,75,100.0,17034
17,35,213,213,100.0,17035
17,36,289,289,100.0,17036
17,37,46,46,100.0,17037
18,1,305,305,100.0,18001
18,2,293,293,100.0,18002
18,3,279,279,100.0,18003
18,5,218,218,100.0,18005
18,6,119,119,100.0,18006
18,11,290,290,100.0,18011
18,12,35,35,100.0,18012
18,15,19,19,100.0,18015
18,17,323,323,100.0,18017
18,21,272,272,100.0,18021
18,23,338,338,100.0,18023
18,24,308,308,100.0,18024
18,25,316,316,100.0,18025
18,27,273,273,100.0,18027
18,28,278,278,100.0,18028
18,29,311,311,100.0,18029
18,30,358,358,100.0,18030
18,31,357,357,100.0,18031
18,33,226,226,100.0,18033
18,39,253,253,100.0,18039
18,40,368,368,100.0,18040
18,42,294,294,100.0,18042
18,43,9,9,100.0,18043
18,44,246,246,100.0,18044
18,45,300,300,100.0,18045
18,46,143,143,100.0,18046
18,47,261,261,100.0,18047
18,48,285,285,100.0,18048
18,49,211,211,100.0,18049
18,50,156,156,100.0,18050
20,8,78,78,100.0,20008
20,28,204,204,100.0,20028
