ward,precinct,total,John J. Cullerton,John J. Cullerton Percent,precinct_id
1,28,116,116,100.0,01028
1,42,52,52,100.0,01042
2,20,59,59,100.0,02020
2,22,497,497,100.0,02022
2,24,430,430,100.0,02024
2,26,417,417,100.0,02026
2,28,525,525,100.0,02028
2,30,386,386,100.0,02030
2,31,515,515,100.0,02031
2,33,651,651,100.0,02033
2,35,602,602,100.0,02035
2,37,438,438,100.0,02037
2,38,133,133,100.0,02038
2,44,290,290,100.0,02044
27,9,0,0,0.0,27009
27,12,284,284,100.0,27012
27,46,303,303,100.0,27046
32,1,396,396,100.0,32001
32,5,29,29,100.0,32005
32,7,532,532,100.0,32007
32,8,607,607,100.0,32008
32,9,460,460,100.0,32009
32,10,496,496,100.0,32010
32,13,514,514,100.0,32013
32,15,484,484,100.0,32015
32,16,505,505,100.0,32016
32,18,438,438,100.0,32018
32,19,515,515,100.0,32019
32,21,528,528,100.0,32021
32,23,537,537,100.0,32023
32,24,360,360,100.0,32024
32,25,515,515,100.0,32025
32,27,463,463,100.0,32027
32,29,131,131,100.0,32029
32,30,498,498,100.0,32030
32,33,241,241,100.0,32033
32,34,67,67,100.0,32034
32,36,14,14,100.0,32036
32,37,284,284,100.0,32037
32,38,458,458,100.0,32038
32,39,527,527,100.0,32039
32,40,551,551,100.0,32040
32,41,523,523,100.0,32041
32,42,453,453,100.0,32042
33,3,107,107,100.0,33003
33,5,97,97,100.0,33005
33,8,631,631,100.0,33008
33,10,457,457,100.0,33010
33,20,61,61,100.0,33020
33,23,540,540,100.0,33023
33,24,627,627,100.0,33024
43,2,549,549,100.0,43002
43,4,562,562,100.0,43004
43,6,403,403,100.0,43006
43,8,366,366,100.0,43008
43,9,501,501,100.0,43009
43,12,362,362,100.0,43012
43,13,493,493,100.0,43013
43,14,479,479,100.0,43014
43,15,488,488,100.0,43015
43,16,594,594,100.0,43016
43,17,379,379,100.0,43017
43,18,576,576,100.0,43018
43,19,563,563,100.0,43019
43,20,563,563,100.0,43020
43,21,539,539,100.0,43021
43,22,361,361,100.0,43022
43,24,372,372,100.0,43024
43,25,390,390,100.0,43025
43,26,329,329,100.0,43026
43,27,465,465,100.0,43027
43,28,633,633,100.0,43028
43,29,477,477,100.0,43029
43,30,548,548,100.0,43030
43,31,487,487,100.0,43031
43,32,518,518,100.0,43032
43,33,463,463,100.0,43033
43,34,361,361,100.0,43034
43,36,294,294,100.0,43036
43,37,575,575,100.0,43037
43,38,347,347,100.0,43038
43,39,485,485,100.0,43039
43,40,370,370,100.0,43040
43,41,641,641,100.0,43041
43,42,497,497,100.0,43042
43,43,427,427,100.0,43043
43,44,471,471,100.0,43044
43,46,297,297,100.0,43046
44,1,853,853,100.0,44001
44,2,538,538,100.0,44002
44,3,321,321,100.0,44003
44,4,466,466,100.0,44004
44,5,657,657,100.0,44005
44,6,701,701,100.0,44006
44,7,348,348,100.0,44007
44,8,779,779,100.0,44008
44,9,551,551,100.0,44009
44,10,556,556,100.0,44010
44,11,588,588,100.0,44011
44,12,580,580,100.0,44012
44,13,453,453,100.0,44013
44,14,512,512,100.0,44014
44,15,491,491,100.0,44015
44,16,617,617,100.0,44016
44,17,749,749,100.0,44017
44,18,609,609,100.0,44018
44,19,674,674,100.0,44019
44,20,611,611,100.0,44020
44,21,720,720,100.0,44021
44,22,575,575,100.0,44022
44,23,563,563,100.0,44023
44,24,394,394,100.0,44024
44,25,557,557,100.0,44025
44,26,684,684,100.0,44026
44,27,662,662,100.0,44027
44,28,541,541,100.0,44028
44,29,577,577,100.0,44029
44,30,678,678,100.0,44030
44,31,478,478,100.0,44031
44,32,610,610,100.0,44032
44,33,628,628,100.0,44033
44,34,612,612,100.0,44034
44,35,648,648,100.0,44035
44,36,597,597,100.0,44036
44,37,627,627,100.0,44037
44,38,548,548,100.0,44038
44,39,585,585,100.0,44039
44,40,493,493,100.0,44040
44,41,716,716,100.0,44041
46,3,619,619,100.0,46003
46,5,690,690,100.0,46005
46,7,531,531,100.0,46007
46,9,583,583,100.0,46009
46,10,852,852,100.0,46010
46,11,484,484,100.0,46011
46,13,502,502,100.0,46013
46,15,515,515,100.0,46015
46,17,584,584,100.0,46017
46,18,578,578,100.0,46018
46,19,370,370,100.0,46019
46,24,616,616,100.0,46024
46,26,262,262,100.0,46026
46,27,672,672,100.0,46027
46,28,483,483,100.0,46028
46,29,381,381,100.0,46029
46,30,554,554,100.0,46030
46,31,545,545,100.0,46031
46,33,629,629,100.0,46033
46,34,610,610,100.0,46034
46,35,580,580,100.0,46035
46,36,494,494,100.0,46036
46,38,568,568,100.0,46038
46,39,509,509,100.0,46039
47,1,355,355,100.0,47001
47,2,518,518,100.0,47002
47,3,477,477,100.0,47003
47,4,564,564,100.0,47004
47,5,110,110,100.0,47005
47,6,652,652,100.0,47006
47,7,472,472,100.0,47007
47,8,501,501,100.0,47008
47,9,500,500,100.0,47009
47,11,513,513,100.0,47011
47,12,565,565,100.0,47012
47,13,523,523,100.0,47013
47,14,464,464,100.0,47014
47,16,521,521,100.0,47016
47,17,519,519,100.0,47017
47,18,490,490,100.0,47018
47,21,514,514,100.0,47021
47,24,548,548,100.0,47024
47,25,629,629,100.0,47025
47,27,500,500,100.0,47027
47,28,37,37,100.0,47028
47,29,587,587,100.0,47029
47,33,502,502,100.0,47033
47,35,511,511,100.0,47035
47,39,523,523,100.0,47039
47,40,528,528,100.0,47040
47,41,85,85,100.0,47041
47,43,484,484,100.0,47043
47,44,496,496,100.0,47044
47,46,492,492,100.0,47046
47,47,608,608,100.0,47047
47,48,41,41,100.0,47048
