ward,precinct,total,Lou Lang,Lou Lang Percent,precinct_id
40,4,195,195,100.0,40004
40,10,292,292,100.0,40010
40,29,0,0,0.0,40029
40,35,1,1,100.0,40035
40,39,91,91,100.0,40039
50,1,295,295,100.0,50001
50,2,208,208,100.0,50002
50,3,289,289,100.0,50003
50,4,357,357,100.0,50004
50,5,207,207,100.0,50005
50,6,393,393,100.0,50006
50,7,395,395,100.0,50007
50,8,58,58,100.0,50008
50,9,286,286,100.0,50009
50,10,285,285,100.0,50010
50,11,195,195,100.0,50011
50,12,136,136,100.0,50012
50,13,391,391,100.0,50013
50,14,104,104,100.0,50014
50,15,409,409,100.0,50015
50,16,106,106,100.0,50016
50,17,314,314,100.0,50017
50,18,81,81,100.0,50018
50,19,215,215,100.0,50019
50,20,325,325,100.0,50020
50,21,302,302,100.0,50021
50,22,239,239,100.0,50022
50,23,211,211,100.0,50023
50,25,267,267,100.0,50025
50,26,293,293,100.0,50026
50,27,89,89,100.0,50027
50,28,364,364,100.0,50028
50,29,296,296,100.0,50029
50,30,242,242,100.0,50030
50,31,440,440,100.0,50031
50,32,386,386,100.0,50032
50,33,265,265,100.0,50033
50,34,463,463,100.0,50034
50,35,447,447,100.0,50035
50,36,324,324,100.0,50036
50,37,386,386,100.0,50037
50,38,142,142,100.0,50038
50,39,194,194,100.0,50039
50,40,287,287,100.0,50040
