ward,precinct,total,Susana A. Mendoza,Susana A. Mendoza Percent,Darlene Senger,Darlene Senger Percent,Claire Ball,Claire Ball Percent,precinct_id
26,3,442,367,83.03,58,13.12,17,3.85,26003
26,4,239,228,95.4,11,4.6,0,0.0,26004
26,5,342,314,91.81,15,4.39,13,3.8,26005
26,6,324,295,91.05,21,6.48,8,2.47,26006
26,7,379,342,90.24,22,5.8,15,3.96,26007
26,8,194,173,89.18,17,8.76,4,2.06,26008
26,9,265,241,90.94,16,6.04,8,3.02,26009
26,10,324,298,91.98,17,5.25,9,2.78,26010
26,11,328,295,89.94,24,7.32,9,2.74,26011
26,12,409,362,88.51,24,5.87,23,5.62,26012
26,13,190,174,91.58,12,6.32,4,2.11,26013
26,14,278,261,93.88,10,3.6,7,2.52,26014
26,15,215,189,87.91,16,7.44,10,4.65,26015
26,16,197,179,90.86,14,7.11,4,2.03,26016
26,17,321,236,73.52,78,24.3,7,2.18,26017
26,18,273,239,87.55,25,9.16,9,3.3,26018
26,19,230,205,89.13,17,7.39,8,3.48,26019
26,20,330,299,90.61,24,7.27,7,2.12,26020
26,21,445,406,91.24,24,5.39,15,3.37,26021
26,22,182,167,91.76,11,6.04,4,2.2,26022
26,23,240,221,92.08,14,5.83,5,2.08,26023
26,24,298,274,91.95,18,6.04,6,2.01,26024
26,25,348,317,91.09,18,5.17,13,3.74,26025
26,26,262,235,89.69,18,6.87,9,3.44,26026
26,27,450,399,88.67,33,7.33,18,4.0,26027
26,28,545,465,85.32,60,11.01,20,3.67,26028
26,29,235,202,85.96,24,10.21,9,3.83,26029
26,30,288,270,93.75,15,5.21,3,1.04,26030
26,31,157,142,90.45,14,8.92,1,0.64,26031
26,32,446,380,85.2,46,10.31,20,4.48,26032
26,33,427,377,88.29,31,7.26,19,4.45,26033
26,34,470,441,93.83,18,3.83,11,2.34,26034
26,35,316,290,91.77,10,3.16,16,5.06,26035
26,36,386,333,86.27,32,8.29,21,5.44,26036
26,37,395,370,93.67,15,3.8,10,2.53,26037
26,38,164,148,90.24,12,7.32,4,2.44,26038
26,39,412,359,87.14,41,9.95,12,2.91,26039
26,40,252,230,91.27,14,5.56,8,3.17,26040
26,41,431,388,90.02,23,5.34,20,4.64,26041
26,42,301,283,94.02,12,3.99,6,1.99,26042
26,43,203,192,94.58,8,3.94,3,1.48,26043
26,44,216,195,90.28,15,6.94,6,2.78,26044
26,45,170,154,90.59,14,8.24,2,1.18,26045
26,46,273,212,77.66,48,17.58,13,4.76,26046
26,47,237,209,88.19,23,9.7,5,2.11,26047
26,48,354,315,88.98,20,5.65,19,5.37,26048
26,49,205,191,93.17,13,6.34,1,0.49,26049
27,1,925,745,80.54,145,15.68,35,3.78,27001
27,2,474,384,81.01,71,14.98,19,4.01,27002
27,3,243,223,91.77,8,3.29,12,4.94,27003
27,4,222,201,90.54,10,4.5,11,4.95,27004
27,5,323,290,89.78,18,5.57,15,4.64,27005
27,6,519,433,83.43,71,13.68,15,2.89,27006
27,7,635,560,88.19,58,9.13,17,2.68,27007
27,8,312,294,94.23,11,3.53,7,2.24,27008
27,9,241,179,74.27,58,24.07,4,1.66,27009
27,10,434,405,93.32,16,3.69,13,3.0,27010
27,11,610,465,76.23,122,20.0,23,3.77,27011
27,12,340,257,75.59,72,21.18,11,3.24,27012
27,13,579,531,91.71,32,5.53,16,2.76,27013
27,14,202,193,95.54,3,1.49,6,2.97,27014
27,15,208,197,94.71,7,3.37,4,1.92,27015
27,16,514,407,79.18,92,17.9,15,2.92,27016
27,17,406,375,92.36,22,5.42,9,2.22,27017
27,18,288,264,91.67,13,4.51,11,3.82,27018
27,19,203,192,94.58,9,4.43,2,0.99,27019
27,20,317,308,97.16,3,0.95,6,1.89,27020
27,21,473,381,80.55,76,16.07,16,3.38,27021
27,22,192,182,94.79,7,3.65,3,1.56,27022
27,23,286,275,96.15,3,1.05,8,2.8,27023
27,24,289,275,95.16,9,3.11,5,1.73,27024
27,25,383,339,88.51,29,7.57,15,3.92,27025
27,26,311,289,92.93,11,3.54,11,3.54,27026
27,27,499,437,87.58,32,6.41,30,6.01,27027
27,28,424,323,76.18,87,20.52,14,3.3,27028
27,29,264,243,92.05,9,3.41,12,4.55,27029
27,30,187,177,94.65,8,4.28,2,1.07,27030
27,31,315,291,92.38,12,3.81,12,3.81,27031
27,32,367,325,88.56,27,7.36,15,4.09,27032
27,33,480,406,84.58,58,12.08,16,3.33,27033
27,34,286,268,93.71,12,4.2,6,2.1,27034
27,35,527,416,78.94,93,17.65,18,3.42,27035
27,36,335,304,90.75,14,4.18,17,5.07,27036
27,37,547,441,80.62,85,15.54,21,3.84,27037
27,38,659,538,81.64,89,13.51,32,4.86,27038
27,39,289,271,93.77,9,3.11,9,3.11,27039
27,40,635,498,78.43,108,17.01,29,4.57,27040
27,41,330,320,96.97,6,1.82,4,1.21,27041
27,42,308,240,77.92,53,17.21,15,4.87,27042
27,43,269,240,89.22,13,4.83,16,5.95,27043
27,44,273,261,95.6,7,2.56,5,1.83,27044
27,45,979,758,77.43,192,19.61,29,2.96,27045
27,46,380,267,70.26,91,23.95,22,5.79,27046
27,47,285,253,88.77,18,6.32,14,4.91,27047
27,48,846,714,84.4,105,12.41,27,3.19,27048
27,49,288,272,94.44,7,2.43,9,3.13,27049
27,50,373,353,94.64,14,3.75,6,1.61,27050
28,1,226,208,92.04,8,3.54,10,4.42,28001
28,2,306,285,93.14,10,3.27,11,3.59,28002
28,3,272,260,95.59,8,2.94,4,1.47,28003
28,4,343,276,80.47,53,15.45,14,4.08,28004
28,5,223,202,90.58,16,7.17,5,2.24,28005
28,6,199,176,88.44,18,9.05,5,2.51,28006
28,7,315,301,95.56,7,2.22,7,2.22,28007
28,8,442,349,78.96,70,15.84,23,5.2,28008
28,9,324,313,96.6,4,1.23,7,2.16,28009
28,10,456,396,86.84,40,8.77,20,4.39,28010
28,11,695,625,89.93,46,6.62,24,3.45,28011
28,12,323,309,95.67,4,1.24,10,3.1,28012
28,13,378,357,94.44,13,3.44,8,2.12,28013
28,14,250,239,95.6,6,2.4,5,2.0,28014
28,15,70,65,92.86,2,2.86,3,4.29,28015
28,16,201,193,96.02,4,1.99,4,1.99,28016
28,17,281,269,95.73,6,2.14,6,2.14,28017
28,18,287,275,95.82,4,1.39,8,2.79,28018
28,19,301,265,88.04,22,7.31,14,4.65,28019
28,20,302,278,92.05,12,3.97,12,3.97,28020
28,21,269,257,95.54,4,1.49,8,2.97,28021
28,22,297,273,91.92,9,3.03,15,5.05,28022
28,23,366,346,94.54,12,3.28,8,2.19,28023
28,24,267,254,95.13,4,1.5,9,3.37,28024
28,25,437,419,95.88,10,2.29,8,1.83,28025
28,26,316,302,95.57,5,1.58,9,2.85,28026
28,27,380,283,74.47,86,22.63,11,2.89,28027
28,28,449,363,80.85,68,15.14,18,4.01,28028
28,29,165,156,94.55,6,3.64,3,1.82,28029
28,30,52,49,94.23,1,1.92,2,3.85,28030
28,31,429,405,94.41,13,3.03,11,2.56,28031
28,32,300,283,94.33,12,4.0,5,1.67,28032
28,33,343,321,93.59,10,2.92,12,3.5,28033
28,34,576,532,92.36,21,3.65,23,3.99,28034
28,35,378,358,94.71,8,2.12,12,3.17,28035
28,36,181,176,97.24,2,1.1,3,1.66,28036
28,37,403,388,96.28,8,1.99,7,1.74,28037
28,38,155,144,92.9,3,1.94,8,5.16,28038
28,39,239,229,95.82,4,1.67,6,2.51,28039
28,40,433,411,94.92,8,1.85,14,3.23,28040
28,41,240,229,95.42,7,2.92,4,1.67,28041
28,42,328,312,95.12,3,0.91,13,3.96,28042
28,43,395,378,95.7,7,1.77,10,2.53,28043
28,44,226,223,98.67,1,0.44,2,0.88,28044
28,45,456,363,79.61,80,17.54,13,2.85,28045
28,46,677,576,85.08,75,11.08,26,3.84,28046
29,1,540,455,84.26,65,12.04,20,3.7,29001
29,2,531,502,94.54,16,3.01,13,2.45,29002
29,3,433,409,94.46,13,3.0,11,2.54,29003
29,4,431,408,94.66,13,3.02,10,2.32,29004
29,5,337,321,95.25,10,2.97,6,1.78,29005
29,6,344,329,95.64,8,2.33,7,2.03,29006
29,7,420,377,89.76,31,7.38,12,2.86,29007
29,8,347,328,94.52,9,2.59,10,2.88,29008
29,9,471,385,81.74,75,15.92,11,2.34,29009
29,10,556,469,84.35,74,13.31,13,2.34,29010
29,11,234,220,94.02,7,2.99,7,2.99,29011
29,12,488,464,95.08,15,3.07,9,1.84,29012
29,13,430,406,94.42,10,2.33,14,3.26,29013
29,14,366,348,95.08,10,2.73,8,2.19,29014
29,15,457,434,94.97,13,2.84,10,2.19,29015
29,16,378,367,97.09,4,1.06,7,1.85,29016
29,17,357,344,96.36,3,0.84,10,2.8,29017
29,18,385,358,92.99,12,3.12,15,3.9,29018
29,19,410,390,95.12,13,3.17,7,1.71,29019
29,20,489,465,95.09,9,1.84,15,3.07,29020
29,21,504,481,95.44,10,1.98,13,2.58,29021
29,22,288,257,89.24,19,6.6,12,4.17,29022
29,23,472,376,79.66,76,16.1,20,4.24,29023
29,24,359,341,94.99,14,3.9,4,1.11,29024
29,25,480,458,95.42,11,2.29,11,2.29,29025
29,26,404,366,90.59,24,5.94,14,3.47,29026
29,27,367,352,95.91,5,1.36,10,2.72,29027
29,28,488,459,94.06,9,1.84,20,4.1,29028
29,29,386,282,73.06,87,22.54,17,4.4,29029
29,30,553,489,88.43,53,9.58,11,1.99,29030
29,31,422,291,68.96,122,28.91,9,2.13,29031
29,32,408,268,65.69,129,31.62,11,2.7,29032
29,33,302,281,93.05,13,4.3,8,2.65,29033
29,34,297,261,87.88,24,8.08,12,4.04,29034
29,35,300,287,95.67,5,1.67,8,2.67,29035
29,36,350,329,94.0,9,2.57,12,3.43,29036
29,37,396,371,93.69,12,3.03,13,3.28,29037
29,38,433,354,81.76,70,16.17,9,2.08,29038
29,39,396,318,80.3,65,16.41,13,3.28,29039
29,40,455,430,94.51,9,1.98,16,3.52,29040
29,41,315,303,96.19,6,1.9,6,1.9,29041
29,42,444,429,96.62,6,1.35,9,2.03,29042
29,43,512,466,91.02,32,6.25,14,2.73,29043
29,44,516,479,92.83,23,4.46,14,2.71,29044
30,1,481,393,81.7,73,15.18,15,3.12,30001
30,2,421,345,81.95,63,14.96,13,3.09,30002
30,3,359,314,87.47,33,9.19,12,3.34,30003
30,4,415,324,78.07,76,18.31,15,3.61,30004
30,5,296,260,87.84,31,10.47,5,1.69,30005
30,6,358,306,85.47,47,13.13,5,1.4,30006
30,7,454,366,80.62,66,14.54,22,4.85,30007
30,8,539,462,85.71,49,9.09,28,5.19,30008
30,9,345,273,79.13,62,17.97,10,2.9,30009
30,10,434,367,84.56,55,12.67,12,2.76,30010
30,11,387,347,89.66,31,8.01,9,2.33,30011
30,12,362,309,85.36,44,12.15,9,2.49,30012
30,13,416,340,81.73,61,14.66,15,3.61,30013
30,14,265,236,89.06,25,9.43,4,1.51,30014
30,15,426,351,82.39,61,14.32,14,3.29,30015
30,16,199,164,82.41,26,13.07,9,4.52,30016
30,17,402,335,83.33,47,11.69,20,4.98,30017
30,18,519,464,89.4,35,6.74,20,3.85,30018
30,19,377,329,87.27,37,9.81,11,2.92,30019
30,20,462,380,82.25,58,12.55,24,5.19,30020
30,21,324,267,82.41,47,14.51,10,3.09,30021
30,22,575,510,88.7,48,8.35,17,2.96,30022
30,23,467,409,87.58,44,9.42,14,3.0,30023
30,24,558,483,86.56,53,9.5,22,3.94,30024
30,25,604,525,86.92,59,9.77,20,3.31,30025
30,26,251,204,81.27,39,15.54,8,3.19,30026
30,27,290,246,84.83,41,14.14,3,1.03,30027
30,28,435,381,87.59,38,8.74,16,3.68,30028
30,29,235,208,88.51,22,9.36,5,2.13,30029
30,30,194,172,88.66,18,9.28,4,2.06,30030
30,31,283,226,79.86,48,16.96,9,3.18,30031
30,32,324,283,87.35,31,9.57,10,3.09,30032
31,1,254,231,90.94,20,7.87,3,1.18,31001
31,2,232,212,91.38,14,6.03,6,2.59,31002
31,3,235,189,80.43,39,16.6,7,2.98,31003
31,4,393,350,89.06,29,7.38,14,3.56,31004
31,5,301,257,85.38,31,10.3,13,4.32,31005
31,6,207,189,91.3,15,7.25,3,1.45,31006
31,7,441,409,92.74,16,3.63,16,3.63,31007
31,8,221,194,87.78,21,9.5,6,2.71,31008
31,9,271,228,84.13,33,12.18,10,3.69,31009
31,10,247,219,88.66,24,9.72,4,1.62,31010
31,11,223,184,82.51,31,13.9,8,3.59,31011
31,12,258,213,82.56,38,14.73,7,2.71,31012
31,13,275,256,93.09,14,5.09,5,1.82,31013
31,14,251,204,81.27,38,15.14,9,3.59,31014
31,15,252,211,83.73,28,11.11,13,5.16,31015
31,16,345,306,88.7,27,7.83,12,3.48,31016
31,17,261,213,81.61,37,14.18,11,4.21,31017
31,18,257,227,88.33,23,8.95,7,2.72,31018
31,19,253,218,86.17,24,9.49,11,4.35,31019
31,20,246,215,87.4,25,10.16,6,2.44,31020
31,21,260,225,86.54,23,8.85,12,4.62,31021
31,22,237,218,91.98,12,5.06,7,2.95,31022
31,23,279,230,82.44,34,12.19,15,5.38,31023
31,24,275,236,85.82,34,12.36,5,1.82,31024
31,25,262,229,87.4,25,9.54,8,3.05,31025
31,26,317,258,81.39,48,15.14,11,3.47,31026
31,27,311,267,85.85,37,11.9,7,2.25,31027
31,28,228,189,82.89,30,13.16,9,3.95,31028
31,29,295,256,86.78,33,11.19,6,2.03,31029
31,30,213,189,88.73,18,8.45,6,2.82,31030
31,31,235,189,80.43,36,15.32,10,4.26,31031
31,32,233,196,84.12,28,12.02,9,3.86,31032
31,33,234,187,79.91,34,14.53,13,5.56,31033
31,34,270,219,81.11,42,15.56,9,3.33,31034
31,35,310,272,87.74,32,10.32,6,1.94,31035
31,36,298,263,88.26,24,8.05,11,3.69,31036
31,37,276,242,87.68,26,9.42,8,2.9,31037
31,38,225,200,88.89,16,7.11,9,4.0,31038
31,39,318,295,92.77,16,5.03,7,2.2,31039
31,40,319,277,86.83,27,8.46,15,4.7,31040
31,41,244,219,89.75,22,9.02,3,1.23,31041
32,1,636,526,82.7,88,13.84,22,3.46,32001
32,2,622,495,79.58,109,17.52,18,2.89,32002
32,3,631,569,90.17,44,6.97,18,2.85,32003
32,4,545,449,82.39,81,14.86,15,2.75,32004
32,5,588,492,83.67,85,14.46,11,1.87,32005
32,6,684,587,85.82,80,11.7,17,2.49,32006
32,7,623,497,79.78,103,16.53,23,3.69,32007
32,8,716,533,74.44,158,22.07,25,3.49,32008
32,9,549,437,79.6,91,16.58,21,3.83,32009
32,10,612,468,76.47,121,19.77,23,3.76,32010
32,11,523,477,91.2,31,5.93,15,2.87,32011
32,12,426,385,90.38,26,6.1,15,3.52,32012
32,13,622,464,74.6,135,21.7,23,3.7,32013
32,14,593,521,87.86,46,7.76,26,4.38,32014
32,15,585,457,78.12,110,18.8,18,3.08,32015
32,16,595,495,83.19,76,12.77,24,4.03,32016
32,17,576,511,88.72,38,6.6,27,4.69,32017
32,18,540,395,73.15,131,24.26,14,2.59,32018
32,19,583,489,83.88,76,13.04,18,3.09,32019
32,20,557,508,91.2,26,4.67,23,4.13,32020
32,21,629,508,80.76,103,16.38,18,2.86,32021
32,22,734,653,88.96,57,7.77,24,3.27,32022
32,23,657,508,77.32,124,18.87,25,3.81,32023
32,24,457,338,73.96,106,23.19,13,2.84,32024
32,25,582,467,80.24,93,15.98,22,3.78,32025
32,26,647,585,90.42,43,6.65,19,2.94,32026
32,27,565,415,73.45,134,23.72,16,2.83,32027
32,28,586,526,89.76,42,7.17,18,3.07,32028
32,29,643,548,85.23,68,10.58,27,4.2,32029
32,30,606,460,75.91,128,21.12,18,2.97,32030
32,31,623,496,79.61,99,15.89,28,4.49,32031
32,32,656,544,82.93,91,13.87,21,3.2,32032
32,33,613,485,79.12,107,17.46,21,3.43,32033
32,34,650,553,85.08,69,10.62,28,4.31,32034
32,35,624,503,80.61,107,17.15,14,2.24,32035
32,36,647,519,80.22,106,16.38,22,3.4,32036
32,37,581,488,83.99,75,12.91,18,3.1,32037
32,38,545,444,81.47,80,14.68,21,3.85,32038
32,39,663,473,71.34,164,24.74,26,3.92,32039
32,40,652,536,82.21,93,14.26,23,3.53,32040
32,41,620,484,78.06,114,18.39,22,3.55,32041
32,42,535,409,76.45,100,18.69,26,4.86,32042
32,43,544,484,88.97,42,7.72,18,3.31,32043
33,1,545,496,91.01,37,6.79,12,2.2,33001
33,2,712,610,85.67,77,10.81,25,3.51,33002
33,3,765,669,87.45,60,7.84,36,4.71,33003
33,4,749,634,84.65,87,11.62,28,3.74,33004
33,5,511,433,84.74,56,10.96,22,4.31,33005
33,6,487,424,87.06,50,10.27,13,2.67,33006
33,7,621,542,87.28,56,9.02,23,3.7,33007
33,8,760,673,88.55,70,9.21,17,2.24,33008
33,9,620,497,80.16,94,15.16,29,4.68,33009
33,10,538,446,82.9,71,13.2,21,3.9,33010
33,11,620,531,85.65,65,10.48,24,3.87,33011
33,12,553,472,85.35,56,10.13,25,4.52,33012
33,13,557,480,86.18,56,10.05,21,3.77,33013
33,14,299,254,84.95,34,11.37,11,3.68,33014
33,15,549,490,89.25,43,7.83,16,2.91,33015
33,16,729,612,83.95,80,10.97,37,5.08,33016
33,17,619,525,84.81,74,11.95,20,3.23,33017
33,18,764,667,87.3,69,9.03,28,3.66,33018
33,19,637,532,83.52,77,12.09,28,4.4,33019
33,20,646,577,89.32,37,5.73,32,4.95,33020
33,21,583,513,87.99,46,7.89,24,4.12,33021
33,22,508,432,85.04,60,11.81,16,3.15,33022
33,23,607,533,87.81,57,9.39,17,2.8,33023
33,24,752,649,86.3,83,11.04,20,2.66,33024
33,25,693,600,86.58,72,10.39,21,3.03,33025
33,26,458,407,88.86,29,6.33,22,4.8,33026
33,27,627,552,88.04,59,9.41,16,2.55,33027
33,28,546,504,92.31,30,5.49,12,2.2,33028
34,1,419,403,96.18,6,1.43,10,2.39,34001
34,2,318,309,97.17,5,1.57,4,1.26,34002
34,3,395,381,96.46,9,2.28,5,1.27,34003
34,4,288,276,95.83,7,2.43,5,1.74,34004
34,5,336,323,96.13,6,1.79,7,2.08,34005
34,6,443,418,94.36,14,3.16,11,2.48,34006
34,7,435,412,94.71,8,1.84,15,3.45,34007
34,8,313,301,96.17,6,1.92,6,1.92,34008
34,9,258,239,92.64,11,4.26,8,3.1,34009
34,10,367,349,95.1,6,1.63,12,3.27,34010
34,11,329,313,95.14,6,1.82,10,3.04,34011
34,12,424,398,93.87,12,2.83,14,3.3,34012
34,13,377,356,94.43,11,2.92,10,2.65,34013
34,14,296,282,95.27,7,2.36,7,2.36,34014
34,15,343,325,94.75,7,2.04,11,3.21,34015
34,16,318,306,96.23,6,1.89,6,1.89,34016
34,17,482,453,93.98,11,2.28,18,3.73,34017
34,18,295,279,94.58,10,3.39,6,2.03,34018
34,19,416,397,95.43,8,1.92,11,2.64,34019
34,20,433,415,95.84,7,1.62,11,2.54,34020
34,21,453,437,96.47,7,1.55,9,1.99,34021
34,22,380,359,94.47,10,2.63,11,2.89,34022
34,23,304,293,96.38,3,0.99,8,2.63,34023
34,24,342,325,95.03,10,2.92,7,2.05,34024
34,25,575,553,96.17,6,1.04,16,2.78,34025
34,26,407,395,97.05,3,0.74,9,2.21,34026
34,27,324,311,95.99,8,2.47,5,1.54,34027
34,28,247,236,95.55,7,2.83,4,1.62,34028
34,29,304,290,95.39,9,2.96,5,1.64,34029
34,30,374,362,96.79,7,1.87,5,1.34,34030
34,31,324,305,94.14,4,1.23,15,4.63,34031
34,32,381,363,95.28,8,2.1,10,2.62,34032
34,33,312,296,94.87,8,2.56,8,2.56,34033
34,34,398,381,95.73,7,1.76,10,2.51,34034
34,35,422,399,94.55,6,1.42,17,4.03,34035
34,36,343,326,95.04,7,2.04,10,2.92,34036
34,37,224,215,95.98,7,3.13,2,0.89,34037
34,38,182,172,94.51,5,2.75,5,2.75,34038
34,39,270,258,95.56,5,1.85,7,2.59,34039
34,40,420,405,96.43,5,1.19,10,2.38,34040
34,41,235,227,96.6,2,0.85,6,2.55,34041
34,42,375,355,94.67,8,2.13,12,3.2,34042
34,43,353,334,94.62,7,1.98,12,3.4,34043
34,44,386,371,96.11,7,1.81,8,2.07,34044
34,45,414,392,94.69,10,2.42,12,2.9,34045
34,46,261,252,96.55,4,1.53,5,1.92,34046
34,47,364,353,96.98,7,1.92,4,1.1,34047
34,48,398,383,96.23,8,2.01,7,1.76,34048
34,49,360,341,94.72,13,3.61,6,1.67,34049
34,50,314,302,96.18,8,2.55,4,1.27,34050
34,51,394,374,94.92,7,1.78,13,3.3,34051
34,52,292,280,95.89,7,2.4,5,1.71,34052
34,53,237,219,92.41,7,2.95,11,4.64,34053
35,1,502,442,88.05,40,7.97,20,3.98,35001
35,2,554,486,87.73,51,9.21,17,3.07,35002
35,3,444,410,92.34,16,3.6,18,4.05,35003
35,4,472,395,83.69,62,13.14,15,3.18,35004
35,5,443,405,91.42,22,4.97,16,3.61,35005
35,6,454,407,89.65,29,6.39,18,3.96,35006
35,7,491,464,94.5,18,3.67,9,1.83,35007
35,8,517,467,90.33,32,6.19,18,3.48,35008
35,9,435,370,85.06,58,13.33,7,1.61,35009
35,10,633,579,91.47,27,4.27,27,4.27,35010
35,11,551,496,90.02,43,7.8,12,2.18,35011
35,12,319,290,90.91,21,6.58,8,2.51,35012
35,13,329,286,86.93,30,9.12,13,3.95,35013
35,14,331,295,89.12,23,6.95,13,3.93,35014
35,15,589,536,91.0,39,6.62,14,2.38,35015
35,16,266,245,92.11,11,4.14,10,3.76,35016
35,17,549,501,91.26,37,6.74,11,2.0,35017
35,18,314,296,94.27,12,3.82,6,1.91,35018
35,19,258,232,89.92,22,8.53,4,1.55,35019
35,20,420,371,88.33,37,8.81,12,2.86,35020
35,21,423,380,89.83,24,5.67,19,4.49,35021
35,22,585,512,87.52,42,7.18,31,5.3,35022
35,23,483,416,86.13,48,9.94,19,3.93,35023
35,24,430,370,86.05,42,9.77,18,4.19,35024
35,25,554,501,90.43,35,6.32,18,3.25,35025
35,26,417,349,83.69,50,11.99,18,4.32,35026
35,27,405,348,85.93,44,10.86,13,3.21,35027
35,28,469,418,89.13,35,7.46,16,3.41,35028
35,29,417,357,85.61,49,11.75,11,2.64,35029
35,30,454,385,84.8,51,11.23,18,3.96,35030
35,31,501,425,84.83,52,10.38,24,4.79,35031
36,1,364,305,83.79,48,13.19,11,3.02,36001
36,2,347,295,85.01,38,10.95,14,4.03,36002
36,3,341,302,88.56,33,9.68,6,1.76,36003
36,4,354,317,89.55,28,7.91,9,2.54,36004
36,5,350,316,90.29,26,7.43,8,2.29,36005
36,6,328,288,87.8,34,10.37,6,1.83,36006
36,7,475,328,69.05,133,28.0,14,2.95,36007
36,8,270,241,89.26,16,5.93,13,4.81,36008
36,9,342,294,85.96,36,10.53,12,3.51,36009
36,10,470,383,81.49,72,15.32,15,3.19,36010
36,11,269,233,86.62,29,10.78,7,2.6,36011
36,12,244,227,93.03,14,5.74,3,1.23,36012
36,13,259,236,91.12,19,7.34,4,1.54,36013
36,14,402,327,81.34,62,15.42,13,3.23,36014
36,15,408,320,78.43,73,17.89,15,3.68,36015
36,16,408,326,79.9,75,18.38,7,1.72,36016
36,17,452,370,81.86,72,15.93,10,2.21,36017
36,18,410,307,74.88,87,21.22,16,3.9,36018
36,19,436,375,86.01,47,10.78,14,3.21,36019
36,20,421,335,79.57,75,17.81,11,2.61,36020
36,21,302,271,89.74,23,7.62,8,2.65,36021
36,22,299,274,91.64,19,6.35,6,2.01,36022
36,23,324,285,87.96,30,9.26,9,2.78,36023
36,24,389,311,79.95,68,17.48,10,2.57,36024
36,25,376,335,89.1,35,9.31,6,1.6,36025
36,26,386,278,72.02,93,24.09,15,3.89,36026
36,27,388,309,79.64,71,18.3,8,2.06,36027
36,28,355,271,76.34,77,21.69,7,1.97,36028
36,29,415,321,77.35,80,19.28,14,3.37,36029
36,30,386,309,80.05,61,15.8,16,4.15,36030
37,1,241,219,90.87,12,4.98,10,4.15,37001
37,2,295,274,92.88,13,4.41,8,2.71,37002
37,3,265,248,93.58,10,3.77,7,2.64,37003
37,4,282,262,92.91,17,6.03,3,1.06,37004
37,5,388,354,91.24,16,4.12,18,4.64,37005
37,6,398,380,95.48,9,2.26,9,2.26,37006
37,7,266,258,96.99,5,1.88,3,1.13,37007
37,8,258,243,94.19,10,3.88,5,1.94,37008
37,9,373,358,95.98,5,1.34,10,2.68,37009
37,10,422,398,94.31,14,3.32,10,2.37,37010
37,11,243,229,94.24,6,2.47,8,3.29,37011
37,12,273,258,94.51,10,3.66,5,1.83,37012
37,13,256,243,94.92,6,2.34,7,2.73,37013
37,14,371,350,94.34,11,2.96,10,2.7,37014
37,15,363,348,95.87,7,1.93,8,2.2,37015
37,16,395,378,95.7,10,2.53,7,1.77,37016
37,17,289,273,94.46,9,3.11,7,2.42,37017
37,18,308,289,93.83,14,4.55,5,1.62,37018
37,19,248,235,94.76,9,3.63,4,1.61,37019
37,20,293,277,94.54,11,3.75,5,1.71,37020
37,21,332,308,92.77,17,5.12,7,2.11,37021
37,22,312,274,87.82,25,8.01,13,4.17,37022
37,23,327,311,95.11,7,2.14,9,2.75,37023
37,24,392,370,94.39,12,3.06,10,2.55,37024
37,25,317,292,92.11,10,3.15,15,4.73,37025
37,26,458,429,93.67,12,2.62,17,3.71,37026
37,27,323,307,95.05,9,2.79,7,2.17,37027
37,28,301,278,92.36,16,5.32,7,2.33,37028
37,29,317,300,94.64,12,3.79,5,1.58,37029
37,30,345,336,97.39,4,1.16,5,1.45,37030
37,31,361,336,93.07,12,3.32,13,3.6,37031
37,32,316,294,93.04,10,3.16,12,3.8,37032
37,33,374,348,93.05,15,4.01,11,2.94,37033
37,34,331,310,93.66,13,3.93,8,2.42,37034
37,35,362,347,95.86,5,1.38,10,2.76,37035
37,36,345,333,96.52,6,1.74,6,1.74,37036
37,37,387,359,92.76,11,2.84,17,4.39,37037
37,38,353,325,92.07,15,4.25,13,3.68,37038
37,39,328,307,93.6,13,3.96,8,2.44,37039
37,40,361,336,93.07,15,4.16,10,2.77,37040
37,41,357,332,93.0,15,4.2,10,2.8,37041
38,1,403,307,76.18,73,18.11,23,5.71,38001
38,2,467,237,50.75,221,47.32,9,1.93,38002
38,3,413,286,69.25,115,27.85,12,2.91,38003
38,4,404,274,67.82,115,28.47,15,3.71,38004
38,5,435,289,66.44,129,29.66,17,3.91,38005
38,6,416,284,68.27,126,30.29,6,1.44,38006
38,7,388,249,64.18,131,33.76,8,2.06,38007
38,8,389,267,68.64,102,26.22,20,5.14,38008
38,9,467,286,61.24,164,35.12,17,3.64,38009
38,10,345,250,72.46,83,24.06,12,3.48,38010
38,11,372,272,73.12,89,23.92,11,2.96,38011
38,12,424,221,52.12,190,44.81,13,3.07,38012
38,13,444,297,66.89,130,29.28,17,3.83,38013
38,14,458,323,70.52,118,25.76,17,3.71,38014
38,15,386,283,73.32,84,21.76,19,4.92,38015
38,16,409,290,70.9,106,25.92,13,3.18,38016
38,17,528,320,60.61,193,36.55,15,2.84,38017
38,18,476,320,67.23,147,30.88,9,1.89,38018
38,19,492,345,70.12,133,27.03,14,2.85,38019
38,20,439,261,59.45,159,36.22,19,4.33,38020
38,21,367,271,73.84,84,22.89,12,3.27,38021
38,22,415,307,73.98,88,21.2,20,4.82,38022
38,23,436,327,75.0,95,21.79,14,3.21,38023
38,24,459,296,64.49,151,32.9,12,2.61,38024
38,25,377,278,73.74,86,22.81,13,3.45,38025
38,26,444,316,71.17,117,26.35,11,2.48,38026
38,27,425,286,67.29,120,28.24,19,4.47,38027
38,28,518,313,60.42,187,36.1,18,3.47,38028
38,29,420,314,74.76,92,21.9,14,3.33,38029
