ward,precinct,total,Mary E. Flowers,Mary E. Flowers Percent,precinct_id
6,10,207,207,100.0,06010
6,17,241,241,100.0,06017
6,19,87,87,100.0,06019
6,20,219,219,100.0,06020
6,22,197,197,100.0,06022
6,25,192,192,100.0,06025
6,26,40,40,100.0,06026
6,27,208,208,100.0,06027
17,2,319,319,100.0,17002
17,4,390,390,100.0,17004
17,5,245,245,100.0,17005
17,9,255,255,100.0,17009
17,10,417,417,100.0,17010
17,11,189,189,100.0,17011
17,15,343,343,100.0,17015
17,18,358,358,100.0,17018
17,20,419,419,100.0,17020
17,21,61,61,100.0,17021
17,22,285,285,100.0,17022
17,23,213,213,100.0,17023
17,24,339,339,100.0,17024
17,26,339,339,100.0,17026
17,27,299,299,100.0,17027
17,28,260,260,100.0,17028
17,29,324,324,100.0,17029
17,32,171,171,100.0,17032
17,34,164,164,100.0,17034
17,37,236,236,100.0,17037
17,38,305,305,100.0,17038
17,39,295,295,100.0,17039
17,40,338,338,100.0,17040
17,41,405,405,100.0,17041
18,4,375,375,100.0,18004
18,6,141,141,100.0,18006
18,7,330,330,100.0,18007
18,8,357,357,100.0,18008
18,9,150,150,100.0,18009
18,10,475,475,100.0,18010
18,12,311,311,100.0,18012
18,13,374,374,100.0,18013
18,14,374,374,100.0,18014
18,16,344,344,100.0,18016
18,18,298,298,100.0,18018
18,19,341,341,100.0,18019
18,20,288,288,100.0,18020
18,21,150,150,100.0,18021
18,22,424,424,100.0,18022
18,26,329,329,100.0,18026
18,29,47,47,100.0,18029
18,32,19,19,100.0,18032
18,33,39,39,100.0,18033
18,35,422,422,100.0,18035
18,36,368,368,100.0,18036
18,37,413,413,100.0,18037
18,38,345,345,100.0,18038
18,41,417,417,100.0,18041
21,2,171,171,100.0,21002
21,4,335,335,100.0,21004
21,13,42,42,100.0,21013
21,15,253,253,100.0,21015
21,17,45,45,100.0,21017
21,20,245,245,100.0,21020
21,26,333,333,100.0,21026
21,28,433,433,100.0,21028
21,30,281,281,100.0,21030
21,34,159,159,100.0,21034
21,43,343,343,100.0,21043
21,44,110,110,100.0,21044
21,47,333,333,100.0,21047
21,51,337,337,100.0,21051
21,52,311,311,100.0,21052
21,53,174,174,100.0,21053
21,54,311,311,100.0,21054
