ward,precinct,total,Gregory Harris,Gregory Harris Percent,precinct_id
33,18,199,199,100.0,33018
39,13,19,19,100.0,39013
39,22,318,318,100.0,39022
39,30,57,57,100.0,39030
40,1,340,340,100.0,40001
40,2,368,368,100.0,40002
40,3,591,591,100.0,40003
40,4,28,28,100.0,40004
40,5,469,469,100.0,40005
40,6,592,592,100.0,40006
40,7,465,465,100.0,40007
40,8,619,619,100.0,40008
40,9,331,331,100.0,40009
40,10,99,99,100.0,40010
40,11,490,490,100.0,40011
40,12,405,405,100.0,40012
40,13,775,775,100.0,40013
40,14,347,347,100.0,40014
40,15,382,382,100.0,40015
40,16,660,660,100.0,40016
40,17,372,372,100.0,40017
40,18,332,332,100.0,40018
40,19,493,493,100.0,40019
40,20,440,440,100.0,40020
40,21,511,511,100.0,40021
40,22,537,537,100.0,40022
40,23,589,589,100.0,40023
40,24,349,349,100.0,40024
40,25,580,580,100.0,40025
40,26,514,514,100.0,40026
40,27,598,598,100.0,40027
40,29,395,395,100.0,40029
40,30,340,340,100.0,40030
40,31,545,545,100.0,40031
40,32,538,538,100.0,40032
40,33,482,482,100.0,40033
40,34,362,362,100.0,40034
40,35,277,277,100.0,40035
40,36,415,415,100.0,40036
40,37,405,405,100.0,40037
40,38,600,600,100.0,40038
40,39,72,72,100.0,40039
46,1,380,380,100.0,46001
46,2,483,483,100.0,46002
46,4,498,498,100.0,46004
46,6,441,441,100.0,46006
46,8,331,331,100.0,46008
46,12,571,571,100.0,46012
46,14,457,457,100.0,46014
46,16,632,632,100.0,46016
46,20,410,410,100.0,46020
46,21,328,328,100.0,46021
46,22,387,387,100.0,46022
46,23,423,423,100.0,46023
46,25,498,498,100.0,46025
46,26,343,343,100.0,46026
46,29,43,43,100.0,46029
46,32,501,501,100.0,46032
46,37,447,447,100.0,46037
46,40,440,440,100.0,46040
47,5,461,461,100.0,47005
47,10,694,694,100.0,47010
47,15,659,659,100.0,47015
47,19,704,704,100.0,47019
47,20,513,513,100.0,47020
47,22,549,549,100.0,47022
47,23,620,620,100.0,47023
47,26,720,720,100.0,47026
47,28,450,450,100.0,47028
47,30,676,676,100.0,47030
47,31,548,548,100.0,47031
47,32,672,672,100.0,47032
47,34,555,555,100.0,47034
47,36,624,624,100.0,47036
47,37,534,534,100.0,47037
47,38,535,535,100.0,47038
47,39,10,10,100.0,47039
47,41,522,522,100.0,47041
47,42,560,560,100.0,47042
47,45,512,512,100.0,47045
48,4,498,498,100.0,48004
48,7,7,7,100.0,48007
48,14,28,28,100.0,48014
48,17,460,460,100.0,48017
48,20,380,380,100.0,48020
48,21,622,622,100.0,48021
48,23,517,517,100.0,48023
48,24,531,531,100.0,48024
48,35,317,317,100.0,48035
48,38,65,65,100.0,48038
