ward,precinct,total,"Larry Rogers, Jr.","Larry Rogers, Jr. Percent",precinct_id
6,4,286,286,100.0,06004
6,5,246,246,100.0,06005
6,6,393,393,100.0,06006
6,7,332,332,100.0,06007
6,8,363,363,100.0,06008
6,9,306,306,100.0,06009
6,10,218,218,100.0,06010
6,11,316,316,100.0,06011
6,12,265,265,100.0,06012
6,13,279,279,100.0,06013
6,14,332,332,100.0,06014
6,15,286,286,100.0,06015
6,16,366,366,100.0,06016
6,17,244,244,100.0,06017
6,18,257,257,100.0,06018
6,19,329,329,100.0,06019
6,20,209,209,100.0,06020
6,21,194,194,100.0,06021
6,22,215,215,100.0,06022
6,23,184,184,100.0,06023
6,24,185,185,100.0,06024
6,25,188,188,100.0,06025
6,26,273,273,100.0,06026
6,27,192,192,100.0,06027
6,28,170,170,100.0,06028
6,29,391,391,100.0,06029
6,30,298,298,100.0,06030
6,31,380,380,100.0,06031
6,32,339,339,100.0,06032
6,33,360,360,100.0,06033
6,34,374,374,100.0,06034
6,35,339,339,100.0,06035
6,36,426,426,100.0,06036
6,37,370,370,100.0,06037
6,38,381,381,100.0,06038
6,39,291,291,100.0,06039
6,40,333,333,100.0,06040
6,41,356,356,100.0,06041
6,42,354,354,100.0,06042
6,43,322,322,100.0,06043
6,44,342,342,100.0,06044
6,45,385,385,100.0,06045
6,46,245,245,100.0,06046
6,47,261,261,100.0,06047
6,48,377,377,100.0,06048
7,1,309,309,100.0,07001
7,2,330,330,100.0,07002
7,3,367,367,100.0,07003
7,4,359,359,100.0,07004
7,5,290,290,100.0,07005
7,6,438,438,100.0,07006
7,7,323,323,100.0,07007
7,8,292,292,100.0,07008
7,9,607,607,100.0,07009
7,10,392,392,100.0,07010
7,11,369,369,100.0,07011
7,12,313,313,100.0,07012
7,13,212,212,100.0,07013
7,14,360,360,100.0,07014
7,15,335,335,100.0,07015
7,16,263,263,100.0,07016
7,17,292,292,100.0,07017
7,18,300,300,100.0,07018
7,19,323,323,100.0,07019
7,20,253,253,100.0,07020
7,21,253,253,100.0,07021
7,22,287,287,100.0,07022
7,23,344,344,100.0,07023
7,24,275,275,100.0,07024
7,25,266,266,100.0,07025
7,26,284,284,100.0,07026
7,27,278,278,100.0,07027
7,28,246,246,100.0,07028
7,29,288,288,100.0,07029
7,30,239,239,100.0,07030
7,31,223,223,100.0,07031
7,32,462,462,100.0,07032
7,33,462,462,100.0,07033
7,34,423,423,100.0,07034
7,35,367,367,100.0,07035
7,36,412,412,100.0,07036
7,37,359,359,100.0,07037
7,38,301,301,100.0,07038
7,39,309,309,100.0,07039
7,40,293,293,100.0,07040
7,41,343,343,100.0,07041
7,42,295,295,100.0,07042
7,43,347,347,100.0,07043
7,44,294,294,100.0,07044
7,45,309,309,100.0,07045
7,46,137,137,100.0,07046
8,1,302,302,100.0,08001
8,2,334,334,100.0,08002
8,3,417,417,100.0,08003
8,4,420,420,100.0,08004
8,5,405,405,100.0,08005
8,6,373,373,100.0,08006
8,7,422,422,100.0,08007
8,8,366,366,100.0,08008
8,9,250,250,100.0,08009
8,10,462,462,100.0,08010
8,11,298,298,100.0,08011
8,12,308,308,100.0,08012
8,13,407,407,100.0,08013
8,14,259,259,100.0,08014
8,15,321,321,100.0,08015
8,16,106,106,100.0,08016
8,17,326,326,100.0,08017
8,18,325,325,100.0,08018
8,19,387,387,100.0,08019
8,20,416,416,100.0,08020
8,21,453,453,100.0,08021
8,22,339,339,100.0,08022
8,23,302,302,100.0,08023
8,24,221,221,100.0,08024
8,25,352,352,100.0,08025
8,26,326,326,100.0,08026
8,27,405,405,100.0,08027
8,28,379,379,100.0,08028
8,29,406,406,100.0,08029
8,30,365,365,100.0,08030
8,31,263,263,100.0,08031
8,32,296,296,100.0,08032
8,33,342,342,100.0,08033
8,34,343,343,100.0,08034
8,35,404,404,100.0,08035
8,36,383,383,100.0,08036
8,37,308,308,100.0,08037
8,38,229,229,100.0,08038
8,39,363,363,100.0,08039
8,40,271,271,100.0,08040
8,41,413,413,100.0,08041
8,42,448,448,100.0,08042
8,43,194,194,100.0,08043
8,44,247,247,100.0,08044
8,45,337,337,100.0,08045
8,46,291,291,100.0,08046
8,47,286,286,100.0,08047
8,48,328,328,100.0,08048
8,49,337,337,100.0,08049
8,50,364,364,100.0,08050
8,51,401,401,100.0,08051
8,52,453,453,100.0,08052
8,53,203,203,100.0,08053
8,54,283,283,100.0,08054
8,55,289,289,100.0,08055
8,56,360,360,100.0,08056
9,1,327,327,100.0,09001
9,2,316,316,100.0,09002
9,3,234,234,100.0,09003
9,4,251,251,100.0,09004
9,5,333,333,100.0,09005
9,6,318,318,100.0,09006
9,7,282,282,100.0,09007
9,8,333,333,100.0,09008
9,9,354,354,100.0,09009
9,10,273,273,100.0,09010
9,11,215,215,100.0,09011
9,12,381,381,100.0,09012
9,13,387,387,100.0,09013
9,14,406,406,100.0,09014
9,15,358,358,100.0,09015
9,16,304,304,100.0,09016
9,17,224,224,100.0,09017
9,18,249,249,100.0,09018
9,19,314,314,100.0,09019
9,20,326,326,100.0,09020
9,21,294,294,100.0,09021
9,22,340,340,100.0,09022
9,23,393,393,100.0,09023
9,24,346,346,100.0,09024
9,25,350,350,100.0,09025
9,26,356,356,100.0,09026
9,27,291,291,100.0,09027
9,28,204,204,100.0,09028
9,29,290,290,100.0,09029
9,30,267,267,100.0,09030
9,31,254,254,100.0,09031
9,32,334,334,100.0,09032
9,33,258,258,100.0,09033
9,34,240,240,100.0,09034
9,35,335,335,100.0,09035
9,36,271,271,100.0,09036
9,37,446,446,100.0,09037
9,38,352,352,100.0,09038
9,39,378,378,100.0,09039
9,40,373,373,100.0,09040
9,41,275,275,100.0,09041
9,42,340,340,100.0,09042
9,43,287,287,100.0,09043
9,44,308,308,100.0,09044
9,45,263,263,100.0,09045
9,46,336,336,100.0,09046
9,47,349,349,100.0,09047
9,48,392,392,100.0,09048
9,49,366,366,100.0,09049
9,50,439,439,100.0,09050
9,51,347,347,100.0,09051
10,1,298,298,100.0,10001
10,2,269,269,100.0,10002
10,3,277,277,100.0,10003
10,4,241,241,100.0,10004
10,5,222,222,100.0,10005
10,6,230,230,100.0,10006
10,7,224,224,100.0,10007
10,8,201,201,100.0,10008
10,9,233,233,100.0,10009
10,10,275,275,100.0,10010
10,11,353,353,100.0,10011
10,12,188,188,100.0,10012
10,13,280,280,100.0,10013
10,14,363,363,100.0,10014
10,15,632,632,100.0,10015
10,16,219,219,100.0,10016
10,17,366,366,100.0,10017
10,18,204,204,100.0,10018
10,19,288,288,100.0,10019
10,20,305,305,100.0,10020
10,21,294,294,100.0,10021
10,22,178,178,100.0,10022
10,23,267,267,100.0,10023
10,24,262,262,100.0,10024
10,25,92,92,100.0,10025
10,26,229,229,100.0,10026
10,27,316,316,100.0,10027
10,28,323,323,100.0,10028
10,29,274,274,100.0,10029
10,30,256,256,100.0,10030
10,31,234,234,100.0,10031
10,32,293,293,100.0,10032
10,33,214,214,100.0,10033
10,34,211,211,100.0,10034
10,35,311,311,100.0,10035
10,36,74,74,100.0,10036
11,7,289,289,100.0,11007
11,28,148,148,100.0,11028
11,32,0,0,0.0,11032
13,2,226,226,100.0,13002
13,4,259,259,100.0,13004
13,5,336,336,100.0,13005
13,6,253,253,100.0,13006
13,9,288,288,100.0,13009
13,10,232,232,100.0,13010
13,11,291,291,100.0,13011
13,13,276,276,100.0,13013
13,18,193,193,100.0,13018
13,19,314,314,100.0,13019
13,20,147,147,100.0,13020
13,21,271,271,100.0,13021
13,22,271,271,100.0,13022
13,26,143,143,100.0,13026
13,27,260,260,100.0,13027
13,28,219,219,100.0,13028
13,29,213,213,100.0,13029
13,30,235,235,100.0,13030
13,31,277,277,100.0,13031
13,32,198,198,100.0,13032
13,33,255,255,100.0,13033
13,34,331,331,100.0,13034
13,35,260,260,100.0,13035
13,36,185,185,100.0,13036
13,37,326,326,100.0,13037
13,38,212,212,100.0,13038
13,39,292,292,100.0,13039
13,41,320,320,100.0,13041
13,42,227,227,100.0,13042
13,43,280,280,100.0,13043
13,44,270,270,100.0,13044
13,45,293,293,100.0,13045
13,46,343,343,100.0,13046
13,47,314,314,100.0,13047
13,48,234,234,100.0,13048
14,1,275,275,100.0,14001
14,2,387,387,100.0,14002
14,4,268,268,100.0,14004
14,24,155,155,100.0,14024
15,2,197,197,100.0,15002
15,3,213,213,100.0,15003
15,7,201,201,100.0,15007
15,13,127,127,100.0,15013
15,14,248,248,100.0,15014
15,15,222,222,100.0,15015
15,16,310,310,100.0,15016
15,17,235,235,100.0,15017
15,18,187,187,100.0,15018
15,19,246,246,100.0,15019
15,20,222,222,100.0,15020
15,21,195,195,100.0,15021
15,22,229,229,100.0,15022
15,23,239,239,100.0,15023
15,24,183,183,100.0,15024
16,2,257,257,100.0,16002
16,3,212,212,100.0,16003
16,4,255,255,100.0,16004
16,5,180,180,100.0,16005
16,6,256,256,100.0,16006
16,7,232,232,100.0,16007
16,8,170,170,100.0,16008
16,9,260,260,100.0,16009
16,10,219,219,100.0,16010
16,11,247,247,100.0,16011
16,12,212,212,100.0,16012
16,14,188,188,100.0,16014
16,15,263,263,100.0,16015
16,16,235,235,100.0,16016
16,17,79,79,100.0,16017
16,19,64,64,100.0,16019
16,20,200,200,100.0,16020
16,21,221,221,100.0,16021
16,22,91,91,100.0,16022
16,23,254,254,100.0,16023
16,24,138,138,100.0,16024
16,25,286,286,100.0,16025
16,26,194,194,100.0,16026
16,27,220,220,100.0,16027
16,28,219,219,100.0,16028
16,29,239,239,100.0,16029
16,30,200,200,100.0,16030
16,31,259,259,100.0,16031
16,33,233,233,100.0,16033
16,34,238,238,100.0,16034
16,36,197,197,100.0,16036
17,1,318,318,100.0,17001
17,2,314,314,100.0,17002
17,3,315,315,100.0,17003
17,4,391,391,100.0,17004
17,5,220,220,100.0,17005
17,6,112,112,100.0,17006
17,8,244,244,100.0,17008
17,9,239,239,100.0,17009
17,10,415,415,100.0,17010
17,11,242,242,100.0,17011
17,12,246,246,100.0,17012
17,13,273,273,100.0,17013
17,15,336,336,100.0,17015
17,16,264,264,100.0,17016
17,17,283,283,100.0,17017
17,18,356,356,100.0,17018
17,19,179,179,100.0,17019
17,20,413,413,100.0,17020
17,21,416,416,100.0,17021
17,22,271,271,100.0,17022
17,23,204,204,100.0,17023
17,24,334,334,100.0,17024
17,25,233,233,100.0,17025
17,26,325,325,100.0,17026
17,27,300,300,100.0,17027
17,28,239,239,100.0,17028
17,29,308,308,100.0,17029
17,30,226,226,100.0,17030
17,31,191,191,100.0,17031
17,32,255,255,100.0,17032
17,33,206,206,100.0,17033
17,34,232,232,100.0,17034
17,35,211,211,100.0,17035
17,36,291,291,100.0,17036
17,37,262,262,100.0,17037
17,38,301,301,100.0,17038
17,39,300,300,100.0,17039
17,40,330,330,100.0,17040
17,41,396,396,100.0,17041
18,1,318,318,100.0,18001
18,2,290,290,100.0,18002
18,3,284,284,100.0,18003
18,4,376,376,100.0,18004
18,5,216,216,100.0,18005
18,6,248,248,100.0,18006
18,7,321,321,100.0,18007
18,8,345,345,100.0,18008
18,9,336,336,100.0,18009
18,10,469,469,100.0,18010
18,11,280,280,100.0,18011
18,12,341,341,100.0,18012
18,13,365,365,100.0,18013
18,14,380,380,100.0,18014
18,15,368,368,100.0,18015
18,16,337,337,100.0,18016
18,17,339,339,100.0,18017
18,18,289,289,100.0,18018
18,19,337,337,100.0,18019
18,20,283,283,100.0,18020
18,21,429,429,100.0,18021
18,22,420,420,100.0,18022
18,23,340,340,100.0,18023
18,24,306,306,100.0,18024
18,25,320,320,100.0,18025
18,26,433,433,100.0,18026
18,27,279,279,100.0,18027
18,28,280,280,100.0,18028
18,29,368,368,100.0,18029
18,30,350,350,100.0,18030
18,31,372,372,100.0,18031
18,32,352,352,100.0,18032
18,33,269,269,100.0,18033
18,34,411,411,100.0,18034
18,35,414,414,100.0,18035
18,36,345,345,100.0,18036
18,37,401,401,100.0,18037
18,38,336,336,100.0,18038
18,39,263,263,100.0,18039
18,40,363,363,100.0,18040
18,41,403,403,100.0,18041
18,42,299,299,100.0,18042
18,43,225,225,100.0,18043
18,44,252,252,100.0,18044
18,45,302,302,100.0,18045
18,46,336,336,100.0,18046
18,47,264,264,100.0,18047
18,48,292,292,100.0,18048
18,49,208,208,100.0,18049
18,50,255,255,100.0,18050
19,2,122,122,100.0,19002
19,5,403,403,100.0,19005
19,6,144,144,100.0,19006
19,7,282,282,100.0,19007
19,8,16,16,100.0,19008
19,10,431,431,100.0,19010
19,13,471,471,100.0,19013
19,14,418,418,100.0,19014
19,17,264,264,100.0,19017
19,18,335,335,100.0,19018
19,19,175,175,100.0,19019
19,20,323,323,100.0,19020
19,21,17,17,100.0,19021
19,23,304,304,100.0,19023
19,25,328,328,100.0,19025
19,26,335,335,100.0,19026
19,27,393,393,100.0,19027
19,28,454,454,100.0,19028
19,29,237,237,100.0,19029
19,31,298,298,100.0,19031
19,32,258,258,100.0,19032
19,34,318,318,100.0,19034
19,35,326,326,100.0,19035
19,36,535,535,100.0,19036
19,37,371,371,100.0,19037
19,38,334,334,100.0,19038
19,40,353,353,100.0,19040
19,42,302,302,100.0,19042
19,43,539,539,100.0,19043
19,46,316,316,100.0,19046
19,48,444,444,100.0,19048
19,49,466,466,100.0,19049
19,50,265,265,100.0,19050
19,52,305,305,100.0,19052
19,56,400,400,100.0,19056
19,57,294,294,100.0,19057
20,1,331,331,100.0,20001
20,2,136,136,100.0,20002
20,3,307,307,100.0,20003
20,4,156,156,100.0,20004
20,5,389,389,100.0,20005
20,6,148,148,100.0,20006
20,7,357,357,100.0,20007
20,8,319,319,100.0,20008
20,9,493,493,100.0,20009
20,10,228,228,100.0,20010
20,11,455,455,100.0,20011
20,12,266,266,100.0,20012
20,13,358,358,100.0,20013
20,14,163,163,100.0,20014
20,15,261,261,100.0,20015
20,16,388,388,100.0,20016
20,17,187,187,100.0,20017
20,18,229,229,100.0,20018
20,19,341,341,100.0,20019
20,20,213,213,100.0,20020
20,21,240,240,100.0,20021
20,22,439,439,100.0,20022
20,23,362,362,100.0,20023
20,24,379,379,100.0,20024
20,25,231,231,100.0,20025
20,26,357,357,100.0,20026
20,27,166,166,100.0,20027
20,28,215,215,100.0,20028
20,29,374,374,100.0,20029
20,30,155,155,100.0,20030
20,31,400,400,100.0,20031
20,32,320,320,100.0,20032
20,33,199,199,100.0,20033
20,34,555,555,100.0,20034
20,35,230,230,100.0,20035
20,36,107,107,100.0,20036
20,37,96,96,100.0,20037
20,38,106,106,100.0,20038
20,39,20,20,100.0,20039
21,1,384,384,100.0,21001
21,2,263,263,100.0,21002
21,3,383,383,100.0,21003
21,4,331,331,100.0,21004
21,5,377,377,100.0,21005
21,6,292,292,100.0,21006
21,7,354,354,100.0,21007
21,8,354,354,100.0,21008
21,9,385,385,100.0,21009
21,10,297,297,100.0,21010
21,11,331,331,100.0,21011
21,12,310,310,100.0,21012
21,13,330,330,100.0,21013
21,14,366,366,100.0,21014
21,15,314,314,100.0,21015
21,16,325,325,100.0,21016
21,17,306,306,100.0,21017
21,18,386,386,100.0,21018
21,19,350,350,100.0,21019
21,20,303,303,100.0,21020
21,21,295,295,100.0,21021
21,22,310,310,100.0,21022
21,23,298,298,100.0,21023
21,24,346,346,100.0,21024
21,25,296,296,100.0,21025
21,26,337,337,100.0,21026
21,27,342,342,100.0,21027
21,28,432,432,100.0,21028
21,29,395,395,100.0,21029
21,30,268,268,100.0,21030
21,31,249,249,100.0,21031
21,32,315,315,100.0,21032
21,33,301,301,100.0,21033
21,34,312,312,100.0,21034
21,35,405,405,100.0,21035
21,36,326,326,100.0,21036
21,37,251,251,100.0,21037
21,38,322,322,100.0,21038
21,39,281,281,100.0,21039
21,40,304,304,100.0,21040
21,41,340,340,100.0,21041
21,42,373,373,100.0,21042
21,43,329,329,100.0,21043
21,44,347,347,100.0,21044
21,45,324,324,100.0,21045
21,46,365,365,100.0,21046
21,47,328,328,100.0,21047
21,48,331,331,100.0,21048
21,49,392,392,100.0,21049
21,50,278,278,100.0,21050
21,51,334,334,100.0,21051
21,52,328,328,100.0,21052
21,53,287,287,100.0,21053
21,54,297,297,100.0,21054
22,1,0,0,0.0,22001
22,3,380,380,100.0,22003
22,4,223,223,100.0,22004
22,5,259,259,100.0,22005
22,6,263,263,100.0,22006
22,10,98,98,100.0,22010
22,13,253,253,100.0,22013
22,14,158,158,100.0,22014
22,16,247,247,100.0,22016
22,17,275,275,100.0,22017
22,19,148,148,100.0,22019
22,20,256,256,100.0,22020
22,21,314,314,100.0,22021
22,23,267,267,100.0,22023
22,24,288,288,100.0,22024
23,1,222,222,100.0,23001
23,2,255,255,100.0,23002
23,3,248,248,100.0,23003
23,10,20,20,100.0,23010
23,11,304,304,100.0,23011
23,12,256,256,100.0,23012
23,14,235,235,100.0,23014
23,16,242,242,100.0,23016
23,18,202,202,100.0,23018
23,21,237,237,100.0,23021
23,22,81,81,100.0,23022
23,23,234,234,100.0,23023
23,27,188,188,100.0,23027
23,28,267,267,100.0,23028
23,30,3,3,100.0,23030
23,32,40,40,100.0,23032
23,35,163,163,100.0,23035
23,36,243,243,100.0,23036
23,37,259,259,100.0,23037
24,1,255,255,100.0,24001
24,2,267,267,100.0,24002
24,3,281,281,100.0,24003
24,4,214,214,100.0,24004
24,5,149,149,100.0,24005
24,6,289,289,100.0,24006
24,8,137,137,100.0,24008
24,9,263,263,100.0,24009
24,10,129,129,100.0,24010
24,11,312,312,100.0,24011
24,12,156,156,100.0,24012
24,13,148,148,100.0,24013
24,14,248,248,100.0,24014
24,15,137,137,100.0,24015
24,17,222,222,100.0,24017
24,18,316,316,100.0,24018
24,19,343,343,100.0,24019
24,20,247,247,100.0,24020
24,21,141,141,100.0,24021
24,22,340,340,100.0,24022
24,23,206,206,100.0,24023
24,24,287,287,100.0,24024
24,25,228,228,100.0,24025
24,26,394,394,100.0,24026
24,27,306,306,100.0,24027
24,28,179,179,100.0,24028
24,29,225,225,100.0,24029
24,30,166,166,100.0,24030
24,31,314,314,100.0,24031
24,32,140,140,100.0,24032
24,33,166,166,100.0,24033
24,34,261,261,100.0,24034
24,35,266,266,100.0,24035
24,36,337,337,100.0,24036
24,37,167,167,100.0,24037
24,38,239,239,100.0,24038
24,39,289,289,100.0,24039
24,40,319,319,100.0,24040
24,41,194,194,100.0,24041
25,3,631,631,100.0,25003
25,4,291,291,100.0,25004
25,10,594,594,100.0,25010
25,16,578,578,100.0,25016
25,20,258,258,100.0,25020
25,21,729,729,100.0,25021
25,25,372,372,100.0,25025
25,27,1,1,100.0,25027
25,29,184,184,100.0,25029
25,31,718,718,100.0,25031
26,4,206,206,100.0,26004
26,19,187,187,100.0,26019
26,45,68,68,100.0,26045
27,2,362,362,100.0,27002
27,3,212,212,100.0,27003
27,4,204,204,100.0,27004
27,5,258,258,100.0,27005
27,8,270,270,100.0,27008
27,10,375,375,100.0,27010
27,14,179,179,100.0,27014
27,15,173,173,100.0,27015
27,16,390,390,100.0,27016
27,17,354,354,100.0,27017
27,18,254,254,100.0,27018
27,19,172,172,100.0,27019
27,22,152,152,100.0,27022
27,23,257,257,100.0,27023
27,24,245,245,100.0,27024
27,25,315,315,100.0,27025
27,26,265,265,100.0,27026
27,27,421,421,100.0,27027
27,29,230,230,100.0,27029
27,30,163,163,100.0,27030
27,31,268,268,100.0,27031
27,32,316,316,100.0,27032
27,33,283,283,100.0,27033
27,34,249,249,100.0,27034
27,36,305,305,100.0,27036
27,39,252,252,100.0,27039
27,41,289,289,100.0,27041
27,43,216,216,100.0,27043
27,44,241,241,100.0,27044
27,45,86,86,100.0,27045
27,49,268,268,100.0,27049
27,50,328,328,100.0,27050
28,1,196,196,100.0,28001
28,2,256,256,100.0,28002
28,3,237,237,100.0,28003
28,4,263,263,100.0,28004
28,5,191,191,100.0,28005
28,6,166,166,100.0,28006
28,7,279,279,100.0,28007
28,8,362,362,100.0,28008
28,9,266,266,100.0,28009
28,10,382,382,100.0,28010
28,11,595,595,100.0,28011
28,12,294,294,100.0,28012
28,13,314,314,100.0,28013
28,14,216,216,100.0,28014
28,15,56,56,100.0,28015
28,16,183,183,100.0,28016
28,17,249,249,100.0,28017
28,18,260,260,100.0,28018
28,19,5,5,100.0,28019
28,20,272,272,100.0,28020
28,21,240,240,100.0,28021
28,22,254,254,100.0,28022
28,23,311,311,100.0,28023
28,24,238,238,100.0,28024
28,25,384,384,100.0,28025
28,26,273,273,100.0,28026
28,27,289,289,100.0,28027
28,28,359,359,100.0,28028
28,29,150,150,100.0,28029
28,30,45,45,100.0,28030
28,31,378,378,100.0,28031
28,32,264,264,100.0,28032
28,33,301,301,100.0,28033
28,34,486,486,100.0,28034
28,35,347,347,100.0,28035
28,36,166,166,100.0,28036
28,37,357,357,100.0,28037
28,38,140,140,100.0,28038
28,39,211,211,100.0,28039
28,40,399,399,100.0,28040
28,41,224,224,100.0,28041
28,42,283,283,100.0,28042
28,43,344,344,100.0,28043
28,44,203,203,100.0,28044
28,45,377,377,100.0,28045
28,46,8,8,100.0,28046
29,2,469,469,100.0,29002
29,3,384,384,100.0,29003
29,4,386,386,100.0,29004
29,5,295,295,100.0,29005
29,6,298,298,100.0,29006
29,8,322,322,100.0,29008
29,11,212,212,100.0,29011
29,12,440,440,100.0,29012
29,13,363,363,100.0,29013
29,14,339,339,100.0,29014
29,15,409,409,100.0,29015
29,16,345,345,100.0,29016
29,17,319,319,100.0,29017
29,18,344,344,100.0,29018
29,19,368,368,100.0,29019
29,20,411,411,100.0,29020
29,21,451,451,100.0,29021
29,22,248,248,100.0,29022
29,24,322,322,100.0,29024
29,25,424,424,100.0,29025
29,26,354,354,100.0,29026
29,27,326,326,100.0,29027
29,28,436,436,100.0,29028
29,33,245,245,100.0,29033
29,34,249,249,100.0,29034
29,35,276,276,100.0,29035
29,36,314,314,100.0,29036
29,37,352,352,100.0,29037
29,40,414,414,100.0,29040
29,41,281,281,100.0,29041
29,42,393,393,100.0,29042
29,44,448,448,100.0,29044
30,6,281,281,100.0,30006
30,11,329,329,100.0,30011
34,1,378,378,100.0,34001
34,2,290,290,100.0,34002
34,3,348,348,100.0,34003
34,4,264,264,100.0,34004
34,5,300,300,100.0,34005
34,6,401,401,100.0,34006
34,7,403,403,100.0,34007
34,8,286,286,100.0,34008
34,9,225,225,100.0,34009
34,10,332,332,100.0,34010
34,11,302,302,100.0,34011
34,12,387,387,100.0,34012
34,13,342,342,100.0,34013
34,14,267,267,100.0,34014
34,15,310,310,100.0,34015
34,16,284,284,100.0,34016
34,17,441,441,100.0,34017
34,18,264,264,100.0,34018
34,19,377,377,100.0,34019
34,20,405,405,100.0,34020
34,21,426,426,100.0,34021
34,22,357,357,100.0,34022
34,23,278,278,100.0,34023
34,24,315,315,100.0,34024
34,25,523,523,100.0,34025
34,26,366,366,100.0,34026
34,27,290,290,100.0,34027
34,28,229,229,100.0,34028
34,29,270,270,100.0,34029
34,30,348,348,100.0,34030
34,31,286,286,100.0,34031
34,32,347,347,100.0,34032
34,33,284,284,100.0,34033
34,34,373,373,100.0,34034
34,35,375,375,100.0,34035
34,36,317,317,100.0,34036
34,37,215,215,100.0,34037
34,38,170,170,100.0,34038
34,39,247,247,100.0,34039
34,40,378,378,100.0,34040
34,41,218,218,100.0,34041
34,42,340,340,100.0,34042
34,43,323,323,100.0,34043
34,44,358,358,100.0,34044
34,45,366,366,100.0,34045
34,46,239,239,100.0,34046
34,47,329,329,100.0,34047
34,48,367,367,100.0,34048
34,49,330,330,100.0,34049
34,50,278,278,100.0,34050
34,51,369,369,100.0,34051
34,52,266,266,100.0,34052
34,53,213,213,100.0,34053
36,2,288,288,100.0,36002
36,4,96,96,100.0,36004
36,5,286,286,100.0,36005
36,21,234,234,100.0,36021
36,22,62,62,100.0,36022
36,23,254,254,100.0,36023
37,1,215,215,100.0,37001
37,2,259,259,100.0,37002
37,3,233,233,100.0,37003
37,4,246,246,100.0,37004
37,5,339,339,100.0,37005
37,6,359,359,100.0,37006
