ward,precinct,total,Robin Kelly,Robin Kelly Percent,precinct_id
5,1,387,384,99.22,05001
5,6,387,376,97.16,05006
5,10,65,65,100.0,05010
5,11,327,314,96.02,05011
5,14,385,376,97.66,05014
5,18,194,185,95.36,05018
5,23,893,841,94.18,05023
5,25,386,375,97.15,05025
5,26,480,464,96.67,05026
5,28,525,509,96.95,05028
5,29,496,474,95.56,05029
5,31,371,368,99.19,05031
5,32,604,584,96.69,05032
5,35,108,106,98.15,05035
5,36,270,263,97.41,05036
5,37,567,543,95.77,05037
5,38,426,418,98.12,05038
5,40,339,335,98.82,05040
5,41,288,282,97.92,05041
7,1,202,197,97.52,07001
7,2,361,351,97.23,07002
7,3,400,394,98.5,07003
7,4,385,375,97.4,07004
7,5,319,307,96.24,07005
7,6,477,463,97.06,07006
7,7,366,360,98.36,07007
7,8,317,308,97.16,07008
7,9,649,625,96.3,07009
7,10,419,414,98.81,07010
7,11,404,396,98.02,07011
7,12,350,340,97.14,07012
7,13,231,225,97.4,07013
7,14,401,390,97.26,07014
7,15,365,360,98.63,07015
7,16,284,273,96.13,07016
7,17,312,302,96.79,07017
7,18,337,319,94.66,07018
7,19,355,344,96.9,07019
7,20,279,274,98.21,07020
7,21,281,278,98.93,07021
7,22,319,304,95.3,07022
7,23,357,352,98.6,07023
7,24,302,297,98.34,07024
7,25,303,291,96.04,07025
7,26,301,296,98.34,07026
7,27,301,297,98.67,07027
7,28,272,267,98.16,07028
7,29,309,299,96.76,07029
7,30,263,251,95.44,07030
7,31,245,236,96.33,07031
7,32,495,481,97.17,07032
7,33,480,470,97.92,07033
7,34,438,434,99.09,07034
7,35,399,389,97.49,07035
7,36,439,431,98.18,07036
7,37,385,374,97.14,07037
7,38,313,306,97.76,07038
7,39,339,332,97.94,07039
7,40,314,309,98.41,07040
7,41,373,369,98.93,07041
7,42,309,307,99.35,07042
7,43,371,359,96.77,07043
7,44,307,302,98.37,07044
7,45,346,336,97.11,07045
7,46,153,150,98.04,07046
8,4,282,280,99.29,08004
8,5,18,17,94.44,08005
8,7,441,438,99.32,08007
8,9,261,257,98.47,08009
8,17,346,341,98.55,08017
8,27,343,338,98.54,08027
8,28,402,390,97.01,08028
8,32,316,314,99.37,08032
8,36,415,411,99.04,08036
8,39,382,378,98.95,08039
8,42,469,460,98.08,08042
8,46,313,308,98.4,08046
8,49,17,17,100.0,08049
8,50,159,156,98.11,08050
8,53,221,216,97.74,08053
9,1,374,369,98.66,09001
9,2,330,324,98.18,09002
9,3,283,277,97.88,09003
9,4,279,278,99.64,09004
9,5,353,352,99.72,09005
9,6,343,339,98.83,09006
9,7,305,294,96.39,09007
9,8,358,356,99.44,09008
9,9,377,373,98.94,09009
9,10,302,297,98.34,09010
9,11,246,241,97.97,09011
9,13,419,409,97.61,09013
9,14,447,434,97.09,09014
9,15,401,396,98.75,09015
9,16,321,319,99.38,09016
9,17,242,238,98.35,09017
9,18,259,255,98.46,09018
9,19,342,338,98.83,09019
9,20,364,358,98.35,09020
9,21,311,299,96.14,09021
9,22,370,359,97.03,09022
9,26,408,404,99.02,09026
9,27,326,320,98.16,09027
9,28,225,217,96.44,09028
9,29,335,327,97.61,09029
9,30,288,276,95.83,09030
9,31,274,268,97.81,09031
9,32,367,360,98.09,09032
9,33,268,266,99.25,09033
9,34,266,259,97.37,09034
9,35,369,363,98.37,09035
9,37,520,452,86.92,09037
9,38,391,382,97.7,09038
9,39,392,382,97.45,09039
9,40,395,386,97.72,09040
9,41,299,294,98.33,09041
9,43,316,308,97.47,09043
9,44,321,314,97.82,09044
9,45,291,283,97.25,09045
9,46,368,353,95.92,09046
10,1,336,314,93.45,10001
10,2,371,248,66.85,10002
10,3,377,263,69.76,10003
10,4,273,250,91.58,10004
10,5,296,205,69.26,10005
10,6,294,251,85.37,10006
10,7,258,220,85.27,10007
10,8,233,221,94.85,10008
10,9,344,242,70.35,10009
10,10,370,296,80.0,10010
10,11,408,349,85.54,10011
10,12,232,185,79.74,10012
10,13,318,297,93.4,10013
10,14,448,362,80.8,10014
10,15,677,668,98.67,10015
10,16,279,214,76.7,10016
10,17,479,347,72.44,10017
10,18,232,214,92.24,10018
10,19,370,268,72.43,10019
10,20,397,321,80.86,10020
10,21,360,309,85.83,10021
10,22,207,192,92.75,10022
10,23,315,281,89.21,10023
10,24,366,238,65.03,10024
10,25,102,96,94.12,10025
10,26,265,243,91.7,10026
10,27,355,328,92.39,10027
10,28,392,333,84.95,10028
10,29,317,276,87.07,10029
10,30,299,270,90.3,10030
10,31,263,243,92.4,10031
10,32,361,290,80.33,10032
10,33,251,220,87.65,10033
10,34,252,233,92.46,10034
10,35,426,305,71.6,10035
10,36,90,83,92.22,10036
34,2,53,52,98.11,34002
34,4,278,268,96.4,34004
34,18,287,276,96.17,34018
34,22,269,263,97.77,34022
34,23,295,293,99.32,34023
34,24,340,332,97.65,34024
34,27,318,307,96.54,34027
34,28,238,233,97.9,34028
34,30,228,226,99.12,34030
34,36,340,332,97.65,34036
34,37,219,213,97.26,34037
34,38,177,173,97.74,34038
34,39,259,252,97.3,34039
34,41,173,170,98.27,34041
34,53,232,227,97.84,34053
