ward,precinct,total,Kwame Raoul,Kwame Raoul Percent,Erika Harold,Erika Harold Percent,Bubba Harsy,Bubba Harsy Percent,precinct_id
38,31,433,285,65.82,134,30.95,14,3.23,38031
38,32,430,281,65.35,134,31.16,15,3.49,38032
38,33,424,279,65.8,123,29.01,22,5.19,38033
38,34,434,329,75.81,91,20.97,14,3.23,38034
38,35,447,326,72.93,107,23.94,14,3.13,38035
38,36,393,263,66.92,125,31.81,5,1.27,38036
38,37,431,299,69.37,121,28.07,11,2.55,38037
38,38,407,240,58.97,152,37.35,15,3.69,38038
38,39,458,320,69.87,127,27.73,11,2.4,38039
38,40,445,280,62.92,150,33.71,15,3.37,38040
38,41,402,308,76.62,90,22.39,4,1.0,38041
39,1,473,256,54.12,203,42.92,14,2.96,39001
39,2,468,275,58.76,181,38.68,12,2.56,39002
39,3,516,372,72.09,123,23.84,21,4.07,39003
39,4,420,247,58.81,155,36.9,18,4.29,39004
39,5,468,321,68.59,137,29.27,10,2.14,39005
39,6,432,335,77.55,87,20.14,10,2.31,39006
39,7,414,307,74.15,97,23.43,10,2.42,39007
39,8,472,359,76.06,97,20.55,16,3.39,39008
39,9,428,300,70.09,116,27.1,12,2.8,39009
39,10,226,191,84.51,28,12.39,7,3.1,39010
39,11,416,282,67.79,115,27.64,19,4.57,39011
39,12,603,499,82.75,75,12.44,29,4.81,39012
39,13,384,266,69.27,103,26.82,15,3.91,39013
39,14,493,360,73.02,121,24.54,12,2.43,39014
39,15,522,277,53.07,232,44.44,13,2.49,39015
39,16,372,270,72.58,93,25.0,9,2.42,39016
39,17,499,351,70.34,137,27.45,11,2.2,39017
39,18,443,318,71.78,112,25.28,13,2.93,39018
39,19,475,347,73.05,110,23.16,18,3.79,39019
39,20,574,332,57.84,224,39.02,18,3.14,39020
39,21,425,235,55.29,178,41.88,12,2.82,39021
39,22,388,287,73.97,93,23.97,8,2.06,39022
39,23,484,257,53.1,209,43.18,18,3.72,39023
39,24,595,321,53.95,265,44.54,9,1.51,39024
39,25,396,327,82.58,61,15.4,8,2.02,39025
39,26,441,253,57.37,174,39.46,14,3.17,39026
39,27,85,49,57.65,34,40.0,2,2.35,39027
39,28,577,452,78.34,106,18.37,19,3.29,39028
39,29,259,220,84.94,33,12.74,6,2.32,39029
39,30,551,451,81.85,91,16.52,9,1.63,39030
39,31,385,311,80.78,65,16.88,9,2.34,39031
39,32,401,249,62.09,143,35.66,9,2.24,39032
39,33,515,373,72.43,134,26.02,8,1.55,39033
39,34,508,378,74.41,101,19.88,29,5.71,39034
39,35,460,344,74.78,96,20.87,20,4.35,39035
39,36,128,98,76.56,29,22.66,1,0.78,39036
39,37,470,276,58.72,181,38.51,13,2.77,39037
39,38,282,184,65.25,90,31.91,8,2.84,39038
39,39,303,209,68.98,84,27.72,10,3.3,39039
39,40,431,252,58.47,168,38.98,11,2.55,39040
39,41,497,283,56.94,198,39.84,16,3.22,39041
39,42,516,244,47.29,260,50.39,12,2.33,39042
39,43,511,278,54.4,221,43.25,12,2.35,39043
39,44,364,194,53.3,166,45.6,4,1.1,39044
39,45,458,257,56.11,192,41.92,9,1.97,39045
40,1,427,316,74.0,103,24.12,8,1.87,40001
40,2,439,337,76.77,93,21.18,9,2.05,40002
40,3,651,563,86.48,79,12.14,9,1.38,40003
40,4,293,233,79.52,57,19.45,3,1.02,40004
40,5,538,441,81.97,85,15.8,12,2.23,40005
40,6,645,564,87.44,70,10.85,11,1.71,40006
40,7,527,434,82.35,81,15.37,12,2.28,40007
40,8,687,587,85.44,87,12.66,13,1.89,40008
40,9,415,328,79.04,78,18.8,9,2.17,40009
40,10,483,384,79.5,87,18.01,12,2.48,40010
40,11,556,454,81.65,80,14.39,22,3.96,40011
40,12,460,381,82.83,69,15.0,10,2.17,40012
40,13,846,751,88.77,78,9.22,17,2.01,40013
40,14,407,304,74.69,92,22.6,11,2.7,40014
40,15,450,359,79.78,84,18.67,7,1.56,40015
40,16,724,612,84.53,98,13.54,14,1.93,40016
40,17,426,341,80.05,78,18.31,7,1.64,40017
40,18,391,337,86.19,48,12.28,6,1.53,40018
40,19,582,465,79.9,102,17.53,15,2.58,40019
40,20,515,423,82.14,82,15.92,10,1.94,40020
40,21,583,493,84.56,79,13.55,11,1.89,40021
40,22,594,507,85.35,73,12.29,14,2.36,40022
40,23,631,555,87.96,67,10.62,9,1.43,40023
40,24,413,318,77.0,86,20.82,9,2.18,40024
40,25,633,559,88.31,57,9.0,17,2.69,40025
40,26,563,499,88.63,60,10.66,4,0.71,40026
40,27,716,606,84.64,89,12.43,21,2.93,40027
40,28,568,498,87.68,63,11.09,7,1.23,40028
40,29,488,363,74.39,116,23.77,9,1.84,40029
40,30,432,299,69.21,126,29.17,7,1.62,40030
40,31,592,525,88.68,57,9.63,10,1.69,40031
40,32,597,520,87.1,64,10.72,13,2.18,40032
40,33,533,478,89.68,45,8.44,10,1.88,40033
40,34,431,307,71.23,111,25.75,13,3.02,40034
40,35,345,264,76.52,61,17.68,20,5.8,40035
40,36,498,419,84.14,69,13.86,10,2.01,40036
40,37,468,409,87.39,50,10.68,9,1.92,40037
40,38,666,574,86.19,82,12.31,10,1.5,40038
40,39,189,161,85.19,25,13.23,3,1.59,40039
41,1,439,203,46.24,222,50.57,14,3.19,41001
41,2,444,186,41.89,244,54.95,14,3.15,41002
41,3,454,246,54.19,193,42.51,15,3.3,41003
41,4,480,235,48.96,235,48.96,10,2.08,41004
41,5,564,308,54.61,238,42.2,18,3.19,41005
41,6,572,263,45.98,296,51.75,13,2.27,41006
41,7,535,265,49.53,250,46.73,20,3.74,41007
41,8,467,221,47.32,232,49.68,14,3.0,41008
41,9,470,251,53.4,204,43.4,15,3.19,41009
41,10,500,258,51.6,233,46.6,9,1.8,41010
41,11,528,245,46.4,267,50.57,16,3.03,41011
41,12,464,237,51.08,218,46.98,9,1.94,41012
41,13,562,275,48.93,277,49.29,10,1.78,41013
41,14,548,293,53.47,244,44.53,11,2.01,41014
41,15,593,309,52.11,267,45.03,17,2.87,41015
41,16,437,223,51.03,200,45.77,14,3.2,41016
41,17,469,249,53.09,210,44.78,10,2.13,41017
41,18,449,234,52.12,206,45.88,9,2.0,41018
41,19,563,289,51.33,263,46.71,11,1.95,41019
41,20,355,175,49.3,174,49.01,6,1.69,41020
41,21,514,270,52.53,229,44.55,15,2.92,41021
41,22,533,243,45.59,282,52.91,8,1.5,41022
41,23,472,190,40.25,269,56.99,13,2.75,41023
41,24,415,190,45.78,211,50.84,14,3.37,41024
41,25,368,209,56.79,147,39.95,12,3.26,41025
41,26,469,227,48.4,223,47.55,19,4.05,41026
41,27,393,197,50.13,185,47.07,11,2.8,41027
41,28,473,316,66.81,143,30.23,14,2.96,41028
41,29,334,182,54.49,140,41.92,12,3.59,41029
41,30,489,251,51.33,225,46.01,13,2.66,41030
41,31,516,272,52.71,224,43.41,20,3.88,41031
41,32,396,207,52.27,176,44.44,13,3.28,41032
41,33,459,228,49.67,226,49.24,5,1.09,41033
41,34,418,206,49.28,203,48.56,9,2.15,41034
41,35,584,260,44.52,311,53.25,13,2.23,41035
41,36,478,243,50.84,219,45.82,16,3.35,41036
41,37,541,305,56.38,218,40.3,18,3.33,41037
41,38,452,218,48.23,218,48.23,16,3.54,41038
41,39,516,258,50.0,243,47.09,15,2.91,41039
41,40,511,212,41.49,283,55.38,16,3.13,41040
41,41,503,241,47.91,253,50.3,9,1.79,41041
41,42,463,212,45.79,240,51.84,11,2.38,41042
41,43,500,260,52.0,235,47.0,5,1.0,41043
41,44,497,202,40.64,286,57.55,9,1.81,41044
41,45,449,225,50.11,208,46.33,16,3.56,41045
41,46,502,238,47.41,245,48.8,19,3.78,41046
41,47,512,259,50.59,243,47.46,10,1.95,41047
42,1,538,346,64.31,184,34.2,8,1.49,42001
42,2,664,512,77.11,144,21.69,8,1.2,42002
42,3,631,473,74.96,137,21.71,21,3.33,42003
42,4,1202,841,69.97,343,28.54,18,1.5,42004
42,5,541,388,71.72,144,26.62,9,1.66,42005
42,6,590,379,64.24,195,33.05,16,2.71,42006
42,7,753,497,66.0,251,33.33,5,0.66,42007
42,8,544,411,75.55,123,22.61,10,1.84,42008
42,9,733,539,73.53,169,23.06,25,3.41,42009
42,10,840,611,72.74,203,24.17,26,3.1,42010
42,11,425,247,58.12,170,40.0,8,1.88,42011
42,12,539,343,63.64,184,34.14,12,2.23,42012
42,13,518,310,59.85,195,37.64,13,2.51,42013
42,14,806,551,68.36,236,29.28,19,2.36,42014
42,15,705,471,66.81,222,31.49,12,1.7,42015
42,16,647,458,70.79,175,27.05,14,2.16,42016
42,17,849,561,66.08,276,32.51,12,1.41,42017
42,18,691,475,68.74,195,28.22,21,3.04,42018
42,19,777,497,63.96,273,35.14,7,0.9,42019
42,20,719,458,63.7,238,33.1,23,3.2,42020
42,21,668,485,72.6,163,24.4,20,2.99,42021
42,22,329,194,58.97,128,38.91,7,2.13,42022
42,23,706,436,61.76,253,35.84,17,2.41,42023
42,24,644,429,66.61,209,32.45,6,0.93,42024
42,25,648,399,61.57,229,35.34,20,3.09,42025
42,26,853,575,67.41,255,29.89,23,2.7,42026
42,27,447,309,69.13,127,28.41,11,2.46,42027
42,28,671,453,67.51,206,30.7,12,1.79,42028
42,29,673,437,64.93,214,31.8,22,3.27,42029
42,30,528,302,57.2,216,40.91,10,1.89,42030
42,31,754,458,60.74,281,37.27,15,1.99,42031
42,32,703,439,62.45,245,34.85,19,2.7,42032
42,33,699,532,76.11,152,21.75,15,2.15,42033
42,34,528,323,61.17,191,36.17,14,2.65,42034
42,35,794,578,72.8,194,24.43,22,2.77,42035
42,36,1032,751,72.77,257,24.9,24,2.33,42036
42,37,469,326,69.51,134,28.57,9,1.92,42037
42,38,592,403,68.07,176,29.73,13,2.2,42038
42,39,894,647,72.37,223,24.94,24,2.68,42039
42,40,861,648,75.26,204,23.69,9,1.05,42040
42,41,648,464,71.6,162,25.0,22,3.4,42041
42,42,1038,751,72.35,267,25.72,20,1.93,42042
43,1,316,222,70.25,89,28.16,5,1.58,43001
43,2,672,450,66.96,199,29.61,23,3.42,43002
43,3,594,374,62.96,209,35.19,11,1.85,43003
43,4,723,489,67.63,219,30.29,15,2.07,43004
43,5,545,381,69.91,149,27.34,15,2.75,43005
43,6,494,346,70.04,137,27.73,11,2.23,43006
43,7,398,282,70.85,105,26.38,11,2.76,43007
43,8,451,313,69.4,129,28.6,9,2.0,43008
43,9,614,421,68.57,174,28.34,19,3.09,43009
43,10,737,479,64.99,244,33.11,14,1.9,43010
43,11,579,391,67.53,179,30.92,9,1.55,43011
43,12,434,307,70.74,112,25.81,15,3.46,43012
43,13,571,448,78.46,107,18.74,16,2.8,43013
43,14,622,407,65.43,199,31.99,16,2.57,43014
43,15,602,421,69.93,170,28.24,11,1.83,43015
43,16,737,507,68.79,205,27.82,25,3.39,43016
43,17,481,320,66.53,151,31.39,10,2.08,43017
43,18,710,478,67.32,212,29.86,20,2.82,43018
43,19,671,478,71.24,183,27.27,10,1.49,43019
43,20,688,510,74.13,160,23.26,18,2.62,43020
43,21,682,475,69.65,187,27.42,20,2.93,43021
43,22,431,320,74.25,101,23.43,10,2.32,43022
43,23,442,318,71.95,109,24.66,15,3.39,43023
43,24,463,322,69.55,122,26.35,19,4.1,43024
43,25,491,357,72.71,127,25.87,7,1.43,43025
43,26,400,292,73.0,104,26.0,4,1.0,43026
43,27,600,414,69.0,171,28.5,15,2.5,43027
43,28,781,550,70.42,218,27.91,13,1.66,43028
43,29,579,412,71.16,157,27.12,10,1.73,43029
43,30,663,469,70.74,187,28.21,7,1.06,43030
43,31,592,420,70.95,159,26.86,13,2.2,43031
43,32,632,452,71.52,166,26.27,14,2.22,43032
43,33,610,391,64.1,215,35.25,4,0.66,43033
43,34,445,320,71.91,119,26.74,6,1.35,43034
43,35,657,439,66.82,206,31.35,12,1.83,43035
43,36,342,268,78.36,63,18.42,11,3.22,43036
43,37,672,521,77.53,135,20.09,16,2.38,43037
43,38,507,304,59.96,197,38.86,6,1.18,43038
43,39,577,412,71.4,150,26.0,15,2.6,43039
43,40,450,340,75.56,102,22.67,8,1.78,43040
43,41,796,597,75.0,186,23.37,13,1.63,43041
43,42,580,447,77.07,125,21.55,8,1.38,43042
43,43,570,367,64.39,197,34.56,6,1.05,43043
43,44,594,407,68.52,169,28.45,18,3.03,43044
43,45,365,253,69.32,108,29.59,4,1.1,43045
43,46,358,264,73.74,88,24.58,6,1.68,43046
44,1,964,793,82.26,150,15.56,21,2.18,44001
44,2,632,479,75.79,134,21.2,19,3.01,44002
44,3,403,311,77.17,89,22.08,3,0.74,44003
44,4,576,429,74.48,133,23.09,14,2.43,44004
44,5,718,607,84.54,100,13.93,11,1.53,44005
44,6,801,650,81.15,134,16.73,17,2.12,44006
44,7,465,318,68.39,139,29.89,8,1.72,44007
44,8,897,730,81.38,145,16.16,22,2.45,44008
44,9,633,489,77.25,125,19.75,19,3.0,44009
44,10,651,487,74.81,149,22.89,15,2.3,44010
44,11,708,527,74.44,162,22.88,19,2.68,44011
44,12,668,526,78.74,131,19.61,11,1.65,44012
44,13,538,383,71.19,138,25.65,17,3.16,44013
44,14,601,467,77.7,121,20.13,13,2.16,44014
44,15,575,454,78.96,110,19.13,11,1.91,44015
44,16,742,545,73.45,180,24.26,17,2.29,44016
44,17,855,709,82.92,132,15.44,14,1.64,44017
44,18,710,547,77.04,142,20.0,21,2.96,44018
44,19,783,640,81.74,131,16.73,12,1.53,44019
44,20,690,570,82.61,113,16.38,7,1.01,44020
44,21,806,654,81.14,139,17.25,13,1.61,44021
44,22,679,522,76.88,142,20.91,15,2.21,44022
44,23,637,526,82.57,94,14.76,17,2.67,44023
44,24,476,358,75.21,110,23.11,8,1.68,44024
44,25,655,487,74.35,155,23.66,13,1.98,44025
44,26,770,632,82.08,114,14.81,24,3.12,44026
44,27,780,584,74.87,176,22.56,20,2.56,44027
44,28,592,503,84.97,79,13.34,10,1.69,44028
44,29,706,527,74.65,174,24.65,5,0.71,44029
44,30,785,607,77.32,160,20.38,18,2.29,44030
44,31,553,426,77.03,110,19.89,17,3.07,44031
44,32,724,538,74.31,167,23.07,19,2.62,44032
44,33,677,607,89.66,61,9.01,9,1.33,44033
44,34,680,582,85.59,86,12.65,12,1.76,44034
44,35,772,593,76.81,157,20.34,22,2.85,44035
44,36,672,543,80.8,121,18.01,8,1.19,44036
44,37,710,593,83.52,106,14.93,11,1.55,44037
44,38,650,486,74.77,143,22.0,21,3.23,44038
44,39,691,520,75.25,155,22.43,16,2.32,44039
44,40,626,437,69.81,174,27.8,15,2.4,44040
44,41,815,670,82.21,128,15.71,17,2.09,44041
45,1,396,323,81.57,62,15.66,11,2.78,45001
45,2,466,381,81.76,70,15.02,15,3.22,45002
45,3,446,332,74.44,99,22.2,15,3.36,45003
45,4,590,440,74.58,134,22.71,16,2.71,45004
45,5,490,349,71.22,121,24.69,20,4.08,45005
45,6,661,497,75.19,152,23.0,12,1.82,45006
45,7,704,509,72.3,183,25.99,12,1.7,45007
45,8,486,350,72.02,121,24.9,15,3.09,45008
45,9,450,323,71.78,114,25.33,13,2.89,45009
45,10,478,321,67.15,145,30.33,12,2.51,45010
45,11,329,249,75.68,68,20.67,12,3.65,45011
45,12,442,322,72.85,98,22.17,22,4.98,45012
45,13,404,275,68.07,115,28.47,14,3.47,45013
45,14,584,423,72.43,141,24.14,20,3.42,45014
45,15,561,424,75.58,123,21.93,14,2.5,45015
45,16,406,288,70.94,104,25.62,14,3.45,45016
45,17,536,358,66.79,162,30.22,16,2.99,45017
45,18,484,302,62.4,160,33.06,22,4.55,45018
45,19,248,183,73.79,58,23.39,7,2.82,45019
45,20,338,241,71.3,89,26.33,8,2.37,45020
45,21,430,261,60.7,161,37.44,8,1.86,45021
45,22,425,287,67.53,126,29.65,12,2.82,45022
45,23,413,243,58.84,155,37.53,15,3.63,45023
45,24,367,222,60.49,134,36.51,11,3.0,45024
45,25,289,168,58.13,113,39.1,8,2.77,45025
45,26,249,124,49.8,122,49.0,3,1.2,45026
45,27,451,250,55.43,189,41.91,12,2.66,45027
45,28,372,236,63.44,128,34.41,8,2.15,45028
45,29,304,184,60.53,112,36.84,8,2.63,45029
45,30,393,309,78.63,73,18.58,11,2.8,45030
45,31,372,259,69.62,103,27.69,10,2.69,45031
45,32,403,272,67.49,116,28.78,15,3.72,45032
45,33,348,257,73.85,79,22.7,12,3.45,45033
45,34,457,329,71.99,111,24.29,17,3.72,45034
45,35,499,326,65.33,160,32.06,13,2.61,45035
45,36,488,305,62.5,171,35.04,12,2.46,45036
45,37,456,295,64.69,151,33.11,10,2.19,45037
45,38,418,257,61.48,146,34.93,15,3.59,45038
45,39,456,285,62.5,151,33.11,20,4.39,45039
45,40,447,249,55.7,181,40.49,17,3.8,45040
45,41,428,245,57.24,164,38.32,19,4.44,45041
45,42,427,219,51.29,193,45.2,15,3.51,45042
45,43,451,236,52.33,201,44.57,14,3.1,45043
45,44,449,255,56.79,181,40.31,13,2.9,45044
45,45,318,164,51.57,142,44.65,12,3.77,45045
45,46,338,187,55.33,140,41.42,11,3.25,45046
45,47,329,183,55.62,140,42.55,6,1.82,45047
45,48,385,180,46.75,191,49.61,14,3.64,45048
46,1,433,358,82.68,57,13.16,18,4.16,46001
46,2,549,498,90.71,45,8.2,6,1.09,46002
46,3,707,573,81.05,122,17.26,12,1.7,46003
46,4,545,472,86.61,61,11.19,12,2.2,46004
46,5,782,630,80.56,128,16.37,24,3.07,46005
46,6,497,429,86.32,49,9.86,19,3.82,46006
46,7,639,515,80.59,113,17.68,11,1.72,46007
46,8,399,337,84.46,52,13.03,10,2.51,46008
46,9,655,583,89.01,59,9.01,13,1.98,46009
46,10,947,790,83.42,138,14.57,19,2.01,46010
46,11,575,464,80.7,101,17.57,10,1.74,46011
46,12,644,573,88.98,60,9.32,11,1.71,46012
46,13,565,478,84.6,78,13.81,9,1.59,46013
46,14,553,495,89.51,46,8.32,12,2.17,46014
46,15,588,479,81.46,98,16.67,11,1.87,46015
46,16,686,597,87.03,71,10.35,18,2.62,46016
46,17,668,550,82.34,110,16.47,8,1.2,46017
46,18,647,521,80.53,115,17.77,11,1.7,46018
46,19,423,345,81.56,65,15.37,13,3.07,46019
46,20,480,427,88.96,46,9.58,7,1.46,46020
46,21,407,331,81.33,67,16.46,9,2.21,46021
46,22,447,386,86.35,53,11.86,8,1.79,46022
46,23,466,418,89.7,40,8.58,8,1.72,46023
46,24,691,578,83.65,100,14.47,13,1.88,46024
46,25,555,499,89.91,41,7.39,15,2.7,46025
46,26,671,586,87.33,65,9.69,20,2.98,46026
46,27,774,655,84.63,92,11.89,27,3.49,46027
46,28,586,472,80.55,108,18.43,6,1.02,46028
46,29,500,414,82.8,78,15.6,8,1.6,46029
46,30,630,544,86.35,68,10.79,18,2.86,46030
46,31,593,521,87.86,60,10.12,12,2.02,46031
46,32,607,509,83.86,80,13.18,18,2.97,46032
46,33,694,577,83.14,106,15.27,11,1.59,46033
46,34,690,602,87.25,67,9.71,21,3.04,46034
46,35,669,581,86.85,78,11.66,10,1.49,46035
46,36,590,458,77.63,118,20.0,14,2.37,46036
46,37,536,468,87.31,57,10.63,11,2.05,46037
46,38,628,553,88.06,63,10.03,12,1.91,46038
46,39,595,462,77.65,118,19.83,15,2.52,46039
46,40,491,425,86.56,56,11.41,10,2.04,46040
47,1,418,314,75.12,89,21.29,15,3.59,47001
47,2,625,490,78.4,126,20.16,9,1.44,47002
47,3,583,438,75.13,129,22.13,16,2.74,47003
47,4,674,516,76.56,141,20.92,17,2.52,47004
47,5,658,550,83.59,94,14.29,14,2.13,47005
47,6,740,588,79.46,133,17.97,19,2.57,47006
47,7,549,443,80.69,92,16.76,14,2.55,47007
47,8,593,472,79.6,109,18.38,12,2.02,47008
47,9,583,451,77.36,117,20.07,15,2.57,47009
47,10,766,675,88.12,79,10.31,12,1.57,47010
47,11,608,471,77.47,119,19.57,18,2.96,47011
47,12,651,539,82.8,102,15.67,10,1.54,47012
47,13,578,482,83.39,86,14.88,10,1.73,47013
47,14,549,447,81.42,97,17.67,5,0.91,47014
47,15,735,656,89.25,63,8.57,16,2.18,47015
47,16,597,476,79.73,109,18.26,12,2.01,47016
47,17,601,472,78.54,120,19.97,9,1.5,47017
47,18,593,472,79.6,109,18.38,12,2.02,47018
47,19,769,693,90.12,62,8.06,14,1.82,47019
47,20,572,477,83.39,84,14.69,11,1.92,47020
47,21,576,492,85.42,73,12.67,11,1.91,47021
47,22,632,520,82.28,98,15.51,14,2.22,47022
47,23,670,603,90.0,58,8.66,9,1.34,47023
47,24,636,500,78.62,114,17.92,22,3.46,47024
47,25,720,589,81.81,113,15.69,18,2.5,47025
47,26,788,688,87.31,80,10.15,20,2.54,47026
47,27,575,463,80.52,100,17.39,12,2.09,47027
47,28,567,450,79.37,107,18.87,10,1.76,47028
47,29,673,542,80.53,118,17.53,13,1.93,47029
47,30,736,632,85.87,90,12.23,14,1.9,47030
47,31,605,517,85.45,79,13.06,9,1.49,47031
47,32,734,643,87.6,82,11.17,9,1.23,47032
47,33,578,439,75.95,127,21.97,12,2.08,47033
47,34,630,526,83.49,98,15.56,6,0.95,47034
47,35,629,473,75.2,137,21.78,19,3.02,47035
47,36,677,587,86.71,76,11.23,14,2.07,47036
47,37,598,503,84.11,86,14.38,9,1.51,47037
47,38,609,503,82.59,100,16.42,6,0.99,47038
47,39,614,517,84.2,87,14.17,10,1.63,47039
47,40,609,508,83.42,93,15.27,8,1.31,47040
47,41,684,588,85.96,88,12.87,8,1.17,47041
47,42,630,543,86.19,76,12.06,11,1.75,47042
47,43,572,437,76.4,127,22.2,8,1.4,47043
47,44,595,459,77.14,116,19.5,20,3.36,47044
47,45,580,479,82.59,89,15.34,12,2.07,47045
47,46,603,427,70.81,153,25.37,23,3.81,47046
47,47,712,550,77.25,144,20.22,18,2.53,47047
47,48,57,41,71.93,12,21.05,4,7.02,47048
48,1,526,467,88.78,48,9.13,11,2.09,48001
48,2,278,216,77.7,56,20.14,6,2.16,48002
48,3,627,538,85.81,77,12.28,12,1.91,48003
48,4,549,479,87.25,61,11.11,9,1.64,48004
48,5,346,279,80.64,59,17.05,8,2.31,48005
48,6,684,585,85.53,86,12.57,13,1.9,48006
48,7,572,519,90.73,40,6.99,13,2.27,48007
48,8,321,239,74.45,76,23.68,6,1.87,48008
48,9,364,267,73.35,85,23.35,12,3.3,48009
48,10,820,739,90.12,72,8.78,9,1.1,48010
48,11,514,445,86.58,58,11.28,11,2.14,48011
48,12,694,611,88.04,74,10.66,9,1.3,48012
48,13,713,585,82.05,115,16.13,13,1.82,48013
48,14,288,223,77.43,62,21.53,3,1.04,48014
48,15,402,329,81.84,60,14.93,13,3.23,48015
48,16,594,518,87.21,60,10.1,16,2.69,48016
48,17,517,442,85.49,68,13.15,7,1.35,48017
48,18,387,333,86.05,49,12.66,5,1.29,48018
48,19,384,335,87.24,41,10.68,8,2.08,48019
48,20,655,586,89.47,61,9.31,8,1.22,48020
48,21,720,606,84.17,91,12.64,23,3.19,48021
48,22,498,379,76.1,112,22.49,7,1.41,48022
48,23,625,483,77.28,126,20.16,16,2.56,48023
48,24,649,485,74.73,144,22.19,20,3.08,48024
48,25,521,444,85.22,69,13.24,8,1.54,48025
48,26,276,230,83.33,37,13.41,9,3.26,48026
48,27,816,711,87.13,88,10.78,17,2.08,48027
48,28,648,471,72.69,170,26.23,7,1.08,48028
48,29,306,250,81.7,50,16.34,6,1.96,48029
48,30,502,448,89.24,49,9.76,5,1.0,48030
48,31,723,622,86.03,84,11.62,17,2.35,48031
48,32,589,511,86.76,61,10.36,17,2.89,48032
48,33,318,250,78.62,62,19.5,6,1.89,48033
48,34,498,436,87.55,55,11.04,7,1.41,48034
48,35,396,302,76.26,81,20.45,13,3.28,48035
48,36,334,268,80.24,57,17.07,9,2.69,48036
48,37,588,522,88.78,60,10.2,6,1.02,48037
48,38,588,486,82.65,89,15.14,13,2.21,48038
48,39,460,370,80.43,83,18.04,7,1.52,48039
48,40,508,445,87.6,52,10.24,11,2.17,48040
48,41,717,625,87.17,80,11.16,12,1.67,48041
48,42,669,601,89.84,51,7.62,17,2.54,48042
48,43,620,537,86.61,72,11.61,11,1.77,48043
48,44,717,650,90.66,57,7.95,10,1.39,48044
48,45,434,368,84.79,56,12.9,10,2.3,48045
48,46,388,320,82.47,62,15.98,6,1.55,48046
49,1,360,329,91.39,23,6.39,8,2.22,49001
49,2,386,344,89.12,31,8.03,11,2.85,49002
49,3,619,553,89.34,56,9.05,10,1.62,49003
49,4,700,611,87.29,71,10.14,18,2.57,49004
49,5,563,504,89.52,46,8.17,13,2.31,49005
49,6,522,469,89.85,42,8.05,11,2.11,49006
49,7,619,525,84.81,75,12.12,19,3.07,49007
49,8,461,400,86.77,52,11.28,9,1.95,49008
49,9,610,554,90.82,48,7.87,8,1.31,49009
49,10,552,480,86.96,59,10.69,13,2.36,49010
49,11,649,580,89.37,57,8.78,12,1.85,49011
49,12,771,700,90.79,58,7.52,13,1.69,49012
49,13,650,571,87.85,64,9.85,15,2.31,49013
49,14,480,404,84.17,57,11.88,19,3.96,49014
49,15,402,355,88.31,40,9.95,7,1.74,49015
49,16,548,468,85.4,71,12.96,9,1.64,49016
49,17,402,326,81.09,67,16.67,9,2.24,49017
49,18,759,694,91.44,50,6.59,15,1.98,49018
49,19,521,467,89.64,37,7.1,17,3.26,49019
49,20,820,742,90.49,65,7.93,13,1.59,49020
49,21,331,285,86.1,41,12.39,5,1.51,49021
49,22,555,489,88.11,58,10.45,8,1.44,49022
49,23,753,680,90.31,61,8.1,12,1.59,49023
49,24,473,423,89.43,37,7.82,13,2.75,49024
49,25,742,661,89.08,70,9.43,11,1.48,49025
49,26,659,557,84.52,90,13.66,12,1.82,49026
49,27,643,573,89.11,60,9.33,10,1.56,49027
49,28,761,696,91.46,49,6.44,16,2.1,49028
49,29,695,616,88.63,63,9.06,16,2.3,49029
49,30,663,580,87.48,72,10.86,11,1.66,49030
49,31,453,392,86.53,51,11.26,10,2.21,49031
49,32,550,503,91.45,36,6.55,11,2.0,49032
49,33,463,414,89.42,43,9.29,6,1.3,49033
50,1,399,214,53.63,175,43.86,10,2.51,50001
50,2,267,154,57.68,103,38.58,10,3.75,50002
50,3,387,217,56.07,161,41.6,9,2.33,50003
50,4,464,335,72.2,124,26.72,5,1.08,50004
50,5,303,144,47.52,155,51.16,4,1.32,50005
50,6,479,353,73.7,114,23.8,12,2.51,50006
50,7,485,387,79.79,90,18.56,8,1.65,50007
50,8,431,378,87.7,44,10.21,9,2.09,50008
50,9,357,265,74.23,87,24.37,5,1.4,50009
50,10,382,240,62.83,133,34.82,9,2.36,50010
50,11,291,93,31.96,193,66.32,5,1.72,50011
50,12,184,112,60.87,70,38.04,2,1.09,50012
50,13,464,396,85.34,56,12.07,12,2.59,50013
50,14,149,85,57.05,61,40.94,3,2.01,50014
50,15,491,385,78.41,95,19.35,11,2.24,50015
50,16,143,87,60.84,55,38.46,1,0.7,50016
50,17,414,291,70.29,115,27.78,8,1.93,50017
50,18,111,60,54.05,49,44.14,2,1.8,50018
50,19,261,214,81.99,42,16.09,5,1.92,50019
50,20,405,313,77.28,78,19.26,14,3.46,50020
50,21,381,289,75.85,86,22.57,6,1.57,50021
50,22,355,213,60.0,137,38.59,5,1.41,50022
50,23,280,175,62.5,101,36.07,4,1.43,50023
50,24,341,128,37.54,208,61.0,5,1.47,50024
50,25,412,196,47.57,210,50.97,6,1.46,50025
50,26,386,289,74.87,88,22.8,9,2.33,50026
50,27,130,73,56.15,55,42.31,2,1.54,50027
50,28,479,372,77.66,100,20.88,7,1.46,50028
50,29,357,296,82.91,49,13.73,12,3.36,50029
