ward,precinct,total,Thaddeus Jones,Thaddeus Jones Percent,precinct_id
9,3,242,242,100.0,09003
9,4,70,70,100.0,09004
9,7,273,273,100.0,09007
9,11,220,220,100.0,09011
9,15,368,368,100.0,09015
9,16,304,304,100.0,09016
9,18,237,237,100.0,09018
9,26,370,370,100.0,09026
9,28,112,112,100.0,09028
9,31,17,17,100.0,09031
9,33,250,250,100.0,09033
9,41,270,270,100.0,09041
9,44,245,245,100.0,09044
9,45,257,257,100.0,09045
