ward,precinct,total,Jeffrey R. Tobolski,Jeffrey R. Tobolski Percent,precinct_id
14,2,397,397,100.0,14002
14,7,363,363,100.0,14007
14,8,346,346,100.0,14008
14,12,344,344,100.0,14012
14,13,282,282,100.0,14013
14,18,125,125,100.0,14018
14,22,384,384,100.0,14022
14,27,298,298,100.0,14027
14,28,242,242,100.0,14028
