ward,precinct,total,Sara Feigenholtz,Sara Feigenholtz Percent,precinct_id
2,28,530,530,100.0,02028
2,30,394,394,100.0,02030
2,31,525,525,100.0,02031
2,33,664,664,100.0,02033
2,35,594,594,100.0,02035
2,37,442,442,100.0,02037
2,38,147,147,100.0,02038
2,44,286,286,100.0,02044
27,9,0,0,0.0,27009
27,12,283,283,100.0,27012
27,46,300,300,100.0,27046
43,4,563,563,100.0,43004
43,8,370,370,100.0,43008
43,12,366,366,100.0,43012
43,13,486,486,100.0,43013
43,14,478,478,100.0,43014
43,15,491,491,100.0,43015
43,19,555,555,100.0,43019
43,25,394,394,100.0,43025
43,26,329,329,100.0,43026
43,27,470,470,100.0,43027
43,28,623,623,100.0,43028
43,32,515,515,100.0,43032
43,33,473,473,100.0,43033
43,34,367,367,100.0,43034
43,36,299,299,100.0,43036
43,38,350,350,100.0,43038
43,42,495,495,100.0,43042
43,43,425,425,100.0,43043
44,1,857,857,100.0,44001
44,3,334,334,100.0,44003
44,4,469,469,100.0,44004
44,5,657,657,100.0,44005
44,6,703,703,100.0,44006
44,7,361,361,100.0,44007
44,8,775,775,100.0,44008
44,10,561,561,100.0,44010
44,11,197,197,100.0,44011
44,12,580,580,100.0,44012
44,13,452,452,100.0,44013
44,14,503,503,100.0,44014
44,15,497,497,100.0,44015
44,17,744,744,100.0,44017
44,18,603,603,100.0,44018
44,19,683,683,100.0,44019
44,20,619,619,100.0,44020
44,21,723,723,100.0,44021
44,22,586,586,100.0,44022
44,23,565,565,100.0,44023
44,24,402,402,100.0,44024
44,25,28,28,100.0,44025
44,26,689,689,100.0,44026
44,27,660,660,100.0,44027
44,28,539,539,100.0,44028
44,29,575,575,100.0,44029
44,31,475,475,100.0,44031
44,32,600,600,100.0,44032
44,33,623,623,100.0,44033
44,34,613,613,100.0,44034
44,35,655,655,100.0,44035
44,36,590,590,100.0,44036
44,37,640,640,100.0,44037
44,38,554,554,100.0,44038
44,39,582,582,100.0,44039
44,40,499,499,100.0,44040
44,41,703,703,100.0,44041
46,3,620,620,100.0,46003
46,5,688,688,100.0,46005
46,7,543,543,100.0,46007
46,9,580,580,100.0,46009
46,10,853,853,100.0,46010
46,11,486,486,100.0,46011
46,13,504,504,100.0,46013
46,15,523,523,100.0,46015
46,17,576,576,100.0,46017
46,18,576,576,100.0,46018
46,19,369,369,100.0,46019
46,24,630,630,100.0,46024
46,26,261,261,100.0,46026
46,27,677,677,100.0,46027
46,28,493,493,100.0,46028
46,29,382,382,100.0,46029
46,30,549,549,100.0,46030
46,31,540,540,100.0,46031
46,33,630,630,100.0,46033
46,34,615,615,100.0,46034
46,35,576,576,100.0,46035
46,36,502,502,100.0,46036
46,38,562,562,100.0,46038
46,39,501,501,100.0,46039
