ward,precinct,total,Iris Y. Martinez,Iris Y. Martinez Percent,precinct_id
1,2,91,91,100.0,01002
1,7,368,368,100.0,01007
1,9,394,394,100.0,01009
1,13,228,228,100.0,01013
1,16,605,605,100.0,01016
1,17,55,55,100.0,01017
1,19,590,590,100.0,01019
1,23,710,710,100.0,01023
1,34,404,404,100.0,01034
1,41,308,308,100.0,01041
1,42,114,114,100.0,01042
1,43,314,314,100.0,01043
26,7,357,357,100.0,26007
26,34,397,397,100.0,26034
26,37,19,19,100.0,26037
30,1,414,414,100.0,30001
30,3,317,317,100.0,30003
30,4,335,335,100.0,30004
30,7,399,399,100.0,30007
30,8,475,475,100.0,30008
30,9,177,177,100.0,30009
30,15,355,355,100.0,30015
30,17,345,345,100.0,30017
30,18,480,480,100.0,30018
30,19,78,78,100.0,30019
30,20,397,397,100.0,30020
30,22,514,514,100.0,30022
30,23,400,400,100.0,30023
30,24,491,491,100.0,30024
30,25,534,534,100.0,30025
30,26,218,218,100.0,30026
30,27,242,242,100.0,30027
30,28,381,381,100.0,30028
30,31,244,244,100.0,30031
30,32,290,290,100.0,30032
31,1,234,234,100.0,31001
31,2,211,211,100.0,31002
31,5,264,264,100.0,31005
31,6,181,181,100.0,31006
31,7,415,415,100.0,31007
31,8,195,195,100.0,31008
31,9,225,225,100.0,31009
31,10,222,222,100.0,31010
31,11,185,185,100.0,31011
31,12,225,225,100.0,31012
31,13,262,262,100.0,31013
31,14,183,183,100.0,31014
31,17,212,212,100.0,31017
31,18,239,239,100.0,31018
31,20,218,218,100.0,31020
31,21,202,202,100.0,31021
31,23,250,250,100.0,31023
31,24,238,238,100.0,31024
31,26,268,268,100.0,31026
31,27,266,266,100.0,31027
31,28,197,197,100.0,31028
31,29,255,255,100.0,31029
31,30,186,186,100.0,31030
31,32,193,193,100.0,31032
31,33,200,200,100.0,31033
31,34,223,223,100.0,31034
31,35,265,265,100.0,31035
31,36,268,268,100.0,31036
31,37,233,233,100.0,31037
31,38,206,206,100.0,31038
31,40,290,290,100.0,31040
31,41,209,209,100.0,31041
32,1,160,160,100.0,32001
32,3,574,574,100.0,32003
32,11,480,480,100.0,32011
32,12,389,389,100.0,32012
32,14,537,537,100.0,32014
32,17,528,528,100.0,32017
32,20,505,505,100.0,32020
32,22,655,655,100.0,32022
32,26,579,579,100.0,32026
32,28,533,533,100.0,32028
32,43,501,501,100.0,32043
33,1,476,476,100.0,33001
33,2,334,334,100.0,33002
33,3,587,587,100.0,33003
33,4,659,659,100.0,33004
33,5,358,358,100.0,33005
33,6,429,429,100.0,33006
33,7,431,431,100.0,33007
33,9,544,544,100.0,33009
33,11,544,544,100.0,33011
33,12,479,479,100.0,33012
33,13,490,490,100.0,33013
33,14,257,257,100.0,33014
33,15,484,484,100.0,33015
33,16,625,625,100.0,33016
33,17,553,553,100.0,33017
33,18,481,481,100.0,33018
33,19,551,551,100.0,33019
33,20,534,534,100.0,33020
33,21,518,518,100.0,33021
33,22,446,446,100.0,33022
33,25,604,604,100.0,33025
33,26,428,428,100.0,33026
33,27,539,539,100.0,33027
33,28,500,500,100.0,33028
35,1,446,446,100.0,35001
35,2,65,65,100.0,35002
35,4,402,402,100.0,35004
35,5,401,401,100.0,35005
35,6,395,395,100.0,35006
35,9,357,357,100.0,35009
35,10,588,588,100.0,35010
35,11,489,489,100.0,35011
35,15,522,522,100.0,35015
35,17,507,507,100.0,35017
35,20,385,385,100.0,35020
35,22,534,534,100.0,35022
35,23,426,426,100.0,35023
35,24,384,384,100.0,35024
35,25,508,508,100.0,35025
35,26,364,364,100.0,35026
35,27,356,356,100.0,35027
35,28,418,418,100.0,35028
35,29,361,361,100.0,35029
35,30,390,390,100.0,35030
35,31,445,445,100.0,35031
36,9,5,5,100.0,36009
36,14,344,344,100.0,36014
36,16,338,338,100.0,36016
36,17,373,373,100.0,36017
36,18,261,261,100.0,36018
36,20,347,347,100.0,36020
38,23,357,357,100.0,38023
38,34,349,349,100.0,38034
38,35,360,360,100.0,38035
38,39,118,118,100.0,38039
39,3,420,420,100.0,39003
39,6,0,0,0.0,39006
39,12,297,297,100.0,39012
39,25,284,284,100.0,39025
39,28,494,494,100.0,39028
39,31,292,292,100.0,39031
39,34,422,422,100.0,39034
45,1,348,348,100.0,45001
45,2,416,416,100.0,45002
45,3,378,378,100.0,45003
45,4,487,487,100.0,45004
45,5,410,410,100.0,45005
45,6,538,538,100.0,45006
45,7,587,587,100.0,45007
45,8,404,404,100.0,45008
45,9,357,357,100.0,45009
45,10,385,385,100.0,45010
45,11,285,285,100.0,45011
