ward,precinct,total,Kathryn Maloney Vahey,Kathryn Maloney Vahey Percent,precinct_id
1,1,506,506,100.0,01001
1,2,409,409,100.0,01002
1,3,556,556,100.0,01003
1,4,519,519,100.0,01004
1,5,543,543,100.0,01005
1,6,446,446,100.0,01006
1,7,343,343,100.0,01007
1,8,392,392,100.0,01008
1,9,347,347,100.0,01009
1,10,601,601,100.0,01010
1,11,558,558,100.0,01011
1,12,524,524,100.0,01012
1,13,216,216,100.0,01013
1,14,426,426,100.0,01014
1,15,411,411,100.0,01015
1,16,572,572,100.0,01016
1,17,405,405,100.0,01017
1,18,461,461,100.0,01018
1,19,513,513,100.0,01019
1,20,384,384,100.0,01020
1,21,643,643,100.0,01021
1,22,302,302,100.0,01022
1,23,639,639,100.0,01023
1,24,396,396,100.0,01024
1,25,455,455,100.0,01025
1,26,293,293,100.0,01026
1,27,503,503,100.0,01027
1,28,106,106,100.0,01028
1,29,569,569,100.0,01029
1,30,492,492,100.0,01030
1,31,419,419,100.0,01031
1,32,447,447,100.0,01032
1,33,513,513,100.0,01033
1,34,372,372,100.0,01034
1,35,549,549,100.0,01035
1,36,482,482,100.0,01036
1,37,460,460,100.0,01037
1,38,426,426,100.0,01038
1,39,405,405,100.0,01039
1,40,426,426,100.0,01040
1,41,272,272,100.0,01041
1,42,148,148,100.0,01042
1,43,292,292,100.0,01043
1,44,422,422,100.0,01044
2,1,537,537,100.0,02001
2,2,320,320,100.0,02002
2,3,541,541,100.0,02003
2,4,418,418,100.0,02004
2,5,559,559,100.0,02005
2,6,469,469,100.0,02006
2,7,428,428,100.0,02007
2,8,546,546,100.0,02008
2,9,378,378,100.0,02009
2,10,311,311,100.0,02010
2,11,453,453,100.0,02011
2,12,416,416,100.0,02012
2,13,366,366,100.0,02013
2,14,493,493,100.0,02014
2,15,446,446,100.0,02015
2,16,426,426,100.0,02016
2,17,561,561,100.0,02017
2,18,418,418,100.0,02018
2,19,274,274,100.0,02019
2,20,499,499,100.0,02020
2,21,496,496,100.0,02021
2,22,447,447,100.0,02022
2,23,273,273,100.0,02023
2,24,404,404,100.0,02024
2,25,489,489,100.0,02025
2,26,362,362,100.0,02026
2,27,364,364,100.0,02027
2,28,494,494,100.0,02028
2,29,485,485,100.0,02029
2,30,369,369,100.0,02030
2,31,482,482,100.0,02031
2,32,348,348,100.0,02032
2,33,606,606,100.0,02033
2,34,323,323,100.0,02034
2,35,561,561,100.0,02035
2,36,480,480,100.0,02036
2,37,419,419,100.0,02037
2,38,367,367,100.0,02038
2,39,258,258,100.0,02039
2,40,630,630,100.0,02040
2,41,460,460,100.0,02041
2,42,509,509,100.0,02042
2,43,583,583,100.0,02043
2,44,261,261,100.0,02044
2,45,514,514,100.0,02045
2,46,220,220,100.0,02046
3,1,546,546,100.0,03001
3,2,509,509,100.0,03002
3,3,353,353,100.0,03003
3,4,457,457,100.0,03004
3,5,250,250,100.0,03005
3,6,567,567,100.0,03006
3,7,268,268,100.0,03007
3,8,339,339,100.0,03008
3,9,422,422,100.0,03009
3,10,190,190,100.0,03010
3,11,451,451,100.0,03011
3,12,422,422,100.0,03012
3,13,470,470,100.0,03013
3,14,502,502,100.0,03014
3,15,384,384,100.0,03015
3,16,365,365,100.0,03016
3,17,602,602,100.0,03017
3,18,621,621,100.0,03018
3,19,479,479,100.0,03019
3,20,446,446,100.0,03020
3,21,461,461,100.0,03021
3,22,585,585,100.0,03022
3,23,358,358,100.0,03023
3,24,358,358,100.0,03024
3,25,696,696,100.0,03025
3,26,458,458,100.0,03026
3,27,549,549,100.0,03027
3,28,269,269,100.0,03028
3,29,401,401,100.0,03029
3,30,360,360,100.0,03030
3,31,470,470,100.0,03031
3,32,522,522,100.0,03032
3,33,538,538,100.0,03033
3,34,551,551,100.0,03034
3,35,203,203,100.0,03035
3,36,231,231,100.0,03036
3,37,397,397,100.0,03037
3,38,339,339,100.0,03038
3,39,720,720,100.0,03039
3,40,462,462,100.0,03040
3,41,300,300,100.0,03041
4,1,689,689,100.0,04001
4,2,581,581,100.0,04002
4,3,360,360,100.0,04003
4,4,589,589,100.0,04004
4,5,440,440,100.0,04005
4,6,512,512,100.0,04006
4,7,524,524,100.0,04007
4,8,478,478,100.0,04008
4,9,504,504,100.0,04009
4,10,558,558,100.0,04010
4,11,455,455,100.0,04011
4,12,538,538,100.0,04012
4,13,569,569,100.0,04013
4,14,451,451,100.0,04014
4,15,562,562,100.0,04015
4,16,782,782,100.0,04016
4,17,591,591,100.0,04017
4,18,443,443,100.0,04018
4,19,341,341,100.0,04019
4,20,390,390,100.0,04020
4,21,650,650,100.0,04021
4,22,447,447,100.0,04022
4,23,617,617,100.0,04023
4,24,416,416,100.0,04024
4,25,510,510,100.0,04025
4,26,441,441,100.0,04026
4,27,594,594,100.0,04027
4,28,380,380,100.0,04028
4,29,383,383,100.0,04029
4,30,619,619,100.0,04030
4,31,458,458,100.0,04031
4,32,522,522,100.0,04032
4,33,464,464,100.0,04033
4,34,407,407,100.0,04034
4,35,528,528,100.0,04035
4,36,524,524,100.0,04036
4,37,835,835,100.0,04037
4,38,486,486,100.0,04038
5,1,348,348,100.0,05001
5,2,296,296,100.0,05002
5,3,464,464,100.0,05003
5,4,600,600,100.0,05004
5,5,380,380,100.0,05005
5,6,330,330,100.0,05006
5,7,466,466,100.0,05007
5,8,446,446,100.0,05008
5,9,528,528,100.0,05009
5,10,333,333,100.0,05010
5,11,456,456,100.0,05011
5,12,277,277,100.0,05012
5,13,367,367,100.0,05013
5,14,335,335,100.0,05014
5,15,386,386,100.0,05015
5,16,406,406,100.0,05016
5,17,346,346,100.0,05017
5,18,417,417,100.0,05018
5,19,410,410,100.0,05019
5,20,519,519,100.0,05020
5,21,473,473,100.0,05021
5,22,490,490,100.0,05022
5,23,737,737,100.0,05023
5,24,485,485,100.0,05024
5,25,378,378,100.0,05025
5,26,412,412,100.0,05026
5,27,493,493,100.0,05027
5,28,435,435,100.0,05028
5,29,431,431,100.0,05029
5,30,286,286,100.0,05030
5,31,314,314,100.0,05031
5,32,515,515,100.0,05032
5,33,445,445,100.0,05033
5,34,502,502,100.0,05034
5,35,521,521,100.0,05035
5,36,222,222,100.0,05036
5,37,472,472,100.0,05037
5,38,356,356,100.0,05038
5,39,333,333,100.0,05039
5,40,283,283,100.0,05040
5,41,233,233,100.0,05041
6,1,367,367,100.0,06001
6,2,356,356,100.0,06002
6,3,370,370,100.0,06003
6,4,277,277,100.0,06004
6,5,229,229,100.0,06005
6,6,371,371,100.0,06006
6,7,312,312,100.0,06007
6,8,331,331,100.0,06008
6,9,289,289,100.0,06009
6,10,202,202,100.0,06010
6,11,278,278,100.0,06011
6,12,250,250,100.0,06012
6,13,255,255,100.0,06013
6,14,316,316,100.0,06014
6,15,275,275,100.0,06015
6,16,334,334,100.0,06016
6,17,233,233,100.0,06017
6,18,241,241,100.0,06018
6,19,306,306,100.0,06019
6,20,198,198,100.0,06020
6,21,188,188,100.0,06021
6,22,209,209,100.0,06022
6,23,183,183,100.0,06023
6,24,178,178,100.0,06024
6,25,167,167,100.0,06025
6,26,252,252,100.0,06026
6,27,193,193,100.0,06027
6,28,160,160,100.0,06028
6,29,351,351,100.0,06029
6,30,270,270,100.0,06030
6,31,354,354,100.0,06031
6,32,313,313,100.0,06032
6,33,331,331,100.0,06033
6,34,350,350,100.0,06034
6,35,316,316,100.0,06035
6,36,392,392,100.0,06036
6,37,351,351,100.0,06037
6,38,359,359,100.0,06038
6,39,274,274,100.0,06039
6,40,301,301,100.0,06040
6,41,336,336,100.0,06041
6,42,337,337,100.0,06042
6,43,294,294,100.0,06043
6,44,312,312,100.0,06044
6,45,342,342,100.0,06045
6,46,236,236,100.0,06046
6,47,257,257,100.0,06047
6,48,359,359,100.0,06048
7,1,304,304,100.0,07001
7,2,313,313,100.0,07002
7,3,347,347,100.0,07003
7,4,334,334,100.0,07004
7,5,264,264,100.0,07005
7,6,410,410,100.0,07006
7,7,315,315,100.0,07007
7,8,278,278,100.0,07008
7,9,559,559,100.0,07009
7,10,362,362,100.0,07010
7,11,350,350,100.0,07011
7,12,291,291,100.0,07012
7,13,200,200,100.0,07013
7,14,348,348,100.0,07014
7,15,306,306,100.0,07015
7,16,250,250,100.0,07016
7,17,272,272,100.0,07017
7,18,283,283,100.0,07018
7,19,313,313,100.0,07019
7,20,238,238,100.0,07020
7,21,242,242,100.0,07021
7,22,278,278,100.0,07022
7,23,324,324,100.0,07023
7,24,257,257,100.0,07024
7,25,261,261,100.0,07025
7,26,261,261,100.0,07026
7,27,254,254,100.0,07027
7,28,234,234,100.0,07028
7,29,265,265,100.0,07029
7,30,222,222,100.0,07030
7,31,220,220,100.0,07031
7,32,424,424,100.0,07032
7,33,428,428,100.0,07033
7,34,383,383,100.0,07034
7,35,336,336,100.0,07035
7,36,391,391,100.0,07036
7,37,339,339,100.0,07037
7,38,269,269,100.0,07038
7,39,298,298,100.0,07039
7,40,266,266,100.0,07040
7,41,331,331,100.0,07041
7,42,271,271,100.0,07042
7,43,319,319,100.0,07043
7,44,268,268,100.0,07044
7,45,289,289,100.0,07045
7,46,140,140,100.0,07046
8,1,284,284,100.0,08001
8,2,311,311,100.0,08002
8,3,379,379,100.0,08003
8,4,371,371,100.0,08004
8,5,354,354,100.0,08005
8,6,344,344,100.0,08006
8,7,379,379,100.0,08007
8,8,326,326,100.0,08008
8,9,236,236,100.0,08009
8,10,418,418,100.0,08010
8,11,285,285,100.0,08011
8,12,299,299,100.0,08012
8,13,382,382,100.0,08013
8,14,240,240,100.0,08014
8,15,297,297,100.0,08015
8,16,96,96,100.0,08016
8,17,304,304,100.0,08017
8,18,317,317,100.0,08018
8,19,360,360,100.0,08019
8,20,379,379,100.0,08020
8,21,417,417,100.0,08021
8,22,302,302,100.0,08022
8,23,283,283,100.0,08023
8,24,205,205,100.0,08024
8,25,327,327,100.0,08025
8,26,307,307,100.0,08026
8,27,372,372,100.0,08027
8,28,334,334,100.0,08028
8,29,373,373,100.0,08029
8,30,331,331,100.0,08030
8,31,242,242,100.0,08031
8,32,274,274,100.0,08032
8,33,307,307,100.0,08033
8,34,330,330,100.0,08034
8,35,363,363,100.0,08035
8,36,358,358,100.0,08036
8,37,282,282,100.0,08037
8,38,217,217,100.0,08038
8,39,329,329,100.0,08039
8,40,262,262,100.0,08040
8,41,381,381,100.0,08041
8,42,411,411,100.0,08042
8,43,179,179,100.0,08043
8,44,234,234,100.0,08044
8,45,324,324,100.0,08045
8,46,269,269,100.0,08046
8,47,268,268,100.0,08047
8,48,308,308,100.0,08048
8,49,305,305,100.0,08049
8,50,324,324,100.0,08050
8,51,355,355,100.0,08051
8,52,425,425,100.0,08052
8,53,194,194,100.0,08053
8,54,276,276,100.0,08054
8,55,275,275,100.0,08055
8,56,326,326,100.0,08056
9,1,309,309,100.0,09001
