ward,precinct,total,Frederick ''Fritz'' Kaegi,Frederick ''Fritz'' Kaegi Percent,Joseph Paglia,Joseph Paglia Percent,precinct_id
1,1,572,508,88.81,64,11.19,01001
1,2,449,419,93.32,30,6.68,01002
1,3,612,533,87.09,79,12.91,01003
1,4,608,527,86.68,81,13.32,01004
1,5,613,527,85.97,86,14.03,01005
1,6,519,428,82.47,91,17.53,01006
1,7,387,346,89.41,41,10.59,01007
1,8,457,395,86.43,62,13.57,01008
1,9,391,344,87.98,47,12.02,01009
1,10,703,602,85.63,101,14.37,01010
1,11,637,532,83.52,105,16.48,01011
1,12,630,527,83.65,103,16.35,01012
1,13,246,217,88.21,29,11.79,01013
1,14,504,442,87.7,62,12.3,01014
1,15,491,419,85.34,72,14.66,01015
1,16,633,575,90.84,58,9.16,01016
1,17,463,425,91.79,38,8.21,01017
1,18,508,466,91.73,42,8.27,01018
1,19,601,540,89.85,61,10.15,01019
1,20,429,396,92.31,33,7.69,01020
1,21,732,642,87.7,90,12.3,01021
1,22,340,310,91.18,30,8.82,01022
1,23,745,673,90.34,72,9.66,01023
1,24,446,415,93.05,31,6.95,01024
1,25,529,477,90.17,52,9.83,01025
1,26,327,303,92.66,24,7.34,01026
1,27,581,492,84.68,89,15.32,01027
1,28,123,110,89.43,13,10.57,01028
1,29,645,563,87.29,82,12.71,01029
1,30,577,529,91.68,48,8.32,01030
1,31,482,420,87.14,62,12.86,01031
1,32,525,436,83.05,89,16.95,01032
1,33,620,517,83.39,103,16.61,01033
1,34,429,393,91.61,36,8.39,01034
1,35,658,555,84.35,103,15.65,01035
1,36,554,464,83.75,90,16.25,01036
1,37,548,441,80.47,107,19.53,01037
1,38,492,427,86.79,65,13.21,01038
1,39,472,408,86.44,64,13.56,01039
1,40,516,425,82.36,91,17.64,01040
1,41,311,289,92.93,22,7.07,01041
1,42,170,144,84.71,26,15.29,01042
1,43,336,299,88.99,37,11.01,01043
1,44,490,447,91.22,43,8.78,01044
2,1,624,512,82.05,112,17.95,02001
2,2,445,328,73.71,117,26.29,02002
2,3,622,531,85.37,91,14.63,02003
2,4,490,422,86.12,68,13.88,02004
2,5,646,552,85.45,94,14.55,02005
2,6,532,459,86.28,73,13.72,02006
2,7,523,436,83.37,87,16.63,02007
2,8,639,538,84.19,101,15.81,02008
2,9,495,342,69.09,153,30.91,02009
2,10,468,309,66.03,159,33.97,02010
2,11,600,424,70.67,176,29.33,02011
2,12,491,417,84.93,74,15.07,02012
2,13,493,368,74.65,125,25.35,02013
2,14,580,490,84.48,90,15.52,02014
2,15,531,450,84.75,81,15.25,02015
2,16,484,418,86.36,66,13.64,02016
2,17,654,560,85.63,94,14.37,02017
2,18,547,411,75.14,136,24.86,02018
2,19,418,283,67.7,135,32.3,02019
2,20,616,456,74.03,160,25.97,02020
2,21,567,492,86.77,75,13.23,02021
2,22,587,433,73.76,154,26.24,02022
2,23,400,269,67.25,131,32.75,02023
2,24,505,384,76.04,121,23.96,02024
2,25,583,485,83.19,98,16.81,02025
2,26,474,359,75.74,115,24.26,02026
2,27,508,342,67.32,166,32.68,02027
2,28,620,464,74.84,156,25.16,02028
2,29,631,469,74.33,162,25.67,02029
2,30,474,317,66.88,157,33.12,02030
2,31,639,451,70.58,188,29.42,02031
2,32,425,312,73.41,113,26.59,02032
2,33,816,580,71.08,236,28.92,02033
2,34,449,308,68.6,141,31.4,02034
2,35,697,513,73.6,184,26.4,02035
2,36,600,456,76.0,144,24.0,02036
2,37,503,373,74.16,130,25.84,02037
2,38,514,344,66.93,170,33.07,02038
2,39,380,238,62.63,142,37.37,02039
2,40,744,566,76.08,178,23.92,02040
2,41,558,410,73.48,148,26.52,02041
2,42,606,466,76.9,140,23.1,02042
2,43,734,527,71.8,207,28.2,02043
2,44,337,237,70.33,100,29.67,02044
2,45,627,477,76.08,150,23.92,02045
2,46,303,212,69.97,91,30.03,02046
3,1,596,568,95.3,28,4.7,03001
3,2,563,544,96.63,19,3.37,03002
3,3,413,378,91.53,35,8.47,03003
3,4,514,501,97.47,13,2.53,03004
3,5,275,263,95.64,12,4.36,03005
3,6,697,553,79.34,144,20.66,03006
3,7,296,287,96.96,9,3.04,03007
3,8,375,359,95.73,16,4.27,03008
3,9,479,461,96.24,18,3.76,03009
3,10,209,204,97.61,5,2.39,03010
3,11,492,485,98.58,7,1.42,03011
3,12,472,455,96.4,17,3.6,03012
3,13,590,489,82.88,101,17.12,03013
3,14,573,508,88.66,65,11.34,03014
3,15,431,416,96.52,15,3.48,03015
3,16,407,394,96.81,13,3.19,03016
3,17,696,632,90.8,64,9.2,03017
3,18,694,656,94.52,38,5.48,03018
3,19,613,462,75.37,151,24.63,03019
3,20,499,483,96.79,16,3.21,03020
3,21,580,469,80.86,111,19.14,03021
3,22,706,579,82.01,127,17.99,03022
3,23,403,379,94.04,24,5.96,03023
3,24,390,375,96.15,15,3.85,03024
3,25,902,685,75.94,217,24.06,03025
3,26,598,486,81.27,112,18.73,03026
3,27,680,532,78.24,148,21.76,03027
3,28,310,293,94.52,17,5.48,03028
3,29,444,421,94.82,23,5.18,03029
3,30,406,392,96.55,14,3.45,03030
3,31,520,506,97.31,14,2.69,03031
3,32,621,499,80.35,122,19.65,03032
3,33,637,537,84.3,100,15.7,03033
3,34,651,542,83.26,109,16.74,03034
3,35,232,222,95.69,10,4.31,03035
3,36,248,237,95.56,11,4.44,03036
3,37,421,405,96.2,16,3.8,03037
3,38,376,365,97.07,11,2.93,03038
3,39,851,703,82.61,148,17.39,03039
3,40,518,470,90.73,48,9.27,03040
3,41,337,300,89.02,37,10.98,03041
4,1,777,739,95.11,38,4.89,04001
4,2,685,576,84.09,109,15.91,04002
4,3,404,389,96.29,15,3.71,04003
4,4,655,631,96.34,24,3.66,04004
4,5,500,474,94.8,26,5.2,04005
4,6,581,534,91.91,47,8.09,04006
4,7,584,565,96.75,19,3.25,04007
4,8,543,534,98.34,9,1.66,04008
4,9,560,545,97.32,15,2.68,04009
4,10,633,602,95.1,31,4.9,04010
4,11,513,498,97.08,15,2.92,04011
4,12,579,560,96.72,19,3.28,04012
4,13,657,566,86.15,91,13.85,04013
4,14,516,496,96.12,20,3.88,04014
4,15,619,600,96.93,19,3.07,04015
4,16,903,793,87.82,110,12.18,04016
4,17,685,603,88.03,82,11.97,04017
4,18,480,466,97.08,14,2.92,04018
4,19,371,358,96.5,13,3.5,04019
4,20,496,418,84.27,78,15.73,04020
4,21,745,650,87.25,95,12.75,04021
4,22,530,500,94.34,30,5.66,04022
4,23,699,668,95.57,31,4.43,04023
4,24,485,460,94.85,25,5.15,04024
4,25,615,506,82.28,109,17.72,04025
4,26,480,462,96.25,18,3.75,04026
4,27,677,647,95.57,30,4.43,04027
4,28,424,398,93.87,26,6.13,04028
4,29,422,415,98.34,7,1.66,04029
4,30,669,650,97.16,19,2.84,04030
4,31,524,499,95.23,25,4.77,04031
4,32,563,544,96.63,19,3.37,04032
4,33,524,495,94.47,29,5.53,04033
4,34,431,415,96.29,16,3.71,04034
4,35,588,568,96.6,20,3.4,04035
4,36,571,551,96.5,20,3.5,04036
4,37,973,830,85.3,143,14.7,04037
4,38,537,517,96.28,20,3.72,04038
5,1,382,373,97.64,9,2.36,05001
5,2,321,309,96.26,12,3.74,05002
5,3,560,533,95.18,27,4.82,05003
5,4,670,642,95.82,28,4.18,05004
5,5,419,401,95.7,18,4.3,05005
5,6,362,355,98.07,7,1.93,05006
5,7,506,485,95.85,21,4.15,05007
5,8,525,490,93.33,35,6.67,05008
5,9,597,574,96.15,23,3.85,05009
5,10,360,349,96.94,11,3.06,05010
5,11,538,507,94.24,31,5.76,05011
5,12,297,280,94.28,17,5.72,05012
5,13,400,386,96.5,14,3.5,05013
5,14,375,364,97.07,11,2.93,05014
5,15,446,417,93.5,29,6.5,05015
5,16,441,429,97.28,12,2.72,05016
5,17,384,372,96.88,12,3.13,05017
5,18,482,468,97.1,14,2.9,05018
5,19,478,446,93.31,32,6.69,05019
5,20,574,552,96.17,22,3.83,05020
5,21,536,507,94.59,29,5.41,05021
5,22,569,531,93.32,38,6.68,05022
5,23,856,803,93.81,53,6.19,05023
5,24,556,528,94.96,28,5.04,05024
5,25,421,411,97.62,10,2.38,05025
5,26,466,446,95.71,20,4.29,05026
5,27,584,537,91.95,47,8.05,05027
5,28,505,486,96.24,19,3.76,05028
5,29,482,453,93.98,29,6.02,05029
5,30,315,305,96.83,10,3.17,05030
5,31,356,346,97.19,10,2.81,05031
5,32,582,561,96.39,21,3.61,05032
5,33,495,479,96.77,16,3.23,05033
5,34,582,537,92.27,45,7.73,05034
5,35,595,564,94.79,31,5.21,05035
5,36,256,245,95.7,11,4.3,05036
5,37,552,525,95.11,27,4.89,05037
5,38,403,390,96.77,13,3.23,05038
5,39,408,376,92.16,32,7.84,05039
5,40,320,313,97.81,7,2.19,05040
5,41,285,276,96.84,9,3.16,05041
6,1,411,404,98.3,7,1.7,06001
6,2,396,387,97.73,9,2.27,06002
6,3,408,397,97.3,11,2.7,06003
6,4,295,286,96.95,9,3.05,06004
6,5,247,243,98.38,4,1.62,06005
6,6,409,394,96.33,15,3.67,06006
6,7,348,333,95.69,15,4.31,06007
6,8,368,358,97.28,10,2.72,06008
6,9,333,318,95.5,15,4.5,06009
6,10,223,215,96.41,8,3.59,06010
6,11,326,318,97.55,8,2.45,06011
6,12,275,267,97.09,8,2.91,06012
6,13,287,284,98.95,3,1.05,06013
6,14,350,344,98.29,6,1.71,06014
6,15,304,293,96.38,11,3.62,06015
6,16,381,370,97.11,11,2.89,06016
6,17,252,242,96.03,10,3.97,06017
6,18,264,255,96.59,9,3.41,06018
6,19,333,327,98.2,6,1.8,06019
6,20,223,217,97.31,6,2.69,06020
6,21,205,199,97.07,6,2.93,06021
6,22,225,212,94.22,13,5.78,06022
6,23,197,191,96.95,6,3.05,06023
6,24,193,179,92.75,14,7.25,06024
6,25,186,179,96.24,7,3.76,06025
6,26,277,268,96.75,9,3.25,06026
6,27,216,210,97.22,6,2.78,06027
6,28,175,170,97.14,5,2.86,06028
6,29,401,392,97.76,9,2.24,06029
6,30,297,286,96.3,11,3.7,06030
6,31,382,373,97.64,9,2.36,06031
6,32,351,340,96.87,11,3.13,06032
6,33,369,347,94.04,22,5.96,06033
6,34,384,378,98.44,6,1.56,06034
6,35,349,340,97.42,9,2.58,06035
6,36,437,422,96.57,15,3.43,06036
6,37,394,377,95.69,17,4.31,06037
6,38,391,379,96.93,12,3.07,06038
6,39,304,296,97.37,8,2.63,06039
6,40,336,327,97.32,9,2.68,06040
6,41,370,359,97.03,11,2.97,06041
6,42,378,368,97.35,10,2.65,06042
6,43,341,329,96.48,12,3.52,06043
6,44,361,349,96.68,12,3.32,06044
6,45,390,378,96.92,12,3.08,06045
6,46,261,252,96.55,9,3.45,06046
6,47,276,268,97.1,8,2.9,06047
6,48,402,388,96.52,14,3.48,06048
7,1,339,326,96.17,13,3.83,07001
7,2,345,332,96.23,13,3.77,07002
7,3,379,368,97.1,11,2.9,07003
7,4,373,359,96.25,14,3.75,07004
7,5,300,286,95.33,14,4.67,07005
7,6,457,436,95.4,21,4.6,07006
7,7,349,339,97.13,10,2.87,07007
7,8,299,281,93.98,18,6.02,07008
7,9,624,592,94.87,32,5.13,07009
7,10,400,392,98.0,8,2.0,07010
7,11,381,365,95.8,16,4.2,07011
7,12,326,316,96.93,10,3.07,07012
7,13,218,205,94.04,13,5.96,07013
7,14,373,359,96.25,14,3.75,07014
7,15,340,335,98.53,5,1.47,07015
7,16,275,261,94.91,14,5.09,07016
7,17,300,291,97.0,9,3.0,07017
7,18,317,298,94.01,19,5.99,07018
7,19,341,323,94.72,18,5.28,07019
7,20,265,251,94.72,14,5.28,07020
7,21,275,261,94.91,14,5.09,07021
7,22,301,285,94.68,16,5.32,07022
7,23,344,336,97.67,8,2.33,07023
7,24,289,280,96.89,9,3.11,07024
7,25,291,270,92.78,21,7.22,07025
7,26,285,280,98.25,5,1.75,07026
7,27,285,279,97.89,6,2.11,07027
7,28,260,250,96.15,10,3.85,07028
7,29,289,281,97.23,8,2.77,07029
7,30,249,234,93.98,15,6.02,07030
7,31,238,226,94.96,12,5.04,07031
7,32,474,460,97.05,14,2.95,07032
7,33,464,447,96.34,17,3.66,07033
7,34,428,416,97.2,12,2.8,07034
7,35,381,365,95.8,16,4.2,07035
7,36,422,413,97.87,9,2.13,07036
7,37,374,364,97.33,10,2.67,07037
7,38,301,294,97.67,7,2.33,07038
7,39,319,307,96.24,12,3.76,07039
7,40,300,293,97.67,7,2.33,07040
7,41,360,348,96.67,12,3.33,07041
7,42,299,290,96.99,9,3.01,07042
7,43,355,338,95.21,17,4.79,07043
7,44,300,296,98.67,4,1.33,07044
7,45,326,315,96.63,11,3.37,07045
7,46,146,143,97.95,3,2.05,07046
8,1,320,307,95.94,13,4.06,08001
8,2,339,327,96.46,12,3.54,08002
8,3,423,411,97.16,12,2.84,08003
8,4,417,408,97.84,9,2.16,08004
8,5,410,399,97.32,11,2.68,08005
8,6,387,368,95.09,19,4.91,08006
8,7,424,417,98.35,7,1.65,08007
8,8,363,352,96.97,11,3.03,08008
8,9,249,245,98.39,4,1.61,08009
8,10,479,462,96.45,17,3.55,08010
8,11,310,297,95.81,13,4.19,08011
8,12,334,326,97.6,8,2.4,08012
8,13,435,420,96.55,15,3.45,08013
8,14,265,257,96.98,8,3.02,08014
8,15,333,319,95.8,14,4.2,08015
8,16,113,109,96.46,4,3.54,08016
8,17,334,325,97.31,9,2.69,08017
8,18,349,337,96.56,12,3.44,08018
8,19,410,398,97.07,12,2.93,08019
8,20,436,426,97.71,10,2.29,08020
8,21,469,461,98.29,8,1.71,08021
8,22,344,337,97.97,7,2.03,08022
8,23,316,299,94.62,17,5.38,08023
8,24,230,222,96.52,8,3.48,08024
8,25,373,358,95.98,15,4.02,08025
8,26,344,324,94.19,20,5.81,08026
8,27,413,403,97.58,10,2.42,08027
8,28,391,376,96.16,15,3.84,08028
8,29,441,422,95.69,19,4.31,08029
8,30,386,374,96.89,12,3.11,08030
8,31,277,261,94.22,16,5.78,08031
8,32,304,301,99.01,3,0.99,08032
8,33,345,329,95.36,16,4.64,08033
8,34,356,345,96.91,11,3.09,08034
8,35,404,390,96.53,14,3.47,08035
8,36,404,394,97.52,10,2.48,08036
8,37,323,307,95.05,16,4.95,08037
8,38,249,243,97.59,6,2.41,08038
8,39,374,366,97.86,8,2.14,08039
8,40,287,279,97.21,8,2.79,08040
8,41,422,409,96.92,13,3.08,08041
8,42,459,447,97.39,12,2.61,08042
8,43,195,186,95.38,9,4.62,08043
8,44,262,256,97.71,6,2.29,08044
8,45,360,349,96.94,11,3.06,08045
8,46,298,290,97.32,8,2.68,08046
8,47,306,295,96.41,11,3.59,08047
8,48,349,337,96.56,12,3.44,08048
8,49,350,345,98.57,5,1.43,08049
8,50,376,358,95.21,18,4.79,08050
