ward,precinct,total,Jesse White,Jesse White Percent,Jason Helland,Jason Helland Percent,Steve Dutner,Steve Dutner Percent,precinct_id
38,33,424,333,78.54,75,17.69,16,3.77,38033
38,34,435,363,83.45,51,11.72,21,4.83,38034
38,35,450,373,82.89,64,14.22,13,2.89,38035
38,36,393,322,81.93,59,15.01,12,3.05,38036
38,37,432,356,82.41,67,15.51,9,2.08,38037
38,38,408,306,75.0,89,21.81,13,3.19,38038
38,39,463,391,84.45,66,14.25,6,1.3,38039
38,40,447,342,76.51,92,20.58,13,2.91,38040
38,41,401,343,85.54,50,12.47,8,2.0,38041
39,1,476,356,74.79,105,22.06,15,3.15,39001
39,2,469,336,71.64,127,27.08,6,1.28,39002
39,3,515,417,80.97,74,14.37,24,4.66,39003
39,4,426,325,76.29,92,21.6,9,2.11,39004
39,5,467,371,79.44,81,17.34,15,3.21,39005
39,6,434,360,82.95,56,12.9,18,4.15,39006
39,7,418,355,84.93,49,11.72,14,3.35,39007
39,8,481,422,87.73,50,10.4,9,1.87,39008
39,9,432,360,83.33,56,12.96,16,3.7,39009
39,10,230,207,90.0,15,6.52,8,3.48,39010
39,11,419,348,83.05,55,13.13,16,3.82,39011
39,12,601,537,89.35,39,6.49,25,4.16,39012
39,13,389,316,81.23,58,14.91,15,3.86,39013
39,14,497,405,81.49,72,14.49,20,4.02,39014
39,15,523,384,73.42,131,25.05,8,1.53,39015
39,16,377,309,81.96,53,14.06,15,3.98,39016
39,17,501,421,84.03,66,13.17,14,2.79,39017
39,18,446,378,84.75,56,12.56,12,2.69,39018
39,19,477,400,83.86,58,12.16,19,3.98,39019
39,20,578,434,75.09,129,22.32,15,2.6,39020
39,21,433,314,72.52,109,25.17,10,2.31,39021
39,22,387,312,80.62,62,16.02,13,3.36,39022
39,23,484,351,72.52,112,23.14,21,4.34,39023
39,24,601,429,71.38,161,26.79,11,1.83,39024
39,25,395,346,87.59,38,9.62,11,2.78,39025
39,26,451,341,75.61,95,21.06,15,3.33,39026
39,27,84,65,77.38,17,20.24,2,2.38,39027
39,28,574,505,87.98,45,7.84,24,4.18,39028
39,29,257,228,88.72,20,7.78,9,3.5,39029
39,30,552,483,87.5,49,8.88,20,3.62,39030
39,31,389,334,85.86,41,10.54,14,3.6,39031
39,32,409,312,76.28,89,21.76,8,1.96,39032
39,33,510,445,87.25,55,10.78,10,1.96,39033
39,34,513,415,80.9,70,13.65,28,5.46,39034
39,35,460,384,83.48,60,13.04,16,3.48,39035
39,36,129,113,87.6,15,11.63,1,0.78,39036
39,37,470,378,80.43,76,16.17,16,3.4,39037
39,38,280,232,82.86,42,15.0,6,2.14,39038
39,39,303,243,80.2,53,17.49,7,2.31,39039
39,40,430,326,75.81,93,21.63,11,2.56,39040
39,41,505,391,77.43,105,20.79,9,1.78,39041
39,42,515,380,73.79,123,23.88,12,2.33,39042
39,43,510,363,71.18,132,25.88,15,2.94,39043
39,44,364,270,74.18,83,22.8,11,3.02,39044
39,45,458,353,77.07,95,20.74,10,2.18,39045
40,1,428,352,82.24,59,13.79,17,3.97,40001
40,2,438,376,85.84,48,10.96,14,3.2,40002
40,3,654,600,91.74,39,5.96,15,2.29,40003
40,4,293,257,87.71,31,10.58,5,1.71,40004
40,5,531,466,87.76,54,10.17,11,2.07,40005
40,6,636,572,89.94,45,7.08,19,2.99,40006
40,7,527,466,88.43,41,7.78,20,3.8,40007
40,8,684,617,90.2,39,5.7,28,4.09,40008
40,9,422,366,86.73,41,9.72,15,3.55,40009
40,10,481,425,88.36,43,8.94,13,2.7,40010
40,11,554,486,87.73,44,7.94,24,4.33,40011
40,12,462,404,87.45,49,10.61,9,1.95,40012
40,13,844,765,90.64,58,6.87,21,2.49,40013
40,14,413,342,82.81,56,13.56,15,3.63,40014
40,15,453,387,85.43,52,11.48,14,3.09,40015
40,16,719,649,90.26,46,6.4,24,3.34,40016
40,17,427,383,89.7,33,7.73,11,2.58,40017
40,18,391,354,90.54,27,6.91,10,2.56,40018
40,19,586,514,87.71,56,9.56,16,2.73,40019
40,20,512,443,86.52,54,10.55,15,2.93,40020
40,21,588,531,90.31,43,7.31,14,2.38,40021
40,22,590,538,91.19,30,5.08,22,3.73,40022
40,23,633,574,90.68,45,7.11,14,2.21,40023
40,24,414,362,87.44,44,10.63,8,1.93,40024
40,25,630,580,92.06,29,4.6,21,3.33,40025
40,26,566,527,93.11,26,4.59,13,2.3,40026
40,27,721,629,87.24,63,8.74,29,4.02,40027
40,28,572,516,90.21,40,6.99,16,2.8,40028
40,29,485,420,86.6,56,11.55,9,1.86,40029
40,30,433,365,84.3,61,14.09,7,1.62,40030
40,31,591,551,93.23,28,4.74,12,2.03,40031
40,32,595,543,91.26,37,6.22,15,2.52,40032
40,33,536,505,94.22,23,4.29,8,1.49,40033
40,34,429,353,82.28,56,13.05,20,4.66,40034
40,35,349,292,83.67,43,12.32,14,4.01,40035
40,36,500,443,88.6,48,9.6,9,1.8,40036
40,37,477,444,93.08,27,5.66,6,1.26,40037
40,38,662,608,91.84,40,6.04,14,2.11,40038
40,39,190,170,89.47,15,7.89,5,2.63,40039
41,1,435,289,66.44,133,30.57,13,2.99,41001
41,2,445,285,64.04,147,33.03,13,2.92,41002
41,3,459,328,71.46,116,25.27,15,3.27,41003
41,4,483,354,73.29,118,24.43,11,2.28,41004
41,5,567,405,71.43,139,24.51,23,4.06,41005
41,6,572,395,69.06,158,27.62,19,3.32,41006
41,7,540,385,71.3,143,26.48,12,2.22,41007
41,8,466,316,67.81,138,29.61,12,2.58,41008
41,9,471,343,72.82,114,24.2,14,2.97,41009
41,10,506,378,74.7,116,22.92,12,2.37,41010
41,11,537,368,68.53,156,29.05,13,2.42,41011
41,12,468,340,72.65,123,26.28,5,1.07,41012
41,13,564,398,70.57,157,27.84,9,1.6,41013
41,14,547,392,71.66,139,25.41,16,2.93,41014
41,15,596,449,75.34,133,22.32,14,2.35,41015
41,16,445,323,72.58,110,24.72,12,2.7,41016
41,17,474,349,73.63,114,24.05,11,2.32,41017
41,18,456,326,71.49,117,25.66,13,2.85,41018
41,19,561,401,71.48,147,26.2,13,2.32,41019
41,20,360,243,67.5,105,29.17,12,3.33,41020
41,21,517,379,73.31,125,24.18,13,2.51,41021
41,22,535,353,65.98,171,31.96,11,2.06,41022
41,23,473,295,62.37,170,35.94,8,1.69,41023
41,24,416,270,64.9,132,31.73,14,3.37,41024
41,25,375,255,68.0,102,27.2,18,4.8,41025
41,26,471,333,70.7,125,26.54,13,2.76,41026
41,27,393,268,68.19,112,28.5,13,3.31,41027
41,28,473,355,75.05,104,21.99,14,2.96,41028
41,29,333,234,70.27,89,26.73,10,3.0,41029
41,30,490,358,73.06,121,24.69,11,2.24,41030
41,31,521,393,75.43,117,22.46,11,2.11,41031
41,32,396,285,71.97,94,23.74,17,4.29,41032
41,33,454,320,70.48,123,27.09,11,2.42,41033
41,34,424,301,70.99,109,25.71,14,3.3,41034
41,35,586,410,69.97,162,27.65,14,2.39,41035
41,36,478,347,72.59,120,25.1,11,2.3,41036
41,37,547,413,75.5,121,22.12,13,2.38,41037
41,38,454,322,70.93,120,26.43,12,2.64,41038
41,39,515,355,68.93,150,29.13,10,1.94,41039
41,40,514,333,64.79,162,31.52,19,3.7,41040
41,41,499,362,72.55,129,25.85,8,1.6,41041
41,42,466,321,68.88,138,29.61,7,1.5,41042
41,43,505,363,71.88,134,26.53,8,1.58,41043
41,44,499,313,62.73,173,34.67,13,2.61,41044
41,45,452,318,70.35,124,27.43,10,2.21,41045
41,46,501,359,71.66,132,26.35,10,2.0,41046
41,47,512,363,70.9,135,26.37,14,2.73,41047
42,1,538,419,77.88,111,20.63,8,1.49,42001
42,2,663,546,82.35,106,15.99,11,1.66,42002
42,3,631,501,79.4,99,15.69,31,4.91,42003
42,4,1194,911,76.3,264,22.11,19,1.59,42004
42,5,538,414,76.95,106,19.7,18,3.35,42005
42,6,588,458,77.89,118,20.07,12,2.04,42006
42,7,752,582,77.39,166,22.07,4,0.53,42007
42,8,544,443,81.43,87,15.99,14,2.57,42008
42,9,732,580,79.23,123,16.8,29,3.96,42009
42,10,831,660,79.42,139,16.73,32,3.85,42010
42,11,428,304,71.03,113,26.4,11,2.57,42011
42,12,537,420,78.21,109,20.3,8,1.49,42012
42,13,521,392,75.24,117,22.46,12,2.3,42013
42,14,802,609,75.94,172,21.45,21,2.62,42014
42,15,698,527,75.5,154,22.06,17,2.44,42015
42,16,645,503,77.98,117,18.14,25,3.88,42016
42,17,845,645,76.33,190,22.49,10,1.18,42017
42,18,691,518,74.96,148,21.42,25,3.62,42018
42,19,779,596,76.51,167,21.44,16,2.05,42019
42,20,719,513,71.35,179,24.9,27,3.76,42020
42,21,666,531,79.73,107,16.07,28,4.2,42021
42,22,329,246,74.77,73,22.19,10,3.04,42022
42,23,706,506,71.67,187,26.49,13,1.84,42023
42,24,639,498,77.93,131,20.5,10,1.56,42024
42,25,641,472,73.63,154,24.02,15,2.34,42025
42,26,849,629,74.09,186,21.91,34,4.0,42026
42,27,445,360,80.9,72,16.18,13,2.92,42027
42,28,666,527,79.13,127,19.07,12,1.8,42028
42,29,669,509,76.08,138,20.63,22,3.29,42029
42,30,527,397,75.33,117,22.2,13,2.47,42030
42,31,751,560,74.57,169,22.5,22,2.93,42031
42,32,695,491,70.65,182,26.19,22,3.17,42032
42,33,698,583,83.52,99,14.18,16,2.29,42033
42,34,530,402,75.85,119,22.45,9,1.7,42034
42,35,791,630,79.65,142,17.95,19,2.4,42035
42,36,1030,800,77.67,198,19.22,32,3.11,42036
42,37,465,354,76.13,99,21.29,12,2.58,42037
42,38,586,460,78.5,111,18.94,15,2.56,42038
42,39,891,695,78.0,167,18.74,29,3.25,42039
42,40,853,686,80.42,145,17.0,22,2.58,42040
42,41,647,512,79.13,106,16.38,29,4.48,42041
42,42,1035,813,78.55,190,18.36,32,3.09,42042
43,1,314,267,85.03,42,13.38,5,1.59,43001
43,2,674,508,75.37,134,19.88,32,4.75,43002
43,3,591,463,78.34,114,19.29,14,2.37,43003
43,4,716,540,75.42,153,21.37,23,3.21,43004
43,5,542,445,82.1,81,14.94,16,2.95,43005
43,6,491,375,76.37,98,19.96,18,3.67,43006
43,7,397,322,81.11,72,18.14,3,0.76,43007
43,8,450,348,77.33,93,20.67,9,2.0,43008
43,9,616,489,79.38,100,16.23,27,4.38,43009
43,10,741,563,75.98,163,22.0,15,2.02,43010
43,11,579,447,77.2,117,20.21,15,2.59,43011
43,12,435,339,77.93,83,19.08,13,2.99,43012
43,13,575,488,84.87,70,12.17,17,2.96,43013
43,14,624,472,75.64,132,21.15,20,3.21,43014
43,15,606,464,76.57,124,20.46,18,2.97,43015
43,16,739,563,76.18,143,19.35,33,4.47,43016
43,17,478,367,76.78,98,20.5,13,2.72,43017
43,18,709,546,77.01,144,20.31,19,2.68,43018
43,19,669,535,79.97,119,17.79,15,2.24,43019
43,20,686,554,80.76,110,16.03,22,3.21,43020
43,21,687,543,79.04,121,17.61,23,3.35,43021
43,22,428,345,80.61,68,15.89,15,3.5,43022
43,23,438,353,80.59,70,15.98,15,3.42,43023
43,24,467,364,77.94,83,17.77,20,4.28,43024
43,25,494,408,82.59,79,15.99,7,1.42,43025
43,26,401,326,81.3,60,14.96,15,3.74,43026
43,27,599,475,79.3,103,17.2,21,3.51,43027
43,28,775,616,79.48,135,17.42,24,3.1,43028
43,29,580,470,81.03,89,15.34,21,3.62,43029
43,30,661,534,80.79,107,16.19,20,3.03,43030
43,31,597,485,81.24,94,15.75,18,3.02,43031
43,32,632,513,81.17,106,16.77,13,2.06,43032
43,33,610,468,76.72,134,21.97,8,1.31,43033
43,34,443,358,80.81,72,16.25,13,2.93,43034
43,35,659,508,77.09,135,20.49,16,2.43,43035
43,36,339,285,84.07,44,12.98,10,2.95,43036
43,37,669,555,82.96,89,13.3,25,3.74,43037
43,38,501,377,75.25,116,23.15,8,1.6,43038
43,39,570,466,81.75,94,16.49,10,1.75,43039
43,40,444,355,79.95,74,16.67,15,3.38,43040
43,41,789,646,81.88,124,15.72,19,2.41,43041
43,42,576,474,82.29,89,15.45,13,2.26,43042
43,43,571,455,79.68,108,18.91,8,1.4,43043
43,44,596,472,79.19,110,18.46,14,2.35,43044
43,45,366,296,80.87,61,16.67,9,2.46,43045
43,46,360,300,83.33,53,14.72,7,1.94,43046
44,1,968,832,85.95,105,10.85,31,3.2,44001
44,2,634,533,84.07,80,12.62,21,3.31,44002
44,3,403,359,89.08,39,9.68,5,1.24,44003
44,4,577,484,83.88,84,14.56,9,1.56,44004
44,5,717,640,89.26,61,8.51,16,2.23,44005
44,6,799,690,86.36,84,10.51,25,3.13,44006
44,7,465,374,80.43,81,17.42,10,2.15,44007
44,8,899,785,87.32,91,10.12,23,2.56,44008
44,9,628,538,85.67,74,11.78,16,2.55,44009
44,10,647,527,81.45,101,15.61,19,2.94,44010
44,11,708,572,80.79,116,16.38,20,2.82,44011
44,12,670,572,85.37,86,12.84,12,1.79,44012
44,13,535,433,80.93,87,16.26,15,2.8,44013
44,14,593,499,84.15,73,12.31,21,3.54,44014
44,15,571,499,87.39,55,9.63,17,2.98,44015
44,16,743,608,81.83,111,14.94,24,3.23,44016
44,17,854,736,86.18,96,11.24,22,2.58,44017
44,18,714,590,82.63,105,14.71,19,2.66,44018
44,19,778,669,85.99,96,12.34,13,1.67,44019
44,20,686,592,86.3,77,11.22,17,2.48,44020
44,21,805,701,87.08,80,9.94,24,2.98,44021
44,22,679,561,82.62,102,15.02,16,2.36,44022
44,23,632,557,88.13,55,8.7,20,3.16,44023
44,24,473,403,85.2,59,12.47,11,2.33,44024
44,25,655,552,84.27,87,13.28,16,2.44,44025
44,26,769,658,85.57,85,11.05,26,3.38,44026
44,27,776,647,83.38,109,14.05,20,2.58,44027
44,28,591,516,87.31,58,9.81,17,2.88,44028
44,29,701,569,81.17,115,16.41,17,2.43,44029
44,30,788,664,84.26,101,12.82,23,2.92,44030
44,31,551,459,83.3,68,12.34,24,4.36,44031
44,32,725,598,82.48,110,15.17,17,2.34,44032
44,33,673,613,91.08,39,5.79,21,3.12,44033
44,34,678,608,89.68,57,8.41,13,1.92,44034
44,35,774,671,86.69,86,11.11,17,2.2,44035
44,36,667,576,86.36,73,10.94,18,2.7,44036
44,37,708,623,87.99,67,9.46,18,2.54,44037
44,38,648,516,79.63,110,16.98,22,3.4,44038
44,39,691,566,81.91,102,14.76,23,3.33,44039
44,40,627,481,76.71,119,18.98,27,4.31,44040
44,41,812,691,85.1,93,11.45,28,3.45,44041
45,1,398,356,89.45,29,7.29,13,3.27,45001
45,2,463,411,88.77,39,8.42,13,2.81,45002
45,3,449,384,85.52,48,10.69,17,3.79,45003
45,4,591,506,85.62,71,12.01,14,2.37,45004
45,5,495,426,86.06,51,10.3,18,3.64,45005
45,6,661,559,84.57,87,13.16,15,2.27,45006
45,7,711,581,81.72,114,16.03,16,2.25,45007
45,8,489,406,83.03,61,12.47,22,4.5,45008
45,9,454,370,81.5,71,15.64,13,2.86,45009
45,10,480,389,81.04,74,15.42,17,3.54,45010
45,11,331,279,84.29,36,10.88,16,4.83,45011
45,12,441,362,82.09,65,14.74,14,3.17,45012
45,13,407,325,79.85,74,18.18,8,1.97,45013
45,14,592,489,82.6,75,12.67,28,4.73,45014
45,15,561,490,87.34,60,10.7,11,1.96,45015
45,16,406,329,81.03,60,14.78,17,4.19,45016
45,17,538,418,77.7,96,17.84,24,4.46,45017
45,18,487,380,78.03,86,17.66,21,4.31,45018
45,19,247,203,82.19,36,14.57,8,3.24,45019
45,20,337,271,80.42,50,14.84,16,4.75,45020
45,21,425,315,74.12,95,22.35,15,3.53,45021
45,22,430,350,81.4,71,16.51,9,2.09,45022
45,23,414,321,77.54,82,19.81,11,2.66,45023
45,24,371,298,80.32,65,17.52,8,2.16,45024
45,25,292,221,75.68,68,23.29,3,1.03,45025
45,26,253,168,66.4,80,31.62,5,1.98,45026
45,27,451,316,70.07,128,28.38,7,1.55,45027
45,28,369,278,75.34,77,20.87,14,3.79,45028
45,29,308,230,74.68,65,21.1,13,4.22,45029
45,30,393,344,87.53,33,8.4,16,4.07,45030
45,31,375,315,84.0,55,14.67,5,1.33,45031
45,32,405,319,78.77,71,17.53,15,3.7,45032
45,33,348,283,81.32,45,12.93,20,5.75,45033
45,34,457,366,80.09,75,16.41,16,3.5,45034
45,35,498,389,78.11,91,18.27,18,3.61,45035
45,36,485,386,79.59,86,17.73,13,2.68,45036
45,37,452,356,78.76,84,18.58,12,2.65,45037
45,38,422,333,78.91,74,17.54,15,3.55,45038
45,39,461,353,76.57,95,20.61,13,2.82,45039
45,40,444,327,73.65,103,23.2,14,3.15,45040
45,41,430,312,72.56,93,21.63,25,5.81,45041
45,42,430,318,73.95,95,22.09,17,3.95,45042
45,43,448,317,70.76,122,27.23,9,2.01,45043
45,44,451,334,74.06,105,23.28,12,2.66,45044
45,45,314,208,66.24,96,30.57,10,3.18,45045
45,46,337,242,71.81,78,23.15,17,5.04,45046
45,47,329,246,74.77,75,22.8,8,2.43,45047
45,48,385,265,68.83,113,29.35,7,1.82,45048
46,1,434,393,90.55,23,5.3,18,4.15,46001
46,2,541,494,91.31,30,5.55,17,3.14,46002
46,3,706,624,88.39,68,9.63,14,1.98,46003
46,4,539,495,91.84,32,5.94,12,2.23,46004
46,5,781,674,86.3,83,10.63,24,3.07,46005
46,6,498,450,90.36,30,6.02,18,3.61,46006
46,7,639,546,85.45,85,13.3,8,1.25,46007
46,8,395,345,87.34,35,8.86,15,3.8,46008
46,9,655,596,90.99,31,4.73,28,4.27,46009
46,10,942,818,86.84,94,9.98,30,3.18,46010
46,11,574,490,85.37,71,12.37,13,2.26,46011
46,12,642,587,91.43,36,5.61,19,2.96,46012
46,13,570,510,89.47,41,7.19,19,3.33,46013
46,14,553,496,89.69,42,7.59,15,2.71,46014
46,15,588,511,86.9,61,10.37,16,2.72,46015
46,16,683,624,91.36,35,5.12,24,3.51,46016
46,17,666,586,87.99,67,10.06,13,1.95,46017
46,18,644,553,85.87,80,12.42,11,1.71,46018
46,19,422,370,87.68,38,9.0,14,3.32,46019
46,20,484,448,92.56,26,5.37,10,2.07,46020
46,21,405,349,86.17,45,11.11,11,2.72,46021
46,22,443,399,90.07,28,6.32,16,3.61,46022
46,23,466,437,93.78,20,4.29,9,1.93,46023
46,24,694,617,88.9,63,9.08,14,2.02,46024
46,25,557,511,91.74,25,4.49,21,3.77,46025
46,26,669,606,90.58,38,5.68,25,3.74,46026
46,27,780,678,86.92,74,9.49,28,3.59,46027
46,28,584,507,86.82,62,10.62,15,2.57,46028
46,29,503,439,87.28,51,10.14,13,2.58,46029
46,30,627,558,89.0,47,7.5,22,3.51,46030
46,31,592,543,91.72,38,6.42,11,1.86,46031
46,32,608,543,89.31,45,7.4,20,3.29,46032
46,33,694,615,88.62,63,9.08,16,2.31,46033
46,34,689,615,89.26,50,7.26,24,3.48,46034
46,35,667,605,90.7,44,6.6,18,2.7,46035
46,36,587,497,84.67,76,12.95,14,2.39,46036
46,37,531,477,89.83,37,6.97,17,3.2,46037
46,38,622,560,90.03,43,6.91,19,3.05,46038
46,39,596,504,84.56,75,12.58,17,2.85,46039
46,40,487,437,89.73,35,7.19,15,3.08,46040
47,1,417,349,83.69,54,12.95,14,3.36,47001
47,2,626,548,87.54,65,10.38,13,2.08,47002
47,3,586,507,86.52,57,9.73,22,3.75,47003
47,4,672,578,86.01,71,10.57,23,3.42,47004
47,5,655,584,89.16,52,7.94,19,2.9,47005
47,6,742,648,87.33,70,9.43,24,3.23,47006
47,7,548,486,88.69,49,8.94,13,2.37,47007
47,8,588,508,86.39,59,10.03,21,3.57,47008
47,9,585,485,82.91,75,12.82,25,4.27,47009
47,10,762,683,89.63,46,6.04,33,4.33,47010
47,11,607,506,83.36,82,13.51,19,3.13,47011
47,12,653,570,87.29,63,9.65,20,3.06,47012
47,13,580,512,88.28,50,8.62,18,3.1,47013
47,14,549,485,88.34,52,9.47,12,2.19,47014
47,15,734,683,93.05,38,5.18,13,1.77,47015
47,16,598,533,89.13,54,9.03,11,1.84,47016
47,17,600,520,86.67,60,10.0,20,3.33,47017
47,18,592,514,86.82,51,8.61,27,4.56,47018
47,19,763,711,93.18,37,4.85,15,1.97,47019
47,20,571,514,90.02,40,7.01,17,2.98,47020
47,21,581,511,87.95,50,8.61,20,3.44,47021
47,22,628,562,89.49,50,7.96,16,2.55,47022
47,23,671,618,92.1,32,4.77,21,3.13,47023
47,24,635,539,84.88,70,11.02,26,4.09,47024
47,25,719,622,86.51,61,8.48,36,5.01,47025
47,26,786,715,90.97,43,5.47,28,3.56,47026
47,27,573,492,85.86,64,11.17,17,2.97,47027
47,28,562,488,86.83,59,10.5,15,2.67,47028
47,29,671,589,87.78,67,9.99,15,2.24,47029
47,30,737,676,91.72,36,4.88,25,3.39,47030
47,31,605,535,88.43,49,8.1,21,3.47,47031
47,32,735,675,91.84,40,5.44,20,2.72,47032
47,33,575,475,82.61,85,14.78,15,2.61,47033
47,34,628,572,91.08,46,7.32,10,1.59,47034
47,35,633,531,83.89,81,12.8,21,3.32,47035
47,36,678,611,90.12,40,5.9,27,3.98,47036
47,37,600,527,87.83,57,9.5,16,2.67,47037
47,38,608,535,87.99,61,10.03,12,1.97,47038
47,39,613,534,87.11,60,9.79,19,3.1,47039
47,40,606,536,88.45,49,8.09,21,3.47,47040
47,41,681,607,89.13,57,8.37,17,2.5,47041
47,42,626,573,91.53,34,5.43,19,3.04,47042
47,43,568,478,84.15,71,12.5,19,3.35,47043
47,44,602,511,84.88,71,11.79,20,3.32,47044
47,45,585,522,89.23,49,8.38,14,2.39,47045
47,46,602,498,82.72,83,13.79,21,3.49,47046
47,47,707,589,83.31,93,13.15,25,3.54,47047
47,48,58,49,84.48,6,10.34,3,5.17,47048
48,1,526,491,93.35,21,3.99,14,2.66,48001
48,2,275,248,90.18,19,6.91,8,2.91,48002
48,3,624,556,89.1,46,7.37,22,3.53,48003
48,4,546,501,91.76,28,5.13,17,3.11,48004
48,5,344,313,90.99,24,6.98,7,2.03,48005
48,6,677,602,88.92,52,7.68,23,3.4,48006
48,7,569,526,92.44,29,5.1,14,2.46,48007
48,8,321,265,82.55,44,13.71,12,3.74,48008
48,9,364,288,79.12,65,17.86,11,3.02,48009
48,10,818,759,92.79,46,5.62,13,1.59,48010
48,11,512,462,90.23,31,6.05,19,3.71,48011
48,12,698,642,91.98,42,6.02,14,2.01,48012
48,13,710,626,88.17,71,10.0,13,1.83,48013
48,14,289,246,85.12,34,11.76,9,3.11,48014
48,15,400,357,89.25,32,8.0,11,2.75,48015
48,16,589,527,89.47,39,6.62,23,3.9,48016
48,17,511,463,90.61,39,7.63,9,1.76,48017
48,18,391,358,91.56,26,6.65,7,1.79,48018
48,19,384,355,92.45,19,4.95,10,2.6,48019
48,20,657,609,92.69,33,5.02,15,2.28,48020
48,21,718,639,89.0,56,7.8,23,3.2,48021
48,22,498,427,85.74,60,12.05,11,2.21,48022
48,23,628,555,88.38,60,9.55,13,2.07,48023
48,24,653,513,78.56,114,17.46,26,3.98,48024
48,25,520,476,91.54,30,5.77,14,2.69,48025
48,26,275,239,86.91,23,8.36,13,4.73,48026
48,27,813,748,92.0,42,5.17,23,2.83,48027
48,28,653,493,75.5,147,22.51,13,1.99,48028
48,29,305,276,90.49,25,8.2,4,1.31,48029
48,30,500,466,93.2,27,5.4,7,1.4,48030
48,31,726,656,90.36,47,6.47,23,3.17,48031
48,32,592,534,90.2,40,6.76,18,3.04,48032
48,33,317,275,86.75,37,11.67,5,1.58,48033
48,34,497,454,91.35,28,5.63,15,3.02,48034
48,35,396,329,83.08,57,14.39,10,2.53,48035
48,36,337,290,86.05,36,10.68,11,3.26,48036
48,37,588,548,93.2,21,3.57,19,3.23,48037
48,38,591,531,89.85,44,7.45,16,2.71,48038
48,39,456,401,87.94,49,10.75,6,1.32,48039
48,40,508,458,90.16,33,6.5,17,3.35,48040
48,41,716,658,91.9,43,6.01,15,2.09,48041
48,42,666,621,93.24,29,4.35,16,2.4,48042
48,43,617,562,91.09,40,6.48,15,2.43,48043
48,44,718,673,93.73,33,4.6,12,1.67,48044
48,45,436,402,92.2,28,6.42,6,1.38,48045
48,46,388,344,88.66,34,8.76,10,2.58,48046
49,1,361,346,95.84,6,1.66,9,2.49,49001
49,2,387,368,95.09,13,3.36,6,1.55,49002
49,3,618,578,93.53,25,4.05,15,2.43,49003
49,4,696,621,89.22,43,6.18,32,4.6,49004
49,5,561,530,94.47,14,2.5,17,3.03,49005
49,6,515,480,93.2,27,5.24,8,1.55,49006
49,7,617,543,88.01,54,8.75,20,3.24,49007
49,8,462,432,93.51,23,4.98,7,1.52,49008
49,9,608,550,90.46,36,5.92,22,3.62,49009
49,10,547,502,91.77,34,6.22,11,2.01,49010
49,11,655,615,93.89,30,4.58,10,1.53,49011
49,12,772,717,92.88,40,5.18,15,1.94,49012
49,13,651,597,91.71,39,5.99,15,2.3,49013
49,14,480,434,90.42,27,5.63,19,3.96,49014
49,15,401,372,92.77,17,4.24,12,2.99,49015
49,16,546,493,90.29,41,7.51,12,2.2,49016
49,17,406,355,87.44,42,10.34,9,2.22,49017
49,18,758,708,93.4,29,3.83,21,2.77,49018
49,19,522,489,93.68,18,3.45,15,2.87,49019
49,20,818,767,93.77,30,3.67,21,2.57,49020
49,21,334,308,92.22,20,5.99,6,1.8,49021
49,22,557,504,90.48,37,6.64,16,2.87,49022
49,23,752,694,92.29,34,4.52,24,3.19,49023
49,24,473,441,93.23,19,4.02,13,2.75,49024
49,25,740,677,91.49,39,5.27,24,3.24,49025
49,26,657,582,88.58,59,8.98,16,2.44,49026
49,27,645,597,92.56,38,5.89,10,1.55,49027
49,28,757,707,93.39,30,3.96,20,2.64,49028
49,29,695,625,89.93,43,6.19,27,3.88,49029
49,30,654,592,90.52,46,7.03,16,2.45,49030
49,31,457,423,92.56,24,5.25,10,2.19,49031
49,32,547,525,95.98,13,2.38,9,1.65,49032
49,33,463,431,93.09,18,3.89,14,3.02,49033
50,1,410,306,74.63,97,23.66,7,1.71,50001
50,2,270,197,72.96,67,24.81,6,2.22,50002
50,3,386,295,76.42,77,19.95,14,3.63,50003
50,4,464,386,83.19,64,13.79,14,3.02,50004
50,5,304,207,68.09,91,29.93,6,1.97,50005
50,6,478,406,84.94,60,12.55,12,2.51,50006
50,7,486,445,91.56,30,6.17,11,2.26,50007
50,8,435,394,90.57,34,7.82,7,1.61,50008
50,9,358,299,83.52,57,15.92,2,0.56,50009
50,10,393,310,78.88,74,18.83,9,2.29,50010
50,11,298,185,62.08,109,36.58,4,1.34,50011
50,12,181,135,74.59,42,23.2,4,2.21,50012
50,13,467,417,89.29,35,7.49,15,3.21,50013
50,14,150,111,74.0,39,26.0,0,0.0,50014
50,15,490,430,87.76,46,9.39,14,2.86,50015
50,16,144,109,75.69,34,23.61,1,0.69,50016
50,17,417,322,77.22,88,21.1,7,1.68,50017
50,18,116,89,76.72,26,22.41,1,0.86,50018
50,19,265,233,87.92,25,9.43,7,2.64,50019
50,20,413,346,83.78,54,13.08,13,3.15,50020
50,21,381,326,85.56,45,11.81,10,2.62,50021
50,22,357,263,73.67,88,24.65,6,1.68,50022
50,23,285,226,79.3,50,17.54,9,3.16,50023
50,24,345,219,63.48,122,35.36,4,1.16,50024
50,25,419,300,71.6,115,27.45,4,0.95,50025
50,26,388,320,82.47,63,16.24,5,1.29,50026
50,27,131,95,72.52,36,27.48,0,0.0,50027
50,28,471,396,84.08,65,13.8,10,2.12,50028
50,29,357,320,89.64,25,7.0,12,3.36,50029
50,30,280,254,90.71,21,7.5,5,1.79,50030
50,31,528,486,92.05,29,5.49,13,2.46,50031
