ward,precinct,total,Yes,Yes Percent,No,No Percent,precinct_id
1,1,392,324,82.65,68,17.35,01001
1,2,354,292,82.49,62,17.51,01002
1,3,423,375,88.65,48,11.35,01003
1,4,388,347,89.43,41,10.57,01004
1,5,410,358,87.32,52,12.68,01005
1,6,365,320,87.67,45,12.33,01006
1,7,277,231,83.39,46,16.61,01007
1,8,289,250,86.51,39,13.49,01008
1,9,253,214,84.58,39,15.42,01009
1,10,463,404,87.26,59,12.74,01010
1,11,453,396,87.42,57,12.58,01011
1,12,420,348,82.86,72,17.14,01012
1,13,177,154,87.01,23,12.99,01013
1,14,339,309,91.15,30,8.85,01014
1,15,338,282,83.43,56,16.57,01015
1,16,459,393,85.62,66,14.38,01016
1,17,315,269,85.4,46,14.6,01017
1,18,354,313,88.42,41,11.58,01018
1,19,365,313,85.75,52,14.25,01019
1,20,306,263,85.95,43,14.05,01020
1,21,454,400,88.11,54,11.89,01021
1,22,256,215,83.98,41,16.02,01022
1,23,540,470,87.04,70,12.96,01023
1,24,316,249,78.8,67,21.2,01024
1,25,359,309,86.07,50,13.93,01025
1,26,220,172,78.18,48,21.82,01026
1,27,384,317,82.55,67,17.45,01027
1,28,55,47,85.45,8,14.55,01028
1,29,468,408,87.18,60,12.82,01029
1,30,419,357,85.2,62,14.8,01030
1,31,343,288,83.97,55,16.03,01031
1,32,340,287,84.41,53,15.59,01032
1,33,415,355,85.54,60,14.46,01033
1,34,311,264,84.89,47,15.11,01034
1,35,436,360,82.57,76,17.43,01035
1,36,369,324,87.8,45,12.2,01036
1,37,364,322,88.46,42,11.54,01037
1,38,361,311,86.15,50,13.85,01038
1,39,333,285,85.59,48,14.41,01039
1,40,363,310,85.4,53,14.6,01040
1,41,234,200,85.47,34,14.53,01041
1,42,130,101,77.69,29,22.31,01042
1,43,237,201,84.81,36,15.19,01043
1,44,329,286,86.93,43,13.07,01044
2,1,415,356,85.78,59,14.22,02001
2,2,285,248,87.02,37,12.98,02002
2,3,392,336,85.71,56,14.29,02003
2,4,313,274,87.54,39,12.46,02004
2,5,458,399,87.12,59,12.88,02005
2,6,376,324,86.17,52,13.83,02006
2,7,343,278,81.05,65,18.95,02007
2,8,439,361,82.23,78,17.77,02008
2,9,312,261,83.65,51,16.35,02009
2,10,273,227,83.15,46,16.85,02010
2,11,371,317,85.44,54,14.56,02011
2,12,338,299,88.46,39,11.54,02012
2,13,301,258,85.71,43,14.29,02013
2,14,407,353,86.73,54,13.27,02014
2,15,345,305,88.41,40,11.59,02015
2,16,330,284,86.06,46,13.94,02016
2,17,448,394,87.95,54,12.05,02017
2,18,325,282,86.77,43,13.23,02018
2,19,224,190,84.82,34,15.18,02019
2,20,402,365,90.8,37,9.2,02020
2,21,383,341,89.03,42,10.97,02021
2,22,362,324,89.5,38,10.5,02022
2,23,228,190,83.33,38,16.67,02023
2,24,318,275,86.48,43,13.52,02024
2,25,396,349,88.13,47,11.87,02025
2,26,272,216,79.41,56,20.59,02026
2,27,283,225,79.51,58,20.49,02027
2,28,380,335,88.16,45,11.84,02028
2,29,374,328,87.7,46,12.3,02029
2,30,315,267,84.76,48,15.24,02030
2,31,419,354,84.49,65,15.51,02031
2,32,288,248,86.11,40,13.89,02032
2,33,505,432,85.54,73,14.46,02033
2,34,276,238,86.23,38,13.77,02034
2,35,447,390,87.25,57,12.75,02035
2,36,357,314,87.96,43,12.04,02036
2,37,350,310,88.57,40,11.43,02037
2,38,317,269,84.86,48,15.14,02038
2,39,218,178,81.65,40,18.35,02039
2,40,450,385,85.56,65,14.44,02040
2,41,383,344,89.82,39,10.18,02041
2,42,379,326,86.02,53,13.98,02042
2,43,468,409,87.39,59,12.61,02043
2,44,216,185,85.65,31,14.35,02044
2,45,406,348,85.71,58,14.29,02045
2,46,196,152,77.55,44,22.45,02046
3,1,467,365,78.16,102,21.84,03001
3,2,428,367,85.75,61,14.25,03002
3,3,266,218,81.95,48,18.05,03003
