ward,precinct,total,Michael J. Madigan,Michael J. Madigan Percent,precinct_id
13,1,214,214,100.0,13001
13,2,226,226,100.0,13002
13,3,236,236,100.0,13003
13,4,259,259,100.0,13004
13,5,347,347,100.0,13005
13,6,246,246,100.0,13006
13,7,225,225,100.0,13007
13,8,209,209,100.0,13008
13,9,286,286,100.0,13009
13,10,218,218,100.0,13010
13,11,293,293,100.0,13011
13,12,250,250,100.0,13012
13,13,309,309,100.0,13013
13,14,298,298,100.0,13014
13,15,409,409,100.0,13015
13,16,188,188,100.0,13016
13,17,226,226,100.0,13017
13,18,195,195,100.0,13018
13,19,323,323,100.0,13019
13,20,143,143,100.0,13020
13,21,264,264,100.0,13021
13,22,270,270,100.0,13022
13,23,211,211,100.0,13023
13,24,289,289,100.0,13024
13,25,286,286,100.0,13025
13,26,252,252,100.0,13026
13,27,254,254,100.0,13027
13,28,243,243,100.0,13028
13,29,216,216,100.0,13029
13,30,245,245,100.0,13030
13,31,271,271,100.0,13031
13,32,203,203,100.0,13032
13,33,249,249,100.0,13033
13,34,365,365,100.0,13034
13,35,281,281,100.0,13035
13,36,181,181,100.0,13036
13,37,324,324,100.0,13037
13,38,230,230,100.0,13038
13,39,305,305,100.0,13039
13,40,283,283,100.0,13040
13,41,332,332,100.0,13041
13,42,223,223,100.0,13042
13,43,288,288,100.0,13043
13,44,324,324,100.0,13044
13,45,302,302,100.0,13045
13,46,347,347,100.0,13046
13,47,327,327,100.0,13047
13,48,233,233,100.0,13048
14,3,295,295,100.0,14003
14,6,23,23,100.0,14006
14,10,0,0,0.0,14010
14,11,173,173,100.0,14011
14,15,323,323,100.0,14015
14,18,79,79,100.0,14018
14,22,234,234,100.0,14022
14,23,64,64,100.0,14023
18,15,317,317,100.0,18015
18,43,192,192,100.0,18043
18,46,177,177,100.0,18046
23,1,131,131,100.0,23001
23,2,237,237,100.0,23002
23,4,271,271,100.0,23004
23,5,286,286,100.0,23005
23,6,187,187,100.0,23006
23,7,238,238,100.0,23007
23,8,296,296,100.0,23008
23,9,225,225,100.0,23009
23,10,326,326,100.0,23010
23,11,295,295,100.0,23011
23,13,259,259,100.0,23013
23,14,34,34,100.0,23014
23,15,241,241,100.0,23015
23,17,68,68,100.0,23017
23,18,184,184,100.0,23018
23,20,140,140,100.0,23020
23,22,179,179,100.0,23022
23,23,207,207,100.0,23023
23,24,83,83,100.0,23024
23,25,14,14,100.0,23025
23,26,161,161,100.0,23026
23,28,250,250,100.0,23028
23,29,212,212,100.0,23029
23,30,322,322,100.0,23030
23,32,277,277,100.0,23032
23,33,291,291,100.0,23033
23,34,247,247,100.0,23034
23,35,154,154,100.0,23035
23,38,202,202,100.0,23038
23,39,313,313,100.0,23039
