ward,precinct,total,Stephanie Saltouros,Stephanie Saltouros Percent,precinct_id
30,3,141,141,100.0,30003
30,15,313,313,100.0,30015
30,20,73,73,100.0,30020
30,32,250,250,100.0,30032
32,19,344,344,100.0,32019
32,21,375,375,100.0,32021
32,25,375,375,100.0,32025
33,2,507,507,100.0,33002
33,7,471,471,100.0,33007
33,18,603,603,100.0,33018
35,9,301,301,100.0,35009
35,22,463,463,100.0,35022
35,23,154,154,100.0,35023
35,29,289,289,100.0,35029
35,30,335,335,100.0,35030
35,31,374,374,100.0,35031
38,1,295,295,100.0,38001
38,31,294,294,100.0,38031
38,32,284,284,100.0,38032
38,41,279,279,100.0,38041
39,1,314,314,100.0,39001
39,2,236,236,100.0,39002
39,3,366,366,100.0,39003
39,4,274,274,100.0,39004
39,5,323,323,100.0,39005
39,6,309,309,100.0,39006
39,7,300,300,100.0,39007
39,8,315,315,100.0,39008
39,9,297,297,100.0,39009
39,10,179,179,100.0,39010
39,11,280,280,100.0,39011
39,12,442,442,100.0,39012
39,13,229,229,100.0,39013
39,14,356,356,100.0,39014
39,15,311,311,100.0,39015
39,16,250,250,100.0,39016
39,17,340,340,100.0,39017
39,18,294,294,100.0,39018
39,19,326,326,100.0,39019
39,20,339,339,100.0,39020
39,21,283,283,100.0,39021
39,22,274,274,100.0,39022
39,23,301,301,100.0,39023
39,24,341,341,100.0,39024
39,25,307,307,100.0,39025
39,26,256,256,100.0,39026
39,27,57,57,100.0,39027
39,28,417,417,100.0,39028
39,29,189,189,100.0,39029
39,30,432,432,100.0,39030
39,31,279,279,100.0,39031
39,32,93,93,100.0,39032
39,33,363,363,100.0,39033
39,34,346,346,100.0,39034
39,35,332,332,100.0,39035
39,36,71,71,100.0,39036
39,37,302,302,100.0,39037
39,38,184,184,100.0,39038
39,39,209,209,100.0,39039
39,40,285,285,100.0,39040
39,41,314,314,100.0,39041
39,42,293,293,100.0,39042
39,43,314,314,100.0,39043
39,44,231,231,100.0,39044
39,45,277,277,100.0,39045
40,1,300,300,100.0,40001
40,2,324,324,100.0,40002
40,3,521,521,100.0,40003
40,4,205,205,100.0,40004
40,5,422,422,100.0,40005
40,6,533,533,100.0,40006
40,7,419,419,100.0,40007
40,10,247,247,100.0,40010
40,11,431,431,100.0,40011
40,12,358,358,100.0,40012
40,13,382,382,100.0,40013
40,14,298,298,100.0,40014
40,15,333,333,100.0,40015
40,16,571,571,100.0,40016
40,17,315,315,100.0,40017
