ward,precinct,total,Robert ''Bob'' Rita,Robert ''Bob'' Rita Percent,precinct_id
9,1,188,188,100.0,09001
9,2,240,240,100.0,09002
9,4,183,183,100.0,09004
9,5,319,319,100.0,09005
9,6,307,307,100.0,09006
9,9,68,68,100.0,09009
9,13,84,84,100.0,09013
9,14,396,396,100.0,09014
9,17,133,133,100.0,09017
9,19,316,316,100.0,09019
9,22,336,336,100.0,09022
9,29,295,295,100.0,09029
9,31,206,206,100.0,09031
9,32,326,326,100.0,09032
9,34,236,236,100.0,09034
9,35,338,338,100.0,09035
9,38,106,106,100.0,09038
9,39,361,361,100.0,09039
9,40,356,356,100.0,09040
9,43,137,137,100.0,09043
9,44,55,55,100.0,09044
34,2,129,129,100.0,34002
34,3,347,347,100.0,34003
34,4,260,260,100.0,34004
34,6,387,387,100.0,34006
34,9,222,222,100.0,34009
34,11,286,286,100.0,34011
34,14,266,266,100.0,34014
34,15,29,29,100.0,34015
34,16,279,279,100.0,34016
34,18,259,259,100.0,34018
34,20,248,248,100.0,34020
34,22,342,342,100.0,34022
34,23,268,268,100.0,34023
34,24,306,306,100.0,34024
34,26,357,357,100.0,34026
34,27,290,290,100.0,34027
34,28,222,222,100.0,34028
34,30,335,335,100.0,34030
34,31,227,227,100.0,34031
34,33,264,264,100.0,34033
34,36,302,302,100.0,34036
34,37,202,202,100.0,34037
34,38,173,173,100.0,34038
34,39,243,243,100.0,34039
34,41,207,207,100.0,34041
34,42,330,330,100.0,34042
34,50,277,277,100.0,34050
34,51,202,202,100.0,34051
34,53,212,212,100.0,34053
