ward,precinct,total,John Fritchey,John Fritchey Percent,precinct_id
1,5,4,4,100.0,01005
1,8,46,46,100.0,01008
1,11,36,36,100.0,01011
1,14,19,19,100.0,01014
1,21,19,19,100.0,01021
1,28,39,39,100.0,01028
1,38,31,31,100.0,01038
1,42,1,1,100.0,01042
2,1,29,29,100.0,02001
2,6,31,31,100.0,02006
2,7,22,22,100.0,02007
2,8,21,21,100.0,02008
2,12,0,0,0.0,02012
2,15,57,57,100.0,02015
2,16,22,22,100.0,02016
2,20,17,17,100.0,02020
2,22,41,41,100.0,02022
2,24,47,47,100.0,02024
2,25,37,37,100.0,02025
2,26,32,32,100.0,02026
2,27,18,18,100.0,02027
2,32,25,25,100.0,02032
2,39,38,38,100.0,02039
2,40,27,27,100.0,02040
2,41,21,21,100.0,02041
2,42,26,26,100.0,02042
2,43,31,31,100.0,02043
2,45,76,76,100.0,02045
27,1,23,23,100.0,27001
27,11,15,15,100.0,27011
27,28,46,46,100.0,27028
27,35,24,24,100.0,27035
27,37,5,5,100.0,27037
30,1,66,66,100.0,30001
30,4,83,83,100.0,30004
30,9,44,44,100.0,30009
30,17,96,96,100.0,30017
30,21,5,5,100.0,30021
32,1,32,32,100.0,32001
32,2,32,32,100.0,32002
32,4,36,36,100.0,32004
32,5,24,24,100.0,32005
32,6,32,32,100.0,32006
32,7,39,39,100.0,32007
32,8,19,19,100.0,32008
32,9,32,32,100.0,32009
32,10,49,49,100.0,32010
32,13,21,21,100.0,32013
32,15,25,25,100.0,32015
32,18,27,27,100.0,32018
32,19,28,28,100.0,32019
32,21,49,49,100.0,32021
32,23,25,25,100.0,32023
32,24,12,12,100.0,32024
32,25,34,34,100.0,32025
32,27,17,17,100.0,32027
32,30,21,21,100.0,32030
32,31,33,33,100.0,32031
32,32,27,27,100.0,32032
32,33,44,44,100.0,32033
32,34,20,20,100.0,32034
32,35,27,27,100.0,32035
32,36,29,29,100.0,32036
32,37,20,20,100.0,32037
32,38,26,26,100.0,32038
32,39,36,36,100.0,32039
32,40,29,29,100.0,32040
32,41,36,36,100.0,32041
32,42,29,29,100.0,32042
33,2,53,53,100.0,33002
33,7,84,84,100.0,33007
33,8,57,57,100.0,33008
33,9,75,75,100.0,33009
33,10,69,69,100.0,33010
33,18,59,59,100.0,33018
33,22,137,137,100.0,33022
33,23,62,62,100.0,33023
33,24,95,95,100.0,33024
33,25,108,108,100.0,33025
36,14,86,86,100.0,36014
36,15,35,35,100.0,36015
36,16,112,112,100.0,36016
36,17,127,127,100.0,36017
36,18,77,77,100.0,36018
36,20,88,88,100.0,36020
36,24,38,38,100.0,36024
36,30,47,47,100.0,36030
38,1,37,37,100.0,38001
38,8,45,45,100.0,38008
38,10,36,36,100.0,38010
38,11,51,51,100.0,38011
38,14,72,72,100.0,38014
38,15,31,31,100.0,38015
38,18,44,44,100.0,38018
38,19,43,43,100.0,38019
38,21,32,32,100.0,38021
38,22,51,51,100.0,38022
38,23,123,123,100.0,38023
38,25,43,43,100.0,38025
38,26,26,26,100.0,38026
38,31,62,62,100.0,38031
38,32,60,60,100.0,38032
38,33,57,57,100.0,38033
38,34,92,92,100.0,38034
38,35,87,87,100.0,38035
38,36,47,47,100.0,38036
38,37,48,48,100.0,38037
38,39,74,74,100.0,38039
38,40,51,51,100.0,38040
38,41,61,61,100.0,38041
39,3,55,55,100.0,39003
39,4,0,0,0.0,39004
39,5,38,38,100.0,39005
39,6,39,39,100.0,39006
39,7,50,50,100.0,39007
39,8,64,64,100.0,39008
39,9,61,61,100.0,39009
39,10,20,20,100.0,39010
39,11,63,63,100.0,39011
39,12,62,62,100.0,39012
39,14,37,37,100.0,39014
39,17,53,53,100.0,39017
39,19,63,63,100.0,39019
39,22,19,19,100.0,39022
39,25,45,45,100.0,39025
39,28,102,102,100.0,39028
39,29,42,42,100.0,39029
39,30,55,55,100.0,39030
39,31,57,57,100.0,39031
39,33,42,42,100.0,39033
39,34,66,66,100.0,39034
39,35,51,51,100.0,39035
39,38,35,35,100.0,39038
39,39,10,10,100.0,39039
40,1,37,37,100.0,40001
40,3,43,43,100.0,40003
40,5,67,67,100.0,40005
40,6,49,49,100.0,40006
40,7,72,72,100.0,40007
40,8,37,37,100.0,40008
40,11,85,85,100.0,40011
40,12,24,24,100.0,40012
40,14,44,44,100.0,40014
40,16,1,1,100.0,40016
40,17,55,55,100.0,40017
40,19,24,24,100.0,40019
40,20,53,53,100.0,40020
40,21,12,12,100.0,40021
40,24,5,5,100.0,40024
40,30,26,26,100.0,40030
40,34,54,54,100.0,40034
40,38,54,54,100.0,40038
42,5,20,20,100.0,42005
42,14,3,3,100.0,42014
42,15,13,13,100.0,42015
42,17,3,3,100.0,42017
42,19,42,42,100.0,42019
42,20,18,18,100.0,42020
42,22,18,18,100.0,42022
42,23,22,22,100.0,42023
42,25,0,0,0.0,42025
42,27,45,45,100.0,42027
42,32,16,16,100.0,42032
42,37,15,15,100.0,42037
42,38,20,20,100.0,42038
42,39,24,24,100.0,42039
43,2,26,26,100.0,43002
43,5,28,28,100.0,43005
43,6,16,16,100.0,43006
43,7,23,23,100.0,43007
43,10,35,35,100.0,43010
43,11,30,30,100.0,43011
43,16,35,35,100.0,43016
43,18,41,41,100.0,43018
43,22,0,0,0.0,43022
43,23,25,25,100.0,43023
43,30,41,41,100.0,43030
43,31,72,72,100.0,43031
43,39,35,35,100.0,43039
43,41,65,65,100.0,43041
43,46,18,18,100.0,43046
