ward,precinct,total,John J. Cullerton,John J. Cullerton Percent,precinct_id
1,3,31,31,100.0,01003
1,4,22,22,100.0,01004
1,5,13,13,100.0,01005
1,6,42,42,100.0,01006
1,8,46,46,100.0,01008
1,10,24,24,100.0,01010
1,11,37,37,100.0,01011
1,14,22,22,100.0,01014
1,21,21,21,100.0,01021
1,28,39,39,100.0,01028
1,32,28,28,100.0,01032
1,33,22,22,100.0,01033
1,35,29,29,100.0,01035
1,36,28,28,100.0,01036
1,37,32,32,100.0,01037
1,38,8,8,100.0,01038
1,39,14,14,100.0,01039
1,40,46,46,100.0,01040
2,1,33,33,100.0,02001
2,3,31,31,100.0,02003
2,4,19,19,100.0,02004
2,5,24,24,100.0,02005
2,6,30,30,100.0,02006
2,7,22,22,100.0,02007
2,8,22,22,100.0,02008
2,12,24,24,100.0,02012
2,14,8,8,100.0,02014
2,15,61,61,100.0,02015
2,16,24,24,100.0,02016
2,17,0,0,0.0,02017
2,20,14,14,100.0,02020
2,21,40,40,100.0,02021
2,22,44,44,100.0,02022
2,24,41,41,100.0,02024
2,25,41,41,100.0,02025
2,26,34,34,100.0,02026
2,28,29,29,100.0,02028
2,30,38,38,100.0,02030
2,31,69,69,100.0,02031
2,33,96,96,100.0,02033
2,37,49,49,100.0,02037
2,38,30,30,100.0,02038
2,44,28,28,100.0,02044
26,28,23,23,100.0,26028
26,32,23,23,100.0,26032
27,7,42,42,100.0,27007
27,12,27,27,100.0,27012
27,13,5,5,100.0,27013
27,21,0,0,0.0,27021
27,27,3,3,100.0,27027
27,35,1,1,100.0,27035
27,37,5,5,100.0,27037
27,40,11,11,100.0,27040
27,42,24,24,100.0,27042
27,43,2,2,100.0,27043
27,46,21,21,100.0,27046
29,23,37,37,100.0,29023
29,29,62,62,100.0,29029
29,31,31,31,100.0,29031
29,32,44,44,100.0,29032
29,38,0,0,0.0,29038
29,39,4,4,100.0,29039
30,15,74,74,100.0,30015
30,17,46,46,100.0,30017
30,21,49,49,100.0,30021
32,1,46,46,100.0,32001
32,2,29,29,100.0,32002
32,4,43,43,100.0,32004
32,5,37,37,100.0,32005
32,6,33,33,100.0,32006
32,7,41,41,100.0,32007
32,8,22,22,100.0,32008
32,9,33,33,100.0,32009
32,10,46,46,100.0,32010
32,13,23,23,100.0,32013
32,15,27,27,100.0,32015
32,16,38,38,100.0,32016
32,18,30,30,100.0,32018
32,19,30,30,100.0,32019
32,21,52,52,100.0,32021
32,23,24,24,100.0,32023
32,24,13,13,100.0,32024
32,25,38,38,100.0,32025
32,27,17,17,100.0,32027
32,29,49,49,100.0,32029
32,30,26,26,100.0,32030
32,31,31,31,100.0,32031
32,32,33,33,100.0,32032
32,33,51,51,100.0,32033
32,34,23,23,100.0,32034
32,35,27,27,100.0,32035
32,36,28,28,100.0,32036
32,37,20,20,100.0,32037
32,38,26,26,100.0,32038
32,39,33,33,100.0,32039
32,40,28,28,100.0,32040
32,41,35,35,100.0,32041
32,42,29,29,100.0,32042
33,2,49,49,100.0,33002
33,3,4,4,100.0,33003
33,5,45,45,100.0,33005
33,7,56,56,100.0,33007
33,8,55,55,100.0,33008
33,9,0,0,0.0,33009
33,10,1,1,100.0,33010
33,18,60,60,100.0,33018
33,19,5,5,100.0,33019
33,23,1,1,100.0,33023
33,24,100,100,100.0,33024
33,27,3,3,100.0,33027
36,7,54,54,100.0,36007
36,14,89,89,100.0,36014
36,15,38,38,100.0,36015
36,16,92,92,100.0,36016
36,17,131,131,100.0,36017
36,18,88,88,100.0,36018
36,20,49,49,100.0,36020
36,24,41,41,100.0,36024
36,26,40,40,100.0,36026
36,28,61,61,100.0,36028
36,29,34,34,100.0,36029
36,30,49,49,100.0,36030
38,2,52,52,100.0,38002
38,3,27,27,100.0,38003
38,4,70,70,100.0,38004
38,5,59,59,100.0,38005
38,6,59,59,100.0,38006
38,7,63,63,100.0,38007
38,8,48,48,100.0,38008
38,9,65,65,100.0,38009
38,10,40,40,100.0,38010
38,11,51,51,100.0,38011
38,12,70,70,100.0,38012
38,13,66,66,100.0,38013
38,14,74,74,100.0,38014
38,15,33,33,100.0,38015
38,16,48,48,100.0,38016
38,17,70,70,100.0,38017
38,18,50,50,100.0,38018
38,19,73,73,100.0,38019
38,20,53,53,100.0,38020
38,21,33,33,100.0,38021
38,22,56,56,100.0,38022
38,23,133,133,100.0,38023
38,24,55,55,100.0,38024
38,25,43,43,100.0,38025
38,26,65,65,100.0,38026
38,27,45,45,100.0,38027
38,28,72,72,100.0,38028
38,29,49,49,100.0,38029
38,30,42,42,100.0,38030
38,31,62,62,100.0,38031
38,32,57,57,100.0,38032
38,33,63,63,100.0,38033
38,34,96,96,100.0,38034
38,35,41,41,100.0,38035
38,36,47,47,100.0,38036
38,37,47,47,100.0,38037
38,38,48,48,100.0,38038
38,39,82,82,100.0,38039
38,40,59,59,100.0,38040
39,1,48,48,100.0,39001
39,2,81,81,100.0,39002
39,3,54,54,100.0,39003
39,4,53,53,100.0,39004
39,5,44,44,100.0,39005
39,6,41,41,100.0,39006
39,7,55,55,100.0,39007
39,8,62,62,100.0,39008
39,9,61,61,100.0,39009
39,10,18,18,100.0,39010
39,11,64,64,100.0,39011
39,12,51,51,100.0,39012
39,13,44,44,100.0,39013
39,14,40,40,100.0,39014
39,15,62,62,100.0,39015
39,16,32,32,100.0,39016
39,17,55,55,100.0,39017
39,18,41,41,100.0,39018
39,19,65,65,100.0,39019
39,20,71,71,100.0,39020
39,21,46,46,100.0,39021
39,22,23,23,100.0,39022
39,23,51,51,100.0,39023
39,24,60,60,100.0,39024
39,25,45,45,100.0,39025
39,26,44,44,100.0,39026
39,27,26,26,100.0,39027
39,28,33,33,100.0,39028
39,29,47,47,100.0,39029
39,30,58,58,100.0,39030
39,32,64,64,100.0,39032
39,33,43,43,100.0,39033
39,34,66,66,100.0,39034
39,35,50,50,100.0,39035
39,36,34,34,100.0,39036
39,37,88,88,100.0,39037
39,38,35,35,100.0,39038
39,39,14,14,100.0,39039
39,40,47,47,100.0,39040
39,41,51,51,100.0,39041
39,42,76,76,100.0,39042
39,43,63,63,100.0,39043
39,44,42,42,100.0,39044
39,45,71,71,100.0,39045
40,1,39,39,100.0,40001
40,2,49,49,100.0,40002
40,3,43,43,100.0,40003
40,5,71,71,100.0,40005
40,6,49,49,100.0,40006
40,7,76,76,100.0,40007
40,8,37,37,100.0,40008
40,10,21,21,100.0,40010
40,11,93,93,100.0,40011
40,12,29,29,100.0,40012
40,13,46,46,100.0,40013
40,14,46,46,100.0,40014
40,15,55,55,100.0,40015
40,16,51,51,100.0,40016
40,17,58,58,100.0,40017
40,19,82,82,100.0,40019
40,20,58,58,100.0,40020
40,21,47,47,100.0,40021
40,23,76,76,100.0,40023
40,24,43,43,100.0,40024
40,25,42,42,100.0,40025
40,29,85,85,100.0,40029
40,30,90,90,100.0,40030
40,31,12,12,100.0,40031
40,32,47,47,100.0,40032
40,34,59,59,100.0,40034
40,38,52,52,100.0,40038
41,3,52,52,100.0,41003
41,6,80,80,100.0,41006
41,9,58,58,100.0,41009
41,11,17,17,100.0,41011
41,12,74,74,100.0,41012
41,14,62,62,100.0,41014
41,16,69,69,100.0,41016
41,17,82,82,100.0,41017
41,19,65,65,100.0,41019
41,21,69,69,100.0,41021
41,22,71,71,100.0,41022
41,23,58,58,100.0,41023
41,24,55,55,100.0,41024
41,26,71,71,100.0,41026
41,27,49,49,100.0,41027
41,30,59,59,100.0,41030
41,32,48,48,100.0,41032
41,33,43,43,100.0,41033
41,35,79,79,100.0,41035
41,38,53,53,100.0,41038
41,39,71,71,100.0,41039
41,45,20,20,100.0,41045
41,46,89,89,100.0,41046
41,47,70,70,100.0,41047
43,2,26,26,100.0,43002
43,3,36,36,100.0,43003
43,4,30,30,100.0,43004
43,5,28,28,100.0,43005
43,6,19,19,100.0,43006
43,7,62,62,100.0,43007
43,8,37,37,100.0,43008
43,9,65,65,100.0,43009
43,10,34,34,100.0,43010
43,11,35,35,100.0,43011
43,12,23,23,100.0,43012
43,13,70,70,100.0,43013
43,14,38,38,100.0,43014
43,15,47,47,100.0,43015
43,16,35,35,100.0,43016
43,17,28,28,100.0,43017
43,18,41,41,100.0,43018
43,19,41,41,100.0,43019
43,20,56,56,100.0,43020
43,21,40,40,100.0,43021
43,22,31,31,100.0,43022
43,23,25,25,100.0,43023
43,24,44,44,100.0,43024
43,25,60,60,100.0,43025
43,26,43,43,100.0,43026
43,27,37,37,100.0,43027
43,28,46,46,100.0,43028
43,29,35,35,100.0,43029
43,30,37,37,100.0,43030
43,31,71,71,100.0,43031
43,32,54,54,100.0,43032
43,34,55,55,100.0,43034
43,36,18,18,100.0,43036
43,37,36,36,100.0,43037
43,38,40,40,100.0,43038
43,39,37,37,100.0,43039
43,40,22,22,100.0,43040
43,41,59,59,100.0,43041
43,42,35,35,100.0,43042
43,43,55,55,100.0,43043
43,44,58,58,100.0,43044
43,46,20,20,100.0,43046
44,1,92,92,100.0,44001
44,2,36,36,100.0,44002
44,5,44,44,100.0,44005
44,6,31,31,100.0,44006
44,8,54,54,100.0,44008
44,9,17,17,100.0,44009
44,10,19,19,100.0,44010
44,11,36,36,100.0,44011
44,12,50,50,100.0,44012
44,13,15,15,100.0,44013
44,14,24,24,100.0,44014
44,15,51,51,100.0,44015
44,16,42,42,100.0,44016
44,17,69,69,100.0,44017
44,18,37,37,100.0,44018
44,19,49,49,100.0,44019
44,20,16,16,100.0,44020
44,21,30,30,100.0,44021
44,22,64,64,100.0,44022
44,23,26,26,100.0,44023
44,25,27,27,100.0,44025
44,26,38,38,100.0,44026
44,27,46,46,100.0,44027
44,28,47,47,100.0,44028
44,29,34,34,100.0,44029
44,30,35,35,100.0,44030
44,31,30,30,100.0,44031
44,32,37,37,100.0,44032
44,33,36,36,100.0,44033
44,34,79,79,100.0,44034
44,36,25,25,100.0,44036
44,37,58,58,100.0,44037
44,38,25,25,100.0,44038
44,39,24,24,100.0,44039
44,40,32,32,100.0,44040
44,41,58,58,100.0,44041
45,3,74,74,100.0,45003
45,4,104,104,100.0,45004
45,5,95,95,100.0,45005
45,6,102,102,100.0,45006
45,7,111,111,100.0,45007
45,8,1,1,100.0,45008
45,11,82,82,100.0,45011
45,12,73,73,100.0,45012
45,13,52,52,100.0,45013
45,14,81,81,100.0,45014
45,15,105,105,100.0,45015
