ward,precinct,total,Arthur Turner,Arthur Turner Percent,precinct_id
2,9,17,17,100.0,02009
2,12,42,42,100.0,02012
2,20,1,1,100.0,02020
2,41,14,14,100.0,02041
2,46,23,23,100.0,02046
4,20,0,0,0.0,04020
11,2,6,6,100.0,11002
11,6,25,25,100.0,11006
11,7,41,41,100.0,11007
11,33,33,33,100.0,11033
12,10,5,5,100.0,12010
22,19,4,4,100.0,22019
22,21,96,96,100.0,22021
24,1,81,81,100.0,24001
24,2,50,50,100.0,24002
24,3,76,76,100.0,24003
24,4,36,36,100.0,24004
24,5,39,39,100.0,24005
24,6,73,73,100.0,24006
24,7,17,17,100.0,24007
24,8,52,52,100.0,24008
24,9,63,63,100.0,24009
24,10,37,37,100.0,24010
24,11,62,62,100.0,24011
24,12,39,39,100.0,24012
24,13,45,45,100.0,24013
24,14,64,64,100.0,24014
24,15,44,44,100.0,24015
24,16,0,0,0.0,24016
24,17,44,44,100.0,24017
24,18,100,100,100.0,24018
24,20,11,11,100.0,24020
24,21,37,37,100.0,24021
24,22,76,76,100.0,24022
24,23,63,63,100.0,24023
24,24,63,63,100.0,24024
24,25,56,56,100.0,24025
24,26,118,118,100.0,24026
24,27,91,91,100.0,24027
24,28,64,64,100.0,24028
24,29,59,59,100.0,24029
24,30,43,43,100.0,24030
24,31,76,76,100.0,24031
24,33,37,37,100.0,24033
24,34,67,67,100.0,24034
24,35,78,78,100.0,24035
24,36,103,103,100.0,24036
24,37,21,21,100.0,24037
24,38,57,57,100.0,24038
24,39,98,98,100.0,24039
24,40,62,62,100.0,24040
25,3,30,30,100.0,25003
25,4,37,37,100.0,25004
25,10,26,26,100.0,25010
25,16,29,29,100.0,25016
25,20,24,24,100.0,25020
25,25,35,35,100.0,25025
25,27,8,8,100.0,25027
25,29,74,74,100.0,25029
25,31,21,21,100.0,25031
27,2,73,73,100.0,27002
27,6,28,28,100.0,27006
27,9,16,16,100.0,27009
27,10,27,27,100.0,27010
27,11,13,13,100.0,27011
27,14,21,21,100.0,27014
27,16,25,25,100.0,27016
27,18,65,65,100.0,27018
27,20,37,37,100.0,27020
27,21,37,37,100.0,27021
27,25,6,6,100.0,27025
27,28,41,41,100.0,27028
27,33,14,14,100.0,27033
27,37,87,87,100.0,27037
27,38,82,82,100.0,27038
27,41,96,96,100.0,27041
27,42,53,53,100.0,27042
27,45,21,21,100.0,27045
27,47,67,67,100.0,27047
27,48,46,46,100.0,27048
28,4,18,18,100.0,28004
28,5,56,56,100.0,28005
28,6,57,57,100.0,28006
28,8,16,16,100.0,28008
28,10,39,39,100.0,28010
28,11,58,58,100.0,28011
28,18,67,67,100.0,28018
28,19,30,30,100.0,28019
28,27,52,52,100.0,28027
28,28,45,45,100.0,28028
28,29,31,31,100.0,28029
28,32,25,25,100.0,28032
28,34,81,81,100.0,28034
28,35,64,64,100.0,28035
28,45,14,14,100.0,28045
28,46,80,80,100.0,28046
42,3,21,21,100.0,42003
42,9,0,0,0.0,42009
42,12,2,2,100.0,42012
42,16,35,35,100.0,42016
42,21,8,8,100.0,42021
42,36,5,5,100.0,42036
42,41,9,9,100.0,42041
43,1,30,30,100.0,43001
43,3,33,33,100.0,43003
43,5,22,22,100.0,43005
43,45,32,32,100.0,43045
