ward,precinct,total,Robin Kelly,Robin Kelly Percent,precinct_id
5,1,63,63,100.0,05001
5,6,96,96,100.0,05006
5,10,47,47,100.0,05010
5,11,78,78,100.0,05011
5,14,147,147,100.0,05014
5,18,10,10,100.0,05018
5,23,132,132,100.0,05023
5,25,100,100,100.0,05025
5,26,77,77,100.0,05026
5,28,150,150,100.0,05028
5,29,110,110,100.0,05029
5,31,70,70,100.0,05031
5,32,137,137,100.0,05032
5,35,36,36,100.0,05035
5,36,110,110,100.0,05036
5,37,163,163,100.0,05037
5,38,83,83,100.0,05038
5,40,98,98,100.0,05040
5,41,105,105,100.0,05041
6,48,0,0,0.0,06048
7,1,17,17,100.0,07001
7,2,88,88,100.0,07002
7,3,132,132,100.0,07003
7,4,135,135,100.0,07004
7,5,81,81,100.0,07005
7,6,127,127,100.0,07006
7,7,81,81,100.0,07007
7,8,130,130,100.0,07008
7,9,207,207,100.0,07009
7,10,141,141,100.0,07010
7,11,91,91,100.0,07011
7,12,85,85,100.0,07012
7,13,118,118,100.0,07013
7,14,87,87,100.0,07014
7,15,157,157,100.0,07015
7,16,63,63,100.0,07016
7,17,91,91,100.0,07017
7,18,78,78,100.0,07018
7,19,114,114,100.0,07019
7,20,73,73,100.0,07020
7,21,74,74,100.0,07021
7,22,61,61,100.0,07022
7,23,151,151,100.0,07023
7,24,132,132,100.0,07024
7,25,82,82,100.0,07025
7,26,103,103,100.0,07026
7,27,89,89,100.0,07027
7,28,63,63,100.0,07028
7,29,89,89,100.0,07029
7,30,67,67,100.0,07030
7,31,47,47,100.0,07031
7,32,206,206,100.0,07032
7,33,197,197,100.0,07033
7,34,159,159,100.0,07034
7,35,81,81,100.0,07035
7,36,143,143,100.0,07036
7,37,124,124,100.0,07037
7,38,88,88,100.0,07038
7,39,101,101,100.0,07039
7,40,120,120,100.0,07040
7,41,85,85,100.0,07041
7,42,90,90,100.0,07042
7,43,117,117,100.0,07043
7,44,76,76,100.0,07044
7,45,79,79,100.0,07045
7,46,87,87,100.0,07046
8,4,111,111,100.0,08004
8,5,6,6,100.0,08005
8,7,174,174,100.0,08007
8,9,86,86,100.0,08009
8,17,129,129,100.0,08017
8,27,35,35,100.0,08027
8,28,124,124,100.0,08028
8,32,102,102,100.0,08032
8,36,127,127,100.0,08036
8,39,110,110,100.0,08039
8,42,158,158,100.0,08042
8,46,88,88,100.0,08046
8,49,12,12,100.0,08049
8,50,37,37,100.0,08050
8,53,72,72,100.0,08053
9,1,107,107,100.0,09001
9,2,110,110,100.0,09002
9,3,49,49,100.0,09003
9,4,73,73,100.0,09004
9,5,107,107,100.0,09005
9,6,114,114,100.0,09006
9,7,81,81,100.0,09007
9,8,67,67,100.0,09008
9,9,135,135,100.0,09009
9,10,76,76,100.0,09010
9,11,73,73,100.0,09011
9,13,134,134,100.0,09013
9,14,159,159,100.0,09014
9,15,57,57,100.0,09015
9,16,126,126,100.0,09016
9,17,81,81,100.0,09017
9,18,76,76,100.0,09018
9,19,96,96,100.0,09019
9,20,124,124,100.0,09020
9,21,79,79,100.0,09021
9,22,122,122,100.0,09022
9,26,59,59,100.0,09026
9,27,100,100,100.0,09027
9,28,28,28,100.0,09028
9,29,87,87,100.0,09029
9,30,86,86,100.0,09030
9,31,74,74,100.0,09031
9,32,100,100,100.0,09032
9,33,73,73,100.0,09033
9,34,78,78,100.0,09034
9,35,125,125,100.0,09035
9,37,106,106,100.0,09037
9,38,80,80,100.0,09038
9,39,109,109,100.0,09039
9,40,129,129,100.0,09040
9,41,83,83,100.0,09041
9,43,72,72,100.0,09043
9,44,96,96,100.0,09044
9,45,87,87,100.0,09045
9,46,94,94,100.0,09046
10,1,66,66,100.0,10001
10,2,58,58,100.0,10002
10,3,54,54,100.0,10003
10,4,46,46,100.0,10004
10,5,36,36,100.0,10005
10,6,36,36,100.0,10006
10,7,28,28,100.0,10007
10,8,29,29,100.0,10008
10,9,51,51,100.0,10009
10,10,35,35,100.0,10010
10,11,41,41,100.0,10011
10,12,20,20,100.0,10012
10,13,57,57,100.0,10013
10,14,59,59,100.0,10014
10,15,188,188,100.0,10015
10,16,29,29,100.0,10016
10,17,57,57,100.0,10017
10,18,36,36,100.0,10018
10,19,36,36,100.0,10019
10,20,57,57,100.0,10020
10,21,47,47,100.0,10021
10,22,27,27,100.0,10022
10,23,46,46,100.0,10023
10,24,33,33,100.0,10024
10,25,19,19,100.0,10025
10,26,38,38,100.0,10026
10,27,64,64,100.0,10027
10,28,50,50,100.0,10028
10,29,30,30,100.0,10029
10,30,48,48,100.0,10030
10,31,23,23,100.0,10031
10,32,29,29,100.0,10032
10,33,24,24,100.0,10033
10,34,37,37,100.0,10034
10,35,39,39,100.0,10035
10,36,29,29,100.0,10036
34,2,27,27,100.0,34002
34,4,75,75,100.0,34004
34,18,73,73,100.0,34018
34,22,99,99,100.0,34022
34,23,97,97,100.0,34023
34,24,91,91,100.0,34024
34,27,91,91,100.0,34027
34,28,63,63,100.0,34028
34,30,22,22,100.0,34030
34,36,138,138,100.0,34036
34,37,46,46,100.0,34037
34,38,60,60,100.0,34038
34,39,62,62,100.0,34039
34,41,65,65,100.0,34041
34,53,56,56,100.0,34053
