ward,precinct,total,Elizabeth ''Lisa'' Hernandez,Elizabeth ''Lisa'' Hernandez Percent,precinct_id
12,16,0,0,0.0,12016
22,3,60,60,100.0,22003
22,4,25,25,100.0,22004
22,5,47,47,100.0,22005
22,6,36,36,100.0,22006
22,7,21,21,100.0,22007
22,9,49,49,100.0,22009
22,10,3,3,100.0,22010
22,11,45,45,100.0,22011
22,13,12,12,100.0,22013
22,15,13,13,100.0,22015
22,16,2,2,100.0,22016
22,17,30,30,100.0,22017
22,18,32,32,100.0,22018
22,20,45,45,100.0,22020
22,24,49,49,100.0,22024
22,25,40,40,100.0,22025
