ward,precinct,total,Mattie Hunter,Mattie Hunter Percent,precinct_id
2,27,18,18,100.0,02027
2,29,4,4,100.0,02029
2,32,29,29,100.0,02032
2,36,29,29,100.0,02036
2,38,5,5,100.0,02038
2,39,35,35,100.0,02039
2,40,29,29,100.0,02040
2,41,5,5,100.0,02041
2,42,27,27,100.0,02042
2,43,31,31,100.0,02043
2,45,88,88,100.0,02045
3,1,104,104,100.0,03001
3,2,130,130,100.0,03002
3,3,97,97,100.0,03003
3,5,64,64,100.0,03005
3,6,47,47,100.0,03006
3,7,137,137,100.0,03007
3,8,72,72,100.0,03008
3,9,105,105,100.0,03009
3,10,53,53,100.0,03010
3,11,39,39,100.0,03011
3,12,118,118,100.0,03012
3,13,69,69,100.0,03013
3,14,68,68,100.0,03014
3,15,71,71,100.0,03015
3,16,89,89,100.0,03016
3,17,39,39,100.0,03017
3,18,121,121,100.0,03018
3,20,92,92,100.0,03020
3,21,86,86,100.0,03021
3,22,45,45,100.0,03022
3,23,92,92,100.0,03023
3,24,105,105,100.0,03024
3,25,68,68,100.0,03025
3,26,91,91,100.0,03026
3,27,26,26,100.0,03027
3,28,94,94,100.0,03028
3,29,86,86,100.0,03029
3,31,48,48,100.0,03031
3,32,83,83,100.0,03032
3,33,53,53,100.0,03033
3,34,79,79,100.0,03034
3,35,54,54,100.0,03035
3,36,48,48,100.0,03036
3,37,71,71,100.0,03037
3,38,187,187,100.0,03038
3,39,32,32,100.0,03039
3,40,122,122,100.0,03040
3,41,105,105,100.0,03041
4,2,74,74,100.0,04002
4,6,116,116,100.0,04006
4,11,30,30,100.0,04011
4,13,27,27,100.0,04013
4,14,126,126,100.0,04014
4,16,45,45,100.0,04016
4,17,50,50,100.0,04017
4,20,102,102,100.0,04020
4,21,55,55,100.0,04021
4,25,78,78,100.0,04025
4,36,63,63,100.0,04036
4,37,80,80,100.0,04037
4,38,47,47,100.0,04038
5,2,78,78,100.0,05002
5,12,51,51,100.0,05012
5,13,2,2,100.0,05013
5,30,26,26,100.0,05030
6,7,1,1,100.0,06007
6,15,30,30,100.0,06015
6,18,14,14,100.0,06018
6,28,24,24,100.0,06028
7,1,2,2,100.0,07001
7,3,0,0,0.0,07003
8,1,54,54,100.0,08001
8,2,10,10,100.0,08002
8,9,80,80,100.0,08009
8,13,74,74,100.0,08013
8,16,21,21,100.0,08016
8,20,115,115,100.0,08020
8,21,105,105,100.0,08021
8,26,43,43,100.0,08026
8,28,107,107,100.0,08028
8,43,9,9,100.0,08043
8,54,52,52,100.0,08054
8,55,81,81,100.0,08055
11,12,99,99,100.0,11012
11,13,81,81,100.0,11013
11,20,0,0,0.0,11020
11,21,131,131,100.0,11021
11,24,142,142,100.0,11024
11,28,33,33,100.0,11028
11,29,85,85,100.0,11029
11,31,58,58,100.0,11031
11,32,27,27,100.0,11032
11,34,39,39,100.0,11034
11,35,53,53,100.0,11035
15,1,38,38,100.0,15001
15,2,36,36,100.0,15002
15,3,45,45,100.0,15003
15,5,9,9,100.0,15005
15,7,11,11,100.0,15007
15,13,7,7,100.0,15013
15,14,0,0,0.0,15014
15,17,40,40,100.0,15017
15,18,42,42,100.0,15018
15,20,53,53,100.0,15020
15,21,48,48,100.0,15021
15,22,13,13,100.0,15022
15,23,51,51,100.0,15023
15,24,55,55,100.0,15024
16,2,30,30,100.0,16002
16,3,58,58,100.0,16003
16,4,49,49,100.0,16004
16,5,37,37,100.0,16005
16,6,19,19,100.0,16006
16,8,28,28,100.0,16008
16,9,83,83,100.0,16009
16,10,57,57,100.0,16010
16,12,34,34,100.0,16012
16,14,43,43,100.0,16014
16,15,57,57,100.0,16015
16,17,18,18,100.0,16017
16,18,67,67,100.0,16018
16,19,39,39,100.0,16019
16,20,45,45,100.0,16020
16,21,33,33,100.0,16021
16,22,32,32,100.0,16022
16,25,58,58,100.0,16025
16,26,52,52,100.0,16026
