ward,precinct,total,John P. Daley,John P. Daley Percent,precinct_id
3,29,10,10,100.0,03029
11,1,91,91,100.0,11001
11,4,67,67,100.0,11004
11,5,58,58,100.0,11005
11,8,53,53,100.0,11008
11,9,70,70,100.0,11009
11,10,72,72,100.0,11010
11,11,57,57,100.0,11011
11,12,148,148,100.0,11012
11,13,138,138,100.0,11013
11,14,54,54,100.0,11014
11,15,42,42,100.0,11015
11,16,51,51,100.0,11016
11,17,70,70,100.0,11017
11,18,90,90,100.0,11018
11,19,74,74,100.0,11019
11,20,80,80,100.0,11020
11,21,206,206,100.0,11021
11,22,106,106,100.0,11022
11,23,93,93,100.0,11023
11,24,246,246,100.0,11024
11,25,76,76,100.0,11025
11,26,141,141,100.0,11026
11,27,28,28,100.0,11027
11,28,46,46,100.0,11028
11,29,148,148,100.0,11029
11,30,38,38,100.0,11030
11,31,93,93,100.0,11031
11,32,55,55,100.0,11032
11,34,61,61,100.0,11034
11,35,66,66,100.0,11035
11,36,39,39,100.0,11036
12,19,44,44,100.0,12019
12,23,54,54,100.0,12023
13,1,121,121,100.0,13001
13,2,99,99,100.0,13002
13,4,96,96,100.0,13004
13,5,73,73,100.0,13005
13,6,111,111,100.0,13006
13,7,79,79,100.0,13007
13,8,68,68,100.0,13008
13,9,76,76,100.0,13009
13,10,84,84,100.0,13010
13,11,121,121,100.0,13011
13,12,54,54,100.0,13012
13,13,116,116,100.0,13013
13,14,79,79,100.0,13014
13,16,78,78,100.0,13016
13,17,87,87,100.0,13017
13,18,61,61,100.0,13018
13,19,89,89,100.0,13019
13,20,59,59,100.0,13020
13,21,130,130,100.0,13021
13,22,82,82,100.0,13022
13,23,73,73,100.0,13023
13,24,88,88,100.0,13024
13,25,88,88,100.0,13025
13,26,91,91,100.0,13026
13,27,111,111,100.0,13027
13,29,69,69,100.0,13029
13,30,3,3,100.0,13030
13,31,85,85,100.0,13031
13,32,82,82,100.0,13032
13,33,54,54,100.0,13033
13,35,78,78,100.0,13035
13,36,42,42,100.0,13036
13,37,127,127,100.0,13037
