ward,precinct,total,Barbara Flynn Currie,Barbara Flynn Currie Percent,precinct_id
4,1,115,115,100.0,04001
4,5,78,78,100.0,04005
4,9,234,234,100.0,04009
4,10,107,107,100.0,04010
4,15,108,108,100.0,04015
4,22,108,108,100.0,04022
4,23,105,105,100.0,04023
4,27,92,92,100.0,04027
4,31,215,215,100.0,04031
4,34,81,81,100.0,04034
5,1,52,52,100.0,05001
5,3,76,76,100.0,05003
5,7,107,107,100.0,05007
5,8,84,84,100.0,05008
5,9,100,100,100.0,05009
5,11,116,116,100.0,05011
5,14,129,129,100.0,05014
5,17,44,44,100.0,05017
5,18,91,91,100.0,05018
5,19,90,90,100.0,05019
5,20,119,119,100.0,05020
5,21,56,56,100.0,05021
5,22,98,98,100.0,05022
5,23,134,134,100.0,05023
5,24,92,92,100.0,05024
5,25,114,114,100.0,05025
5,26,73,73,100.0,05026
5,27,52,52,100.0,05027
5,28,85,85,100.0,05028
5,29,107,107,100.0,05029
5,31,60,60,100.0,05031
5,32,128,128,100.0,05032
5,33,118,118,100.0,05033
5,34,81,81,100.0,05034
5,35,96,96,100.0,05035
5,37,152,152,100.0,05037
5,38,80,80,100.0,05038
5,39,80,80,100.0,05039
5,40,90,90,100.0,05040
5,41,104,104,100.0,05041
7,5,82,82,100.0,07005
7,6,118,118,100.0,07006
7,7,71,71,100.0,07007
7,8,122,122,100.0,07008
7,9,188,188,100.0,07009
7,11,70,70,100.0,07011
7,12,73,73,100.0,07012
7,13,108,108,100.0,07013
7,14,84,84,100.0,07014
7,16,50,50,100.0,07016
7,17,76,76,100.0,07017
7,18,77,77,100.0,07018
7,21,60,60,100.0,07021
7,22,58,58,100.0,07022
7,25,8,8,100.0,07025
7,32,95,95,100.0,07032
7,33,164,164,100.0,07033
7,34,135,135,100.0,07034
7,35,66,66,100.0,07035
7,37,100,100,100.0,07037
7,46,76,76,100.0,07046
10,1,57,57,100.0,10001
10,4,45,45,100.0,10004
10,6,36,36,100.0,10006
10,7,27,27,100.0,10007
10,8,27,27,100.0,10008
10,10,32,32,100.0,10010
10,11,38,38,100.0,10011
10,12,18,18,100.0,10012
10,14,55,55,100.0,10014
10,19,31,31,100.0,10019
10,20,51,51,100.0,10020
10,21,41,41,100.0,10021
10,22,23,23,100.0,10022
10,23,40,40,100.0,10023
10,25,15,15,100.0,10025
10,26,37,37,100.0,10026
10,28,43,43,100.0,10028
10,29,32,32,100.0,10029
10,30,44,44,100.0,10030
10,31,24,24,100.0,10031
10,32,30,30,100.0,10032
10,33,23,23,100.0,10033
10,34,17,17,100.0,10034
10,35,37,37,100.0,10035
10,36,25,25,100.0,10036
20,24,26,26,100.0,20024
20,26,56,56,100.0,20026
20,34,65,65,100.0,20034
