ward,precinct,total,Napoleon Harris,Napoleon Harris Percent,precinct_id
9,3,42,42,100.0,09003
9,4,2,2,100.0,09004
9,7,69,69,100.0,09007
9,11,68,68,100.0,09011
9,15,49,49,100.0,09015
9,16,106,106,100.0,09016
9,18,65,65,100.0,09018
9,26,55,55,100.0,09026
9,28,23,23,100.0,09028
9,31,0,0,0.0,09031
9,33,74,74,100.0,09033
9,41,77,77,100.0,09041
9,44,71,71,100.0,09044
9,45,73,73,100.0,09045
