ward,precinct,total,John J. Cullerton,John J. Cullerton Percent,precinct_id
1,28,42,42,100.0,01028
1,42,1,1,100.0,01042
2,20,1,1,100.0,02020
2,22,45,45,100.0,02022
2,24,46,46,100.0,02024
2,26,34,34,100.0,02026
2,28,33,33,100.0,02028
2,30,36,36,100.0,02030
2,31,65,65,100.0,02031
2,33,98,98,100.0,02033
2,35,28,28,100.0,02035
2,37,47,47,100.0,02037
2,38,30,30,100.0,02038
2,44,25,25,100.0,02044
27,12,25,25,100.0,27012
27,46,21,21,100.0,27046
32,1,34,34,100.0,32001
32,4,0,0,0.0,32004
32,5,3,3,100.0,32005
32,7,43,43,100.0,32007
32,8,21,21,100.0,32008
32,9,30,30,100.0,32009
32,10,46,46,100.0,32010
32,13,25,25,100.0,32013
32,15,27,27,100.0,32015
32,16,52,52,100.0,32016
32,18,30,30,100.0,32018
32,19,30,30,100.0,32019
32,21,51,51,100.0,32021
32,23,22,22,100.0,32023
32,24,13,13,100.0,32024
32,25,35,35,100.0,32025
32,27,17,17,100.0,32027
32,29,5,5,100.0,32029
32,30,22,22,100.0,32030
32,33,30,30,100.0,32033
32,34,1,1,100.0,32034
32,36,28,28,100.0,32036
32,37,12,12,100.0,32037
32,38,25,25,100.0,32038
32,39,35,35,100.0,32039
32,40,28,28,100.0,32040
32,41,39,39,100.0,32041
32,42,27,27,100.0,32042
33,3,5,5,100.0,33003
33,5,2,2,100.0,33005
33,8,69,69,100.0,33008
33,9,0,0,0.0,33009
33,10,68,68,100.0,33010
33,20,5,5,100.0,33020
33,23,64,64,100.0,33023
33,24,101,101,100.0,33024
43,2,26,26,100.0,43002
43,4,29,29,100.0,43004
43,6,17,17,100.0,43006
43,8,36,36,100.0,43008
43,9,65,65,100.0,43009
43,12,23,23,100.0,43012
43,13,68,68,100.0,43013
43,14,36,36,100.0,43014
43,15,48,48,100.0,43015
43,16,34,34,100.0,43016
43,17,27,27,100.0,43017
43,18,42,42,100.0,43018
43,19,40,40,100.0,43019
43,20,56,56,100.0,43020
43,21,39,39,100.0,43021
43,22,31,31,100.0,43022
43,24,41,41,100.0,43024
43,25,58,58,100.0,43025
43,26,45,45,100.0,43026
43,27,35,35,100.0,43027
43,28,43,43,100.0,43028
43,29,36,36,100.0,43029
43,30,39,39,100.0,43030
43,31,74,74,100.0,43031
43,32,56,56,100.0,43032
43,33,64,64,100.0,43033
43,34,55,55,100.0,43034
