ward,precinct,total,Edward J. Acevedo,Edward J. Acevedo Percent,precinct_id
11,1,77,77,100.0,11001
11,3,33,33,100.0,11003
11,4,56,56,100.0,11004
11,5,52,52,100.0,11005
11,8,45,45,100.0,11008
11,9,60,60,100.0,11009
11,10,63,63,100.0,11010
11,11,47,47,100.0,11011
11,14,46,46,100.0,11014
11,15,33,33,100.0,11015
11,16,42,42,100.0,11016
11,17,60,60,100.0,11017
11,18,77,77,100.0,11018
11,19,66,66,100.0,11019
11,20,73,73,100.0,11020
11,22,82,82,100.0,11022
11,23,71,71,100.0,11023
11,25,54,54,100.0,11025
11,26,108,108,100.0,11026
11,27,29,29,100.0,11027
11,30,37,37,100.0,11030
11,36,34,34,100.0,11036
11,37,14,14,100.0,11037
11,38,23,23,100.0,11038
12,1,56,56,100.0,12001
12,3,54,54,100.0,12003
12,4,43,43,100.0,12004
12,5,45,45,100.0,12005
12,6,4,4,100.0,12006
12,8,62,62,100.0,12008
12,9,38,38,100.0,12009
12,13,63,63,100.0,12013
12,17,20,20,100.0,12017
12,19,52,52,100.0,12019
12,21,55,55,100.0,12021
12,23,50,50,100.0,12023
15,5,31,31,100.0,15005
15,9,40,40,100.0,15009
15,13,20,20,100.0,15013
15,14,12,12,100.0,15014
15,15,23,23,100.0,15015
25,1,50,50,100.0,25001
25,2,36,36,100.0,25002
25,5,47,47,100.0,25005
25,6,22,22,100.0,25006
25,7,36,36,100.0,25007
25,8,29,29,100.0,25008
25,9,45,45,100.0,25009
25,11,46,46,100.0,25011
25,12,50,50,100.0,25012
25,13,43,43,100.0,25013
25,14,27,27,100.0,25014
25,15,38,38,100.0,25015
25,17,55,55,100.0,25017
25,18,34,34,100.0,25018
25,19,40,40,100.0,25019
25,22,38,38,100.0,25022
25,23,52,52,100.0,25023
25,24,23,23,100.0,25024
25,26,29,29,100.0,25026
25,27,2,2,100.0,25027
25,28,45,45,100.0,25028
25,30,32,32,100.0,25030
25,32,42,42,100.0,25032
28,19,0,0,0.0,28019
