ward,precinct,total,Shelly A. Harris,Shelly A. Harris Percent,Susan Kennedy Sullivan,Susan Kennedy Sullivan Percent,Freddrenna M. Lyle,Freddrenna M. Lyle Percent,precinct_id
38,27,47,19,40.43,23,48.94,5,10.64,38027
38,28,69,28,40.58,32,46.38,9,13.04,38028
38,29,53,15,28.3,31,58.49,7,13.21,38029
38,30,51,18,35.29,23,45.1,10,19.61,38030
38,31,67,29,43.28,27,40.3,11,16.42,38031
38,32,65,23,35.38,28,43.08,14,21.54,38032
38,33,65,25,38.46,31,47.69,9,13.85,38033
38,34,105,38,36.19,52,49.52,15,14.29,38034
38,35,102,37,36.27,48,47.06,17,16.67,38035
38,36,46,18,39.13,22,47.83,6,13.04,38036
38,37,53,15,28.3,25,47.17,13,24.53,38037
38,38,53,18,33.96,32,60.38,3,5.66,38038
38,39,89,30,33.71,43,48.31,16,17.98,38039
38,40,60,17,28.33,36,60.0,7,11.67,38040
38,41,78,17,21.79,42,53.85,19,24.36,38041
39,1,59,12,20.34,32,54.24,15,25.42,39001
39,2,96,36,37.5,40,41.67,20,20.83,39002
39,3,63,20,31.75,25,39.68,18,28.57,39003
39,4,64,17,26.56,24,37.5,23,35.94,39004
39,5,47,20,42.55,21,44.68,6,12.77,39005
39,6,48,17,35.42,27,56.25,4,8.33,39006
39,7,57,19,33.33,21,36.84,17,29.82,39007
39,8,70,21,30.0,25,35.71,24,34.29,39008
39,9,70,17,24.29,37,52.86,16,22.86,39009
39,10,22,7,31.82,11,50.0,4,18.18,39010
39,11,70,25,35.71,34,48.57,11,15.71,39011
39,12,71,35,49.3,23,32.39,13,18.31,39012
39,13,48,20,41.67,19,39.58,9,18.75,39013
39,14,41,14,34.15,22,53.66,5,12.2,39014
39,15,68,27,39.71,27,39.71,14,20.59,39015
39,16,37,14,37.84,18,48.65,5,13.51,39016
39,17,65,24,36.92,30,46.15,11,16.92,39017
39,18,46,19,41.3,12,26.09,15,32.61,39018
39,19,72,32,44.44,25,34.72,15,20.83,39019
39,20,76,23,30.26,31,40.79,22,28.95,39020
39,21,48,14,29.17,22,45.83,12,25.0,39021
39,22,32,17,53.13,10,31.25,5,15.63,39022
39,23,55,17,30.91,22,40.0,16,29.09,39023
39,24,73,33,45.21,23,31.51,17,23.29,39024
39,25,46,17,36.96,20,43.48,9,19.57,39025
39,26,56,19,33.93,24,42.86,13,23.21,39026
39,27,31,10,32.26,14,45.16,7,22.58,39027
39,28,111,44,39.64,42,37.84,25,22.52,39028
39,29,49,16,32.65,25,51.02,8,16.33,39029
39,30,63,25,39.68,22,34.92,16,25.4,39030
39,31,66,25,37.88,29,43.94,12,18.18,39031
39,32,70,30,42.86,25,35.71,15,21.43,39032
39,33,46,18,39.13,17,36.96,11,23.91,39033
39,34,76,30,39.47,35,46.05,11,14.47,39034
39,35,57,29,50.88,16,28.07,12,21.05,39035
39,36,37,19,51.35,12,32.43,6,16.22,39036
39,37,92,32,34.78,33,35.87,27,29.35,39037
39,38,38,16,42.11,13,34.21,9,23.68,39038
39,39,16,11,68.75,1,6.25,4,25.0,39039
39,40,52,22,42.31,17,32.69,13,25.0,39040
39,41,63,22,34.92,30,47.62,11,17.46,39041
39,42,101,35,34.65,43,42.57,23,22.77,39042
39,43,69,19,27.54,37,53.62,13,18.84,39043
39,44,45,16,35.56,20,44.44,9,20.0,39044
39,45,80,19,23.75,38,47.5,23,28.75,39045
40,1,44,26,59.09,12,27.27,6,13.64,40001
40,2,47,12,25.53,14,29.79,21,44.68,40002
40,3,48,14,29.17,18,37.5,16,33.33,40003
40,4,44,16,36.36,12,27.27,16,36.36,40004
40,5,74,24,32.43,22,29.73,28,37.84,40005
40,6,52,18,34.62,17,32.69,17,32.69,40006
40,7,80,26,32.5,27,33.75,27,33.75,40007
40,8,42,14,33.33,13,30.95,15,35.71,40008
40,9,80,36,45.0,26,32.5,18,22.5,40009
40,10,61,14,22.95,25,40.98,22,36.07,40010
40,11,87,22,25.29,25,28.74,40,45.98,40011
40,12,28,13,46.43,8,28.57,7,25.0,40012
40,13,49,20,40.82,13,26.53,16,32.65,40013
40,14,54,8,14.81,26,48.15,20,37.04,40014
40,15,60,26,43.33,15,25.0,19,31.67,40015
40,16,56,22,39.29,15,26.79,19,33.93,40016
40,17,62,22,35.48,16,25.81,24,38.71,40017
40,18,38,9,23.68,12,31.58,17,44.74,40018
40,19,88,25,28.41,43,48.86,20,22.73,40019
40,20,63,26,41.27,20,31.75,17,26.98,40020
40,21,50,17,34.0,15,30.0,18,36.0,40021
40,22,49,21,42.86,11,22.45,17,34.69,40022
40,23,77,38,49.35,22,28.57,17,22.08,40023
40,24,47,17,36.17,19,40.43,11,23.4,40024
40,25,60,25,41.67,13,21.67,22,36.67,40025
40,26,60,29,48.33,12,20.0,19,31.67,40026
40,27,89,37,41.57,34,38.2,18,20.22,40027
40,28,74,24,32.43,12,16.22,38,51.35,40028
40,29,89,25,28.09,32,35.96,32,35.96,40029
40,30,99,32,32.32,19,19.19,48,48.48,40030
40,31,58,28,48.28,8,13.79,22,37.93,40031
40,32,49,19,38.78,19,38.78,11,22.45,40032
40,33,49,25,51.02,12,24.49,12,24.49,40033
40,34,57,22,38.6,16,28.07,19,33.33,40034
40,35,55,15,27.27,25,45.45,15,27.27,40035
40,36,49,22,44.9,16,32.65,11,22.45,40036
40,37,72,30,41.67,18,25.0,24,33.33,40037
40,38,55,22,40.0,13,23.64,20,36.36,40038
40,39,12,4,33.33,4,33.33,4,33.33,40039
41,1,59,17,28.81,30,50.85,12,20.34,41001
41,2,99,24,24.24,54,54.55,21,21.21,41002
41,3,57,15,26.32,33,57.89,9,15.79,41003
41,4,93,28,30.11,43,46.24,22,23.66,41004
41,5,79,34,43.04,34,43.04,11,13.92,41005
41,6,90,29,32.22,38,42.22,23,25.56,41006
41,7,64,13,20.31,37,57.81,14,21.88,41007
41,8,57,13,22.81,35,61.4,9,15.79,41008
41,9,73,16,21.92,31,42.47,26,35.62,41009
41,10,79,25,31.65,35,44.3,19,24.05,41010
41,11,66,20,30.3,31,46.97,15,22.73,41011
41,12,77,21,27.27,38,49.35,18,23.38,41012
41,13,46,11,23.91,30,65.22,5,10.87,41013
41,14,80,24,30.0,39,48.75,17,21.25,41014
41,15,85,16,18.82,46,54.12,23,27.06,41015
41,16,83,24,28.92,45,54.22,14,16.87,41016
41,17,93,19,20.43,41,44.09,33,35.48,41017
41,18,43,13,30.23,17,39.53,13,30.23,41018
41,19,80,30,37.5,28,35.0,22,27.5,41019
41,20,84,26,30.95,50,59.52,8,9.52,41020
41,21,77,22,28.57,36,46.75,19,24.68,41021
41,22,79,19,24.05,36,45.57,24,30.38,41022
41,23,69,20,28.99,36,52.17,13,18.84,41023
41,24,61,19,31.15,33,54.1,9,14.75,41024
41,25,38,5,13.16,22,57.89,11,28.95,41025
41,26,76,25,32.89,29,38.16,22,28.95,41026
41,27,50,19,38.0,24,48.0,7,14.0,41027
41,28,53,21,39.62,25,47.17,7,13.21,41028
41,29,32,9,28.13,14,43.75,9,28.13,41029
41,30,63,26,41.27,29,46.03,8,12.7,41030
41,31,116,33,28.45,55,47.41,28,24.14,41031
41,32,58,13,22.41,30,51.72,15,25.86,41032
41,33,58,20,34.48,21,36.21,17,29.31,41033
41,34,60,19,31.67,29,48.33,12,20.0,41034
41,35,84,22,26.19,40,47.62,22,26.19,41035
41,36,60,21,35.0,21,35.0,18,30.0,41036
41,37,61,11,18.03,36,59.02,14,22.95,41037
41,38,56,12,21.43,34,60.71,10,17.86,41038
41,39,78,20,25.64,40,51.28,18,23.08,41039
41,40,74,24,32.43,44,59.46,6,8.11,41040
41,41,52,19,36.54,21,40.38,12,23.08,41041
41,42,63,11,17.46,41,65.08,11,17.46,41042
41,43,67,20,29.85,37,55.22,10,14.93,41043
41,44,69,9,13.04,35,50.72,25,36.23,41044
41,45,54,23,42.59,22,40.74,9,16.67,41045
41,46,100,26,26.0,46,46.0,28,28.0,41046
41,47,86,18,20.93,42,48.84,26,30.23,41047
42,1,90,42,46.67,21,23.33,27,30.0,42001
42,2,39,18,46.15,4,10.26,17,43.59,42002
42,3,31,12,38.71,10,32.26,9,29.03,42003
42,4,64,31,48.44,14,21.88,19,29.69,42004
42,5,20,8,40.0,5,25.0,7,35.0,42005
42,6,145,43,29.66,54,37.24,48,33.1,42006
42,7,61,25,40.98,10,16.39,26,42.62,42007
42,8,74,33,44.59,15,20.27,26,35.14,42008
42,9,56,13,23.21,19,33.93,24,42.86,42009
42,10,34,14,41.18,11,32.35,9,26.47,42010
42,11,64,12,18.75,22,34.38,30,46.88,42011
42,12,36,10,27.78,6,16.67,20,55.56,42012
42,13,115,28,24.35,35,30.43,52,45.22,42013
42,14,25,10,40.0,13,52.0,2,8.0,42014
42,15,13,7,53.85,1,7.69,5,38.46,42015
42,16,40,20,50.0,13,32.5,7,17.5,42016
42,17,31,15,48.39,3,9.68,13,41.94,42017
42,18,38,14,36.84,9,23.68,15,39.47,42018
42,19,65,24,36.92,9,13.85,32,49.23,42019
42,20,18,11,61.11,3,16.67,4,22.22,42020
42,21,25,8,32.0,9,36.0,8,32.0,42021
42,22,22,7,31.82,3,13.64,12,54.55,42022
42,23,23,13,56.52,2,8.7,8,34.78,42023
42,24,57,19,33.33,25,43.86,13,22.81,42024
42,25,52,18,34.62,18,34.62,16,30.77,42025
42,26,53,16,30.19,16,30.19,21,39.62,42026
42,27,49,18,36.73,16,32.65,15,30.61,42027
42,28,106,40,37.74,24,22.64,42,39.62,42028
42,29,30,13,43.33,4,13.33,13,43.33,42029
42,30,73,18,24.66,12,16.44,43,58.9,42030
42,31,41,16,39.02,10,24.39,15,36.59,42031
42,32,21,10,47.62,5,23.81,6,28.57,42032
42,33,40,13,32.5,11,27.5,16,40.0,42033
42,34,57,23,40.35,9,15.79,25,43.86,42034
42,35,94,44,46.81,24,25.53,26,27.66,42035
42,36,32,13,40.63,8,25.0,11,34.38,42036
42,37,13,7,53.85,3,23.08,3,23.08,42037
42,38,23,12,52.17,4,17.39,7,30.43,42038
42,39,25,9,36.0,11,44.0,5,20.0,42039
42,40,25,10,40.0,9,36.0,6,24.0,42040
42,41,33,18,54.55,9,27.27,6,18.18,42041
42,42,35,14,40.0,12,34.29,9,25.71,42042
43,1,35,18,51.43,6,17.14,11,31.43,43001
43,2,31,13,41.94,2,6.45,16,51.61,43002
43,3,39,14,35.9,16,41.03,9,23.08,43003
43,4,28,15,53.57,6,21.43,7,25.0,43004
43,5,33,13,39.39,5,15.15,15,45.45,43005
43,6,21,9,42.86,4,19.05,8,38.1,43006
43,7,68,36,52.94,17,25.0,15,22.06,43007
43,8,40,16,40.0,11,27.5,13,32.5,43008
43,9,78,31,39.74,22,28.21,25,32.05,43009
43,10,43,17,39.53,10,23.26,16,37.21,43010
43,11,38,21,55.26,8,21.05,9,23.68,43011
43,12,26,17,65.38,2,7.69,7,26.92,43012
43,13,75,36,48.0,21,28.0,18,24.0,43013
43,14,42,18,42.86,12,28.57,12,28.57,43014
43,15,48,22,45.83,14,29.17,12,25.0,43015
43,16,38,16,42.11,10,26.32,12,31.58,43016
43,17,31,21,67.74,3,9.68,7,22.58,43017
43,18,38,15,39.47,8,21.05,15,39.47,43018
43,19,45,15,33.33,12,26.67,18,40.0,43019
43,20,56,30,53.57,17,30.36,9,16.07,43020
43,21,47,20,42.55,11,23.4,16,34.04,43021
43,22,35,10,28.57,15,42.86,10,28.57,43022
43,23,29,13,44.83,6,20.69,10,34.48,43023
43,24,47,16,34.04,16,34.04,15,31.91,43024
43,25,63,33,52.38,8,12.7,22,34.92,43025
43,26,45,23,51.11,10,22.22,12,26.67,43026
43,27,41,16,39.02,6,14.63,19,46.34,43027
43,28,52,17,32.69,13,25.0,22,42.31,43028
43,29,41,16,39.02,10,24.39,15,36.59,43029
43,30,40,15,37.5,12,30.0,13,32.5,43030
43,31,84,32,38.1,31,36.9,21,25.0,43031
43,32,59,24,40.68,14,23.73,21,35.59,43032
43,33,72,38,52.78,18,25.0,16,22.22,43033
43,34,55,21,38.18,17,30.91,17,30.91,43034
43,35,93,40,43.01,19,20.43,34,36.56,43035
43,36,19,10,52.63,7,36.84,2,10.53,43036
43,37,38,16,42.11,12,31.58,10,26.32,43037
43,38,44,12,27.27,10,22.73,22,50.0,43038
43,39,36,13,36.11,13,36.11,10,27.78,43039
43,40,25,11,44.0,8,32.0,6,24.0,43040
43,41,77,33,42.86,11,14.29,33,42.86,43041
43,42,36,16,44.44,9,25.0,11,30.56,43042
43,43,63,33,52.38,12,19.05,18,28.57,43043
43,44,61,22,36.07,11,18.03,28,45.9,43044
43,45,36,19,52.78,3,8.33,14,38.89,43045
43,46,16,6,37.5,7,43.75,3,18.75,43046
44,1,89,35,39.33,22,24.72,32,35.96,44001
44,2,39,17,43.59,13,33.33,9,23.08,44002
44,3,74,43,58.11,8,10.81,23,31.08,44003
44,4,91,39,42.86,20,21.98,32,35.16,44004
44,5,35,16,45.71,8,22.86,11,31.43,44005
44,6,36,8,22.22,13,36.11,15,41.67,44006
44,7,49,25,51.02,9,18.37,15,30.61,44007
44,8,53,18,33.96,18,33.96,17,32.08,44008
44,9,14,3,21.43,8,57.14,3,21.43,44009
44,10,20,10,50.0,5,25.0,5,25.0,44010
44,11,41,24,58.54,6,14.63,11,26.83,44011
44,12,54,35,64.81,5,9.26,14,25.93,44012
44,13,16,9,56.25,3,18.75,4,25.0,44013
44,14,26,11,42.31,8,30.77,7,26.92,44014
44,15,54,24,44.44,11,20.37,19,35.19,44015
44,16,43,21,48.84,9,20.93,13,30.23,44016
44,17,72,28,38.89,14,19.44,30,41.67,44017
44,18,38,11,28.95,13,34.21,14,36.84,44018
44,19,55,30,54.55,14,25.45,11,20.0,44019
44,20,16,6,37.5,5,31.25,5,31.25,44020
44,21,31,8,25.81,13,41.94,10,32.26,44021
44,22,61,22,36.07,19,31.15,20,32.79,44022
44,23,28,12,42.86,3,10.71,13,46.43,44023
44,24,73,37,50.68,11,15.07,25,34.25,44024
44,25,24,7,29.17,11,45.83,6,25.0,44025
44,26,38,14,36.84,9,23.68,15,39.47,44026
44,27,42,16,38.1,9,21.43,17,40.48,44027
44,28,53,18,33.96,17,32.08,18,33.96,44028
44,29,35,18,51.43,11,31.43,6,17.14,44029
44,30,35,8,22.86,15,42.86,12,34.29,44030
44,31,31,8,25.81,13,41.94,10,32.26,44031
44,32,46,17,36.96,10,21.74,19,41.3,44032
44,33,37,15,40.54,13,35.14,9,24.32,44033
44,34,80,34,42.5,17,21.25,29,36.25,44034
44,35,106,37,34.91,31,29.25,38,35.85,44035
44,36,25,14,56.0,4,16.0,7,28.0,44036
44,37,55,30,54.55,8,14.55,17,30.91,44037
44,38,22,8,36.36,5,22.73,9,40.91,44038
44,39,22,12,54.55,5,22.73,5,22.73,44039
44,40,34,16,47.06,6,17.65,12,35.29,44040
44,41,63,19,30.16,23,36.51,21,33.33,44041
45,1,62,29,46.77,18,29.03,15,24.19,45001
45,2,89,32,35.96,32,35.96,25,28.09,45002
45,3,85,35,41.18,34,40.0,16,18.82,45003
45,4,116,50,43.1,44,37.93,22,18.97,45004
45,5,108,32,29.63,41,37.96,35,32.41,45005
45,6,125,51,40.8,36,28.8,38,30.4,45006
45,7,116,51,43.97,40,34.48,25,21.55,45007
45,8,108,46,42.59,48,44.44,14,12.96,45008
45,9,133,41,30.83,69,51.88,23,17.29,45009
45,10,124,50,40.32,52,41.94,22,17.74,45010
45,11,100,34,34.0,47,47.0,19,19.0,45011
45,12,72,26,36.11,36,50.0,10,13.89,45012
45,13,58,15,25.86,23,39.66,20,34.48,45013
45,14,93,31,33.33,43,46.24,19,20.43,45014
45,15,107,45,42.06,45,42.06,17,15.89,45015
45,16,68,31,45.59,26,38.24,11,16.18,45016
45,17,78,24,30.77,36,46.15,18,23.08,45017
45,18,74,27,36.49,33,44.59,14,18.92,45018
45,19,29,8,27.59,11,37.93,10,34.48,45019
45,20,42,14,33.33,22,52.38,6,14.29,45020
45,21,59,21,35.59,27,45.76,11,18.64,45021
45,22,67,25,37.31,30,44.78,12,17.91,45022
45,23,67,23,34.33,32,47.76,12,17.91,45023
45,24,56,13,23.21,35,62.5,8,14.29,45024
45,25,51,19,37.25,23,45.1,9,17.65,45025
45,26,38,10,26.32,24,63.16,4,10.53,45026
45,27,67,23,34.33,34,50.75,10,14.93,45027
45,28,43,17,39.53,17,39.53,9,20.93,45028
45,29,41,10,24.39,22,53.66,9,21.95,45029
45,30,56,20,35.71,29,51.79,7,12.5,45030
45,31,62,22,35.48,29,46.77,11,17.74,45031
45,32,50,13,26.0,28,56.0,9,18.0,45032
45,33,44,16,36.36,21,47.73,7,15.91,45033
45,34,62,18,29.03,33,53.23,11,17.74,45034
45,35,67,25,37.31,31,46.27,11,16.42,45035
45,36,74,22,29.73,35,47.3,17,22.97,45036
45,37,56,24,42.86,22,39.29,10,17.86,45037
45,38,44,14,31.82,22,50.0,8,18.18,45038
45,39,54,16,29.63,25,46.3,13,24.07,45039
45,40,58,25,43.1,24,41.38,9,15.52,45040
45,41,45,11,24.44,25,55.56,9,20.0,45041
45,42,90,34,37.78,44,48.89,12,13.33,45042
45,43,66,22,33.33,32,48.48,12,18.18,45043
45,44,77,20,25.97,42,54.55,15,19.48,45044
45,45,21,8,38.1,6,28.57,7,33.33,45045
45,46,38,12,31.58,16,42.11,10,26.32,45046
45,47,46,16,34.78,24,52.17,6,13.04,45047
45,48,32,8,25.0,20,62.5,4,12.5,45048
46,1,84,41,48.81,22,26.19,21,25.0,46001
46,2,52,24,46.15,12,23.08,16,30.77,46002
46,3,84,31,36.9,20,23.81,33,39.29,46003
46,4,61,30,49.18,12,19.67,19,31.15,46004
46,5,28,14,50.0,2,7.14,12,42.86,46005
46,6,36,15,41.67,10,27.78,11,30.56,46006
46,7,123,47,38.21,29,23.58,47,38.21,46007
46,8,46,22,47.83,13,28.26,11,23.91,46008
46,9,44,9,20.45,19,43.18,16,36.36,46009
46,10,32,11,34.38,6,18.75,15,46.88,46010
46,11,62,30,48.39,16,25.81,16,25.81,46011
46,12,51,25,49.02,13,25.49,13,25.49,46012
46,13,48,17,35.42,18,37.5,13,27.08,46013
46,14,93,45,48.39,32,34.41,16,17.2,46014
46,15,46,23,50.0,11,23.91,12,26.09,46015
46,16,68,24,35.29,16,23.53,28,41.18,46016
46,17,83,32,38.55,15,18.07,36,43.37,46017
46,18,60,24,40.0,15,25.0,21,35.0,46018
46,19,68,28,41.18,17,25.0,23,33.82,46019
46,20,86,46,53.49,17,19.77,23,26.74,46020
46,21,26,13,50.0,8,30.77,5,19.23,46021
46,22,44,20,45.45,16,36.36,8,18.18,46022
46,23,59,30,50.85,17,28.81,12,20.34,46023
46,24,63,22,34.92,16,25.4,25,39.68,46024
46,25,46,21,45.65,7,15.22,18,39.13,46025
46,26,39,13,33.33,9,23.08,17,43.59,46026
46,27,55,23,41.82,19,34.55,13,23.64,46027
46,28,97,40,41.24,25,25.77,32,32.99,46028
46,29,67,25,37.31,24,35.82,18,26.87,46029
46,30,68,30,44.12,21,30.88,17,25.0,46030
46,31,45,26,57.78,3,6.67,16,35.56,46031
46,32,85,34,40.0,31,36.47,20,23.53,46032
46,33,70,28,40.0,18,25.71,24,34.29,46033
46,34,54,20,37.04,18,33.33,16,29.63,46034
46,35,68,39,57.35,19,27.94,10,14.71,46035
46,36,80,31,38.75,23,28.75,26,32.5,46036
46,37,67,27,40.3,17,25.37,23,34.33,46037
46,38,52,18,34.62,18,34.62,16,30.77,46038
46,39,38,14,36.84,13,34.21,11,28.95,46039
46,40,76,32,42.11,14,18.42,30,39.47,46040
47,1,25,11,44.0,5,20.0,9,36.0,47001
47,2,62,21,33.87,22,35.48,19,30.65,47002
47,3,113,42,37.17,49,43.36,22,19.47,47003
47,4,58,23,39.66,22,37.93,13,22.41,47004
47,5,48,21,43.75,16,33.33,11,22.92,47005
47,6,40,14,35.0,17,42.5,9,22.5,47006
47,7,36,12,33.33,13,36.11,11,30.56,47007
47,8,46,19,41.3,20,43.48,7,15.22,47008
47,9,26,6,23.08,7,26.92,13,50.0,47009
47,10,41,25,60.98,5,12.2,11,26.83,47010
47,11,30,17,56.67,8,26.67,5,16.67,47011
47,12,49,19,38.78,15,30.61,15,30.61,47012
47,13,45,22,48.89,7,15.56,16,35.56,47013
47,14,39,15,38.46,14,35.9,10,25.64,47014
47,15,61,31,50.82,18,29.51,12,19.67,47015
47,16,69,28,40.58,28,40.58,13,18.84,47016
47,17,62,19,30.65,20,32.26,23,37.1,47017
47,18,30,17,56.67,6,20.0,7,23.33,47018
47,19,58,27,46.55,8,13.79,23,39.66,47019
47,20,48,27,56.25,10,20.83,11,22.92,47020
47,21,54,29,53.7,11,20.37,14,25.93,47021
47,22,68,22,32.35,21,30.88,25,36.76,47022
47,23,62,27,43.55,15,24.19,20,32.26,47023
47,24,47,11,23.4,19,40.43,17,36.17,47024
47,25,35,17,48.57,11,31.43,7,20.0,47025
47,26,29,15,51.72,7,24.14,7,24.14,47026
47,27,42,19,45.24,12,28.57,11,26.19,47027
47,28,51,16,31.37,17,33.33,18,35.29,47028
47,29,58,24,41.38,21,36.21,13,22.41,47029
47,30,70,30,42.86,18,25.71,22,31.43,47030
47,31,59,32,54.24,13,22.03,14,23.73,47031
47,32,56,24,42.86,17,30.36,15,26.79,47032
47,33,38,20,52.63,9,23.68,9,23.68,47033
47,34,51,21,41.18,15,29.41,15,29.41,47034
47,35,51,20,39.22,14,27.45,17,33.33,47035
47,36,55,22,40.0,13,23.64,20,36.36,47036
47,37,47,23,48.94,16,34.04,8,17.02,47037
47,38,38,17,44.74,10,26.32,11,28.95,47038
47,39,60,25,41.67,14,23.33,21,35.0,47039
47,40,65,29,44.62,19,29.23,17,26.15,47040
47,41,59,28,47.46,15,25.42,16,27.12,47041
47,42,35,10,28.57,16,45.71,9,25.71,47042
47,43,42,16,38.1,9,21.43,17,40.48,47043
47,44,64,31,48.44,17,26.56,16,25.0,47044
47,45,62,20,32.26,17,27.42,25,40.32,47045
47,46,54,28,51.85,16,29.63,10,18.52,47046
47,47,50,18,36.0,19,38.0,13,26.0,47047
47,48,36,16,44.44,14,38.89,6,16.67,47048
48,1,41,18,43.9,14,34.15,9,21.95,48001
48,2,34,13,38.24,11,32.35,10,29.41,48002
48,3,78,38,48.72,21,26.92,19,24.36,48003
48,4,85,41,48.24,17,20.0,27,31.76,48004
48,5,91,35,38.46,22,24.18,34,37.36,48005
48,6,75,38,50.67,16,21.33,21,28.0,48006
48,7,51,19,37.25,14,27.45,18,35.29,48007
48,8,36,11,30.56,9,25.0,16,44.44,48008
48,9,57,17,29.82,15,26.32,25,43.86,48009
48,10,79,32,40.51,16,20.25,31,39.24,48010
48,11,62,27,43.55,11,17.74,24,38.71,48011
48,12,70,29,41.43,21,30.0,20,28.57,48012
48,13,101,36,35.64,27,26.73,38,37.62,48013
48,14,75,30,40.0,23,30.67,22,29.33,48014
48,15,52,12,23.08,18,34.62,22,42.31,48015
48,16,81,27,33.33,32,39.51,22,27.16,48016
48,17,79,33,41.77,26,32.91,20,25.32,48017
48,18,104,38,36.54,36,34.62,30,28.85,48018
48,19,40,18,45.0,6,15.0,16,40.0,48019
48,20,75,36,48.0,14,18.67,25,33.33,48020
48,21,117,51,43.59,37,31.62,29,24.79,48021
48,22,118,52,44.07,28,23.73,38,32.2,48022
48,23,108,29,26.85,27,25.0,52,48.15,48023
48,24,60,22,36.67,16,26.67,22,36.67,48024
48,25,72,28,38.89,22,30.56,22,30.56,48025
48,26,38,19,50.0,7,18.42,12,31.58,48026
48,27,51,24,47.06,12,23.53,15,29.41,48027
48,28,109,52,47.71,27,24.77,30,27.52,48028
48,29,104,54,51.92,27,25.96,23,22.12,48029
48,30,70,30,42.86,13,18.57,27,38.57,48030
48,31,83,30,36.14,24,28.92,29,34.94,48031
48,32,57,27,47.37,15,26.32,15,26.32,48032
48,33,90,36,40.0,33,36.67,21,23.33,48033
48,34,54,23,42.59,12,22.22,19,35.19,48034
48,35,84,40,47.62,33,39.29,11,13.1,48035
48,36,72,25,34.72,17,23.61,30,41.67,48036
48,37,42,23,54.76,6,14.29,13,30.95,48037
48,38,79,44,55.7,15,18.99,20,25.32,48038
48,39,71,24,33.8,23,32.39,24,33.8,48039
48,40,47,23,48.94,15,31.91,9,19.15,48040
48,41,53,22,41.51,15,28.3,16,30.19,48041
48,42,71,38,53.52,17,23.94,16,22.54,48042
48,43,77,29,37.66,22,28.57,26,33.77,48043
48,44,57,27,47.37,11,19.3,19,33.33,48044
48,45,49,18,36.73,16,32.65,15,30.61,48045
48,46,79,31,39.24,23,29.11,25,31.65,48046
49,1,72,24,33.33,23,31.94,25,34.72,49001
49,2,62,15,24.19,20,32.26,27,43.55,49002
49,3,99,35,35.35,16,16.16,48,48.48,49003
49,4,94,41,43.62,24,25.53,29,30.85,49004
49,5,135,40,29.63,42,31.11,53,39.26,49005
49,6,77,23,29.87,13,16.88,41,53.25,49006
49,7,63,18,28.57,15,23.81,30,47.62,49007
49,8,72,25,34.72,16,22.22,31,43.06,49008
49,9,90,27,30.0,19,21.11,44,48.89,49009
49,10,72,31,43.06,9,12.5,32,44.44,49010
49,11,105,39,37.14,18,17.14,48,45.71,49011
49,12,121,36,29.75,27,22.31,58,47.93,49012
49,13,106,28,26.42,32,30.19,46,43.4,49013
49,14,93,38,40.86,36,38.71,19,20.43,49014
49,15,54,13,24.07,21,38.89,20,37.04,49015
49,16,97,40,41.24,23,23.71,34,35.05,49016
49,17,142,51,35.92,53,37.32,38,26.76,49017
49,18,110,42,38.18,22,20.0,46,41.82,49018
49,19,75,30,40.0,16,21.33,29,38.67,49019
49,20,87,23,26.44,16,18.39,48,55.17,49020
49,21,69,18,26.09,20,28.99,31,44.93,49021
49,22,123,43,34.96,35,28.46,45,36.59,49022
49,23,76,35,46.05,9,11.84,32,42.11,49023
49,24,63,26,41.27,13,20.63,24,38.1,49024
49,25,99,44,44.44,20,20.2,35,35.35,49025
49,26,93,31,33.33,20,21.51,42,45.16,49026
49,27,70,22,31.43,15,21.43,33,47.14,49027
49,28,80,31,38.75,26,32.5,23,28.75,49028
49,29,106,30,28.3,32,30.19,44,41.51,49029
49,30,102,42,41.18,23,22.55,37,36.27,49030
49,31,82,33,40.24,20,24.39,29,35.37,49031
49,32,88,35,39.77,21,23.86,32,36.36,49032
49,33,76,21,27.63,19,25.0,36,47.37,49033
50,1,60,39,65.0,12,20.0,9,15.0,50001
50,2,37,15,40.54,11,29.73,11,29.73,50002
50,3,58,30,51.72,14,24.14,14,24.14,50003
50,4,74,32,43.24,20,27.03,22,29.73,50004
50,5,42,23,54.76,11,26.19,8,19.05,50005
50,6,92,30,32.61,27,29.35,35,38.04,50006
50,7,99,44,44.44,30,30.3,25,25.25,50007
50,8,45,13,28.89,12,26.67,20,44.44,50008
50,9,71,37,52.11,18,25.35,16,22.54,50009
50,10,47,30,63.83,11,23.4,6,12.77,50010
50,11,31,16,51.61,8,25.81,7,22.58,50011
50,12,51,33,64.71,12,23.53,6,11.76,50012
50,13,53,20,37.74,19,35.85,14,26.42,50013
50,14,36,19,52.78,11,30.56,6,16.67,50014
50,15,98,36,36.73,29,29.59,33,33.67,50015
50,16,40,26,65.0,9,22.5,5,12.5,50016
50,17,42,19,45.24,22,52.38,1,2.38,50017
50,18,29,22,75.86,3,10.34,4,13.79,50018
50,19,49,26,53.06,13,26.53,10,20.41,50019
50,20,62,30,48.39,19,30.65,13,20.97,50020
50,21,53,25,47.17,12,22.64,16,30.19,50021
50,22,32,15,46.88,8,25.0,9,28.13,50022
50,23,35,23,65.71,6,17.14,6,17.14,50023
50,24,48,22,45.83,16,33.33,10,20.83,50024
