ward,precinct,total,Karen A. Yarbrough,Karen A. Yarbrough Percent,precinct_id
28,37,94,94,100.0,28037
28,38,43,43,100.0,28038
28,39,50,50,100.0,28039
28,40,119,119,100.0,28040
28,41,64,64,100.0,28041
28,42,82,82,100.0,28042
28,43,104,104,100.0,28043
28,44,84,84,100.0,28044
28,45,15,15,100.0,28045
28,46,85,85,100.0,28046
29,1,99,99,100.0,29001
29,2,166,166,100.0,29002
29,3,134,134,100.0,29003
29,4,145,145,100.0,29004
29,5,104,104,100.0,29005
29,6,71,71,100.0,29006
29,7,97,97,100.0,29007
29,8,49,49,100.0,29008
29,10,117,117,100.0,29010
29,11,62,62,100.0,29011
29,12,121,121,100.0,29012
29,13,100,100,100.0,29013
29,14,137,137,100.0,29014
29,15,142,142,100.0,29015
29,16,146,146,100.0,29016
29,17,89,89,100.0,29017
29,18,100,100,100.0,29018
29,19,132,132,100.0,29019
29,20,134,134,100.0,29020
29,21,85,85,100.0,29021
29,22,73,73,100.0,29022
29,24,94,94,100.0,29024
29,25,145,145,100.0,29025
29,26,131,131,100.0,29026
29,27,91,91,100.0,29027
29,28,174,174,100.0,29028
29,33,97,97,100.0,29033
29,34,44,44,100.0,29034
29,35,66,66,100.0,29035
29,36,110,110,100.0,29036
29,37,111,111,100.0,29037
29,40,159,159,100.0,29040
29,41,86,86,100.0,29041
29,42,115,115,100.0,29042
29,43,64,64,100.0,29043
29,44,168,168,100.0,29044
36,5,67,67,100.0,36005
36,21,9,9,100.0,36021
37,1,47,47,100.0,37001
37,2,43,43,100.0,37002
37,3,51,51,100.0,37003
37,4,59,59,100.0,37004
37,5,107,107,100.0,37005
37,6,100,100,100.0,37006
37,7,47,47,100.0,37007
37,8,51,51,100.0,37008
37,9,75,75,100.0,37009
37,10,81,81,100.0,37010
37,11,37,37,100.0,37011
37,12,27,27,100.0,37012
37,13,65,65,100.0,37013
37,14,68,68,100.0,37014
37,15,100,100,100.0,37015
37,16,80,80,100.0,37016
37,17,68,68,100.0,37017
37,18,94,94,100.0,37018
37,19,45,45,100.0,37019
37,20,51,51,100.0,37020
37,21,64,64,100.0,37021
37,22,56,56,100.0,37022
37,23,103,103,100.0,37023
37,24,63,63,100.0,37024
37,25,86,86,100.0,37025
37,26,54,54,100.0,37026
37,27,95,95,100.0,37027
37,28,66,66,100.0,37028
37,29,75,75,100.0,37029
37,30,83,83,100.0,37030
37,31,87,87,100.0,37031
37,32,83,83,100.0,37032
37,33,136,136,100.0,37033
37,34,75,75,100.0,37034
37,35,101,101,100.0,37035
37,36,70,70,100.0,37036
37,37,88,88,100.0,37037
37,38,97,97,100.0,37038
37,39,77,77,100.0,37039
37,40,109,109,100.0,37040
37,41,81,81,100.0,37041
42,1,69,69,100.0,42001
42,2,37,37,100.0,42002
42,3,24,24,100.0,42003
42,4,51,51,100.0,42004
42,5,20,20,100.0,42005
42,6,120,120,100.0,42006
42,7,47,47,100.0,42007
42,8,68,68,100.0,42008
42,9,48,48,100.0,42009
42,10,33,33,100.0,42010
42,11,61,61,100.0,42011
42,12,32,32,100.0,42012
42,13,100,100,100.0,42013
42,14,24,24,100.0,42014
42,15,11,11,100.0,42015
42,16,39,39,100.0,42016
42,17,28,28,100.0,42017
42,18,39,39,100.0,42018
42,19,59,59,100.0,42019
42,20,21,21,100.0,42020
42,21,20,20,100.0,42021
42,22,20,20,100.0,42022
42,23,20,20,100.0,42023
42,24,45,45,100.0,42024
42,25,45,45,100.0,42025
42,26,47,47,100.0,42026
42,27,44,44,100.0,42027
42,28,96,96,100.0,42028
42,29,26,26,100.0,42029
42,30,64,64,100.0,42030
42,31,40,40,100.0,42031
42,32,18,18,100.0,42032
42,33,34,34,100.0,42033
42,34,48,48,100.0,42034
42,35,80,80,100.0,42035
42,36,33,33,100.0,42036
42,37,15,15,100.0,42037
42,38,20,20,100.0,42038
42,39,24,24,100.0,42039
42,40,23,23,100.0,42040
42,41,33,33,100.0,42041
42,42,31,31,100.0,42042
43,1,31,31,100.0,43001
43,5,0,0,0.0,43005
43,9,6,6,100.0,43009
43,33,61,61,100.0,43033
43,35,71,71,100.0,43035
43,45,37,37,100.0,43045
