ward,precinct,total,Steven Landek,Steven Landek Percent,precinct_id
12,16,0,0,0.0,12016
13,45,3,3,100.0,13045
22,3,53,53,100.0,22003
22,4,17,17,100.0,22004
22,5,36,36,100.0,22005
22,6,33,33,100.0,22006
22,7,16,16,100.0,22007
22,9,42,42,100.0,22009
22,10,1,1,100.0,22010
22,11,37,37,100.0,22011
22,13,10,10,100.0,22013
22,15,14,14,100.0,22015
22,16,1,1,100.0,22016
22,17,22,22,100.0,22017
22,18,23,23,100.0,22018
22,20,38,38,100.0,22020
22,24,45,45,100.0,22024
22,25,36,36,100.0,22025
