ward,precinct,total,Michael J. Madigan,Michael J. Madigan Percent,precinct_id
13,1,124,124,100.0,13001
13,2,109,109,100.0,13002
13,3,45,45,100.0,13003
13,4,95,95,100.0,13004
13,5,89,89,100.0,13005
13,6,104,104,100.0,13006
13,7,91,91,100.0,13007
13,8,66,66,100.0,13008
13,9,78,78,100.0,13009
13,10,82,82,100.0,13010
13,11,139,139,100.0,13011
13,12,56,56,100.0,13012
13,13,150,150,100.0,13013
13,14,77,77,100.0,13014
13,15,123,123,100.0,13015
13,16,82,82,100.0,13016
13,17,87,87,100.0,13017
13,18,58,58,100.0,13018
13,19,109,109,100.0,13019
13,20,62,62,100.0,13020
13,21,124,124,100.0,13021
13,22,89,89,100.0,13022
13,23,83,83,100.0,13023
13,24,89,89,100.0,13024
13,25,92,92,100.0,13025
13,26,100,100,100.0,13026
13,27,103,103,100.0,13027
13,28,55,55,100.0,13028
13,29,66,66,100.0,13029
13,30,72,72,100.0,13030
13,31,79,79,100.0,13031
13,32,72,72,100.0,13032
13,33,65,65,100.0,13033
13,34,162,162,100.0,13034
13,35,126,126,100.0,13035
13,36,43,43,100.0,13036
13,37,146,146,100.0,13037
13,38,90,90,100.0,13038
13,39,112,112,100.0,13039
13,40,99,99,100.0,13040
13,41,124,124,100.0,13041
13,42,59,59,100.0,13042
13,43,142,142,100.0,13043
13,44,226,226,100.0,13044
13,45,134,134,100.0,13045
13,46,84,84,100.0,13046
13,47,79,79,100.0,13047
13,48,93,93,100.0,13048
14,3,52,52,100.0,14003
14,6,4,4,100.0,14006
14,11,65,65,100.0,14011
14,15,80,80,100.0,14015
14,18,22,22,100.0,14018
14,22,53,53,100.0,14022
14,23,22,22,100.0,14023
18,15,40,40,100.0,18015
18,43,61,61,100.0,18043
18,46,53,53,100.0,18046
23,1,71,71,100.0,23001
23,2,63,63,100.0,23002
23,4,95,95,100.0,23004
23,5,48,48,100.0,23005
23,6,64,64,100.0,23006
23,7,44,44,100.0,23007
23,8,68,68,100.0,23008
23,9,44,44,100.0,23009
23,10,47,47,100.0,23010
23,11,43,43,100.0,23011
23,13,35,35,100.0,23013
23,14,1,1,100.0,23014
23,15,45,45,100.0,23015
23,17,9,9,100.0,23017
23,18,42,42,100.0,23018
23,20,24,24,100.0,23020
23,22,47,47,100.0,23022
23,23,71,71,100.0,23023
23,24,12,12,100.0,23024
23,25,3,3,100.0,23025
23,26,37,37,100.0,23026
23,28,69,69,100.0,23028
23,29,46,46,100.0,23029
23,30,54,54,100.0,23030
23,32,50,50,100.0,23032
23,33,33,33,100.0,23033
23,34,41,41,100.0,23034
23,35,42,42,100.0,23035
23,38,40,40,100.0,23038
23,39,43,43,100.0,23039
