ward,precinct,total,Thomas More Donnelly,Thomas More Donnelly Percent,precinct_id
37,3,341,341,100.0,37003
37,4,345,345,100.0,37004
37,5,248,248,100.0,37005
37,6,446,446,100.0,37006
37,7,310,310,100.0,37007
37,8,433,433,100.0,37008
37,9,175,175,100.0,37009
37,10,317,317,100.0,37010
37,11,314,314,100.0,37011
37,12,390,390,100.0,37012
37,13,255,255,100.0,37013
37,14,413,413,100.0,37014
37,15,379,379,100.0,37015
37,16,423,423,100.0,37016
37,17,265,265,100.0,37017
37,18,316,316,100.0,37018
37,19,229,229,100.0,37019
37,20,441,441,100.0,37020
37,21,251,251,100.0,37021
37,22,306,306,100.0,37022
38,1,415,415,100.0,38001
38,2,249,249,100.0,38002
38,3,331,331,100.0,38003
38,4,257,257,100.0,38004
38,5,392,392,100.0,38005
38,6,286,286,100.0,38006
38,7,344,344,100.0,38007
38,8,284,284,100.0,38008
38,9,318,318,100.0,38009
38,10,274,274,100.0,38010
38,11,362,362,100.0,38011
38,12,470,470,100.0,38012
38,13,244,244,100.0,38013
38,14,299,299,100.0,38014
38,15,253,253,100.0,38015
38,16,487,487,100.0,38016
38,17,405,405,100.0,38017
38,18,492,492,100.0,38018
38,19,525,525,100.0,38019
38,20,448,448,100.0,38020
38,21,559,559,100.0,38021
38,22,382,382,100.0,38022
38,23,544,544,100.0,38023
38,24,487,487,100.0,38024
38,25,628,628,100.0,38025
39,1,425,425,100.0,39001
39,2,197,197,100.0,39002
39,3,342,342,100.0,39003
39,4,434,434,100.0,39004
39,5,312,312,100.0,39005
39,6,256,256,100.0,39006
39,7,246,246,100.0,39007
39,8,254,254,100.0,39008
39,9,210,210,100.0,39009
39,10,331,331,100.0,39010
39,11,222,222,100.0,39011
39,12,398,398,100.0,39012
39,13,583,583,100.0,39013
39,14,548,548,100.0,39014
39,15,487,487,100.0,39015
39,16,279,279,100.0,39016
39,17,588,588,100.0,39017
39,18,262,262,100.0,39018
39,19,651,651,100.0,39019
39,20,338,338,100.0,39020
39,21,541,541,100.0,39021
39,22,234,234,100.0,39022
39,23,55,55,100.0,39023
39,24,408,408,100.0,39024
39,25,291,291,100.0,39025
39,26,249,249,100.0,39026
39,27,225,225,100.0,39027
39,28,272,272,100.0,39028
39,29,112,112,100.0,39029
39,30,231,231,100.0,39030
39,31,264,264,100.0,39031
39,32,593,593,100.0,39032
39,33,236,236,100.0,39033
39,34,253,253,100.0,39034
39,35,494,494,100.0,39035
40,1,472,472,100.0,40001
40,2,520,520,100.0,40002
40,3,482,482,100.0,40003
40,4,466,466,100.0,40004
40,5,377,377,100.0,40005
40,6,433,433,100.0,40006
40,7,494,494,100.0,40007
40,8,301,301,100.0,40008
40,9,571,571,100.0,40009
40,10,875,875,100.0,40010
40,11,519,519,100.0,40011
40,12,611,611,100.0,40012
40,13,614,614,100.0,40013
40,14,814,814,100.0,40014
40,15,600,600,100.0,40015
40,16,606,606,100.0,40016
40,17,598,598,100.0,40017
40,18,707,707,100.0,40018
40,19,599,599,100.0,40019
40,20,673,673,100.0,40020
40,21,630,630,100.0,40021
40,22,847,847,100.0,40022
40,23,867,867,100.0,40023
41,1,267,267,100.0,41001
41,2,199,199,100.0,41002
41,3,204,204,100.0,41003
41,4,240,240,100.0,41004
41,5,285,285,100.0,41005
41,6,271,271,100.0,41006
41,7,245,245,100.0,41007
41,8,255,255,100.0,41008
41,9,492,492,100.0,41009
41,10,403,403,100.0,41010
41,11,342,342,100.0,41011
41,12,191,191,100.0,41012
41,13,438,438,100.0,41013
41,14,499,499,100.0,41014
41,15,612,612,100.0,41015
41,16,220,220,100.0,41016
41,17,139,139,100.0,41017
41,18,474,474,100.0,41018
41,19,252,252,100.0,41019
41,20,258,258,100.0,41020
41,21,244,244,100.0,41021
41,22,196,196,100.0,41022
41,23,280,280,100.0,41023
41,24,445,445,100.0,41024
41,25,370,370,100.0,41025
41,26,513,513,100.0,41026
41,27,350,350,100.0,41027
41,28,605,605,100.0,41028
41,29,608,608,100.0,41029
41,30,426,426,100.0,41030
41,31,379,379,100.0,41031
42,1,241,241,100.0,42001
42,2,245,245,100.0,42002
42,3,644,644,100.0,42003
42,4,554,554,100.0,42004
42,5,766,766,100.0,42005
42,6,311,311,100.0,42006
42,7,491,491,100.0,42007
42,8,369,369,100.0,42008
42,9,566,566,100.0,42009
42,10,382,382,100.0,42010
42,11,465,465,100.0,42011
42,12,351,351,100.0,42012
42,13,258,258,100.0,42013
42,14,200,200,100.0,42014
42,15,196,196,100.0,42015
42,16,600,600,100.0,42016
42,17,705,705,100.0,42017
42,18,401,401,100.0,42018
42,19,569,569,100.0,42019
42,20,572,572,100.0,42020
42,21,695,695,100.0,42021
42,22,624,624,100.0,42022
42,23,682,682,100.0,42023
42,24,662,662,100.0,42024
43,1,612,612,100.0,43001
43,2,740,740,100.0,43002
43,3,235,235,100.0,43003
43,4,483,483,100.0,43004
43,5,793,793,100.0,43005
43,6,928,928,100.0,43006
43,7,843,843,100.0,43007
43,8,704,704,100.0,43008
43,9,953,953,100.0,43009
43,10,582,582,100.0,43010
43,11,379,379,100.0,43011
43,12,774,774,100.0,43012
43,13,559,559,100.0,43013
43,14,344,344,100.0,43014
43,15,734,734,100.0,43015
43,16,294,294,100.0,43016
43,17,721,721,100.0,43017
43,18,844,844,100.0,43018
43,19,791,791,100.0,43019
43,20,648,648,100.0,43020
43,21,345,345,100.0,43021
43,22,804,804,100.0,43022
43,23,565,565,100.0,43023
44,1,827,827,100.0,44001
44,2,546,546,100.0,44002
44,3,746,746,100.0,44003
44,4,947,947,100.0,44004
44,5,766,766,100.0,44005
44,6,675,675,100.0,44006
44,7,697,697,100.0,44007
44,8,747,747,100.0,44008
44,9,928,928,100.0,44009
44,10,942,942,100.0,44010
44,11,724,724,100.0,44011
44,12,882,882,100.0,44012
44,13,837,837,100.0,44013
44,14,827,827,100.0,44014
44,15,950,950,100.0,44015
44,16,896,896,100.0,44016
44,17,926,926,100.0,44017
44,18,646,646,100.0,44018
44,19,903,903,100.0,44019
44,20,549,549,100.0,44020
44,21,955,955,100.0,44021
45,1,611,611,100.0,45001
45,2,343,343,100.0,45002
45,3,181,181,100.0,45003
45,4,246,246,100.0,45004
45,5,363,363,100.0,45005
45,6,391,391,100.0,45006
45,7,425,425,100.0,45007
45,8,333,333,100.0,45008
45,9,366,366,100.0,45009
45,10,377,377,100.0,45010
45,11,483,483,100.0,45011
45,12,344,344,100.0,45012
45,13,507,507,100.0,45013
45,14,293,293,100.0,45014
45,15,372,372,100.0,45015
45,16,445,445,100.0,45016
45,17,475,475,100.0,45017
45,18,466,466,100.0,45018
45,19,329,329,100.0,45019
45,20,435,435,100.0,45020
45,21,356,356,100.0,45021
45,22,485,485,100.0,45022
45,23,482,482,100.0,45023
45,24,386,386,100.0,45024
45,25,565,565,100.0,45025
45,26,443,443,100.0,45026
45,27,520,520,100.0,45027
45,28,504,504,100.0,45028
45,29,492,492,100.0,45029
46,1,648,648,100.0,46001
46,2,632,632,100.0,46002
46,3,699,699,100.0,46003
46,4,816,816,100.0,46004
46,5,657,657,100.0,46005
46,6,1021,1021,100.0,46006
46,7,645,645,100.0,46007
46,8,787,787,100.0,46008
46,9,757,757,100.0,46009
46,10,720,720,100.0,46010
46,11,813,813,100.0,46011
46,12,979,979,100.0,46012
46,13,871,871,100.0,46013
46,14,484,484,100.0,46014
46,15,927,927,100.0,46015
46,16,690,690,100.0,46016
46,17,881,881,100.0,46017
46,18,812,812,100.0,46018
46,19,640,640,100.0,46019
46,20,583,583,100.0,46020
46,21,440,440,100.0,46021
46,22,552,552,100.0,46022
46,23,499,499,100.0,46023
47,1,647,647,100.0,47001
47,2,612,612,100.0,47002
47,3,629,629,100.0,47003
47,4,789,789,100.0,47004
47,5,896,896,100.0,47005
47,6,773,773,100.0,47006
47,7,1118,1118,100.0,47007
47,8,694,694,100.0,47008
47,9,865,865,100.0,47009
47,10,771,771,100.0,47010
47,11,685,685,100.0,47011
47,12,509,509,100.0,47012
47,13,544,544,100.0,47013
47,14,629,629,100.0,47014
47,15,665,665,100.0,47015
47,16,659,659,100.0,47016
47,17,607,607,100.0,47017
47,18,775,775,100.0,47018
47,19,779,779,100.0,47019
47,20,718,718,100.0,47020
47,21,740,740,100.0,47021
47,22,595,595,100.0,47022
47,23,703,703,100.0,47023
47,24,839,839,100.0,47024
47,25,634,634,100.0,47025
47,26,824,824,100.0,47026
47,27,748,748,100.0,47027
47,28,534,534,100.0,47028
48,1,780,780,100.0,48001
48,2,256,256,100.0,48002
48,3,421,421,100.0,48003
48,4,455,455,100.0,48004
48,5,266,266,100.0,48005
48,6,634,634,100.0,48006
48,7,613,613,100.0,48007
48,8,400,400,100.0,48008
48,9,272,272,100.0,48009
48,10,742,742,100.0,48010
48,11,484,484,100.0,48011
48,12,652,652,100.0,48012
48,13,478,478,100.0,48013
48,14,573,573,100.0,48014
48,15,456,456,100.0,48015
48,16,368,368,100.0,48016
48,17,179,179,100.0,48017
48,18,617,617,100.0,48018
48,19,334,334,100.0,48019
48,20,226,226,100.0,48020
48,21,519,519,100.0,48021
48,22,306,306,100.0,48022
48,23,393,393,100.0,48023
48,24,710,710,100.0,48024
48,25,613,613,100.0,48025
48,26,330,330,100.0,48026
48,27,410,410,100.0,48027
48,28,516,516,100.0,48028
48,29,175,175,100.0,48029
48,30,554,554,100.0,48030
48,31,567,567,100.0,48031
48,32,486,486,100.0,48032
48,33,226,226,100.0,48033
48,34,444,444,100.0,48034
48,35,675,675,100.0,48035
49,1,663,663,100.0,49001
49,2,600,600,100.0,49002
49,3,788,788,100.0,49003
49,4,784,784,100.0,49004
49,5,853,853,100.0,49005
49,6,75,75,100.0,49006
49,7,789,789,100.0,49007
49,8,939,939,100.0,49008
49,9,848,848,100.0,49009
49,10,571,571,100.0,49010
49,11,632,632,100.0,49011
49,12,570,570,100.0,49012
49,13,724,724,100.0,49013
49,14,869,869,100.0,49014
49,15,771,771,100.0,49015
49,16,732,732,100.0,49016
49,17,835,835,100.0,49017
50,1,256,256,100.0,50001
50,2,304,304,100.0,50002
50,3,258,258,100.0,50003
50,4,324,324,100.0,50004
50,5,467,467,100.0,50005
50,6,247,247,100.0,50006
50,7,647,647,100.0,50007
50,8,439,439,100.0,50008
50,9,112,112,100.0,50009
50,10,224,224,100.0,50010
50,11,240,240,100.0,50011
50,12,110,110,100.0,50012
50,13,435,435,100.0,50013
50,14,67,67,100.0,50014
50,15,431,431,100.0,50015
50,16,66,66,100.0,50016
50,17,215,215,100.0,50017
50,18,35,35,100.0,50018
50,19,198,198,100.0,50019
50,20,177,177,100.0,50020
50,21,388,388,100.0,50021
50,22,293,293,100.0,50022
50,23,288,288,100.0,50023
50,24,261,261,100.0,50024
50,25,106,106,100.0,50025
50,26,156,156,100.0,50026
50,27,72,72,100.0,50027
50,28,437,437,100.0,50028
