ward,precinct,total,Debra B. Walker,Debra B. Walker Percent,precinct_id
11,5,304,304,100.0,11005
11,6,394,394,100.0,11006
11,7,205,205,100.0,11007
11,8,328,328,100.0,11008
11,9,382,382,100.0,11009
11,10,62,62,100.0,11010
11,11,51,51,100.0,11011
11,12,122,122,100.0,11012
11,13,330,330,100.0,11013
11,14,632,632,100.0,11014
11,15,499,499,100.0,11015
11,16,591,591,100.0,11016
11,17,251,251,100.0,11017
11,18,375,375,100.0,11018
11,19,121,121,100.0,11019
11,20,351,351,100.0,11020
11,21,515,515,100.0,11021
11,22,355,355,100.0,11022
11,23,386,386,100.0,11023
12,1,230,230,100.0,12001
12,2,174,174,100.0,12002
12,3,309,309,100.0,12003
12,4,269,269,100.0,12004
12,5,257,257,100.0,12005
12,6,220,220,100.0,12006
12,7,248,248,100.0,12007
12,8,214,214,100.0,12008
12,9,118,118,100.0,12009
12,10,255,255,100.0,12010
12,11,203,203,100.0,12011
12,12,164,164,100.0,12012
12,13,186,186,100.0,12013
12,14,218,218,100.0,12014
12,15,243,243,100.0,12015
12,16,269,269,100.0,12016
12,17,222,222,100.0,12017
12,18,265,265,100.0,12018
12,19,142,142,100.0,12019
12,20,206,206,100.0,12020
12,21,195,195,100.0,12021
12,22,190,190,100.0,12022
13,1,214,214,100.0,13001
13,2,241,241,100.0,13002
13,3,273,273,100.0,13003
13,4,292,292,100.0,13004
13,5,212,212,100.0,13005
13,6,236,236,100.0,13006
13,7,204,204,100.0,13007
13,8,313,313,100.0,13008
13,9,298,298,100.0,13009
13,10,306,306,100.0,13010
13,11,176,176,100.0,13011
13,12,188,188,100.0,13012
13,13,215,215,100.0,13013
13,14,207,207,100.0,13014
13,15,207,207,100.0,13015
13,16,286,286,100.0,13016
13,17,326,326,100.0,13017
13,18,213,213,100.0,13018
13,19,173,173,100.0,13019
13,20,245,245,100.0,13020
13,21,211,211,100.0,13021
13,22,325,325,100.0,13022
13,23,252,252,100.0,13023
13,24,234,234,100.0,13024
13,25,238,238,100.0,13025
13,26,203,203,100.0,13026
13,27,163,163,100.0,13027
13,28,211,211,100.0,13028
13,29,191,191,100.0,13029
13,30,241,241,100.0,13030
13,31,167,167,100.0,13031
13,32,190,190,100.0,13032
13,33,243,243,100.0,13033
13,34,286,286,100.0,13034
13,35,349,349,100.0,13035
13,36,158,158,100.0,13036
13,37,243,243,100.0,13037
13,38,165,165,100.0,13038
13,39,265,265,100.0,13039
13,40,227,227,100.0,13040
14,1,390,390,100.0,14001
14,2,239,239,100.0,14002
14,3,171,171,100.0,14003
14,4,80,80,100.0,14004
14,5,304,304,100.0,14005
14,6,375,375,100.0,14006
14,7,355,355,100.0,14007
14,8,336,336,100.0,14008
14,9,357,357,100.0,14009
14,10,340,340,100.0,14010
14,11,379,379,100.0,14011
14,12,245,245,100.0,14012
14,13,404,404,100.0,14013
14,14,207,207,100.0,14014
14,15,213,213,100.0,14015
15,1,178,178,100.0,15001
15,2,271,271,100.0,15002
15,3,114,114,100.0,15003
15,4,166,166,100.0,15004
15,5,200,200,100.0,15005
15,6,235,235,100.0,15006
15,7,162,162,100.0,15007
15,8,201,201,100.0,15008
15,9,224,224,100.0,15009
15,10,203,203,100.0,15010
15,11,188,188,100.0,15011
15,12,243,243,100.0,15012
15,13,181,181,100.0,15013
15,14,194,194,100.0,15014
15,15,200,200,100.0,15015
15,16,315,315,100.0,15016
15,17,371,371,100.0,15017
15,18,274,274,100.0,15018
15,19,167,167,100.0,15019
15,20,213,213,100.0,15020
16,1,317,317,100.0,16001
16,2,205,205,100.0,16002
16,3,273,273,100.0,16003
16,4,166,166,100.0,16004
16,5,365,365,100.0,16005
16,6,350,350,100.0,16006
16,7,195,195,100.0,16007
16,8,148,148,100.0,16008
16,9,331,331,100.0,16009
16,10,269,269,100.0,16010
16,11,227,227,100.0,16011
16,12,97,97,100.0,16012
16,13,140,140,100.0,16013
16,14,371,371,100.0,16014
16,15,293,293,100.0,16015
16,16,229,229,100.0,16016
16,17,408,408,100.0,16017
16,18,383,383,100.0,16018
16,19,295,295,100.0,16019
16,20,307,307,100.0,16020
16,21,217,217,100.0,16021
16,22,302,302,100.0,16022
16,23,199,199,100.0,16023
16,24,236,236,100.0,16024
16,25,115,115,100.0,16025
17,1,362,362,100.0,17001
17,2,229,229,100.0,17002
17,3,294,294,100.0,17003
17,4,295,295,100.0,17004
17,5,183,183,100.0,17005
17,6,274,274,100.0,17006
17,7,154,154,100.0,17007
17,8,233,233,100.0,17008
17,9,214,214,100.0,17009
17,10,434,434,100.0,17010
17,11,276,276,100.0,17011
17,12,164,164,100.0,17012
17,13,186,186,100.0,17013
17,14,189,189,100.0,17014
17,15,544,544,100.0,17015
17,16,248,248,100.0,17016
17,17,210,210,100.0,17017
17,18,604,604,100.0,17018
17,19,420,420,100.0,17019
17,20,405,405,100.0,17020
17,21,483,483,100.0,17021
17,22,490,490,100.0,17022
17,23,307,307,100.0,17023
17,24,503,503,100.0,17024
17,25,226,226,100.0,17025
17,26,421,421,100.0,17026
17,27,486,486,100.0,17027
17,28,587,587,100.0,17028
17,29,526,526,100.0,17029
18,1,612,612,100.0,18001
18,2,666,666,100.0,18002
18,3,283,283,100.0,18003
18,4,495,495,100.0,18004
18,5,409,409,100.0,18005
18,6,713,713,100.0,18006
18,7,553,553,100.0,18007
18,8,809,809,100.0,18008
18,9,640,640,100.0,18009
18,10,725,725,100.0,18010
18,11,439,439,100.0,18011
18,12,644,644,100.0,18012
18,13,517,517,100.0,18013
18,14,421,421,100.0,18014
18,15,300,300,100.0,18015
18,16,474,474,100.0,18016
18,17,334,334,100.0,18017
18,18,403,403,100.0,18018
18,19,373,373,100.0,18019
18,20,346,346,100.0,18020
18,21,471,471,100.0,18021
18,22,416,416,100.0,18022
18,23,456,456,100.0,18023
18,24,549,549,100.0,18024
18,25,274,274,100.0,18025
18,26,496,496,100.0,18026
19,1,525,525,100.0,19001
19,2,654,654,100.0,19002
19,3,272,272,100.0,19003
19,4,313,313,100.0,19004
19,5,512,512,100.0,19005
19,6,331,331,100.0,19006
19,7,514,514,100.0,19007
19,8,558,558,100.0,19008
19,9,493,493,100.0,19009
19,10,468,468,100.0,19010
19,11,297,297,100.0,19011
19,12,419,419,100.0,19012
19,13,466,466,100.0,19013
19,14,599,599,100.0,19014
19,15,246,246,100.0,19015
19,16,313,313,100.0,19016
19,17,316,316,100.0,19017
19,18,265,265,100.0,19018
19,19,527,527,100.0,19019
19,20,446,446,100.0,19020
19,21,437,437,100.0,19021
19,22,464,464,100.0,19022
19,23,343,343,100.0,19023
19,24,287,287,100.0,19024
19,25,451,451,100.0,19025
19,26,394,394,100.0,19026
19,27,695,695,100.0,19027
19,28,872,872,100.0,19028
19,29,420,420,100.0,19029
19,30,285,285,100.0,19030
19,31,679,679,100.0,19031
19,32,466,466,100.0,19032
19,33,196,196,100.0,19033
19,34,624,624,100.0,19034
19,35,480,480,100.0,19035
19,36,393,393,100.0,19036
20,1,218,218,100.0,20001
20,2,124,124,100.0,20002
20,3,151,151,100.0,20003
20,4,125,125,100.0,20004
20,5,229,229,100.0,20005
20,6,150,150,100.0,20006
20,7,201,201,100.0,20007
20,8,241,241,100.0,20008
20,9,449,449,100.0,20009
20,10,492,492,100.0,20010
20,11,393,393,100.0,20011
20,12,79,79,100.0,20012
20,13,665,665,100.0,20013
20,14,412,412,100.0,20014
20,15,385,385,100.0,20015
20,16,414,414,100.0,20016
20,17,502,502,100.0,20017
20,18,611,611,100.0,20018
20,19,329,329,100.0,20019
20,20,432,432,100.0,20020
20,21,584,584,100.0,20021
20,22,494,494,100.0,20022
20,23,199,199,100.0,20023
21,1,593,593,100.0,21001
21,2,180,180,100.0,21002
21,3,642,642,100.0,21003
21,4,526,526,100.0,21004
21,5,579,579,100.0,21005
21,6,469,469,100.0,21006
21,7,674,674,100.0,21007
21,8,566,566,100.0,21008
21,9,185,185,100.0,21009
21,10,620,620,100.0,21010
21,11,636,636,100.0,21011
21,12,289,289,100.0,21012
21,13,478,478,100.0,21013
21,14,702,702,100.0,21014
21,15,681,681,100.0,21015
21,16,591,591,100.0,21016
21,17,451,451,100.0,21017
21,18,642,642,100.0,21018
21,19,562,562,100.0,21019
21,20,457,457,100.0,21020
21,21,654,654,100.0,21021
21,22,677,677,100.0,21022
21,23,470,470,100.0,21023
21,24,500,500,100.0,21024
21,25,387,387,100.0,21025
21,26,441,441,100.0,21026
21,27,643,643,100.0,21027
21,28,565,565,100.0,21028
21,29,580,580,100.0,21029
22,1,187,187,100.0,22001
22,2,116,116,100.0,22002
22,3,221,221,100.0,22003
22,4,128,128,100.0,22004
22,5,352,352,100.0,22005
22,6,187,187,100.0,22006
22,7,213,213,100.0,22007
22,8,226,226,100.0,22008
22,9,218,218,100.0,22009
22,10,282,282,100.0,22010
22,11,330,330,100.0,22011
22,12,201,201,100.0,22012
22,13,264,264,100.0,22013
22,14,219,219,100.0,22014
22,15,134,134,100.0,22015
22,16,270,270,100.0,22016
22,17,130,130,100.0,22017
22,18,285,285,100.0,22018
22,19,393,393,100.0,22019
23,1,178,178,100.0,23001
23,2,310,310,100.0,23002
23,3,195,195,100.0,23003
23,4,154,154,100.0,23004
23,5,271,271,100.0,23005
23,6,136,136,100.0,23006
23,7,204,204,100.0,23007
23,8,199,199,100.0,23008
23,9,330,330,100.0,23009
23,10,381,381,100.0,23010
23,11,172,172,100.0,23011
23,12,240,240,100.0,23012
23,13,414,414,100.0,23013
23,14,308,308,100.0,23014
23,15,323,323,100.0,23015
23,16,175,175,100.0,23016
23,17,250,250,100.0,23017
23,18,203,203,100.0,23018
23,19,174,174,100.0,23019
23,20,167,167,100.0,23020
23,21,149,149,100.0,23021
23,22,169,169,100.0,23022
23,23,158,158,100.0,23023
23,24,164,164,100.0,23024
23,25,138,138,100.0,23025
23,26,113,113,100.0,23026
23,27,145,145,100.0,23027
23,28,212,212,100.0,23028
23,29,285,285,100.0,23029
23,30,176,176,100.0,23030
23,31,205,205,100.0,23031
23,32,171,171,100.0,23032
23,33,369,369,100.0,23033
24,1,197,197,100.0,24001
24,2,189,189,100.0,24002
24,3,385,385,100.0,24003
24,4,322,322,100.0,24004
24,5,542,542,100.0,24005
24,6,337,337,100.0,24006
24,7,167,167,100.0,24007
24,8,225,225,100.0,24008
24,9,410,410,100.0,24009
24,10,297,297,100.0,24010
24,11,387,387,100.0,24011
24,12,433,433,100.0,24012
24,13,402,402,100.0,24013
24,14,315,315,100.0,24014
24,15,354,354,100.0,24015
24,16,453,453,100.0,24016
24,17,257,257,100.0,24017
24,18,418,418,100.0,24018
24,19,941,941,100.0,24019
25,1,315,315,100.0,25001
25,2,213,213,100.0,25002
25,3,280,280,100.0,25003
25,4,356,356,100.0,25004
25,5,488,488,100.0,25005
25,6,460,460,100.0,25006
25,7,445,445,100.0,25007
25,8,474,474,100.0,25008
25,9,475,475,100.0,25009
25,10,522,522,100.0,25010
25,11,463,463,100.0,25011
25,12,423,423,100.0,25012
25,13,594,594,100.0,25013
25,14,628,628,100.0,25014
25,15,457,457,100.0,25015
25,16,607,607,100.0,25016
25,17,264,264,100.0,25017
26,1,202,202,100.0,26001
26,2,265,265,100.0,26002
26,3,428,428,100.0,26003
26,4,255,255,100.0,26004
26,5,337,337,100.0,26005
26,6,212,212,100.0,26006
26,7,323,323,100.0,26007
26,8,246,246,100.0,26008
26,9,216,216,100.0,26009
26,10,259,259,100.0,26010
26,11,253,253,100.0,26011
26,12,101,101,100.0,26012
26,13,206,206,100.0,26013
26,14,161,161,100.0,26014
26,15,180,180,100.0,26015
26,16,398,398,100.0,26016
26,17,367,367,100.0,26017
26,18,174,174,100.0,26018
26,19,416,416,100.0,26019
26,20,461,461,100.0,26020
26,21,187,187,100.0,26021
26,22,172,172,100.0,26022
26,23,353,353,100.0,26023
26,24,166,166,100.0,26024
26,25,377,377,100.0,26025
26,26,417,417,100.0,26026
26,27,450,450,100.0,26027
26,28,421,421,100.0,26028
26,29,390,390,100.0,26029
26,30,220,220,100.0,26030
26,31,243,243,100.0,26031
26,32,360,360,100.0,26032
27,1,428,428,100.0,27001
27,2,605,605,100.0,27002
27,3,315,315,100.0,27003
27,4,449,449,100.0,27004
27,5,286,286,100.0,27005
27,6,583,583,100.0,27006
27,7,715,715,100.0,27007
27,8,180,180,100.0,27008
27,9,534,534,100.0,27009
27,10,293,293,100.0,27010
27,11,523,523,100.0,27011
27,12,377,377,100.0,27012
27,13,432,432,100.0,27013
27,14,362,362,100.0,27014
27,15,433,433,100.0,27015
27,16,592,592,100.0,27016
27,17,218,218,100.0,27017
27,18,518,518,100.0,27018
27,19,159,159,100.0,27019
27,20,319,319,100.0,27020
27,21,220,220,100.0,27021
27,22,342,342,100.0,27022
27,23,283,283,100.0,27023
27,24,166,166,100.0,27024
27,25,399,399,100.0,27025
27,26,443,443,100.0,27026
27,27,318,318,100.0,27027
27,28,367,367,100.0,27028
27,29,684,684,100.0,27029
28,1,256,256,100.0,28001
28,2,263,263,100.0,28002
28,3,76,76,100.0,28003
28,4,219,219,100.0,28004
28,5,208,208,100.0,28005
28,6,372,372,100.0,28006
28,7,169,169,100.0,28007
28,8,354,354,100.0,28008
28,9,193,193,100.0,28009
28,10,116,116,100.0,28010
28,11,493,493,100.0,28011
28,12,603,603,100.0,28012
28,13,471,471,100.0,28013
28,14,414,414,100.0,28014
28,15,254,254,100.0,28015
28,16,522,522,100.0,28016
28,17,287,287,100.0,28017
28,18,316,316,100.0,28018
28,19,321,321,100.0,28019
28,20,261,261,100.0,28020
28,21,288,288,100.0,28021
28,22,216,216,100.0,28022
28,23,321,321,100.0,28023
28,24,248,248,100.0,28024
28,25,490,490,100.0,28025
28,26,161,161,100.0,28026
29,1,401,401,100.0,29001
29,2,346,346,100.0,29002
29,3,316,316,100.0,29003
29,4,346,346,100.0,29004
29,5,365,365,100.0,29005
29,6,332,332,100.0,29006
29,7,570,570,100.0,29007
29,8,826,826,100.0,29008
29,9,343,343,100.0,29009
29,10,503,503,100.0,29010
29,11,417,417,100.0,29011
29,12,554,554,100.0,29012
29,13,551,551,100.0,29013
29,14,476,476,100.0,29014
29,15,446,446,100.0,29015
29,16,504,504,100.0,29016
29,17,349,349,100.0,29017
29,18,467,467,100.0,29018
29,19,542,542,100.0,29019
29,20,305,305,100.0,29020
29,21,349,349,100.0,29021
29,22,525,525,100.0,29022
29,23,503,503,100.0,29023
29,24,391,391,100.0,29024
30,1,439,439,100.0,30001
30,2,306,306,100.0,30002
30,3,417,417,100.0,30003
30,4,299,299,100.0,30004
30,5,352,352,100.0,30005
30,6,380,380,100.0,30006
30,7,281,281,100.0,30007
30,8,510,510,100.0,30008
30,9,391,391,100.0,30009
30,10,338,338,100.0,30010
30,11,296,296,100.0,30011
30,12,378,378,100.0,30012
30,13,316,316,100.0,30013
30,14,350,350,100.0,30014
30,15,553,553,100.0,30015
30,16,265,265,100.0,30016
30,17,395,395,100.0,30017
30,18,363,363,100.0,30018
30,19,224,224,100.0,30019
30,20,276,276,100.0,30020
30,21,446,446,100.0,30021
30,22,428,428,100.0,30022
30,23,476,476,100.0,30023
30,24,388,388,100.0,30024
30,25,258,258,100.0,30025
30,26,499,499,100.0,30026
31,1,287,287,100.0,31001
31,2,444,444,100.0,31002
31,3,244,244,100.0,31003
31,4,314,314,100.0,31004
31,5,279,279,100.0,31005
31,6,225,225,100.0,31006
31,7,264,264,100.0,31007
31,8,373,373,100.0,31008
31,9,236,236,100.0,31009
31,10,388,388,100.0,31010
31,11,352,352,100.0,31011
31,12,441,441,100.0,31012
31,13,333,333,100.0,31013
31,14,320,320,100.0,31014
31,15,142,142,100.0,31015
31,16,207,207,100.0,31016
31,17,265,265,100.0,31017
31,18,228,228,100.0,31018
31,19,285,285,100.0,31019
31,20,268,268,100.0,31020
31,21,278,278,100.0,31021
31,22,129,129,100.0,31022
31,23,154,154,100.0,31023
32,1,985,985,100.0,32001
32,2,790,790,100.0,32002
32,3,550,550,100.0,32003
32,4,541,541,100.0,32004
32,5,437,437,100.0,32005
32,6,266,266,100.0,32006
32,7,572,572,100.0,32007
32,8,398,398,100.0,32008
32,9,387,387,100.0,32009
32,10,755,755,100.0,32010
32,11,465,465,100.0,32011
32,12,269,269,100.0,32012
32,13,181,181,100.0,32013
32,14,841,841,100.0,32014
32,15,808,808,100.0,32015
32,16,410,410,100.0,32016
32,17,758,758,100.0,32017
32,18,307,307,100.0,32018
32,19,357,357,100.0,32019
32,20,757,757,100.0,32020
32,21,782,782,100.0,32021
32,22,753,753,100.0,32022
32,23,503,503,100.0,32023
32,24,248,248,100.0,32024
32,25,541,541,100.0,32025
32,26,725,725,100.0,32026
32,27,764,764,100.0,32027
32,28,208,208,100.0,32028
32,29,579,579,100.0,32029
32,30,748,748,100.0,32030
33,1,789,789,100.0,33001
33,2,871,871,100.0,33002
33,3,593,593,100.0,33003
33,4,811,811,100.0,33004
33,5,664,664,100.0,33005
33,6,698,698,100.0,33006
33,7,674,674,100.0,33007
33,8,474,474,100.0,33008
33,9,488,488,100.0,33009
33,10,494,494,100.0,33010
33,11,397,397,100.0,33011
33,12,615,615,100.0,33012
33,13,528,528,100.0,33013
33,14,728,728,100.0,33014
33,15,537,537,100.0,33015
33,16,679,679,100.0,33016
33,17,636,636,100.0,33017
34,1,523,523,100.0,34001
34,2,299,299,100.0,34002
34,3,725,725,100.0,34003
34,4,381,381,100.0,34004
34,5,702,702,100.0,34005
34,6,488,488,100.0,34006
34,7,228,228,100.0,34007
34,8,391,391,100.0,34008
34,9,716,716,100.0,34009
34,10,290,290,100.0,34010
34,11,495,495,100.0,34011
34,12,498,498,100.0,34012
34,13,580,580,100.0,34013
34,14,563,563,100.0,34014
34,15,487,487,100.0,34015
34,16,782,782,100.0,34016
34,17,707,707,100.0,34017
34,18,657,657,100.0,34018
34,19,498,498,100.0,34019
34,20,639,639,100.0,34020
35,1,169,169,100.0,35001
35,2,432,432,100.0,35002
35,3,331,331,100.0,35003
35,4,493,493,100.0,35004
35,5,689,689,100.0,35005
35,6,986,986,100.0,35006
35,7,661,661,100.0,35007
35,8,431,431,100.0,35008
35,9,805,805,100.0,35009
35,10,493,493,100.0,35010
35,11,654,654,100.0,35011
35,12,847,847,100.0,35012
35,13,549,549,100.0,35013
35,14,469,469,100.0,35014
35,15,642,642,100.0,35015
35,16,850,850,100.0,35016
35,17,562,562,100.0,35017
35,18,364,364,100.0,35018
35,19,523,523,100.0,35019
35,20,304,304,100.0,35020
35,21,487,487,100.0,35021
35,22,642,642,100.0,35022
36,1,235,235,100.0,36001
36,2,292,292,100.0,36002
36,3,239,239,100.0,36003
36,4,303,303,100.0,36004
36,5,259,259,100.0,36005
36,6,207,207,100.0,36006
36,7,181,181,100.0,36007
36,8,126,126,100.0,36008
36,9,390,390,100.0,36009
36,10,275,275,100.0,36010
36,11,214,214,100.0,36011
36,12,156,156,100.0,36012
36,13,91,91,100.0,36013
36,14,271,271,100.0,36014
36,15,133,133,100.0,36015
36,16,112,112,100.0,36016
36,17,401,401,100.0,36017
36,18,448,448,100.0,36018
36,19,602,602,100.0,36019
36,20,657,657,100.0,36020
36,21,414,414,100.0,36021
36,22,560,560,100.0,36022
36,23,489,489,100.0,36023
36,24,525,525,100.0,36024
36,25,592,592,100.0,36025
36,26,540,540,100.0,36026
36,27,624,624,100.0,36027
