ward,precinct,total,Bill Lowry,Bill Lowry Percent,precinct_id
2,1,642,642,100.0,02001
2,2,791,791,100.0,02002
2,3,517,517,100.0,02003
2,4,549,549,100.0,02004
2,5,205,205,100.0,02005
2,6,750,750,100.0,02006
2,7,663,663,100.0,02007
2,8,501,501,100.0,02008
2,9,718,718,100.0,02009
2,10,94,94,100.0,02010
2,13,699,699,100.0,02013
2,14,460,460,100.0,02014
2,15,576,576,100.0,02015
2,16,658,658,100.0,02016
2,17,951,951,100.0,02017
2,18,590,590,100.0,02018
2,19,319,319,100.0,02019
2,20,377,377,100.0,02020
2,21,123,123,100.0,02021
2,22,495,495,100.0,02022
2,23,324,324,100.0,02023
3,1,620,620,100.0,03001
3,2,631,631,100.0,03002
3,4,462,462,100.0,03004
3,7,226,226,100.0,03007
3,11,684,684,100.0,03011
3,12,627,627,100.0,03012
3,15,527,527,100.0,03015
3,19,557,557,100.0,03019
3,20,562,562,100.0,03020
3,23,283,283,100.0,03023
3,26,292,292,100.0,03026
3,27,286,286,100.0,03027
4,1,808,808,100.0,04001
4,2,310,310,100.0,04002
4,3,539,539,100.0,04003
4,4,639,639,100.0,04004
4,5,313,313,100.0,04005
4,6,448,448,100.0,04006
4,7,320,320,100.0,04007
4,8,458,458,100.0,04008
4,9,487,487,100.0,04009
4,10,454,454,100.0,04010
4,11,609,609,100.0,04011
4,12,386,386,100.0,04012
4,13,390,390,100.0,04013
4,14,380,380,100.0,04014
4,15,356,356,100.0,04015
4,16,498,498,100.0,04016
4,17,668,668,100.0,04017
4,18,206,206,100.0,04018
4,19,450,450,100.0,04019
4,20,614,614,100.0,04020
4,21,406,406,100.0,04021
4,22,204,204,100.0,04022
4,23,356,356,100.0,04023
4,24,722,722,100.0,04024
4,25,821,821,100.0,04025
4,26,712,712,100.0,04026
4,27,798,798,100.0,04027
4,28,823,823,100.0,04028
5,1,607,607,100.0,05001
5,2,692,692,100.0,05002
5,3,640,640,100.0,05003
5,4,512,512,100.0,05004
5,5,297,297,100.0,05005
5,6,267,267,100.0,05006
5,7,151,151,100.0,05007
5,8,191,191,100.0,05008
5,9,181,181,100.0,05009
5,10,307,307,100.0,05010
5,11,411,411,100.0,05011
5,12,694,694,100.0,05012
5,13,290,290,100.0,05013
5,14,329,329,100.0,05014
5,15,970,970,100.0,05015
5,16,600,600,100.0,05016
5,17,446,446,100.0,05017
5,18,902,902,100.0,05018
5,19,402,402,100.0,05019
5,20,661,661,100.0,05020
5,21,556,556,100.0,05021
5,22,649,649,100.0,05022
5,23,359,359,100.0,05023
5,24,406,406,100.0,05024
5,25,901,901,100.0,05025
6,7,367,367,100.0,06007
6,9,573,573,100.0,06009
6,10,342,342,100.0,06010
6,12,300,300,100.0,06012
6,13,501,501,100.0,06013
6,14,485,485,100.0,06014
6,15,512,512,100.0,06015
6,19,197,197,100.0,06019
6,23,80,80,100.0,06023
7,1,118,118,100.0,07001
7,2,144,144,100.0,07002
7,10,51,51,100.0,07010
8,1,509,509,100.0,08001
8,2,272,272,100.0,08002
8,3,224,224,100.0,08003
8,4,519,519,100.0,08004
8,5,198,198,100.0,08005
8,10,544,544,100.0,08010
8,30,432,432,100.0,08030
17,10,455,455,100.0,17010
17,15,537,537,100.0,17015
17,16,247,247,100.0,17016
17,17,208,208,100.0,17017
17,18,622,622,100.0,17018
17,19,202,202,100.0,17019
17,20,414,414,100.0,17020
17,21,476,476,100.0,17021
17,22,3,3,100.0,17022
17,23,304,304,100.0,17023
17,24,520,520,100.0,17024
17,25,4,4,100.0,17025
18,4,506,506,100.0,18004
18,5,416,416,100.0,18005
18,6,729,729,100.0,18006
18,7,562,562,100.0,18007
18,8,817,817,100.0,18008
18,9,650,650,100.0,18009
18,10,746,746,100.0,18010
18,11,39,39,100.0,18011
18,12,653,653,100.0,18012
18,13,401,401,100.0,18013
18,14,88,88,100.0,18014
18,15,305,305,100.0,18015
18,17,336,336,100.0,18017
18,21,488,488,100.0,18021
20,13,679,679,100.0,20013
20,14,419,419,100.0,20014
20,15,384,384,100.0,20015
20,16,431,431,100.0,20016
20,17,519,519,100.0,20017
20,18,623,623,100.0,20018
20,19,334,334,100.0,20019
20,20,431,431,100.0,20020
20,21,595,595,100.0,20021
20,22,511,511,100.0,20022
27,6,588,588,100.0,27006
27,9,529,529,100.0,27009
27,12,382,382,100.0,27012
27,15,182,182,100.0,27015
27,20,316,316,100.0,27020
27,21,217,217,100.0,27021
34,15,61,61,100.0,34015
34,16,222,222,100.0,34016
34,17,725,725,100.0,34017
34,19,177,177,100.0,34019
34,20,87,87,100.0,34020
42,1,253,253,100.0,42001
42,2,250,250,100.0,42002
42,3,688,688,100.0,42003
42,4,580,580,100.0,42004
42,5,819,819,100.0,42005
42,6,345,345,100.0,42006
42,7,538,538,100.0,42007
42,8,388,388,100.0,42008
42,9,251,251,100.0,42009
42,23,460,460,100.0,42023
42,24,736,736,100.0,42024
43,1,652,652,100.0,43001
43,2,777,777,100.0,43002
43,3,268,268,100.0,43003
