ward,precinct,total,"Larry Rogers, Jr.","Larry Rogers, Jr. Percent",precinct_id
19,8,283,283,100.0,19008
19,20,69,69,100.0,19020
19,25,102,102,100.0,19025
19,27,175,175,100.0,19027
19,28,0,0,0.0,19028
20,1,136,136,100.0,20001
20,2,25,25,100.0,20002
20,3,144,144,100.0,20003
20,4,123,123,100.0,20004
20,5,220,220,100.0,20005
20,6,141,141,100.0,20006
20,7,193,193,100.0,20007
20,8,226,226,100.0,20008
20,9,436,436,100.0,20009
20,10,467,467,100.0,20010
20,11,370,370,100.0,20011
20,12,80,80,100.0,20012
20,13,669,669,100.0,20013
20,14,410,410,100.0,20014
20,15,376,376,100.0,20015
20,16,416,416,100.0,20016
20,17,505,505,100.0,20017
20,18,618,618,100.0,20018
20,19,330,330,100.0,20019
20,20,423,423,100.0,20020
20,21,578,578,100.0,20021
20,22,504,504,100.0,20022
20,23,190,190,100.0,20023
21,1,581,581,100.0,21001
21,2,185,185,100.0,21002
21,3,645,645,100.0,21003
21,4,521,521,100.0,21004
21,5,576,576,100.0,21005
21,6,468,468,100.0,21006
21,7,669,669,100.0,21007
21,8,557,557,100.0,21008
21,9,185,185,100.0,21009
21,10,624,624,100.0,21010
21,11,638,638,100.0,21011
21,12,293,293,100.0,21012
21,13,481,481,100.0,21013
21,14,702,702,100.0,21014
21,15,680,680,100.0,21015
21,16,585,585,100.0,21016
21,17,442,442,100.0,21017
21,18,642,642,100.0,21018
21,19,562,562,100.0,21019
21,20,459,459,100.0,21020
21,21,654,654,100.0,21021
21,22,683,683,100.0,21022
21,23,471,471,100.0,21023
21,24,498,498,100.0,21024
21,25,381,381,100.0,21025
21,26,442,442,100.0,21026
21,27,632,632,100.0,21027
21,28,576,576,100.0,21028
21,29,567,567,100.0,21029
23,27,39,39,100.0,23027
24,1,196,196,100.0,24001
24,2,184,184,100.0,24002
24,3,375,375,100.0,24003
24,4,313,313,100.0,24004
24,5,536,536,100.0,24005
24,6,328,328,100.0,24006
24,7,167,167,100.0,24007
24,8,223,223,100.0,24008
24,9,402,402,100.0,24009
24,10,302,302,100.0,24010
24,11,388,388,100.0,24011
24,13,405,405,100.0,24013
24,14,295,295,100.0,24014
26,2,258,258,100.0,26002
26,5,347,347,100.0,26005
26,9,69,69,100.0,26009
26,10,263,263,100.0,26010
26,12,97,97,100.0,26012
26,13,209,209,100.0,26013
26,16,397,397,100.0,26016
26,27,444,444,100.0,26027
26,29,386,386,100.0,26029
27,2,596,596,100.0,27002
27,3,327,327,100.0,27003
27,4,440,440,100.0,27004
27,5,283,283,100.0,27005
27,8,161,161,100.0,27008
27,10,288,288,100.0,27010
27,14,352,352,100.0,27014
27,16,137,137,100.0,27016
27,17,218,218,100.0,27017
27,18,506,506,100.0,27018
27,19,155,155,100.0,27019
27,22,327,327,100.0,27022
27,23,284,284,100.0,27023
27,24,160,160,100.0,27024
27,25,352,352,100.0,27025
27,26,449,449,100.0,27026
27,27,209,209,100.0,27027
28,1,251,251,100.0,28001
28,2,256,256,100.0,28002
28,3,79,79,100.0,28003
28,4,204,204,100.0,28004
28,5,191,191,100.0,28005
28,6,382,382,100.0,28006
28,7,158,158,100.0,28007
28,8,347,347,100.0,28008
28,9,188,188,100.0,28009
28,10,115,115,100.0,28010
28,11,485,485,100.0,28011
28,12,590,590,100.0,28012
28,13,467,467,100.0,28013
28,14,421,421,100.0,28014
28,15,4,4,100.0,28015
28,17,122,122,100.0,28017
28,18,316,316,100.0,28018
28,19,321,321,100.0,28019
28,20,261,261,100.0,28020
28,21,277,277,100.0,28021
28,22,217,217,100.0,28022
28,23,319,319,100.0,28023
28,24,241,241,100.0,28024
28,25,478,478,100.0,28025
28,26,157,157,100.0,28026
29,12,539,539,100.0,29012
29,13,537,537,100.0,29013
29,14,464,464,100.0,29014
29,15,413,413,100.0,29015
29,16,480,480,100.0,29016
29,17,325,325,100.0,29017
29,18,459,459,100.0,29018
29,19,527,527,100.0,29019
29,20,296,296,100.0,29020
29,21,359,359,100.0,29021
29,22,515,515,100.0,29022
29,23,486,486,100.0,29023
29,24,387,387,100.0,29024
34,1,542,542,100.0,34001
34,2,306,306,100.0,34002
34,3,727,727,100.0,34003
34,4,379,379,100.0,34004
34,5,711,711,100.0,34005
34,6,492,492,100.0,34006
34,8,400,400,100.0,34008
34,9,525,525,100.0,34009
34,11,273,273,100.0,34011
34,15,289,289,100.0,34015
34,16,795,795,100.0,34016
34,17,720,720,100.0,34017
34,18,662,662,100.0,34018
34,19,494,494,100.0,34019
34,20,628,628,100.0,34020
36,14,229,229,100.0,36014
36,16,107,107,100.0,36016
36,17,399,399,100.0,36017
36,18,263,263,100.0,36018
36,21,196,196,100.0,36021
37,1,381,381,100.0,37001
37,2,318,318,100.0,37002
37,3,362,362,100.0,37003
37,4,387,387,100.0,37004
37,5,276,276,100.0,37005
37,6,487,487,100.0,37006
37,7,344,344,100.0,37007
37,8,474,474,100.0,37008
37,9,195,195,100.0,37009
37,11,341,341,100.0,37011
37,12,39,39,100.0,37012
37,13,276,276,100.0,37013
37,14,468,468,100.0,37014
37,15,419,419,100.0,37015
37,17,268,268,100.0,37017
37,18,341,341,100.0,37018
37,19,262,262,100.0,37019
37,20,476,476,100.0,37020
37,21,285,285,100.0,37021
42,1,251,251,100.0,42001
42,2,252,252,100.0,42002
42,3,675,675,100.0,42003
42,4,573,573,100.0,42004
42,5,819,819,100.0,42005
42,6,340,340,100.0,42006
42,7,528,528,100.0,42007
42,8,382,382,100.0,42008
42,9,445,445,100.0,42009
42,10,403,403,100.0,42010
42,11,397,397,100.0,42011
42,12,364,364,100.0,42012
42,13,260,260,100.0,42013
42,14,5,5,100.0,42014
42,16,554,554,100.0,42016
42,23,175,175,100.0,42023
