ward,precinct,total,Alexi Giannoulias,Alexi Giannoulias Percent,Dan Brady,Dan Brady Percent,Jon Stewart,Jon Stewart Percent,precinct_id
33,16,820,731,89.15,68,8.29,21,2.56,33016
33,17,785,673,85.73,91,11.59,21,2.68,33017
34,1,658,557,84.65,93,14.13,8,1.22,34001
34,2,413,306,74.09,96,23.24,11,2.66,34002
34,3,927,759,81.88,150,16.18,18,1.94,34003
34,4,535,405,75.7,122,22.8,8,1.5,34004
34,5,860,723,84.07,114,13.26,23,2.67,34005
34,6,651,526,80.8,117,17.97,8,1.23,34006
34,7,300,239,79.67,55,18.33,6,2.0,34007
34,8,518,399,77.03,109,21.04,10,1.93,34008
34,9,989,730,73.81,233,23.56,26,2.63,34009
34,10,387,295,76.23,85,21.96,7,1.81,34010
34,11,646,509,78.79,118,18.27,19,2.94,34011
34,12,642,513,79.91,115,17.91,14,2.18,34012
34,13,739,580,78.48,143,19.35,16,2.17,34013
34,14,772,566,73.32,188,24.35,18,2.33,34014
34,15,598,486,81.27,101,16.89,11,1.84,34015
34,16,929,812,87.41,100,10.76,17,1.83,34016
34,17,834,734,88.01,82,9.83,18,2.16,34017
34,18,797,696,87.33,87,10.92,14,1.76,34018
34,19,608,491,80.76,103,16.94,14,2.3,34019
34,20,786,626,79.64,144,18.32,16,2.04,34020
35,1,223,179,80.27,41,18.39,3,1.35,35001
35,2,536,448,83.58,74,13.81,14,2.61,35002
35,3,386,340,88.08,37,9.59,9,2.33,35003
35,4,590,516,87.46,63,10.68,11,1.86,35004
35,5,815,748,91.78,52,6.38,15,1.84,35005
35,6,1201,1101,91.67,87,7.24,13,1.08,35006
35,7,792,698,88.13,76,9.6,18,2.27,35007
35,8,527,461,87.48,55,10.44,11,2.09,35008
35,9,980,898,91.63,70,7.14,12,1.22,35009
35,10,596,545,91.44,41,6.88,10,1.68,35010
35,11,793,717,90.42,64,8.07,12,1.51,35011
35,12,1035,930,89.86,89,8.6,16,1.55,35012
35,13,654,585,89.45,61,9.33,8,1.22,35013
35,14,557,503,90.31,43,7.72,11,1.97,35014
35,15,830,724,87.23,90,10.84,16,1.93,35015
35,16,1040,908,87.31,113,10.87,19,1.83,35016
35,17,687,593,86.32,73,10.63,21,3.06,35017
35,18,436,377,86.47,47,10.78,12,2.75,35018
35,19,634,539,85.02,80,12.62,15,2.37,35019
35,20,397,326,82.12,61,15.37,10,2.52,35020
35,21,627,499,79.59,113,18.02,15,2.39,35021
35,22,842,682,81.0,147,17.46,13,1.54,35022
36,1,353,219,62.04,126,35.69,8,2.27,36001
36,2,400,263,65.75,129,32.25,8,2.0,36002
36,3,323,217,67.18,94,29.1,12,3.72,36003
36,4,386,270,69.95,104,26.94,12,3.11,36004
36,5,330,249,75.45,73,22.12,8,2.42,36005
36,6,273,213,78.02,54,19.78,6,2.2,36006
36,7,223,175,78.48,42,18.83,6,2.69,36007
36,8,190,137,72.11,48,25.26,5,2.63,36008
36,9,470,375,79.79,86,18.3,9,1.91,36009
36,10,338,255,75.44,72,21.3,11,3.25,36010
36,11,259,202,77.99,48,18.53,9,3.47,36011
36,12,201,158,78.61,40,19.9,3,1.49,36012
36,13,115,85,73.91,27,23.48,3,2.61,36013
36,14,344,276,80.23,57,16.57,11,3.2,36014
36,15,164,140,85.37,21,12.8,3,1.83,36015
36,16,132,107,81.06,20,15.15,5,3.79,36016
36,17,487,430,88.3,48,9.86,9,1.85,36017
36,18,539,479,88.87,44,8.16,16,2.97,36018
36,19,727,648,89.13,65,8.94,14,1.93,36019
36,20,803,695,86.55,89,11.08,19,2.37,36020
36,21,581,446,76.76,125,21.51,10,1.72,36021
36,22,716,623,87.01,83,11.59,10,1.4,36022
36,23,631,524,83.04,87,13.79,20,3.17,36023
36,24,666,555,83.33,91,13.66,20,3.0,36024
36,25,752,646,85.9,80,10.64,26,3.46,36025
36,26,695,602,86.62,76,10.94,17,2.45,36026
36,27,787,677,86.02,95,12.07,15,1.91,36027
37,1,441,380,86.17,38,8.62,23,5.22,37001
37,2,367,326,88.83,27,7.36,14,3.81,37002
37,3,415,387,93.25,23,5.54,5,1.2,37003
37,4,454,417,91.85,26,5.73,11,2.42,37004
37,5,324,293,90.43,25,7.72,6,1.85,37005
37,6,581,540,92.94,31,5.34,10,1.72,37006
37,7,407,367,90.17,34,8.35,6,1.47,37007
37,8,533,502,94.18,20,3.75,11,2.06,37008
37,9,231,217,93.94,9,3.9,5,2.16,37009
37,10,390,349,89.49,31,7.95,10,2.56,37010
37,11,386,365,94.56,14,3.63,7,1.81,37011
37,12,535,493,92.15,32,5.98,10,1.87,37012
37,13,321,295,91.9,19,5.92,7,2.18,37013
37,14,534,502,94.01,19,3.56,13,2.43,37014
37,15,498,459,92.17,30,6.02,9,1.81,37015
37,16,541,497,91.87,37,6.84,7,1.29,37016
37,17,329,314,95.44,10,3.04,5,1.52,37017
37,18,422,375,88.86,38,9.0,9,2.13,37018
37,19,315,288,91.43,22,6.98,5,1.59,37019
37,20,557,516,92.64,29,5.21,12,2.15,37020
37,21,336,307,91.37,24,7.14,5,1.49,37021
37,22,408,358,87.75,36,8.82,14,3.43,37022
38,1,933,390,41.8,527,56.48,16,1.71,38001
38,2,466,221,47.42,237,50.86,8,1.72,38002
38,3,655,312,47.63,327,49.92,16,2.44,38003
38,4,481,238,49.48,230,47.82,13,2.7,38004
38,5,721,341,47.3,364,50.49,16,2.22,38005
38,6,505,273,54.06,228,45.15,4,0.79,38006
38,7,566,322,56.89,231,40.81,13,2.3,38007
38,8,509,262,51.47,228,44.79,19,3.73,38008
38,9,490,296,60.41,181,36.94,13,2.65,38009
38,10,476,257,53.99,207,43.49,12,2.52,38010
38,11,587,368,62.69,214,36.46,5,0.85,38011
38,12,767,461,60.1,288,37.55,18,2.35,38012
38,13,405,233,57.53,165,40.74,7,1.73,38013
38,14,527,294,55.79,223,42.31,10,1.9,38014
38,15,447,269,60.18,172,38.48,6,1.34,38015
38,16,782,474,60.61,288,36.83,20,2.56,38016
38,17,659,429,65.1,218,33.08,12,1.82,38017
38,18,768,512,66.67,240,31.25,16,2.08,38018
38,19,800,568,71.0,208,26.0,24,3.0,38019
38,20,671,456,67.96,197,29.36,18,2.68,38020
38,21,816,564,69.12,234,28.68,18,2.21,38021
38,22,542,391,72.14,140,25.83,11,2.03,38022
38,23,781,555,71.06,211,27.02,15,1.92,38023
38,24,751,519,69.11,214,28.5,18,2.4,38024
38,25,892,702,78.7,173,19.39,17,1.91,38025
39,1,649,442,68.1,200,30.82,7,1.08,39001
39,2,364,250,68.68,107,29.4,7,1.92,39002
39,3,488,391,80.12,87,17.83,10,2.05,39003
39,4,687,427,62.15,246,35.81,14,2.04,39004
39,5,464,366,78.88,90,19.4,8,1.72,39005
39,6,349,260,74.5,80,22.92,9,2.58,39006
39,7,333,263,78.98,58,17.42,12,3.6,39007
39,8,358,269,75.14,76,21.23,13,3.63,39008
39,9,337,236,70.03,90,26.71,11,3.26,39009
39,10,441,374,84.81,55,12.47,12,2.72,39010
39,11,347,251,72.33,89,25.65,7,2.02,39011
39,12,582,429,73.71,136,23.37,17,2.92,39012
39,13,829,647,78.05,162,19.54,20,2.41,39013
39,14,929,494,53.18,424,45.64,11,1.18,39014
39,15,661,506,76.55,136,20.57,19,2.87,39015
39,16,395,314,79.49,73,18.48,8,2.03,39016
39,17,951,564,59.31,370,38.91,17,1.79,39017
39,18,409,240,58.68,159,38.88,10,2.44,39018
39,19,837,679,81.12,144,17.2,14,1.67,39019
39,20,571,348,60.95,216,37.83,7,1.23,39020
39,21,745,595,79.87,123,16.51,27,3.62,39021
39,22,395,235,59.49,150,37.97,10,2.53,39022
39,23,88,53,60.23,33,37.5,2,2.27,39023
39,24,527,434,82.35,78,14.8,15,2.85,39024
39,25,392,336,85.71,46,11.73,10,2.55,39025
39,26,327,260,79.51,58,17.74,9,2.75,39026
39,27,375,253,67.47,116,30.93,6,1.6,39027
39,28,379,297,78.36,73,19.26,9,2.37,39028
39,29,168,121,72.02,45,26.79,2,1.19,39029
39,30,323,229,70.9,87,26.93,7,2.17,39030
39,31,427,268,62.76,145,33.96,14,3.28,39031
39,32,967,634,65.56,314,32.47,19,1.96,39032
39,33,360,240,66.67,114,31.67,6,1.67,39033
39,34,420,265,63.1,144,34.29,11,2.62,39034
39,35,680,506,74.41,156,22.94,18,2.65,39035
40,1,595,502,84.37,82,13.78,11,1.85,40001
40,2,694,559,80.55,114,16.43,21,3.03,40002
40,3,641,532,83.0,93,14.51,16,2.5,40003
40,4,621,469,75.52,134,21.58,18,2.9,40004
40,5,504,413,81.94,84,16.67,7,1.39,40005
40,6,580,472,81.38,90,15.52,18,3.1,40006
40,7,636,549,86.32,64,10.06,23,3.62,40007
40,8,419,330,78.76,79,18.85,10,2.39,40008
40,9,736,584,79.35,137,18.61,15,2.04,40009
40,10,1104,982,88.95,109,9.87,13,1.18,40010
40,11,745,563,75.57,160,21.48,22,2.95,40011
40,12,754,642,85.15,91,12.07,21,2.79,40012
40,13,761,688,90.41,52,6.83,21,2.76,40013
40,14,1006,929,92.35,54,5.37,23,2.29,40014
40,15,739,668,90.39,61,8.25,10,1.35,40015
40,16,715,666,93.15,39,5.45,10,1.4,40016
40,17,763,675,88.47,68,8.91,20,2.62,40017
40,18,864,757,87.62,87,10.07,20,2.31,40018
40,19,753,666,88.45,73,9.69,14,1.86,40019
40,20,867,753,86.85,96,11.07,18,2.08,40020
40,21,782,705,90.15,64,8.18,13,1.66,40021
40,22,1055,931,88.25,109,10.33,15,1.42,40022
40,23,1100,984,89.45,92,8.36,24,2.18,40023
41,1,552,259,46.92,284,51.45,9,1.63,41001
41,2,363,206,56.75,148,40.77,9,2.48,41002
41,3,380,195,51.32,180,47.37,5,1.32,41003
41,4,544,226,41.54,315,57.9,3,0.55,41004
41,5,546,276,50.55,258,47.25,12,2.2,41005
41,6,567,284,50.09,277,48.85,6,1.06,41006
41,7,455,233,51.21,206,45.27,16,3.52,41007
41,8,472,242,51.27,223,47.25,7,1.48,41008
41,9,886,492,55.53,377,42.55,17,1.92,41009
41,10,720,371,51.53,336,46.67,13,1.81,41010
41,11,523,291,55.64,212,40.54,20,3.82,41011
41,12,361,167,46.26,190,52.63,4,1.11,41012
41,13,797,450,56.46,330,41.41,17,2.13,41013
41,14,899,482,53.62,396,44.05,21,2.34,41014
41,15,1121,573,51.12,528,47.1,20,1.78,41015
41,16,394,218,55.33,170,43.15,6,1.52,41016
41,17,276,147,53.26,123,44.57,6,2.17,41017
41,18,831,456,54.87,352,42.36,23,2.77,41018
41,19,413,247,59.81,160,38.74,6,1.45,41019
41,20,473,260,54.97,201,42.49,12,2.54,41020
41,21,443,223,50.34,204,46.05,16,3.61,41021
41,22,372,203,54.57,162,43.55,7,1.88,41022
41,23,498,241,48.39,249,50.0,8,1.61,41023
41,24,833,434,52.1,384,46.1,15,1.8,41024
41,25,679,315,46.39,351,51.69,13,1.91,41025
41,26,898,505,56.24,377,41.98,16,1.78,41026
41,27,654,334,51.07,309,47.25,11,1.68,41027
41,28,1080,580,53.7,487,45.09,13,1.2,41028
41,29,1097,576,52.51,506,46.13,15,1.37,41029
41,30,863,364,42.18,483,55.97,16,1.85,41030
41,31,779,344,44.16,424,54.43,11,1.41,41031
42,1,370,260,70.27,103,27.84,7,1.89,42001
42,2,318,250,78.62,61,19.18,7,2.2,42002
42,3,919,699,76.06,209,22.74,11,1.2,42003
42,4,785,557,70.96,214,27.26,14,1.78,42004
42,5,1068,824,77.15,225,21.07,19,1.78,42005
42,6,484,344,71.07,131,27.07,9,1.86,42006
42,7,729,531,72.84,179,24.55,19,2.61,42007
42,8,495,386,77.98,102,20.61,7,1.41,42008
42,9,841,598,71.11,228,27.11,15,1.78,42009
42,10,567,393,69.31,161,28.4,13,2.29,42010
42,11,564,478,84.75,74,13.12,12,2.13,42011
42,12,481,350,72.77,122,25.36,9,1.87,42012
42,13,362,277,76.52,74,20.44,11,3.04,42013
42,14,262,222,84.73,36,13.74,4,1.53,42014
42,15,287,195,67.94,84,29.27,8,2.79,42015
42,16,857,619,72.23,225,26.25,13,1.52,42016
42,17,1019,752,73.8,243,23.85,24,2.36,42017
42,18,542,408,75.28,123,22.69,11,2.03,42018
42,19,807,624,77.32,169,20.94,14,1.73,42019
42,20,859,625,72.76,219,25.49,15,1.75,42020
42,21,962,752,78.17,195,20.27,15,1.56,42021
42,22,878,667,75.97,199,22.67,12,1.37,42022
42,23,1002,743,74.15,249,24.85,10,1.0,42023
42,24,972,745,76.65,220,22.63,7,0.72,42024
43,1,906,670,73.95,221,24.39,15,1.66,43001
43,2,1075,797,74.14,262,24.37,16,1.49,43002
43,3,376,279,74.2,96,25.53,1,0.27,43003
43,4,706,557,78.9,139,19.69,10,1.42,43004
43,5,1095,861,78.63,208,19.0,26,2.37,43005
43,6,1257,1014,80.67,222,17.66,21,1.67,43006
43,7,1131,943,83.38,167,14.77,21,1.86,43007
43,8,954,779,81.66,156,16.35,19,1.99,43008
43,9,1254,1027,81.9,202,16.11,25,1.99,43009
43,10,847,646,76.27,181,21.37,20,2.36,43010
43,11,581,440,75.73,135,23.24,6,1.03,43011
43,12,1125,869,77.24,236,20.98,20,1.78,43012
43,13,812,617,75.99,178,21.92,17,2.09,43013
43,14,498,376,75.5,110,22.09,12,2.41,43014
43,15,1057,836,79.09,202,19.11,19,1.8,43015
43,16,413,323,78.21,81,19.61,9,2.18,43016
43,17,971,782,80.54,170,17.51,19,1.96,43017
43,18,1175,926,78.81,220,18.72,29,2.47,43018
43,19,1109,846,76.28,239,21.55,24,2.16,43019
43,20,920,716,77.83,183,19.89,21,2.28,43020
43,21,480,366,76.25,102,21.25,12,2.5,43021
43,22,1169,876,74.94,266,22.75,27,2.31,43022
43,23,804,608,75.62,183,22.76,13,1.62,43023
44,1,1048,936,89.31,98,9.35,14,1.34,44001
44,2,797,633,79.42,152,19.07,12,1.51,44002
44,3,1010,852,84.36,148,14.65,10,0.99,44003
44,4,1344,1075,79.99,241,17.93,28,2.08,44004
44,5,918,830,90.41,72,7.84,16,1.74,44005
44,6,897,765,85.28,114,12.71,18,2.01,44006
44,7,927,811,87.49,97,10.46,19,2.05,44007
44,8,953,837,87.83,104,10.91,12,1.26,44008
44,9,1275,1060,83.14,184,14.43,31,2.43,44009
44,10,1236,1033,83.58,184,14.89,19,1.54,44010
44,11,981,802,81.75,156,15.9,23,2.34,44011
44,12,1116,983,88.08,108,9.68,25,2.24,44012
44,13,1068,930,87.08,115,10.77,23,2.15,44013
44,14,1054,901,85.48,126,11.95,27,2.56,44014
44,15,1191,1032,86.65,142,11.92,17,1.43,44015
44,16,1212,1026,84.65,159,13.12,27,2.23,44016
44,17,1217,1078,88.58,125,10.27,14,1.15,44017
44,18,849,747,87.99,92,10.84,10,1.18,44018
44,19,1167,975,83.55,170,14.57,22,1.89,44019
44,20,704,620,88.07,72,10.23,12,1.7,44020
44,21,1212,1087,89.69,103,8.5,22,1.82,44021
45,1,1101,588,53.41,494,44.87,19,1.73,45001
45,2,562,348,61.92,205,36.48,9,1.6,45002
45,3,339,190,56.05,142,41.89,7,2.06,45003
45,4,401,251,62.59,139,34.66,11,2.74,45004
45,5,643,415,64.54,218,33.9,10,1.56,45005
45,6,699,387,55.36,285,40.77,27,3.86,45006
45,7,679,414,60.97,243,35.79,22,3.24,45007
45,8,579,350,60.45,217,37.48,12,2.07,45008
45,9,635,398,62.68,223,35.12,14,2.2,45009
45,10,602,380,63.12,204,33.89,18,2.99,45010
45,11,832,478,57.45,343,41.23,11,1.32,45011
45,12,537,375,69.83,150,27.93,12,2.23,45012
45,13,772,548,70.98,210,27.2,14,1.81,45013
45,14,461,314,68.11,141,30.59,6,1.3,45014
45,15,516,383,74.22,123,23.84,10,1.94,45015
45,16,650,468,72.0,162,24.92,20,3.08,45016
45,17,726,457,62.95,257,35.4,12,1.65,45017
45,18,739,481,65.09,247,33.42,11,1.49,45018
45,19,481,342,71.1,129,26.82,10,2.08,45019
45,20,630,484,76.83,131,20.79,15,2.38,45020
45,21,562,367,65.3,181,32.21,14,2.49,45021
45,22,639,518,81.06,108,16.9,13,2.03,45022
45,23,665,486,73.08,165,24.81,14,2.11,45023
45,24,575,405,70.43,154,26.78,16,2.78,45024
45,25,815,614,75.34,173,21.23,28,3.44,45025
45,26,612,466,76.14,129,21.08,17,2.78,45026
45,27,719,565,78.58,135,18.78,19,2.64,45027
45,28,697,529,75.9,149,21.38,19,2.73,45028
45,29,653,550,84.23,86,13.17,17,2.6,45029
46,1,845,702,83.08,130,15.38,13,1.54,46001
46,2,832,743,89.3,74,8.89,15,1.8,46002
46,3,908,814,89.65,80,8.81,14,1.54,46003
46,4,1059,920,86.87,125,11.8,14,1.32,46004
46,5,863,728,84.36,124,14.37,11,1.27,46005
46,6,1280,1122,87.66,137,10.7,21,1.64,46006
46,7,799,725,90.74,61,7.63,13,1.63,46007
46,8,960,832,86.67,103,10.73,25,2.6,46008
46,9,1025,879,85.76,125,12.2,21,2.05,46009
46,10,878,794,90.43,68,7.74,16,1.82,46010
46,11,1046,900,86.04,123,11.76,23,2.2,46011
46,12,1235,1090,88.26,117,9.47,28,2.27,46012
46,13,1078,987,91.56,71,6.59,20,1.86,46013
46,14,602,552,91.69,40,6.64,10,1.66,46014
46,15,1238,1059,85.54,161,13.0,18,1.45,46015
46,16,859,786,91.5,57,6.64,16,1.86,46016
46,17,1073,994,92.64,63,5.87,16,1.49,46017
46,18,979,885,90.4,65,6.64,29,2.96,46018
46,19,797,715,89.71,59,7.4,23,2.89,46019
46,20,746,650,87.13,77,10.32,19,2.55,46020
46,21,573,510,89.01,53,9.25,10,1.75,46021
46,22,723,644,89.07,63,8.71,16,2.21,46022
46,23,614,560,91.21,39,6.35,15,2.44,46023
47,1,809,716,88.5,79,9.77,14,1.73,47001
47,2,758,675,89.05,65,8.58,18,2.37,47002
47,3,765,700,91.5,54,7.06,11,1.44,47003
47,4,941,868,92.24,59,6.27,14,1.49,47004
47,5,1094,1013,92.6,58,5.3,23,2.1,47005
47,6,930,881,94.73,38,4.09,11,1.18,47006
47,7,1361,1217,89.42,116,8.52,28,2.06,47007
47,8,844,748,88.63,76,9.0,20,2.37,47008
47,9,1079,938,86.93,115,10.66,26,2.41,47009
47,10,943,857,90.88,65,6.89,21,2.23,47010
47,11,831,757,91.1,60,7.22,14,1.68,47011
47,12,636,574,90.25,50,7.86,12,1.89,47012
47,13,685,600,87.59,76,11.09,9,1.31,47013
47,14,856,704,82.24,139,16.24,13,1.52,47014
47,15,868,723,83.29,124,14.29,21,2.42,47015
47,16,897,754,84.06,117,13.04,26,2.9,47016
47,17,780,684,87.69,85,10.9,11,1.41,47017
47,18,980,875,89.29,86,8.78,19,1.94,47018
47,19,948,857,90.4,71,7.49,20,2.11,47019
47,20,934,798,85.44,117,12.53,19,2.03,47020
47,21,960,807,84.06,133,13.85,20,2.08,47021
47,22,808,689,85.27,110,13.61,9,1.11,47022
47,23,918,795,86.6,110,11.98,13,1.42,47023
47,24,1082,923,85.3,134,12.38,25,2.31,47024
47,25,850,719,84.59,115,13.53,16,1.88,47025
47,26,1098,919,83.7,166,15.12,13,1.18,47026
47,27,971,833,85.79,116,11.95,22,2.27,47027
47,28,732,589,80.46,120,16.39,23,3.14,47028
48,1,930,859,92.37,55,5.91,16,1.72,48001
48,2,329,285,86.63,38,11.55,6,1.82,48002
48,3,520,452,86.92,58,11.15,10,1.92,48003
48,4,570,532,93.33,28,4.91,10,1.75,48004
48,5,340,308,90.59,29,8.53,3,0.88,48005
48,6,764,687,89.92,57,7.46,20,2.62,48006
48,7,739,671,90.8,54,7.31,14,1.89,48007
48,8,504,419,83.13,69,13.69,16,3.17,48008
48,9,399,300,75.19,91,22.81,8,2.01,48009
48,10,887,822,92.67,48,5.41,17,1.92,48010
48,11,577,532,92.2,39,6.76,6,1.04,48011
48,12,868,732,84.33,121,13.94,15,1.73,48012
48,13,635,536,84.41,88,13.86,11,1.73,48013
48,14,713,637,89.34,56,7.85,20,2.81,48014
48,15,567,498,87.83,53,9.35,16,2.82,48015
48,16,433,389,89.84,38,8.78,6,1.39,48016
48,17,248,201,81.05,42,16.94,5,2.02,48017
48,18,764,674,88.22,76,9.95,14,1.83,48018
48,19,425,368,86.59,47,11.06,10,2.35,48019
48,20,299,247,82.61,43,14.38,9,3.01,48020
48,21,677,595,87.89,64,9.45,18,2.66,48021
48,22,415,352,84.82,56,13.49,7,1.69,48022
48,23,521,446,85.6,63,12.09,12,2.3,48023
48,24,998,806,80.76,172,17.23,20,2.0,48024
48,25,754,683,90.58,56,7.43,15,1.99,48025
48,26,419,363,86.63,50,11.93,6,1.43,48026
48,27,500,440,88.0,49,9.8,11,2.2,48027
48,28,628,587,93.47,29,4.62,12,1.91,48028
48,29,250,224,89.6,25,10.0,1,0.4,48029
48,30,672,596,88.69,57,8.48,19,2.83,48030
48,31,679,620,91.31,45,6.63,14,2.06,48031
48,32,576,510,88.54,53,9.2,13,2.26,48032
48,33,291,255,87.63,31,10.65,5,1.72,48033
48,34,531,481,90.58,45,8.47,5,0.94,48034
48,35,851,759,89.19,75,8.81,17,2.0,48035
49,1,826,750,90.8,54,6.54,22,2.66,49001
49,2,768,672,87.5,67,8.72,29,3.78,49002
49,3,1011,891,88.13,100,9.89,20,1.98,49003
49,4,1003,912,90.93,68,6.78,23,2.29,49004
49,5,1040,937,90.1,86,8.27,17,1.63,49005
49,6,95,74,77.89,17,17.89,4,4.21,49006
49,7,998,876,87.78,102,10.22,20,2.0,49007
49,8,1118,1054,94.28,47,4.2,17,1.52,49008
49,9,1052,952,90.49,85,8.08,15,1.43,49009
49,10,701,624,89.02,66,9.42,11,1.57,49010
49,11,779,691,88.7,75,9.63,13,1.67,49011
49,12,733,655,89.36,62,8.46,16,2.18,49012
49,13,871,787,90.36,68,7.81,16,1.84,49013
49,14,1060,967,91.23,68,6.42,25,2.36,49014
49,15,965,875,90.67,63,6.53,27,2.8,49015
49,16,947,855,90.29,70,7.39,22,2.32,49016
49,17,1001,914,91.31,69,6.89,18,1.8,49017
50,1,509,271,53.24,224,44.01,14,2.75,50001
50,2,538,309,57.43,218,40.52,11,2.04,50002
50,3,432,275,63.66,149,34.49,8,1.85,50003
50,4,466,351,75.32,101,21.67,14,3.0,50004
50,5,709,502,70.8,189,26.66,18,2.54,50005
50,6,325,282,86.77,39,12.0,4,1.23,50006
50,7,819,708,86.45,98,11.97,13,1.59,50007
50,8,548,458,83.58,73,13.32,17,3.1,50008
50,9,170,116,68.24,51,30.0,3,1.76,50009
50,10,392,204,52.04,178,45.41,10,2.55,50010
50,11,543,246,45.3,292,53.78,5,0.92,50011
50,12,194,108,55.67,83,42.78,3,1.55,50012
50,13,610,466,76.39,131,21.48,13,2.13,50013
50,14,139,73,52.52,66,47.48,0,0.0,50014
50,15,578,454,78.55,112,19.38,12,2.08,50015
50,16,138,67,48.55,69,50.0,2,1.45,50016
50,17,316,231,73.1,79,25.0,6,1.9,50017
50,18,73,35,47.95,38,52.05,0,0.0,50018
50,19,248,200,80.65,42,16.94,6,2.42,50019
50,20,225,190,84.44,29,12.89,6,2.67,50020
50,21,513,439,85.58,64,12.48,10,1.95,50021
50,22,604,273,45.2,307,50.83,24,3.97,50022
50,23,469,284,60.55,175,37.31,10,2.13,50023
50,24,634,264,41.64,358,56.47,12,1.89,50024
50,25,164,116,70.73,47,28.66,1,0.61,50025
50,26,273,160,58.61,108,39.56,5,1.83,50026
50,27,135,79,58.52,51,37.78,5,3.7,50027
50,28,596,479,80.37,105,17.62,12,2.01,50028
