ward,precinct,total,precinct_id
2,1,600,02001
2,2,732,02002
2,3,487,02003
2,4,515,02004
2,5,485,02005
2,6,680,02006
2,7,609,02007
2,8,453,02008
2,9,659,02009
2,10,314,02010
2,11,535,02011
2,12,479,02012
2,13,637,02013
2,14,409,02014
2,15,528,02015
2,16,596,02016
2,17,870,02017
2,18,546,02018
2,19,300,02019
2,20,345,02020
2,21,111,02021
2,22,448,02022
2,23,498,02023
2,24,374,02024
2,25,551,02025
3,3,380,03003
3,6,555,03006
3,7,48,03007
3,9,359,03009
3,10,367,03010
3,13,666,03013
3,14,708,03014
3,16,287,03016
3,18,28,03018
3,19,722,03019
3,21,512,03021
3,22,399,03022
3,25,703,03025
3,27,618,03027
4,24,122,04024
4,25,770,04025
4,26,644,04026
4,27,755,04027
4,28,766,04028
11,1,133,11001
11,2,70,11002
11,7,184,11007
11,8,200,11008
27,6,530,27006
27,9,486,27009
27,11,90,27011
27,12,341,27012
27,15,394,27015
27,20,281,27020
27,21,199,27021
27,28,340,27028
27,29,301,27029
32,4,515,32004
32,5,408,32005
32,6,248,32006
32,7,523,32007
32,13,163,32013
32,14,791,32014
32,15,744,32015
32,16,381,32016
32,20,704,32020
32,23,10,32023
34,14,185,34014
34,15,456,34015
34,16,737,34016
34,17,672,34017
34,18,620,34018
34,19,465,34019
34,20,588,34020
40,9,10,40009
40,10,865,40010
40,13,604,40013
40,14,454,40014
40,15,595,40015
40,16,593,40016
40,21,176,40021
42,1,233,42001
42,2,241,42002
42,3,630,42003
42,4,552,42004
42,5,759,42005
42,6,310,42006
42,7,480,42007
42,8,366,42008
42,9,562,42009
42,10,372,42010
42,11,457,42011
42,12,346,42012
42,13,252,42013
42,14,10,42014
42,15,191,42015
42,16,587,42016
42,17,693,42017
42,18,383,42018
42,19,556,42019
42,20,565,42020
42,21,688,42021
42,22,619,42022
42,23,666,42023
42,24,652,42024
43,1,591,43001
43,2,728,43002
43,3,229,43003
43,4,479,43004
43,5,781,43005
43,6,919,43006
43,7,839,43007
43,8,695,43008
43,9,938,43009
43,10,579,43010
43,11,371,43011
43,12,753,43012
43,13,545,43013
43,14,344,43014
43,15,714,43015
43,16,287,43016
43,17,709,43017
43,18,827,43018
43,19,775,43019
43,20,634,43020
43,21,335,43021
43,22,781,43022
43,23,553,43023
44,1,814,44001
44,2,537,44002
44,3,737,44003
44,4,933,44004
44,5,758,44005
44,6,675,44006
44,7,688,44007
44,8,740,44008
44,9,912,44009
44,10,938,44010
44,11,716,44011
44,12,872,44012
44,13,839,44013
44,14,815,44014
44,15,943,44015
44,16,889,44016
44,17,926,44017
44,18,642,44018
44,19,890,44019
44,20,541,44020
44,21,948,44021
46,1,646,46001
46,2,620,46002
46,3,695,46003
46,4,810,46004
46,5,654,46005
46,6,1017,46006
46,7,643,46007
46,8,780,46008
46,9,743,46009
46,10,707,46010
46,11,806,46011
46,12,972,46012
46,13,865,46013
46,14,479,46014
46,15,915,46015
46,16,686,46016
46,17,863,46017
46,18,808,46018
46,19,632,46019
46,20,576,46020
46,21,428,46021
46,22,547,46022
46,23,484,46023
47,5,885,47005
47,6,769,47006
47,12,498,47012
47,20,725,47020
47,22,586,47022
48,1,775,48001
48,3,418,48003
48,4,457,48004
48,5,254,48005
48,6,630,48006
48,7,607,48007
48,8,391,48008
48,9,270,48009
48,10,734,48010
48,11,477,48011
48,12,644,48012
48,14,575,48014
48,15,451,48015
48,16,360,48016
48,17,173,48017
48,18,383,48018
48,19,321,48019
48,20,227,48020
48,21,512,48021
48,23,390,48023
48,24,706,48024
48,25,605,48025
48,26,328,48026
48,27,158,48027
48,28,515,48028
48,29,173,48029
48,30,546,48030
48,31,565,48031
48,32,147,48032
48,34,434,48034
48,35,669,48035
49,6,19,49006
49,7,424,49007
49,8,261,49008
