ward,precinct,total,Mattie Hunter,Mattie Hunter Percent,precinct_id
3,1,637,637,100.0,03001
3,2,623,623,100.0,03002
3,3,440,440,100.0,03003
3,5,118,118,100.0,03005
3,6,644,644,100.0,03006
3,7,336,336,100.0,03007
3,8,493,493,100.0,03008
3,9,404,404,100.0,03009
3,10,416,416,100.0,03010
3,11,700,700,100.0,03011
3,13,774,774,100.0,03013
3,14,817,817,100.0,03014
3,15,534,534,100.0,03015
3,16,338,338,100.0,03016
3,17,185,185,100.0,03017
3,18,217,217,100.0,03018
3,19,847,847,100.0,03019
3,20,602,602,100.0,03020
3,21,566,566,100.0,03021
3,22,466,466,100.0,03022
3,23,298,298,100.0,03023
3,24,128,128,100.0,03024
3,25,808,808,100.0,03025
3,26,298,298,100.0,03026
3,27,401,401,100.0,03027
4,19,452,452,100.0,04019
4,20,120,120,100.0,04020
4,22,215,215,100.0,04022
4,24,694,694,100.0,04024
4,25,853,853,100.0,04025
4,26,743,743,100.0,04026
4,27,827,827,100.0,04027
4,28,877,877,100.0,04028
5,11,410,410,100.0,05011
5,24,7,7,100.0,05024
6,1,204,204,100.0,06001
6,2,258,258,100.0,06002
6,5,88,88,100.0,06005
6,6,311,311,100.0,06006
6,7,172,172,100.0,06007
8,1,267,267,100.0,08001
11,1,4,4,100.0,11001
11,10,69,69,100.0,11010
11,11,57,57,100.0,11011
11,12,125,125,100.0,11012
11,22,371,371,100.0,11022
15,1,184,184,100.0,15001
15,2,278,278,100.0,15002
15,3,110,110,100.0,15003
15,6,138,138,100.0,15006
15,7,48,48,100.0,15007
15,9,0,0,0.0,15009
15,10,108,108,100.0,15010
15,17,372,372,100.0,15017
15,18,287,287,100.0,15018
15,19,161,161,100.0,15019
16,1,328,328,100.0,16001
16,2,206,206,100.0,16002
16,3,278,278,100.0,16003
16,5,372,372,100.0,16005
16,6,354,354,100.0,16006
16,7,195,195,100.0,16007
16,8,146,146,100.0,16008
16,9,339,339,100.0,16009
16,10,221,221,100.0,16010
16,11,182,182,100.0,16011
16,12,101,101,100.0,16012
16,13,149,149,100.0,16013
16,15,311,311,100.0,16015
16,16,233,233,100.0,16016
16,17,405,405,100.0,16017
16,18,384,384,100.0,16018
16,19,300,300,100.0,16019
16,20,205,205,100.0,16020
16,21,221,221,100.0,16021
16,22,155,155,100.0,16022
16,23,78,78,100.0,16023
16,24,244,244,100.0,16024
16,25,120,120,100.0,16025
20,1,211,211,100.0,20001
20,2,119,119,100.0,20002
20,3,149,149,100.0,20003
20,4,127,127,100.0,20004
20,5,241,241,100.0,20005
20,6,148,148,100.0,20006
20,7,202,202,100.0,20007
20,8,247,247,100.0,20008
20,9,472,472,100.0,20009
20,10,492,492,100.0,20010
20,11,392,392,100.0,20011
20,12,79,79,100.0,20012
20,15,398,398,100.0,20015
20,16,442,442,100.0,20016
20,17,514,514,100.0,20017
20,20,457,457,100.0,20020
20,21,612,612,100.0,20021
20,22,533,533,100.0,20022
20,23,209,209,100.0,20023
34,14,124,124,100.0,34014
34,15,501,501,100.0,34015
34,16,834,834,100.0,34016
34,17,757,757,100.0,34017
34,18,694,694,100.0,34018
34,19,518,518,100.0,34019
34,20,569,569,100.0,34020
42,11,423,423,100.0,42011
42,12,387,387,100.0,42012
42,13,288,288,100.0,42013
42,14,229,229,100.0,42014
42,15,226,226,100.0,42015
42,16,668,668,100.0,42016
42,17,797,797,100.0,42017
42,18,440,440,100.0,42018
42,21,190,190,100.0,42021
